amount,block_trade_id,block_trade_leg_count,combo_id,combo_trade_id,contracts,direction,index_price,instrument_name,iv,liquidation,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.1,,,,,0.1,sell,42744.79,BTC-19JAN24-36000-P,111.12,,0.00017213,0.0001,3,1705535975629,280610961,734
0.1,,,,,0.1,sell,42742.87,BTC-18JAN24-42750-P,33.16,,0.00385651,0.004,2,1705535946620,280610945,46
0.2,,,,,0.2,buy,42742.81,BTC-2FEB24-42000-C,47.16,,0.04953666,0.05,0,1705535939137,280610944,52
0.8,,,,,0.8,sell,42746.36,BTC-18JAN24-43250-C,35.78,,0.00057937,0.0008,1,1705535919356,280610930,68
0.2,,,,,0.2,buy,42747.52,BTC-19JAN24-42500-C,43.61,,0.01409489,0.014,0,1705535907909,280610922,146
0.2,,,,,0.2,sell,42740.8,BTC-2FEB24-38000-P,52.53,,0.00668772,0.0065,3,1705535877137,280610903,221
0.1,,,,,0.1,sell,42741.06,BTC-18JAN24-42500-P,35.64,,0.00194486,0.002,2,1705535873021,280610901,225
0.1,,,,,0.1,sell,42741.06,BTC-18JAN24-45000-C,75.43,,0.00018781,0.0001,3,1705535873002,280610900,205
0.1,,,,,0.1,buy,42734.01,BTC-29MAR24-51000-C,51.11,,0.03510045,0.035,3,1705535811172,280610850,279
0.1,,,,,0.1,sell,42734.01,BTC-2FEB24-39000-P,50.63,,0.0096646,0.0095,3,1705535811074,280610847,167
5.0,,,,,5.0,sell,42728.27,BTC-2FEB24-46000-C,45.81,,0.01317082,0.013,3,1705535765770,280610809,443
0.2,,,,,0.2,sell,42728.66,BTC-2FEB24-35000-P,60.84,,0.00258175,0.0024,3,1705535738383,280610807,261
1.1,,,,,1.1,buy,42730.71,BTC-18JAN24-42000-P,44.01,,0.00065903,0.0006,1,1705535727135,280610800,312
0.1,,,,,0.1,sell,42728.23,BTC-2FEB24-36000-P,57.82,,0.00343456,0.0033,3,1705535687362,280610768,90
0.1,,,,,0.1,sell,42722.78,BTC-2FEB24-37000-P,54.97,,0.00482804,0.0046,3,1705535684542,280610766,59
0.7,,,,,0.7,sell,42714.61,BTC-20JAN24-42500-P,43.24,,0.01145252,0.011,3,1705535627484,280610720,13
0.8,,,,,0.8,sell,42706.81,BTC-19JAN24-42500-P,41.63,,0.00811422,0.0075,3,1705535595459,280610693,238
0.1,,,,,0.1,sell,42693.97,BTC-28JUN24-45000-C,54.88,,0.14196644,0.142,0,1705535511584,280610619,1367
0.1,,,,,0.1,buy,42707.59,BTC-28JUN24-50000-C,55.14,,0.10188452,0.102,0,1705535481001,280610585,1812
0.1,,,,,0.1,buy,42745.42,BTC-19JAN24-43000-C,40.81,,0.00781046,0.0075,1,1705535413527,280610412,529
1.0,,,,,1.0,buy,42741.71,BTC-2FEB24-41000-C,47.48,,0.06469457,0.0645,0,1705535403904,280610375,15
2.0,,,,,2.0,buy,42740.18,BTC-18JAN24-42750-C,30.51,,0.00379296,0.0036,0,1705535400107,280610362,154
