amount,block_trade_id,block_trade_leg_count,combo_id,combo_trade_id,contracts,direction,index_price,instrument_name,iv,liquidation,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.2,,,,,0.2,buy,114220.2,BTC-6AUG25-114000-C,37.41,,0.01289489,0.013,2,1754265480224,378818159,4
0.4,,,,,0.4,sell,114203.11,BTC-5AUG25-110000-P,50.7,,0.00157365,0.0016,3,1754265349383,378818119,166
1.0,,,,,1.0,sell,114203.11,BTC-8AUG25-126000-C,44.32,,0.00042945,0.0004,1,1754265349377,378818118,422
0.1,,,,,0.1,sell,114180.62,BTC-5AUG25-108000-P,56.19,,0.00085469,0.0007,2,1754265304509,378818082,93
0.1,,,,,0.1,buy,114195.9,BTC-5AUG25-111000-P,45.37,,0.00211003,0.0021,3,1754265242404,378818043,60
0.1,,,,,0.1,sell,114196.66,BTC-26SEP25-135000-C,39.09,,0.01183222,0.012,0,1754265232280,378818040,1166
0.2,,,,,0.2,buy,114195.21,BTC-5AUG25-113000-P,38.43,,0.00517669,0.0049,2,1754265103642,378818023,111
0.2,,,,,0.2,sell,114194.1,BTC-4AUG25-114000-P,33.73,,0.00346358,0.0033,0,1754265011390,378818007,179
0.1,,,,,0.1,buy,114207.16,BTC-4AUG25-114500-C,32.31,,0.0027418,0.0028,3,1754264978670,378817972,12
0.2,,,,,0.2,buy,114232.15,BTC-5AUG25-114000-C,36.82,,0.01004392,0.01,3,1754264910943,378817881,81
0.9,,,,,0.9,buy,114227.06,BTC-26SEP25-120000-C,38.13,,0.04103103,0.041,3,1754264875472,378817834,6105
0.1,,,,,0.1,sell,114220.4,BTC-26SEP25-140000-C,39.82,,0.00826665,0.008,2,1754264868555,378817826,4528
0.1,,,,,0.1,sell,114231.76,BTC-26SEP25-110000-P,38.64,,0.03800151,0.0375,2,1754264835377,378817804,1836
0.3,,,,,0.3,buy,114226.01,BTC-5AUG25-115000-C,34.68,,0.005399,0.0055,3,1754264813992,378817782,85
0.1,,,,,0.1,sell,114226.89,BTC-15AUG25-115000-C,34.55,,0.02199258,0.0215,3,1754264811380,378817777,132
0.1,,,,,0.1,sell,114232.68,BTC-26SEP25-125000-C,38.15,,0.0275715,0.0275,3,1754264806573,378817773,3509
0.1,,,,,0.1,buy,114233.63,BTC-8AUG25-114000-P,37.22,,0.01512277,0.015,2,1754264801634,378817769,814
0.1,,,,,0.1,sell,114233.63,BTC-8AUG25-114000-C,36.28,,0.01753483,0.017,2,1754264801092,378817768,163
0.1,,,,,0.1,sell,114233.79,BTC-22AUG25-115000-C,34.95,,0.02948309,0.029,1,1754264799993,378817767,70
0.1,,,,,0.1,sell,114233.79,BTC-22AUG25-114000-C,35.27,,0.03395979,0.0335,1,1754264799452,378817766,35
0.2,,,,,0.2,sell,114234.0,BTC-26SEP25-110000-C,39.14,,0.08377858,0.084,0,1754264798331,378817764,4741
0.1,,,,,0.1,sell,114231.85,BTC-15AUG25-113000-P,35.55,,0.0198523,0.0195,1,1754264795224,378817760,200
0.1,,,,,0.1,sell,114228.21,BTC-15AUG25-113000-C,35.49,,0.03137542,0.031,1,1754264794685,378817759,29
0.1,,,,,0.1,sell,114225.35,BTC-22AUG25-114000-P,35.2,,0.03001167,0.0295,3,1754264788810,378817745,76
0.1,,,,,0.1,sell,114225.58,BTC-22AUG25-113000-P,35.87,,0.02607003,0.026,1,1754264786654,378817739,84
0.1,,,,,0.1,sell,114217.66,BTC-22AUG25-113000-C,35.29,,0.03861519,0.038,3,1754264786112,378817738,15
0.1,,,,,0.1,sell,114208.48,BTC-15AUG25-114000-P,35.3,,0.02370376,0.0235,0,1754264779179,378817714,378
0.1,,,,,0.1,buy,114208.46,BTC-15AUG25-114000-C,35.13,,0.0262814,0.026,3,1754264778643,378817713,140
