amount,combo_id,combo_trade_id,contracts,direction,index_price,instrument_name,iv,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.7,,,0.7,sell,117453.81,BTC-20AUG25-114000-P,36.32,0.00231999,0.0022,0,1755475111612,380697210,17
0.2,,,0.2,sell,117462.38,BTC-20AUG25-120000-C,31.11,0.00271984,0.0028,2,1755475067091,380697202,32
1.0,,,1.0,sell,117453.21,BTC-26SEP25-85000-P,53.61,0.00175082,0.0017,1,1755474849296,380697081,2654
0.1,,,0.1,buy,117461.97,BTC-19AUG25-114000-P,40.72,0.00123598,0.0013,0,1755474841032,380697077,35
0.1,,,0.1,sell,117463.71,BTC-22AUG25-115000-P,35.98,0.00713167,0.007,0,1755474839190,380697075,591
1.0,,,1.0,sell,117456.51,BTC-26SEP25-138000-C,36.13,0.00598835,0.006,3,1755474778479,380697019,160
0.2,,,0.2,sell,117457.84,BTC-22AUG25-124000-C,35.42,0.00146257,0.0015,2,1755474767429,380697007,664
0.1,,,0.1,sell,117468.28,BTC-19AUG25-119000-C,29.44,0.00236987,0.0025,2,1755474766270,380697005,48
0.2,,,0.2,sell,117467.1,BTC-18AUG25-118000-C,26.81,0.00133017,0.0015,3,1755474765316,380696982,244
2.0,,,2.0,buy,117478.86,BTC-29AUG25-100000-P,52.3,0.00122827,0.0013,3,1755474757056,380696974,2067
4.3,,,4.3,buy,117479.14,BTC-18AUG25-118000-P,22.81,0.0057256,0.0055,1,1755474757056,380696975,191
0.1,,,0.1,buy,117510.57,BTC-26SEP25-120000-P,34.25,0.05141155,0.0515,0,1755474748275,380696967,1613
0.1,,,0.1,buy,117516.76,BTC-19AUG25-115000-P,36.93,0.00187332,0.0019,0,1755474747277,380696944,55
0.3,,,0.3,buy,117516.76,BTC-26DEC25-100000-P,43.18,0.03082272,0.031,0,1755474747100,380696942,1899
0.1,,,0.1,buy,117527.35,BTC-5SEP25-113000-P,35.0,0.01403661,0.014,0,1755474746686,380696936,24
0.1,,,0.1,buy,117535.77,BTC-5SEP25-112000-P,35.59,0.01205951,0.012,1,1755474745881,380696925,83
0.1,,,0.1,buy,117581.2,BTC-26SEP25-118000-P,34.49,0.04257938,0.0425,1,1755474545538,380696810,410
0.1,,,0.1,buy,117609.31,BTC-26SEP25-105000-P,39.09,0.0108995,0.011,0,1755474517606,380696789,3629
0.1,,,0.1,sell,117601.57,BTC-26SEP25-130000-C,33.94,0.01366054,0.0135,3,1755474497314,380696775,6153
0.1,,,0.1,sell,117577.77,BTC-31OCT25-145000-C,38.11,0.01245484,0.0125,3,1755474444122,380696747,395
0.5,,,0.5,buy,117589.56,BTC-20AUG25-117000-C,31.6,0.01292907,0.013,3,1755474440530,380696744,8
0.1,,,0.1,sell,117586.85,BTC-22AUG25-118000-C,31.8,0.012788,0.0125,3,1755474421795,380696714,634
0.1,,,0.1,sell,117584.89,BTC-5SEP25-117000-C,32.39,0.03420144,0.0335,2,1755474408730,380696707,27
0.1,,,0.1,sell,117588.12,BTC-29AUG25-119000-C,31.95,0.01825436,0.018,3,1755474408189,380696706,222
0.1,,,0.1,buy,117599.2,BTC-26SEP25-108000-P,37.46,0.0150219,0.015,0,1755474406241,380696701,547
0.1,,,0.1,sell,117601.69,BTC-22AUG25-118000-P,31.3,0.01550853,0.015,2,1755474400976,380696686,508
0.1,,,0.1,buy,117601.88,BTC-5SEP25-117000-P,32.85,0.02536011,0.025,1,1755474395905,380696683,23
0.1,,,0.1,sell,117601.36,BTC-29AUG25-118000-C,32.13,0.02236552,0.022,3,1755474394901,380696681,4392
0.1,,,0.1,sell,117601.31,BTC-29AUG25-117000-C,32.39,0.02694435,0.0265,3,1755474393823,380696676,124
0.1,,,0.1,sell,117601.31,BTC-5SEP25-119000-C,32.12,0.02542698,0.025,3,1755474393284,380696675,31
0.1,,,0.1,sell,117602.55,BTC-29AUG25-119000-P,31.58,0.02798744,0.0275,3,1755474388172,380696671,796
0.1,,,0.1,sell,117602.55,BTC-29AUG25-118000-P,31.82,0.02356889,0.023,1,1755474387086,380696669,1725
0.1,,,0.1,buy,117600.74,BTC-29AUG25-117000-P,32.74,0.01968493,0.0195,0,1755474380659,380696664,369
0.1,,,0.1,sell,117601.08,BTC-5SEP25-119000-P,32.15,0.03341785,0.033,2,1755474378488,380696657,23
0.1,,,0.1,sell,117619.18,BTC-5SEP25-118000-C,32.1,0.02967124,0.029,2,1755474364823,380696630,22
