amount,block_rfq_id,block_trade_id,block_trade_leg_count,combo_id,combo_trade_id,contracts,direction,index_price,instrument_name,iv,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.1,,,,,,0.1,sell,73921.3,BTC-20MAR26-80000-C,55.52,0.00071976,0.0007,3,1773791982981,420744107,743
1.0,,,,,,1.0,buy,73936.81,BTC-25SEP26-45000-P,61.48,0.02058909,0.021,0,1773791943376,420744083,328
5.9,,,,,,5.9,buy,73900.18,BTC-19MAR26-78000-C,54.19,0.00069071,0.0007,2,1773791911683,420744007,82
1.0,,,,,,1.0,sell,73899.31,BTC-20MAR26-71000-P,58.6,0.00515849,0.005,0,1773791910408,420744004,328
16.0,,,,,,16.0,sell,73920.0,BTC-18MAR26-71000-P,61.87,0.00013628,0.0001,3,1773791881532,420743962,96
0.1,,,,,,0.1,sell,73933.88,BTC-18MAR26-72500-C,48.06,0.0201023,0.02,2,1773791881159,420743957,40
5.5,,,,,,5.5,sell,73933.88,BTC-3APR26-85000-C,48.5,0.00454024,0.0045,3,1773791880505,420743953,393
0.1,,,,,,0.1,sell,73933.88,BTC-24APR26-78000-C,47.68,0.03970352,0.0395,2,1773791880277,420743952,1134
0.1,,,,,,0.1,sell,73932.74,BTC-25SEP26-76000-C,49.6,0.13732065,0.1375,2,1773791876355,420743934,96
0.5,,,,,,0.5,sell,73946.48,BTC-27MAR26-74000-P,50.92,0.03269366,0.0325,0,1773791789148,420743907,911
0.7,,,,,,0.7,sell,73936.99,BTC-19MAR26-73500-P,55.18,0.01049759,0.0105,1,1773791668416,420743829,38
1.7,,,,,,1.7,sell,73936.99,BTC-21MAR26-72500-P,55.24,0.01250547,0.0125,0,1773791668361,420743824,20
1.7,,,,,,1.7,sell,73936.99,BTC-21MAR26-72000-P,56.13,0.01046765,0.0105,3,1773791668229,420743823,13
0.1,,,,,,0.1,sell,73959.04,BTC-3APR26-76000-C,49.03,0.03001507,0.03,2,1773791662969,420743820,134
2.5,,,,,,2.5,sell,73966.48,BTC-20MAR26-63000-P,90.08,0.00029821,0.0003,1,1773791648464,420743794,534
0.2,,,,,,0.2,sell,73962.17,BTC-26JUN26-95000-C,46.48,0.02389136,0.023,2,1773791647918,420743793,2117
0.1,,,,,,0.1,buy,73999.79,BTC-27MAR26-77000-C,49.27,0.01611223,0.016,2,1773791588968,420743782,686
1.6,,,,,,1.6,buy,73978.64,BTC-20MAR26-74000-P,53.06,0.01684322,0.017,0,1773791558578,420743720,157
0.1,,,,,,0.1,buy,73978.64,BTC-20MAR26-72000-P,56.57,0.00739491,0.0075,1,1773791558377,420743719,256
0.8,,,,,,0.8,buy,73978.75,BTC-20MAR26-76000-C,51.53,0.00648214,0.0065,3,1773791557276,420743717,792
0.1,,,,,,0.1,sell,74015.3,BTC-24APR26-80000-C,47.27,0.03140564,0.031,2,1773791493469,420743674,1837
0.8,,,,,,0.8,buy,74028.74,BTC-25SEP26-50000-P,58.24,0.029567,0.03,1,1773791487365,420743650,1611
2.4,,,,,,2.4,sell,74022.87,BTC-21MAR26-71500-P,57.09,0.00865018,0.0085,0,1773791343850,420743554,8
2.0,,,,,,2.0,sell,73998.6,BTC-24APR26-84000-C,46.19,0.01849396,0.0175,2,1773791273810,420743475,1053
1.0,,,,,,1.0,sell,73980.3,BTC-24APR26-81000-C,46.56,0.02745358,0.0265,2,1773791160707,420743357,167
0.1,,,,,,0.1,buy,73980.02,BTC-21MAR26-65000-P,75.77,0.00098823,0.001,2,1773791159339,420743353,6
1.3,,,,,,1.3,sell,74011.76,BTC-24APR26-70000-P,50.62,0.03863643,0.0385,0,1773791120744,420743335,1471
0.1,,,,,,0.1,buy,73952.33,BTC-24APR26-40000-P,88.83,0.00111287,0.0011,1,1773791090665,420743214,524
19.5,,,,,,19.5,sell,73958.42,BTC-27MAR26-65000-P,65.2,0.00489648,0.005,1,1773791089795,420743213,6342
1.0,,,,,,1.0,sell,73984.32,BTC-25SEP26-75000-C,49.79,0.14438287,0.144,2,1773791089587,420743212,1919
0.5,,,,,,0.5,sell,74043.41,BTC-25DEC26-85000-C,49.81,0.13075893,0.1305,2,1773791080920,420743121,1242
