amount,block_trade_id,block_trade_leg_count,combo_id,contracts,direction,index_price,instrument_name,iv,liquidation,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.3,,,,0.3,sell,66634.49,BTC-5JUL24-66000-P,43.48,,0.03156421,0.0315,3,1718582399402,305473545,74
0.1,,,,0.1,sell,66641.22,BTC-19JUN24-65500-P,39.49,,0.00594511,0.0055,2,1718582301328,305473509,14
0.1,,,,0.1,sell,66641.15,BTC-18JUN24-65000-P,41.42,,0.00191636,0.002,3,1718582299713,305473508,170
0.1,,,,0.1,buy,66625.65,BTC-5JUL24-60000-P,46.83,,0.00733566,0.0075,1,1718582221773,305473469,77
0.1,,,,0.1,buy,66627.72,BTC-26JUL24-82000-C,51.57,,0.01150094,0.0115,2,1718582178926,305473467,520
1.0,,,,1.0,buy,66624.61,BTC-26JUL24-60000-P,48.35,,0.02018038,0.02,3,1718582158066,305473462,781
0.1,,,,0.1,sell,66619.48,BTC-28JUN24-45000-P,81.17,,0.00017838,0.0001,3,1718582101546,305473455,1279
0.2,,,,0.2,buy,66618.36,BTC-18JUN24-69500-C,41.35,,0.00054361,0.0005,3,1718582088160,305473446,12
0.1,,,,0.1,sell,66622.45,BTC-17JUN24-66500-P,28.01,,0.0028558,0.0025,3,1718582073220,305473441,136
0.1,,,,0.1,sell,66622.45,BTC-17JUN24-66500-C,26.63,,0.00481854,0.0043,1,1718582073200,305473440,174
0.1,,,,0.1,buy,66637.22,BTC-21JUN24-71000-C,45.94,,0.00269323,0.0027,0,1718582027185,305473428,1346
1.2,,,,1.2,sell,66621.39,BTC-28JUN24-44000-P,85.41,,0.0001788,0.0001,2,1718581972507,305473394,775
1.4,,,,1.4,sell,66631.05,BTC-28JUN24-50000-P,71.65,,0.00034031,0.0004,1,1718581956241,305473389,1835
0.1,,,,0.1,buy,66617.26,BTC-17JUN24-67000-C,31.93,,0.00146257,0.0017,1,1718581940511,305473372,272
0.1,,,,0.1,sell,66614.67,BTC-19JUN24-70500-C,46.28,,0.00112783,0.0011,1,1718581923079,305473366,18
0.3,,,,0.3,sell,66618.77,BTC-21JUN24-67000-C,41.33,,0.01625091,0.016,2,1718581902104,305473340,1029
2.0,,,,2.0,buy,66623.85,BTC-19JUN24-66500-P,40.11,,0.01164643,0.0115,3,1718581900695,305473339,14
0.8,,,,0.8,sell,66635.95,BTC-26JUL24-66000-P,47.33,,0.05160958,0.051,3,1718581881188,305473324,514
1.3,,,,1.3,sell,66640.47,BTC-19JUN24-67000-C,39.52,,0.01100708,0.0105,3,1718581866951,305473321,6
0.1,,,,0.1,sell,66641.77,BTC-28JUN24-65000-P,43.1,,0.01795993,0.018,1,1718581833075,305473309,3746
2.0,,,,2.0,sell,66643.94,BTC-5JUL24-71000-C,43.97,,0.01798388,0.0175,0,1718581764304,305473298,80
0.2,,,,0.2,sell,66643.97,BTC-5JUL24-74000-C,45.65,,0.00954082,0.0095,1,1718581756372,305473296,108
1.6,,,,1.6,buy,66645.48,BTC-5JUL24-67000-P,43.22,,0.03896363,0.0385,3,1718581744740,305473292,53
0.3,,,,0.3,sell,66641.47,BTC-5JUL24-72000-C,44.8,,0.01454493,0.0145,3,1718581725092,305473284,107
0.5,,,,0.5,sell,66644.88,BTC-21JUN24-58000-P,58.79,,0.00038632,0.0003,2,1718581631164,305473244,464
0.1,,,,0.1,sell,66644.88,BTC-18JUN24-70500-C,44.59,,0.00025385,0.0002,3,1718581630439,305473242,24
0.2,,,,0.2,buy,66645.24,BTC-17JUN24-67500-C,34.44,,0.00056642,0.0006,1,1718581627075,305473240,207
0.1,,,,0.1,sell,66645.54,BTC-21JUN24-74000-C,49.35,,0.00070672,0.0006,3,1718581623423,305473236,1263
0.1,,,,0.1,sell,66644.87,BTC-21JUN24-73000-C,47.27,,0.00102841,0.0009,3,1718581618660,305473232,1169
0.1,,,,0.1,sell,66641.66,BTC-21JUN24-72000-C,46.76,,0.0016799,0.0016,3,1718581606934,305473217,1203
0.1,,,,0.1,sell,66627.84,BTC-21JUN24-60000-P,54.15,,0.00089235,0.0008,2,1718581589042,305473198,807
0.1,,,,0.1,sell,66625.05,BTC-21JUN24-62000-P,47.11,,0.00190291,0.0017,2,1718581585384,305473195,845
0.1,,,,0.1,sell,66617.95,BTC-18JUN24-64000-P,43.56,,0.0007943,0.0007,3,1718581582181,305473194,80
0.1,,,,0.1,sell,66620.5,BTC-19JUN24-72000-C,47.05,,0.00050486,0.0003,2,1718581566738,305473183,14
0.4,,,,0.4,sell,66626.49,BTC-19JUN24-61000-P,56.48,,0.00041866,0.0004,3,1718581558575,305473176,7
0.1,,,,0.1,sell,66630.57,BTC-19JUN24-63000-P,47.52,,0.00127634,0.0011,3,1718581536475,305473170,37
0.2,,,,0.2,sell,66629.81,BTC-19JUN24-62000-P,51.2,,0.00073234,0.0006,3,1718581532259,305473169,8
0.1,,,,0.1,sell,66633.08,BTC-19JUN24-63500-P,45.69,,0.00167046,0.0015,0,1718581523279,305473167,13
0.7,,,,0.7,buy,66636.05,BTC-19JUN24-71000-C,46.03,,0.00087287,0.0007,3,1718581507407,305473162,30
0.1,,,,0.1,sell,66637.53,BTC-17JUN24-64500-P,56.69,,0.00028908,0.0002,2,1718581468018,305473141,168
0.1,,,,0.1,sell,66628.74,BTC-18JUN24-63000-P,48.47,,0.00040055,0.0003,2,1718581451146,305473126,42
0.2,,,,0.2,sell,66628.37,BTC-27SEP24-65000-C,54.78,,0.14403517,0.143,0,1718581449058,305473125,1358
0.1,,,,0.1,buy,66629.04,BTC-30AUG24-64000-P,52.02,,0.06243793,0.0625,0,1718581425963,305473118,113
0.5,,,,0.5,buy,66623.89,BTC-21JUN24-65000-P,42.05,,0.00798404,0.008,3,1718581400155,305473110,958
0.5,,,,0.5,buy,66615.21,BTC-28JUN24-70000-C,43.23,,0.0130159,0.013,3,1718581279193,305473077,9496
0.1,,,,0.1,sell,66619.0,BTC-26JUL24-68000-C,47.94,,0.05896255,0.059,3,1718581249657,305473065,660
0.2,,,,0.2,buy,66607.5,BTC-28JUN24-62000-P,44.88,,0.00718541,0.007,3,1718581124543,305473013,1735
1.0,,,,1.0,buy,66604.43,BTC-17JUN24-65500-P,45.62,,0.00066117,0.0008,0,1718580951295,305472970,255
0.1,,,,0.1,sell,66613.76,BTC-26JUL24-95000-C,58.24,,0.00321955,0.0033,2,1718580928642,305472959,646
