amount,combo_id,combo_trade_id,contracts,direction,index_price,instrument_name,iv,liquidation,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.1,,,0.1,buy,62026.12,BTC-29MAR24-54000-P,63.44,,0.01591606,0.016,2,1709423702572,287299058,614
0.3,,,0.3,buy,62059.62,BTC-22MAR24-57000-P,62.13,,0.02088175,0.0205,2,1709423702125,287299054,51
0.1,,,0.1,buy,62058.85,BTC-22MAR24-54000-P,62.97,,0.01041181,0.0105,3,1709423629891,287298930,119
1.0,,,1.0,buy,62068.83,BTC-3MAR24-62750-C,36.33,,0.00085248,0.001,0,1709423487649,287298913,48
2.0,,,2.0,sell,62068.83,BTC-3MAR24-62500-C,32.59,,0.00125132,0.0015,1,1709423484523,287298912,781
1.0,,,1.0,sell,62069.19,BTC-3MAR24-62250-C,32.7,,0.00242135,0.0028,1,1709423481943,287298910,92
0.1,,,0.1,sell,62069.16,BTC-8MAR24-57500-P,61.3,,0.00525953,0.005,2,1709423478128,287298908,345
0.1,,,0.1,buy,62073.94,BTC-26APR24-67000-C,65.52,,0.08026023,0.08,1,1709423398651,287298872,30
20.0,,,20.0,buy,62073.45,BTC-3MAR24-62000-C,31.56,,0.00444184,0.0046,0,1709423396568,287298835,419
0.1,,,0.1,buy,62047.08,BTC-15MAR24-74000-C,72.27,,0.0068824,0.007,0,1709423379212,287298827,188
0.1,,,0.1,buy,62045.71,BTC-8MAR24-64500-C,65.39,,0.01689316,0.0175,1,1709423350105,287298817,140
0.1,,,0.1,sell,62057.21,BTC-4MAR24-57000-P,72.51,,0.00044718,0.0004,1,1709423313748,287298790,79
0.3,,,0.3,sell,62057.98,BTC-8MAR24-57000-P,62.8,,0.00441548,0.0043,3,1709423309537,287298788,494
0.3,,,0.3,sell,62057.1,BTC-15MAR24-55000-P,62.02,,0.00750999,0.007,2,1709423305485,287298787,489
0.2,,,0.2,sell,62052.4,BTC-22MAR24-68000-C,65.78,,0.02962698,0.0295,0,1709423208307,287298719,173
0.1,,,0.1,buy,62046.73,BTC-4MAR24-56000-P,81.16,,0.00024635,0.0003,3,1709423186094,287298718,118
1.0,,,1.0,buy,62057.79,BTC-22MAR24-50000-P,65.85,,0.00375744,0.004,0,1709423146296,287298683,69
0.1,,,0.1,buy,62061.39,BTC-8MAR24-62500-C,61.93,,0.02846093,0.0285,0,1709423127366,287298682,374
