amount,block_rfq_id,block_trade_id,block_trade_leg_count,combo_id,combo_trade_id,contracts,direction,index_price,instrument_name,iv,liquidation,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.1,,,,,,0.1,sell,119867.15,BTC-29AUG25-120000-C,38.13,,0.05740026,0.0575,3,1752537567345,375876729,1874
1.0,,,,,,1.0,buy,119886.68,BTC-26JUN26-250000-C,47.77,,0.02258915,0.022,2,1752537560265,375876715,41
0.1,,,,,,0.1,buy,119885.61,BTC-18JUL25-119000-P,40.43,,0.01147495,0.0115,3,1752537544368,375876708,147
0.1,,,,,,0.1,buy,119883.7,BTC-17JUL25-120000-P,40.38,,0.01292377,0.013,1,1752537540756,375876705,48
6.0,,,,,,6.0,buy,119877.16,BTC-16JUL25-119000-P,41.11,,0.00639234,0.0065,3,1752537520889,375876688,130
0.1,,,,,,0.1,sell,119874.53,BTC-18JUL25-123000-C,39.85,,0.00607243,0.006,2,1752537518499,375876677,328
0.1,,,,,,0.1,buy,119863.57,BTC-17JUL25-119000-P,41.11,,0.00928017,0.0095,3,1752537474989,375876620,20
0.1,,,,,,0.1,buy,119863.46,BTC-16JUL25-120000-P,39.87,,0.00998283,0.01,1,1752537473787,375876619,164
0.1,,,,,,0.1,buy,119861.97,BTC-26DEC25-210000-C,50.66,,0.01105647,0.0115,0,1752537467402,375876614,719
0.1,,,,,,0.1,buy,119850.9,BTC-16JUL25-118000-P,42.62,,0.00409803,0.0042,1,1752537450892,375876577,191
0.1,,,,,,0.1,buy,119845.75,BTC-18JUL25-121000-P,39.83,,0.0199452,0.02,0,1752537446905,375876530,76
0.4,,,,,,0.4,buy,119860.71,BTC-29AUG25-120000-P,38.19,,0.04922991,0.0495,1,1752537378764,375876441,231
0.1,,,,,,0.1,buy,119858.43,BTC-1AUG25-123000-P,38.46,,0.04556052,0.046,3,1752537341591,375876406,29
0.1,,,,,,0.1,buy,119858.0,BTC-29AUG25-140000-C,40.83,,0.01200094,0.0125,1,1752537328162,375876400,1476
0.1,,,,,,0.1,buy,119856.71,BTC-25JUL25-128000-C,39.98,,0.00615651,0.0065,0,1752537259838,375876366,34
13.1,,,,,,13.1,buy,119856.36,BTC-18JUL25-112000-P,50.38,,0.00154816,0.0016,0,1752537249782,375876355,370
1.9,,,,,,1.9,buy,119826.94,BTC-25JUL25-120000-C,37.89,,0.02592875,0.026,3,1752537239792,375876338,3926
0.1,,,,,,0.1,buy,119806.48,BTC-17JUL25-121000-P,40.11,,0.01790571,0.018,2,1752537223558,375876315,9
11.5,,,,,,11.5,sell,119819.26,BTC-16JUL25-108000-P,81.73,,0.00035112,0.0003,3,1752537203605,375876309,22
2.0,,,,,,2.0,buy,119803.66,BTC-18JUL25-115000-P,43.78,,0.00345121,0.0034,1,1752537202122,375876304,414
0.1,,,,,,0.1,buy,119811.63,BTC-25JUL25-106000-C,47.65,,0.11969996,0.1195,2,1752537143794,375876295,2122
4.0,,,,,,4.0,buy,119809.04,BTC-18JUL25-113000-P,47.77,,0.00197445,0.002,2,1752537139647,375876294,527
0.1,,,,,,0.1,sell,119825.8,BTC-29AUG25-116000-C,38.22,,0.07576388,0.0755,2,1752537137359,375876293,600
0.1,,,,,,0.1,sell,119803.91,BTC-15JUL25-120000-C,28.77,,0.00278516,0.0028,2,1752537057625,375876276,326
0.1,,,,,,0.1,sell,119811.33,BTC-15JUL25-121500-C,40.26,,0.00075679,0.0008,3,1752537050935,375876263,41
0.1,,,,,,0.1,buy,119863.81,BTC-29AUG25-124000-C,38.74,,0.04292432,0.0435,0,1752537014487,375876134,670
2.1,,,,,,2.1,buy,119877.64,BTC-16JUL25-112000-P,62.16,,0.00043344,0.0005,3,1752536897149,375876126,16
0.5,,,,,,0.5,buy,119878.31,BTC-25JUL25-115000-C,39.36,,0.05314449,0.053,2,1752536893401,375876125,4016
2.0,,,,,,2.0,sell,119863.02,BTC-25JUL25-140000-C,47.24,,0.00098426,0.0009,2,1752536871608,375876121,2196
0.1,,,,,,0.1,buy,119863.23,BTC-18JUL25-118000-P,40.68,,0.00854928,0.0085,0,1752536867183,375876120,404
0.1,,,,,,0.1,buy,119869.09,BTC-17JUL25-124000-C,43.3,,0.00300455,0.0032,2,1752536853592,375876118,26
0.5,,,,,,0.5,buy,119873.98,BTC-25JUL25-110000-C,43.05,,0.08868958,0.0885,0,1752536838574,375876116,8109
0.1,,,,,,0.1,sell,119873.88,BTC-25JUL25-129000-C,39.31,,0.00521016,0.005,3,1752536837603,375876115,15
0.1,,,,,,0.1,buy,119879.04,BTC-18JUL25-126000-C,41.69,,0.00230514,0.0022,2,1752536824405,375876113,208
0.1,,,,,,0.1,buy,119866.73,BTC-1AUG25-115000-P,39.58,,0.01575308,0.016,2,1752536813060,375876044,149
0.1,,,,,,0.1,buy,119868.73,BTC-25JUL25-124000-C,38.7,,0.0131697,0.0135,3,1752536809881,375876043,1338
1.0,,,,,,1.0,sell,119868.46,BTC-29AUG25-135000-C,38.99,,0.01794403,0.0175,0,1752536793276,375876041,1114
0.3,,,,,,0.3,buy,119865.08,BTC-15JUL25-112000-P,95.75,,6.263e-05,0.0001,3,1752536702413,375876023,86
0.1,,,,,,0.1,buy,119864.59,BTC-26DEC25-90000-P,44.77,,0.01805223,0.0185,0,1752536668369,375876013,1183
0.1,,,,,,0.1,sell,119865.25,BTC-26SEP25-120000-C,39.38,,0.07735728,0.077,0,1752536648940,375876011,4709
0.1,,,,,,0.1,buy,119867.29,BTC-26SEP25-150000-C,42.93,,0.01445506,0.015,1,1752536624825,375876009,3270
0.1,,,,,,0.1,buy,119872.33,BTC-16JUL25-120000-C,38.45,,0.00894332,0.009,3,1752536611394,375876006,92
1.0,,,,,,1.0,sell,119871.12,BTC-25JUL25-125000-C,38.4,,0.01090516,0.011,3,1752536548346,375876000,2271
4.7,,,,,,4.7,sell,119888.38,BTC-16JUL25-123000-C,42.57,,0.00206407,0.0023,1,1752536532670,375875989,166
30.0,,,,,,30.0,sell,119908.56,BTC-16JUL25-136000-C,82.04,,0.00014011,0.0001,3,1752536497200,375875969,41
0.1,,,,,,0.1,buy,119928.82,BTC-26DEC25-135000-C,43.9,,0.08327197,0.0835,2,1752536463619,375875956,95
0.1,,,,,,0.1,sell,119936.03,BTC-29AUG25-122000-C,38.13,,0.05024899,0.05,2,1752536461032,375875955,1282
0.1,,,,,,0.1,sell,119987.35,BTC-18JUL25-120000-C,39.29,,0.01563699,0.0155,0,1752536460488,375875953,1141
0.1,,,,,,0.1,buy,119987.35,BTC-26SEP25-125000-P,39.88,,0.08578241,0.086,2,1752536460201,375875950,89
0.1,,,,,,0.1,buy,119987.35,BTC-26SEP25-115000-P,39.68,,0.0443263,0.0445,2,1752536460166,375875949,465
0.1,,,,,,0.1,sell,119987.35,BTC-29AUG25-118000-C,37.96,,0.06687693,0.0665,2,1752536460043,375875937,955
0.1,,,,,,0.1,buy,119987.35,BTC-25JUL25-122000-P,38.28,,0.03318756,0.0335,0,1752536460035,375875936,89
1.0,,,,,,1.0,buy,119970.48,BTC-26DEC25-200000-C,49.74,,0.01417801,0.0145,1,1752536430344,375875865,2130
0.1,,,,,,0.1,sell,119952.05,BTC-15JUL25-117000-P,45.25,,0.00019354,0.0002,2,1752536401933,375875860,297
0.3,,,,,,0.3,sell,119951.27,BTC-16JUL25-114000-P,50.72,,0.00074291,0.0006,3,1752536400245,375875859,32
0.2,,,,,,0.2,buy,119953.08,BTC-16JUL25-121000-C,39.32,,0.00585321,0.006,2,1752536366048,375875856,62
0.4,,,,,,0.4,sell,119953.04,BTC-16JUL25-122000-C,37.74,,0.00348786,0.0032,3,1752536310011,375875835,107
10.0,,,,,,10.0,sell,119956.96,BTC-16JUL25-106000-P,89.66,,0.00024065,0.0002,3,1752536290341,375875833,23
0.4,,,,,,0.4,buy,119967.41,BTC-15JUL25-123000-C,53.76,,0.00040557,0.0005,1,1752536233224,375875819,278
0.1,,,,,,0.1,buy,119942.55,BTC-15JUL25-122500-C,47.32,,0.0005023,0.0005,3,1752536216873,375875813,119
5.0,,,,BTC-STRD-1AUG25-120000,375875810,5.0,sell,119936.77,BTC-1AUG25-120000-P,37.52,,0.03142294,0.0309,0,1752536214630,375875811,97
5.0,,,,BTC-STRD-1AUG25-120000,375875810,5.0,sell,119936.77,BTC-1AUG25-120000-C,37.41,,0.03482501,0.0342,2,1752536214630,375875812,339
0.2,,,,,,0.2,buy,119929.43,BTC-18JUL25-124000-C,40.95,,0.00450632,0.0046,2,1752536205024,375875809,342
1.0,,,,,,1.0,buy,119940.98,BTC-15JUL25-122000-C,43.84,,0.00064904,0.0007,0,1752536143377,375875787,245
0.1,,,,,,0.1,sell,119941.28,BTC-18JUL25-114000-P,45.38,,0.00249576,0.0024,2,1752536135043,375875780,462
0.1,,,,,,0.1,sell,119940.78,BTC-18JUL25-115000-C,45.88,,0.04559849,0.046,2,1752536134157,375875779,1184
0.1,,,,,,0.1,buy,119946.31,BTC-18JUL25-116000-P,43.6,,0.00448852,0.0047,0,1752536103646,375875767,496
1.0,,,,,,1.0,buy,119919.14,BTC-26DEC25-150000-C,44.65,,0.05261535,0.0525,0,1752536027339,375875741,1910
0.1,,,,,,0.1,sell,119902.42,BTC-26DEC25-170000-C,46.62,,0.02983479,0.03,3,1752536019001,375875738,1698
0.6,,,,,,0.6,sell,119859.28,BTC-26DEC25-120000-C,42.76,,0.1301317,0.1295,2,1752536003313,375875705,1794
0.1,,,,,,0.1,buy,119858.33,BTC-26DEC25-130000-C,43.67,,0.09695074,0.097,2,1752535998555,375875704,2289
10.0,,,,,,10.0,sell,119854.65,BTC-15JUL25-124000-C,51.5,,0.00017308,0.0001,2,1752535986932,375875693,152
0.1,,,,,,0.1,sell,119842.85,BTC-15JUL25-124500-C,56.81,,0.00013423,0.0001,3,1752535959824,375875684,17
0.1,,,,,,0.1,buy,119837.22,BTC-17JUL25-123000-C,40.43,,0.00421,0.0041,3,1752535931339,375875673,22
1.0,,,,,,1.0,buy,119839.02,BTC-16JUL25-126000-C,50.38,,0.00057989,0.0007,2,1752535907588,375875670,151
0.1,,,,,,0.1,buy,119864.12,BTC-15JUL25-118000-P,39.98,,0.00049169,0.0006,0,1752535860516,375875645,411
1.0,,,,,,1.0,buy,119861.09,BTC-25JUL25-90000-P,76.94,,0.00048103,0.0005,3,1752535854126,375875640,2184
0.1,,,,,,0.1,sell,119857.42,BTC-15JUL25-120000-P,26.01,,0.00412516,0.0038,3,1752535851529,375875639,356
0.1,,,,,,0.1,sell,119859.3,BTC-29AUG25-150000-C,42.23,,0.0057255,0.0055,1,1752535767305,375875574,796
0.1,,,,,,0.1,buy,119858.94,BTC-15JUL25-121000-C,32.75,,0.00101742,0.001,3,1752535735765,375875567,204
0.1,,,,,,0.1,buy,119857.0,BTC-26DEC25-160000-C,45.69,,0.03904589,0.0395,0,1752535693580,375875550,1070
1.0,,,,,,1.0,sell,119848.83,BTC-15JUL25-119500-C,30.46,,0.00547259,0.0055,0,1752535639792,375875528,11
0.2,,,,,,0.2,buy,119869.86,BTC-26SEP25-135000-C,40.42,,0.03356075,0.0335,0,1752535558545,375875501,22
0.2,,,,,,0.2,sell,119852.25,BTC-15JUL25-123000-P,50.72,,0.02649421,0.0265,1,1752535557344,375875500,46
0.1,,,,,,0.1,buy,119831.88,BTC-25JUL25-109000-C,44.44,,0.09603034,0.096,3,1752535528519,375875469,184
0.6,,,,,,0.6,sell,119823.72,BTC-25JUL25-120000-P,38.08,,0.0247318,0.025,1,1752535524236,375875467,262
0.1,,,,,,0.1,buy,119818.24,BTC-26SEP25-160000-C,44.07,,0.00844364,0.0085,2,1752535513323,375875456,1957
1.0,,,,,,1.0,sell,119845.4,BTC-15JUL25-122500-P,47.23,,0.02246658,0.0225,0,1752535447145,375875408,23
1.0,,,,,,1.0,sell,119891.31,BTC-15JUL25-119000-C,33.36,,0.0088478,0.009,3,1752535399086,375875389,136
0.1,,,,,,0.1,buy,119882.49,BTC-27MAR26-85000-C,45.48,,0.35255905,0.3515,2,1752535316499,375875379,700
0.1,,,,,,0.1,sell,119885.97,BTC-29AUG25-132000-C,38.64,,0.02287381,0.0225,2,1752535312838,375875376,140
0.1,,,,,,0.1,buy,119885.97,BTC-26DEC25-100000-P,43.39,,0.03421867,0.0345,0,1752535312528,375875375,1227
0.1,,,,,,0.1,sell,119886.04,BTC-25JUL25-114000-P,38.77,,0.00806741,0.0075,2,1752535258933,375875367,455
0.1,,,,,,0.1,buy,119886.05,BTC-26SEP25-65000-P,65.15,,0.0011764,0.0012,2,1752535256925,375875366,1879
