amount,block_trade_id,block_trade_leg_count,combo_id,combo_trade_id,contracts,direction,index_price,instrument_name,iv,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.3,,,,,0.3,sell,52271.44,BTC-22FEB24-53500-C,53.31,0.00471961,0.0046,2,1708473599474,284960149,144
0.2,,,,,0.2,buy,52271.87,BTC-26APR24-54000-C,59.75,0.09777567,0.0985,1,1708473596598,284960148,413
0.3,,,,,0.3,sell,52272.15,BTC-26APR24-65000-C,62.47,0.04046369,0.04,3,1708473594688,284960146,521
0.2,,,,,0.2,buy,52287.5,BTC-1MAR24-51000-P,51.3,0.02016542,0.02,0,1708473488840,284960107,457
3.4,,,,,3.4,sell,52298.79,BTC-26APR24-52000-C,58.32,0.11442145,0.114,2,1708473488035,284960106,409
1.0,,,,,1.0,buy,52300.01,BTC-29MAR24-42000-P,58.15,0.00763468,0.008,3,1708473486334,284960083,1091
0.3,,,,,0.3,sell,52306.84,BTC-21FEB24-51250-P,42.52,0.00033304,0.0003,3,1708473479764,284960074,130
2.0,,,,,2.0,sell,52305.12,BTC-8MAR24-66000-C,60.78,0.00249646,0.0023,2,1708473411242,284960001,58
0.2,,,,,0.2,buy,52301.31,BTC-23FEB24-47000-P,66.45,0.00042699,0.0004,3,1708473393231,284960000,1757
0.1,,,,,0.1,sell,52302.27,BTC-29MAR24-52000-P,54.39,0.05824546,0.058,2,1708473386690,284959997,352
0.1,,,,,0.1,buy,52298.48,BTC-8MAR24-50000-P,51.83,0.02191145,0.022,1,1708473366499,284959968,197
2.2,,,,,2.2,sell,52292.33,BTC-23FEB24-53000-C,53.37,0.01136871,0.0115,1,1708473330699,284959956,2098
0.1,,,,,0.1,sell,52292.53,BTC-29MAR24-44000-P,55.8,0.01200109,0.012,3,1708473316124,284959954,962
0.1,,,,,0.1,sell,52289.68,BTC-21FEB24-52000-P,33.33,0.0017728,0.0018,1,1708473236782,284959921,307
0.2,,,,,0.2,sell,52293.8,BTC-23FEB24-51000-P,51.23,0.00645947,0.0065,1,1708473218597,284959919,1012
0.2,,,,,0.2,buy,52293.73,BTC-22FEB24-51500-P,51.16,0.0054558,0.006,1,1708473216219,284959918,108
1.0,,,,,1.0,buy,52270.59,BTC-8MAR24-52000-C,51.47,0.04991545,0.0495,1,1708473139976,284959889,278
0.1,,,,,0.1,buy,52277.8,BTC-23FEB24-54000-C,54.16,0.00610666,0.006,3,1708473084145,284959868,2259
0.1,,,,,0.1,sell,52264.05,BTC-21FEB24-53000-C,40.21,0.00088002,0.0008,3,1708473074807,284959852,320
1.0,,,,,1.0,sell,52294.92,BTC-1MAR24-60000-C,58.71,0.0034609,0.0035,0,1708472917801,284959530,602
0.5,,,,,0.5,buy,52296.47,BTC-28JUN24-65000-C,63.9,0.08938948,0.089,0,1708472887342,284959480,2280
0.2,,,,,0.2,sell,52280.01,BTC-29MAR24-51000-P,54.39,0.04947388,0.0495,2,1708472863491,284959454,265
0.1,,,,,0.1,sell,52261.5,BTC-29MAR24-50000-P,54.15,0.0415436,0.0415,2,1708472852817,284959442,645
0.1,,,,,0.1,sell,52244.81,BTC-21FEB24-51500-P,39.8,0.00080809,0.0007,1,1708472807294,284959394,277
1.1,,,,,1.1,sell,52212.42,BTC-21FEB24-51750-P,30.14,0.00129713,0.0008,3,1708472769952,284959340,127
0.1,,,,,0.1,sell,52212.42,BTC-21FEB24-52000-C,33.23,0.00661435,0.0065,2,1708472769798,284959338,387
1.1,,,,,1.1,sell,52212.42,BTC-21FEB24-52750-C,33.68,0.00124619,0.0009,3,1708472769786,284959337,90
0.2,,,,,0.2,sell,52218.91,BTC-21FEB24-51000-P,49.9,0.0004716,0.0004,2,1708472620820,284959179,370
0.6,,,,,0.6,sell,52214.14,BTC-21FEB24-53500-C,50.14,0.00039205,0.0004,3,1708472596029,284959177,122
0.1,,,,,0.1,buy,52275.44,BTC-1MAR24-54500-P,52.46,0.05731599,0.057,1,1708472428701,284959059,1
0.1,,,,,0.1,sell,52301.45,BTC-23FEB24-43000-C,120.26,0.17857358,0.179,0,1708472415248,284959009,1598
2.1,,,,,2.1,sell,52294.57,BTC-21FEB24-54000-C,55.12,0.00023432,0.0002,2,1708472403466,284958998,189
0.3,,,,,0.3,buy,52293.61,BTC-1MAR24-56000-C,54.63,0.01176596,0.012,1,1708472380436,284958960,841
0.5,,,,,0.5,sell,52281.17,BTC-21FEB24-50000-P,66.09,0.00019059,0.0001,2,1708472371052,284958929,330
1.0,,,,,1.0,sell,52291.84,BTC-29MAR24-33000-P,73.08,0.00153294,0.0014,2,1708472337259,284958890,741
1.2,,,,,1.2,sell,52279.63,BTC-29MAR24-34000-P,69.73,0.00172983,0.0015,2,1708472328402,284958869,715
5.0,,,,,5.0,sell,52251.44,BTC-8MAR24-42000-P,59.79,0.00180853,0.0017,2,1708472303060,284958844,99
0.1,,,,,0.1,buy,52259.75,BTC-8MAR24-54000-P,53.93,0.05955842,0.0605,2,1708472301347,284958825,27
0.1,,,,,0.1,sell,52258.33,BTC-23FEB24-54000-P,55.78,0.0387319,0.039,2,1708472265057,284958754,25
0.1,,,,,0.1,sell,52267.99,BTC-23FEB24-50000-C,55.02,0.04719682,0.0475,0,1708472194508,284958426,4093
0.5,,,,,0.5,sell,52295.81,BTC-26APR24-55000-C,59.41,0.09041112,0.09,0,1708472176314,284958345,335
0.3,,,,,0.3,sell,52304.73,BTC-22FEB24-53000-C,50.5,0.00733822,0.007,3,1708472170232,284958217,85
4.0,,,,,4.0,buy,52313.45,BTC-21FEB24-52250-P,33.37,0.0036811,0.0035,0,1708472169772,284957983,136
0.1,,,,,0.1,sell,52296.55,BTC-8MAR24-57000-C,54.53,0.01743115,0.0175,2,1708472124289,284957789,162
0.2,,,,,0.2,sell,52301.42,BTC-8MAR24-51000-P,51.68,0.02905507,0.029,1,1708472099869,284957781,222
0.1,,,,,0.1,sell,52322.56,BTC-26APR24-75000-C,65.77,0.01879666,0.0185,3,1708472076001,284957775,122
0.1,,,,,0.1,buy,52322.64,BTC-1MAR24-50000-P,52.05,0.0139856,0.014,3,1708471962173,284957693,768
0.3,,,,,0.3,buy,52287.71,BTC-21FEB24-52500-C,35.07,0.00291188,0.0026,2,1708471918992,284957659,319
0.7,,,,,0.7,sell,52264.13,BTC-26APR24-68000-C,63.52,0.03191106,0.0315,0,1708471900600,284957534,23
0.7,,,,,0.7,sell,52273.04,BTC-26APR24-70000-C,64.21,0.02736701,0.027,2,1708471895794,284957533,367
0.1,,,,,0.1,sell,52277.24,BTC-22FEB24-48500-P,64.55,0.0005179,0.0004,2,1708471890738,284957529,32
1.7,,,,,1.7,sell,52283.84,BTC-26APR24-56000-C,59.71,0.08350569,0.083,2,1708471885854,284957524,238
1.0,,,,,1.0,sell,52316.52,BTC-21FEB24-54500-C,60.24,0.0002342,0.0001,2,1708471858230,284957431,75
0.9,,,,,0.9,buy,52314.56,BTC-23FEB24-44000-P,96.19,0.00022012,0.0003,2,1708471852088,284957430,1776
0.2,,,,,0.2,sell,52324.44,BTC-29MAR24-45000-P,55.3,0.01490363,0.015,3,1708471765074,284957338,1053
0.1,,,,,0.1,buy,52315.81,BTC-22FEB24-48000-P,72.43,0.00038498,0.0004,3,1708471739639,284957322,33
0.1,,,,,0.1,buy,52331.07,BTC-26APR24-80000-C,68.18,0.01316203,0.0135,1,1708471731629,284957298,97
0.9,,,,,0.9,sell,52331.27,BTC-23FEB24-46000-P,74.46,0.00034482,0.0003,3,1708471724337,284957267,1535
1.0,,,,,1.0,buy,52331.07,BTC-23FEB24-45000-P,85.35,0.00022818,0.0003,3,1708471686583,284957266,1974
2.0,,,,,2.0,buy,52323.45,BTC-22FEB24-57500-C,73.29,0.00034035,0.0003,2,1708471680840,284957237,22
0.6,,,,,0.6,sell,52323.03,BTC-22FEB24-52000-P,49.65,0.00915453,0.009,2,1708471651264,284957187,57
0.1,,,,,0.1,sell,52324.52,BTC-27SEP24-75000-C,65.49,0.10329573,0.104,0,1708471639595,284957184,327
1.0,,,,,1.0,sell,52343.42,BTC-29MAR24-70000-C,62.68,0.00889781,0.009,3,1708471526263,284956861,1903
0.1,,,,,0.1,sell,52339.69,BTC-22FEB24-54000-C,53.17,0.00327681,0.003,0,1708471514739,284956848,88
0.2,,,,,0.2,buy,52331.65,BTC-21FEB24-55000-C,78.37,0.00012808,0.0002,0,1708471500160,284956829,138
0.1,,,,,0.1,buy,52328.16,BTC-26APR24-49000-P,58.03,0.05589532,0.0555,0,1708471482290,284956807,71
0.5,,,,,0.5,buy,52356.05,BTC-1MAR24-48000-P,53.06,0.00614301,0.006,3,1708471474547,284956686,830
0.1,,,,,0.1,buy,52356.05,BTC-26APR24-55000-P,59.61,0.11321001,0.113,0,1708471474378,284956666,27
0.1,,,,,0.1,buy,52364.38,BTC-26APR24-48000-P,57.88,0.04852055,0.048,0,1708471440948,284956569,106
0.2,,,,,0.2,buy,52404.41,BTC-28JUN24-50000-P,60.58,0.09406649,0.094,2,1708471412157,284956365,276
0.1,,,,,0.1,sell,52409.9,BTC-26APR24-50000-C,58.16,0.13459278,0.1345,0,1708471411443,284956351,690
5.0,,,,,5.0,sell,52436.81,BTC-1MAR24-44000-P,61.2,0.00142882,0.0012,2,1708471384394,284956138,520
5.0,,,,,5.0,sell,52424.48,BTC-1MAR24-45000-P,59.05,0.0019928,0.0018,2,1708471378427,284956133,620
0.1,,,,,0.1,buy,52452.27,BTC-22FEB24-46000-P,86.39,0.0001371,0.0001,3,1708471334036,284955925,86
0.1,,,,,0.1,sell,52459.28,BTC-21FEB24-52500-P,33.49,0.00506569,0.0045,0,1708471307942,284955865,45
0.1,,,,,0.1,buy,52495.61,BTC-26APR24-60000-C,61.15,0.06187317,0.0615,0,1708471262697,284955420,626
