amount,combo_id,combo_trade_id,contracts,direction,index_price,instrument_name,iv,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.3,,,0.3,sell,103305.64,BTC-11JUL25-104000-C,37.83,0.03301363,0.033,1,1750463967905,372373364,13
2.5,,,2.5,sell,103305.64,BTC-21JUN25-104500-C,29.14,0.00043185,0.0004,3,1750463967485,372373337,161
4.7,,,4.7,buy,103305.56,BTC-11JUL25-105000-C,37.53,0.02844721,0.0285,3,1750463964539,372373332,32
6.0,,,6.0,buy,103305.56,BTC-4JUL25-100000-P,38.45,0.0153615,0.0155,1,1750463964490,372373329,402
1.0,,,1.0,sell,103314.02,BTC-21JUN25-102500-P,26.68,0.00080689,0.0007,2,1750463802901,372373285,54
0.1,,,0.1,sell,103313.45,BTC-25JUL25-94000-P,42.63,0.01694638,0.0165,2,1750463779193,372373279,1107
0.2,,,0.2,sell,103313.63,BTC-21JUN25-103500-C,21.47,0.00167166,0.0018,1,1750463776194,372373278,31
0.1,,,0.1,sell,103313.77,BTC-27JUN25-80000-P,72.83,0.00014211,0.0001,3,1750463767618,372373273,6350
0.1,,,0.1,buy,103301.86,BTC-22JUN25-105000-C,24.29,0.00089919,0.001,1,1750463730243,372373262,240
4.4,,,4.4,buy,103301.01,BTC-22JUN25-104000-C,19.52,0.00218446,0.0021,3,1750463708725,372373260,213
0.1,,,0.1,sell,103296.91,BTC-27JUN25-110000-C,38.47,0.00287221,0.0027,1,1750463613657,372373142,13376
0.3,,,0.3,buy,103284.32,BTC-23JUN25-111000-C,42.01,0.0002134,0.0002,0,1750463503376,372373039,23
0.1,,,0.1,sell,103287.5,BTC-27JUN25-88000-P,54.55,0.00046144,0.0003,2,1750463495734,372373032,1168
2.0,,,2.0,sell,103286.14,BTC-11JUL25-106000-C,36.86,0.02450869,0.024,2,1750463483196,372373022,23
0.1,,,0.1,sell,103288.74,BTC-11JUL25-95000-P,40.64,0.00964283,0.0095,1,1750463469278,372373012,259
0.1,,,0.1,buy,103300.78,BTC-29AUG25-106000-C,42.01,0.06526634,0.0655,3,1750463378237,372372859,234
0.3,,,0.3,sell,103307.51,BTC-27JUN25-103000-C,37.15,0.02105113,0.021,0,1750463371980,372372838,22
1.0,,,1.0,buy,103337.73,BTC-21JUN25-105500-C,34.58,0.00011381,0.0001,3,1750463318954,372372815,41
2.0,,,2.0,sell,103315.4,BTC-21JUN25-102000-P,31.28,0.00049197,0.0004,2,1750463248334,372372725,304
5.0,,,5.0,sell,103315.4,BTC-4JUL25-109000-C,36.1,0.00932851,0.009,3,1750463248179,372372724,120
0.1,,,0.1,buy,103314.76,BTC-27JUN25-111000-C,40.09,0.00220419,0.0022,1,1750463238691,372372722,919
0.1,,,0.1,buy,103314.76,BTC-4JUL25-114000-C,38.5,0.00312709,0.0033,1,1750463238289,372372721,201
