amount,block_trade_id,block_trade_leg_count,combo_id,combo_trade_id,direction,index_price,instrument_name,iv,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.1,,,,,sell,30468.71,BTC-26JUN23-30250-P,34.55,0.00202569,0.0015,3,1687737589322,259324997,271
0.1,,,,,sell,30466.23,BTC-26JUN23-30000-P,38.96,0.00083434,0.0005,3,1687737565850,259324991,565
0.1,,,,,buy,30462.06,BTC-27JUN23-30500-C,42.6,0.01009268,0.01,0,1687737334385,259324951,54
1.2,,,,,sell,30465.34,BTC-30JUN23-32000-C,49.94,0.00657028,0.006,2,1687737244083,259324939,4236
0.1,,,,,sell,30467.82,BTC-26JUN23-31000-C,49.81,0.00098861,0.001,3,1687736925083,259324846,436
0.1,,,,,buy,30467.27,BTC-29SEP23-25000-C,51.04,0.21845554,0.218,0,1687736913121,259324845,943
0.1,,,,,buy,30465.16,BTC-29SEP23-50000-C,62.43,0.01161625,0.0115,3,1687736854641,259324828,1155
0.1,,,,,buy,30456.09,BTC-14JUL23-27000-P,50.96,0.00732525,0.0075,0,1687736786183,259324806,38
0.1,,,,,sell,30451.56,BTC-30JUN23-25000-P,85.72,0.00062024,0.0005,3,1687736749048,259324779,4293
0.1,,,,,sell,30453.17,BTC-27JUN23-29500-P,44.7,0.0019825,0.0015,2,1687736536495,259324734,30
0.5,,,,,sell,30455.89,BTC-30JUN23-27000-P,63.45,0.00123682,0.001,2,1687736519938,259324727,3341
0.1,,,,,sell,30455.79,BTC-30JUN23-30500-C,44.01,0.02035117,0.0195,2,1687736518066,259324726,533
0.2,,,,,sell,30457.08,BTC-7JUL23-34000-C,52.64,0.00634924,0.006,3,1687736439482,259324698,323
0.1,,,,,buy,30451.57,BTC-28JUN23-31250-C,45.79,0.00558234,0.0055,0,1687736412723,259324686,10
0.7,,,,,sell,30454.99,BTC-7JUL23-32000-C,47.53,0.01565645,0.0155,2,1687736160076,259324590,358
0.1,,,,,sell,30441.49,BTC-26JUN23-31250-C,55.57,0.00053682,0.0005,3,1687736056629,259324509,109
1.1,,,,,sell,30445.29,BTC-7JUL23-33000-C,49.96,0.00982611,0.0095,2,1687736008369,259324505,359
0.1,,,,,sell,30462.23,BTC-7JUL23-28000-P,48.23,0.00693412,0.0065,0,1687735707046,259324455,344
0.1,,,,,buy,30468.9,BTC-27JUN23-30750-P,43.81,0.01559018,0.0155,0,1687735557646,259324403,60
0.6,,,,,sell,30471.96,BTC-29SEP23-30000-C,47.45,0.10951709,0.11,3,1687735527659,259324384,1707
0.5,,,,,sell,30452.85,BTC-27JUN23-30000-P,43.39,0.00488757,0.0045,0,1687735450128,259324184,149
1.2,,,,,sell,30448.95,BTC-30JUN23-31000-C,46.66,0.0137136,0.0135,1,1687735368406,259324051,4683
0.6,,,,,sell,30456.54,BTC-30JUN23-30000-C,45.79,0.02979607,0.0295,2,1687735310703,259324027,8923
0.1,,,,,buy,30464.97,BTC-25AUG23-26000-C,49.25,0.17603311,0.1755,0,1687735246451,259323957,365
0.1,,,,,buy,30464.97,BTC-27JUN23-31500-C,48.2,0.00208239,0.002,3,1687735244993,259323940,25
1.2,,,,,buy,30470.88,BTC-29DEC23-31000-C,48.94,0.14315065,0.142,2,1687735166324,259323914,143
0.1,,,,,sell,30471.04,BTC-28JUL23-32000-C,46.48,0.03739465,0.0375,2,1687735114927,259323913,1315
1.0,,,,,sell,30474.25,BTC-30JUN23-31500-C,48.95,0.00959794,0.0095,2,1687735023245,259323859,399
0.1,,,,,buy,30484.4,BTC-27JUN23-30750-C,42.88,0.0074045,0.007,3,1687734907857,259323823,98
0.1,,,,,buy,30486.83,BTC-29DEC23-29000-C,49.15,0.17426894,0.1735,3,1687734838872,259323815,206
0.1,,,,,sell,30494.15,BTC-14JUL23-27500-P,48.99,0.00921015,0.009,2,1687734702981,259323745,59
0.7,,,,,sell,30483.49,BTC-14JUL23-30000-P,45.49,0.03088051,0.031,0,1687734689110,259323729,82
0.1,,,,,buy,30497.86,BTC-25AUG23-27000-C,48.38,0.1511053,0.151,2,1687734543659,259323643,467
0.1,,,,,buy,30484.55,BTC-25AUG23-28000-C,46.9,0.12726945,0.1265,2,1687734322248,259323528,255
1.1,,,,,sell,30493.98,BTC-14JUL23-35000-C,53.37,0.00821565,0.0085,3,1687734294068,259323519,101
0.3,,,,,sell,30483.39,BTC-28JUN24-40000-C,53.49,0.13385537,0.1305,3,1687734118880,259323441,7
5.0,,,,,buy,30480.93,BTC-28JUN24-55000-C,56.98,0.06580755,0.066,2,1687734102291,259323410,4
0.1,,,,,buy,30478.46,BTC-14JUL23-29500-P,45.59,0.02456805,0.0245,1,1687734072957,259323392,74
0.1,,,,,sell,30481.99,BTC-28JUN23-28500-P,53.42,0.00129712,0.001,2,1687734069111,259323389,10
0.1,,,,,buy,30497.79,BTC-14JUL23-26500-P,51.81,0.00555156,0.0055,0,1687734021089,259323076,29
0.1,,,,,buy,30505.14,BTC-27JUN23-30500-P,44.73,0.01042286,0.0105,1,1687733978511,259323035,106
0.4,,,,,sell,30506.71,BTC-7JUL23-30500-C,45.38,0.03346925,0.0335,0,1687733976649,259323034,231
0.2,,,,,sell,30511.37,BTC-27JUN23-31000-C,44.59,0.00535813,0.005,2,1687733821930,259323014,163
1.0,,,,,sell,30510.67,BTC-7JUL23-27500-P,49.69,0.00478875,0.0045,2,1687733703433,259323003,257
0.2,,,,,sell,30515.48,BTC-7JUL23-31000-C,45.96,0.02642064,0.0265,0,1687733596755,259322993,559
0.2,,,,,buy,30523.68,BTC-28JUL23-34000-C,48.71,0.02203622,0.022,3,1687733508988,259322938,1063
0.1,,,,,buy,30523.05,BTC-25AUG23-29000-C,46.78,0.10712855,0.107,0,1687733507715,259322932,302
1.0,,,,,buy,30516.49,BTC-30JUN23-22000-P,132.79,2.897e-05,0.0005,3,1687733480186,259322921,2618
0.1,,,,,buy,30506.4,BTC-25AUG23-30000-C,46.31,0.08816627,0.088,2,1687733404738,259322896,776
2.5,,,,,sell,30505.28,BTC-26JUN23-30500-C,41.18,0.0058053,0.0055,3,1687733324665,259322847,231
0.1,,,,,sell,30517.57,BTC-29SEP23-25000-P,51.22,0.02813653,0.0275,1,1687733152262,259322769,743
2.1,,,,,sell,30517.98,BTC-26JUN23-30750-C,41.7,0.00271381,0.0025,1,1687733151013,259322760,248
0.1,,,,,sell,30528.71,BTC-27JUN23-29000-P,48.87,0.00089935,0.0005,3,1687733000552,259322705,73
1.0,,,,,buy,30522.31,BTC-30JUN23-29000-P,51.22,0.00456429,0.005,0,1687732919104,259322687,1650
1.0,,,,,buy,30527.63,BTC-30JUN23-29500-P,49.54,0.00729612,0.008,0,1687732906879,259322679,541
1.9,,,,,sell,30526.12,BTC-28JUL23-38000-C,56.1,0.00900254,0.009,3,1687732854480,259322664,776
2.4,,,,,buy,30526.12,BTC-14JUL23-34000-C,51.03,0.01181649,0.012,1,1687732854400,259322663,113
1.0,,,,,buy,30526.12,BTC-28JUL23-31000-C,45.45,0.05017605,0.05,0,1687732853799,259322661,1787
1.0,,,,,sell,30530.08,BTC-30JUN23-28000-P,56.28,0.00220474,0.002,2,1687732800583,259322653,2613
0.2,,,,,sell,30554.39,BTC-30JUN23-28000-C,56.57,0.08764736,0.0875,0,1687732484211,259322402,5682
0.2,,,,,sell,30559.44,BTC-28JUL23-18000-P,82.97,0.00120865,0.001,2,1687732451970,259322378,350
0.1,,,,,sell,30568.24,BTC-28JUN23-30500-C,44.2,0.0158655,0.016,0,1687732437671,259322358,3
0.4,,,,,sell,30570.74,BTC-26JUN23-30500-P,42.83,0.00451533,0.0045,3,1687732435511,259322353,553
3.0,,,,,sell,30566.32,BTC-30JUN23-31000-P,46.54,0.02721103,0.027,0,1687732433117,259322351,369
