amount,block_trade_id,block_trade_leg_count,combo_id,direction,index_price,instrument_name,iv,liquidation,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.1,,,,buy,29562.29,BTC-12AUG23-29750-P,34.71,,0.01378275,0.014,2,1691625530447,262348784,15
1.0,,,,buy,29561.92,BTC-12AUG23-29000-P,32.56,,0.00327686,0.0032,0,1691625506805,262348748,16
0.1,,,,sell,29563.09,BTC-18AUG23-30500-C,36.21,,0.01037634,0.0105,0,1691625498706,262348738,486
0.1,,,,buy,29565.29,BTC-12AUG23-29250-P,32.7,,0.0054909,0.0055,3,1691625498523,262348735,55
0.1,,,,sell,29577.04,BTC-11AUG23-30250-C,38.72,,0.00217443,0.0023,0,1691625392845,262348689,14
2.3,,,,sell,29576.33,BTC-12AUG23-30500-C,39.44,,0.00305927,0.003,2,1691625267665,262348661,24
0.1,,,,sell,29576.21,BTC-12AUG23-28750-P,32.83,,0.00190178,0.0017,1,1691625242886,262348643,1
10.2,,,,sell,29576.04,BTC-12AUG23-30750-C,42.89,,0.00223274,0.0024,0,1691625153701,262348626,21
5.5,,,,sell,29576.04,BTC-12AUG23-31000-C,45.84,,0.00173033,0.0019,1,1691625146621,262348625,31
0.5,,,,sell,29576.05,BTC-29SEP23-40000-C,50.18,,0.00558348,0.0055,3,1691625143816,262348620,3316
0.1,,,,buy,29577.11,BTC-12AUG23-30000-C,35.44,,0.00588139,0.006,1,1691625093093,262348592,27
1.7,,,,sell,29577.14,BTC-10AUG23-30000-C,28.52,,0.00025677,0.0002,3,1691625091751,262348591,267
0.1,,,,sell,29576.77,BTC-18AUG23-32000-C,42.12,,0.0038481,0.0037,2,1691624908962,262348567,312
0.1,,,,buy,29587.63,BTC-11AUG23-28750-P,34.32,,0.00073688,0.0007,2,1691624850672,262348536,12
0.1,,,,sell,29588.02,BTC-10AUG23-29500-P,19.49,,0.00133445,0.0011,2,1691624759527,262348506,294
0.1,,,,sell,29588.48,BTC-25AUG23-35000-C,50.03,,0.00272998,0.0026,2,1691624581494,262348495,1654
0.1,,,,sell,29588.85,BTC-18AUG23-35000-C,58.15,,0.00113246,0.0011,2,1691624565084,262348494,50
0.1,,,,buy,29592.57,BTC-25AUG23-31000-C,37.8,,0.01416811,0.0145,0,1691624523915,262348476,3485
0.1,,,,sell,29593.37,BTC-12AUG23-31500-C,46.38,,0.00093752,0.0008,2,1691624490003,262348474,7
24.1,,,,buy,29593.42,BTC-29SEP23-33000-C,38.83,,0.02270489,0.0225,1,1691624488837,262348473,1856
0.4,,,,sell,29596.08,BTC-11AUG23-30000-C,35.57,,0.00377255,0.0038,0,1691624487036,262348472,2296
0.5,,,,sell,29595.39,BTC-11AUG23-30750-C,41.56,,0.00094386,0.0008,2,1691624481066,262348455,2
0.5,,,,buy,29595.22,BTC-27OCT23-30000-C,37.0,,0.06936428,0.0695,0,1691624458532,262348453,135
0.1,,,,buy,29597.57,BTC-12AUG23-29750-C,35.45,,0.00873613,0.0095,0,1691624347909,262348445,18
0.8,,,,sell,29599.74,BTC-29SEP23-32000-C,37.56,,0.02948987,0.0295,0,1691624329434,262348443,2673
1.7,,,,buy,29600.74,BTC-29SEP23-34000-C,40.73,,0.01771775,0.018,1,1691624287788,262348442,1562
0.2,,,,sell,29596.06,BTC-10AUG23-29750-C,25.65,,0.00113109,0.0013,0,1691624269678,262348428,246
0.1,,,,buy,29602.24,BTC-11AUG23-29500-P,33.05,,0.00570352,0.006,0,1691623934131,262348302,522
0.3,,,,sell,29574.46,BTC-25AUG23-33000-C,43.65,,0.00569781,0.0055,3,1691623462150,262348187,2142
0.1,,,,sell,29576.64,BTC-29SEP23-45000-C,56.1,,0.00262571,0.0024,2,1691623422078,262348180,1502
0.2,,,,sell,29577.53,BTC-11AUG23-28000-P,47.65,,0.00030584,0.0003,2,1691623414716,262348178,819
0.1,,,,sell,29596.17,BTC-12AUG23-29500-C,31.65,,0.0126356,0.0125,3,1691623224653,262348083,5
1.9,,,,sell,29602.15,BTC-11AUG23-28500-P,38.92,,0.00056186,0.0005,3,1691622925008,262348054,816
2.1,,,,buy,29597.9,BTC-10AUG23-29250-P,24.55,,0.00011942,0.0002,3,1691622638517,262347945,271
1.4,,,,sell,29598.85,BTC-10AUG23-29000-P,33.38,,0.00015619,0.0001,3,1691622602952,262347938,189
0.2,,,,buy,29603.31,BTC-11AUG23-29500-C,30.92,,0.01020458,0.01,0,1691622561435,262347936,1544
0.8,,,,buy,29599.28,BTC-10AUG23-29250-C,0.0,,0.0121897,0.012,3,1691622412493,262347892,79
0.8,,,,buy,29590.0,BTC-29SEP23-31000-C,36.22,,0.03840919,0.0385,0,1691622371409,262347800,1919
1.0,,,,sell,29588.4,BTC-12AUG23-29500-P,32.62,,0.00832947,0.0085,2,1691622307729,262347786,29
0.2,,,,buy,29587.14,BTC-18AUG23-29500-C,32.77,,0.02252656,0.0225,0,1691622302169,262347775,692
1.3,,,,sell,29584.96,BTC-27OCT23-29000-C,36.33,,0.0852973,0.085,0,1691622298969,262347761,40
5.0,,,,sell,29576.51,BTC-25AUG23-27000-P,38.21,,0.00410034,0.0041,2,1691622047119,262347670,1962
0.1,,,,sell,29562.26,BTC-29SEP23-21000-P,52.65,,0.0023943,0.0023,3,1691621925158,262347603,1083
0.3,,,,sell,29560.17,BTC-11AUG23-29000-P,32.21,,0.00160125,0.0016,3,1691621831400,262347583,1063
0.1,,,,sell,29548.32,BTC-11AUG23-31000-C,47.72,,0.00063273,0.0007,1,1691621460518,262347524,1260
0.1,,,,sell,29541.57,BTC-11AUG23-29750-P,33.29,,0.01151132,0.0115,2,1691621344678,262347493,17
0.8,,,,buy,29541.4,BTC-11AUG23-29250-P,29.95,,0.00348154,0.0031,3,1691621175756,262347474,21
0.3,,,,sell,29541.55,BTC-25AUG23-32000-C,40.6,,0.00886865,0.0085,2,1691621071835,262347465,3734
0.9,,,,buy,29542.06,BTC-10AUG23-30500-C,55.64,,0.00013546,0.0003,0,1691621064510,262347464,181
0.2,,,,sell,29552.02,BTC-29SEP23-15000-P,79.7,,0.00083929,0.0007,3,1691620760077,262347407,781
0.5,,,,buy,29550.18,BTC-10AUG23-29500-C,18.81,,0.00381001,0.0036,3,1691620716271,262347374,147
2.0,,,,sell,29551.64,BTC-12AUG23-28500-P,33.44,,0.00120592,0.001,2,1691620610520,262347370,12
