amount,combo_id,combo_trade_id,contracts,direction,index_price,instrument_name,iv,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.2,,,0.2,sell,42144.8,BTC-31DEC23-42500-C,30.76,0.00109847,0.001,2,1703980799479,277302355,183
1.0,,,1.0,sell,42142.83,BTC-26JAN24-48000-C,62.9,0.02742146,0.027,2,1703980744420,277302329,1742
0.2,,,0.2,buy,42141.66,BTC-5JAN24-45500-C,54.85,0.00495521,0.005,3,1703980740753,277302328,441
0.1,,,0.1,buy,42141.64,BTC-2JAN24-46500-C,56.85,0.00033185,0.0003,3,1703980739948,277302326,10
0.1,,,0.1,sell,42141.1,BTC-5JAN24-40000-P,50.68,0.00578383,0.0055,3,1703980738053,277302325,799
0.1,,,0.1,buy,42144.42,BTC-31DEC23-41500-P,37.05,0.00048575,0.0004,1,1703980705630,277302316,188
0.1,,,0.1,buy,42149.44,BTC-31DEC23-42000-C,26.2,0.00574946,0.0055,3,1703980700754,277302303,246
0.1,,,0.1,buy,42149.44,BTC-31DEC23-39500-P,115.13,1.54e-05,0.0004,0,1703980700435,277302301,68
0.1,,,0.1,sell,42162.22,BTC-12JAN24-47000-C,66.71,0.01544494,0.0155,2,1703980691814,277302296,825
0.2,,,0.2,sell,42162.22,BTC-26JAN24-45000-C,62.08,0.04661282,0.0465,2,1703980691405,277302286,974
1.0,,,1.0,sell,42176.72,BTC-12JAN24-46000-C,65.55,0.02026001,0.02,3,1703980683366,277302255,808
0.2,,,0.2,sell,42188.54,BTC-26JAN24-49000-C,63.67,0.02316565,0.023,2,1703980678794,277302243,431
0.1,,,0.1,sell,42199.98,BTC-12JAN24-44000-C,64.74,0.03402197,0.034,2,1703980622151,277302165,650
1.0,,,1.0,sell,42205.86,BTC-2JAN24-43000-C,40.48,0.0068942,0.0065,3,1703980444188,277302117,21
1.0,,,1.0,buy,42214.48,BTC-1JAN24-39000-P,68.75,0.00033299,0.0004,3,1703980379725,277302079,56
5.0,,,5.0,buy,42214.48,BTC-26JAN24-47000-C,62.64,0.03354599,0.033,3,1703980359144,277302078,706
0.4,,,0.4,buy,42214.02,BTC-1JAN24-42250-C,38.08,0.00942475,0.0095,3,1703980356097,277302077,71
0.1,,,0.1,buy,42205.27,BTC-1JAN24-42750-C,37.32,0.00465289,0.0045,3,1703980118383,277301981,60
0.3,,,0.3,sell,42187.58,BTC-2JAN24-43250-C,40.91,0.00518951,0.0049,2,1703979988433,277301929,39
1.0,,,1.0,sell,42189.73,BTC-19JAN24-47000-C,63.99,0.02481509,0.0245,3,1703979962930,277301918,221
0.1,,,0.1,buy,42196.5,BTC-5JAN24-44500-C,52.22,0.00858957,0.0085,2,1703979943055,277301890,568
0.1,,,0.1,sell,42174.8,BTC-5JAN24-42500-C,49.54,0.02307573,0.023,2,1703979821748,277301862,238
0.1,,,0.1,sell,42172.23,BTC-19JAN24-48000-C,64.26,0.02009826,0.0195,2,1703979819870,277301856,76
0.1,,,0.1,sell,42185.19,BTC-2JAN24-50000-C,80.1,1.122e-05,0.0001,1,1703979772514,277301813,1
0.1,,,0.1,buy,42186.73,BTC-5JAN24-49000-C,63.72,0.00099677,0.001,1,1703979765577,277301804,584
0.1,,,0.1,sell,42187.5,BTC-5JAN24-47000-C,57.48,0.00233112,0.0023,1,1703979747612,277301800,755
1.0,,,1.0,sell,42191.04,BTC-5JAN24-44000-C,50.13,0.01100288,0.0105,2,1703979725431,277301796,875
0.2,,,0.2,sell,42190.43,BTC-31DEC23-42750-C,37.75,0.00069188,0.0008,3,1703979716196,277301795,177
0.1,,,0.1,buy,42233.47,BTC-26JAN24-43000-C,62.23,0.06591305,0.0665,2,1703979544447,277301703,1065
0.1,,,0.1,sell,42233.98,BTC-26JAN24-43000-P,61.05,0.06616507,0.0655,2,1703979540090,277301701,864
3.0,,,3.0,sell,42245.42,BTC-27SEP24-23000-P,67.34,0.02295839,0.022,0,1703979382769,277301649,66
0.1,,,0.1,sell,42250.2,BTC-2JAN24-42750-C,40.63,0.00909264,0.009,3,1703979173983,277301590,20
1.3,,,1.3,buy,42237.7,BTC-26JAN24-66000-C,80.09,0.00228913,0.0023,2,1703979118422,277301560,204
10.0,,,10.0,sell,42221.36,BTC-12JAN24-38000-P,66.28,0.01073069,0.0105,1,1703979049209,277301541,441
1.3,,,1.3,buy,42222.37,BTC-29MAR24-34000-P,61.07,0.0283686,0.0285,2,1703979048543,277301540,188
7.3,,,7.3,buy,42239.96,BTC-12JAN24-36000-P,69.61,0.00491955,0.005,1,1703978994677,277301515,234
0.1,,,0.1,sell,42240.07,BTC-31DEC23-43000-C,38.61,0.00040054,0.0004,2,1703978931147,277301500,220
0.1,,,0.1,sell,42244.2,BTC-2JAN24-42000-P,41.57,0.00970307,0.0095,0,1703978901680,277301498,7
3.0,,,3.0,sell,42245.1,BTC-1JAN24-46500-C,63.7,0.00011049,0.0001,2,1703978869335,277301496,47
0.1,,,0.1,sell,42241.73,BTC-5JAN24-48000-C,60.84,0.00157305,0.0016,1,1703978803888,277301489,776
0.1,,,0.1,buy,42258.85,BTC-2JAN24-45000-C,45.73,0.00076552,0.0008,3,1703978727064,277301441,13
5.0,,,5.0,sell,42258.56,BTC-2JAN24-39500-P,52.25,0.00091669,0.0008,2,1703978709150,277301428,6
0.1,,,0.1,sell,42251.53,BTC-5JAN24-42500-P,49.49,0.02421153,0.024,1,1703978665590,277301411,483
0.1,,,0.1,sell,42249.0,BTC-5JAN24-38000-P,58.89,0.00165505,0.0017,3,1703978605138,277301380,302
0.5,,,0.5,buy,42257.45,BTC-5JAN24-43000-C,50.29,0.01904474,0.019,2,1703978582307,277301368,424
0.1,,,0.1,buy,42255.78,BTC-19JAN24-38000-P,64.42,0.0163692,0.0165,3,1703978574756,277301361,45
0.6,,,0.6,sell,42258.81,BTC-1JAN24-42250-P,38.32,0.00829829,0.0085,2,1703978572987,277301358,90
3.0,,,3.0,sell,42268.71,BTC-5JAN24-47500-C,58.56,0.00185727,0.0019,1,1703978533035,277301318,255
1.1,,,1.1,sell,42275.18,BTC-31DEC23-42250-P,26.15,0.00259673,0.0028,0,1703978522607,277301299,188
5.0,,,5.0,sell,42274.95,BTC-27DEC24-50000-C,62.41,0.22635586,0.224,0,1703978515156,277301288,7
0.2,,,0.2,buy,42270.28,BTC-5JAN24-46000-C,55.25,0.00426134,0.0041,2,1703978366095,277301148,636
0.2,,,0.2,buy,42261.82,BTC-26JAN24-30000-P,80.59,0.00339759,0.0036,0,1703978349732,277301139,1388
0.4,,,0.4,sell,42250.22,BTC-12JAN24-43000-P,63.72,0.05082213,0.0505,2,1703978270539,277301115,431
0.3,,,0.3,sell,42228.81,BTC-27SEP24-18000-P,74.4,0.01218078,0.012,0,1703978196434,277301066,64
0.9,,,0.9,sell,42231.99,BTC-31DEC23-43750-C,51.95,0.0001848,0.0001,2,1703978118984,277301028,109
0.4,,,0.4,buy,42225.9,BTC-12JAN24-42000-P,63.81,0.03899649,0.039,0,1703978019350,277300974,431
0.2,,,0.2,buy,42223.73,BTC-29MAR24-36000-P,60.13,0.03880568,0.0395,2,1703978015143,277300972,371
0.2,,,0.2,buy,42223.73,BTC-29MAR24-55000-C,61.2,0.04514107,0.0455,1,1703978014529,277300971,1265
0.1,,,0.1,sell,42225.3,BTC-2JAN24-41250-P,42.59,0.0042263,0.0044,2,1703977671140,277300609,17
0.1,,,0.1,buy,42230.04,BTC-29MAR24-47000-C,59.01,0.08943935,0.0895,0,1703977584511,277300454,208
0.1,,,0.1,buy,42211.06,BTC-29MAR24-46000-C,58.86,0.09742793,0.0975,0,1703977546587,277300395,104
0.1,,,0.1,buy,42204.68,BTC-5JAN24-43500-C,51.03,0.01467338,0.0145,1,1703977529256,277300385,482
0.1,,,0.1,buy,42208.26,BTC-23FEB24-45000-C,59.38,0.07602166,0.076,0,1703977515705,277300376,301
0.7,,,0.7,buy,42202.48,BTC-5JAN24-41500-P,50.03,0.01448225,0.0145,1,1703977511766,277300364,488
