amount,block_trade_id,block_trade_leg_count,combo_id,contracts,direction,index_price,instrument_name,iv,liquidation,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.2,,,,0.2,buy,62029.94,BTC-12JUL24-64000-C,37.16,,0.01201363,0.012,3,1719964789244,307161936,817
0.1,,,,0.1,sell,62029.79,BTC-3JUL24-62000-C,26.18,,0.00338766,0.0034,1,1719964747787,307161921,347
0.3,,,,0.3,buy,62030.34,BTC-27SEP24-100000-C,54.02,,0.00548994,0.0055,3,1719964715016,307161907,2612
0.1,,,,0.1,sell,62030.31,BTC-3JUL24-62000-P,25.97,,0.00290359,0.0029,2,1719964675780,307161890,308
0.1,,,,0.1,sell,62038.28,BTC-27SEP24-70000-P,49.4,,0.16040556,0.161,2,1719964628990,307161872,919
0.1,,,,0.1,sell,62038.28,BTC-4JUL24-62000-C,29.72,,0.00781034,0.0075,3,1719964623163,307161869,57
0.2,,,,0.2,sell,62039.82,BTC-5JUL24-60000-P,36.55,,0.00191188,0.0018,2,1719964621283,307161868,1551
0.3,,,,0.3,sell,62040.81,BTC-27SEP24-58000-P,48.18,,0.05344537,0.053,0,1719964581338,307161863,347
0.1,,,,0.1,sell,62040.81,BTC-30AUG24-69000-C,44.92,,0.03658331,0.0365,3,1719964580825,307161858,490
0.1,,,,0.1,sell,62030.89,BTC-12JUL24-63000-P,37.28,,0.03124701,0.0315,0,1719964499034,307161808,187
0.1,,,,0.1,sell,62030.97,BTC-26JUL24-62000-P,38.93,,0.03651782,0.036,2,1719964487483,307161802,969
0.1,,,,0.1,sell,62038.94,BTC-4JUL24-60500-P,34.03,,0.00134274,0.0011,2,1719964367536,307161731,29
0.5,,,,0.5,sell,62027.59,BTC-19JUL24-56000-P,42.04,,0.00476861,0.0048,1,1719964318789,307161718,195
0.1,,,,0.1,buy,62027.59,BTC-12JUL24-60000-C,37.26,,0.04482817,0.0445,3,1719964318270,307161716,150
0.1,,,,0.1,buy,62014.21,BTC-26JUL24-53000-P,46.23,,0.00386563,0.004,3,1719964201475,307161674,594
0.7,,,,0.7,buy,62013.38,BTC-26JUL24-67000-C,39.62,,0.01475662,0.0145,3,1719964196039,307161672,954
0.2,,,,0.2,buy,62005.44,BTC-3JUL24-63500-C,43.45,,0.00023025,0.0002,2,1719964138435,307161662,278
0.7,,,,0.7,sell,62017.54,BTC-4JUL24-62000-P,31.56,,0.00735658,0.0075,1,1719964126631,307161626,75
0.5,,,,0.5,buy,62017.49,BTC-26JUL24-60000-P,39.61,,0.02305843,0.023,3,1719964122222,307161625,1574
0.6,,,,0.6,sell,62016.55,BTC-3JUL24-63000-C,34.06,,0.00038099,0.0003,2,1719964105293,307161623,306
0.1,,,,0.1,sell,62017.18,BTC-3JUL24-62500-C,28.55,,0.00089173,0.0009,1,1719964068650,307161621,296
0.5,,,,0.5,sell,62018.52,BTC-19JUL24-70000-C,40.86,,0.00372898,0.0037,2,1719964067080,307161617,184
1.0,,,,1.0,buy,62025.21,BTC-19JUL24-60000-C,37.89,,0.05325146,0.053,2,1719963783399,307161499,84
0.1,,,,0.1,sell,62020.64,BTC-12JUL24-60000-P,37.18,,0.01040253,0.01,2,1719963780014,307161496,842
0.5,,,,0.5,buy,62011.99,BTC-30AUG24-63000-C,44.59,,0.07018428,0.0705,3,1719963767265,307161490,299
0.1,,,,0.1,buy,62014.24,BTC-12JUL24-65000-C,37.39,,0.00805611,0.008,2,1719963752119,307161486,645
1.0,,,,1.0,buy,62013.27,BTC-5JUL24-63500-C,34.7,,0.00322053,0.0031,0,1719963716545,307161482,136
0.1,,,,0.1,sell,62001.51,BTC-26JUL24-56000-P,41.71,,0.00824206,0.008,2,1719963316656,307161313,701
0.1,,,,0.1,sell,62001.76,BTC-26JUL24-70000-C,41.29,,0.00748114,0.0075,3,1719963312021,307161311,2139
0.1,,,,0.1,buy,62003.08,BTC-5JUL24-62500-C,32.77,,0.00718687,0.007,3,1719963293571,307161300,138
0.1,,,,0.1,buy,62002.94,BTC-5JUL24-64000-C,36.44,,0.00211816,0.0021,1,1719963288742,307161298,1348
0.3,,,,0.3,sell,62009.43,BTC-5JUL24-62000-C,32.59,,0.0106317,0.0105,2,1719963279033,307161285,1110
0.1,,,,0.1,sell,62037.04,BTC-3JUL24-61000-P,28.58,,0.00028217,0.0001,2,1719963025306,307161200,223
0.1,,,,0.1,sell,62030.37,BTC-27SEP24-95000-C,53.25,,0.00821405,0.008,2,1719962853387,307161157,1051
1.0,,,,1.0,sell,62022.57,BTC-26JUL24-75000-C,44.01,,0.0025503,0.0025,2,1719962772994,307161131,982
0.1,,,,0.1,sell,62032.73,BTC-3JUL24-64000-C,47.7,,0.00014487,0.0001,3,1719962737727,307161114,165
0.1,,,,0.1,buy,62045.33,BTC-5JUL24-57000-P,48.67,,0.00021146,0.0002,2,1719962716818,307161094,332
0.2,,,,0.2,buy,62052.43,BTC-4JUL24-57000-P,68.1,,9.507e-05,0.0003,1,1719962663057,307161055,13
0.7,,,,0.7,buy,62051.82,BTC-5JUL24-62000-P,32.7,,0.01005357,0.01,3,1719962628421,307161052,727
0.1,,,,0.1,sell,62057.83,BTC-3JUL24-60000-P,51.1,,0.00017429,0.0001,2,1719962622047,307161032,129
3.0,,,,3.0,sell,62067.39,BTC-30AUG24-120000-C,58.83,,0.00034824,0.0003,2,1719962400387,307161003,158
7.4,,,,7.4,sell,62064.43,BTC-26JUL24-105000-C,69.41,,0.00017993,0.0001,3,1719962310966,307160976,444
0.1,,,,0.1,buy,62079.5,BTC-27DEC24-47000-P,56.16,,0.03734072,0.037,3,1719962191628,307160953,210
0.1,,,,0.1,sell,62074.59,BTC-12JUL24-67000-C,40.1,,0.00407944,0.0041,0,1719962154997,307160949,686
4.4,,,,4.4,buy,62071.38,BTC-27SEP24-160000-C,69.51,,0.00039713,0.0005,2,1719962145920,307160945,896
0.1,,,,0.1,sell,62060.38,BTC-3JUL24-59500-P,61.34,,5.494e-05,0.0001,2,1719962125021,307160931,55
0.1,,,,0.1,sell,62049.83,BTC-12JUL24-61000-P,36.75,,0.01537848,0.015,2,1719961848816,307160879,566
5.0,,,,5.0,buy,62050.78,BTC-27SEP24-80000-C,50.59,,0.02562653,0.0255,3,1719961822188,307160875,2675
0.4,,,,0.4,buy,62073.2,BTC-5JUL24-65000-C,39.54,,0.00113064,0.0011,1,1719961754819,307160847,1492
1.4,,,,1.4,buy,62047.55,BTC-19JUL24-67000-C,39.07,,0.00890647,0.009,1,1719961706509,307160805,139
