amount,block_trade_id,combo_id,direction,index_price,instrument_name,iv,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.1,,,buy,28076.02,BTC-2JUN23-26500-C,51.32,0.06192844,0.0615,3,1685318398951,256163846,551
0.2,,,buy,28076.02,BTC-9JUN23-23500-P,61.57,0.0017648,0.002,3,1685318398422,256163845,279
0.5,,,sell,28075.66,BTC-16JUN23-28000-C,44.64,0.04254041,0.0425,2,1685318378386,256163839,186
0.1,,,buy,28082.32,BTC-16JUN23-25000-P,51.45,0.00830919,0.0085,1,1685318359321,256163788,132
0.1,,,sell,28084.94,BTC-29MAY23-27000-P,79.66,0.00054695,0.0005,3,1685318358403,256163776,210
0.5,,,buy,28086.36,BTC-30JUN23-32000-C,48.45,0.01606209,0.016,3,1685318331554,256163731,2074
0.2,,,buy,28084.77,BTC-29MAY23-28000-P,49.15,0.00471848,0.0045,1,1685318287393,256163640,38
0.1,,,sell,28074.61,BTC-2JUN23-28000-C,47.9,0.02279103,0.023,3,1685318262087,256163430,1337
0.5,,,sell,28075.14,BTC-30MAY23-28000-C,48.99,0.01312285,0.0135,1,1685318260227,256163420,137
0.1,,,buy,28078.93,BTC-30JUN23-30000-C,46.13,0.02957039,0.03,1,1685318231007,256163347,5255
3.0,,,buy,28079.36,BTC-30JUN23-29000-C,45.09,0.04047571,0.041,3,1685318228945,256163343,2466
4.0,,,buy,28079.75,BTC-30JUN23-28000-C,44.55,0.05585617,0.056,0,1685318227634,256163339,2692
0.1,,,sell,28081.01,BTC-31MAY23-28000-C,43.74,0.01639673,0.016,3,1685318195881,256163277,56
0.6,,,sell,28085.65,BTC-29MAY23-28000-C,51.98,0.00779625,0.008,1,1685318172494,256163221,253
0.1,,,buy,28100.39,BTC-2JUN23-32000-C,69.54,0.00092095,0.0015,1,1685318142555,256163152,286
0.1,,,buy,28112.22,BTC-2JUN23-25500-P,61.79,0.00212295,0.002,1,1685318116284,256163114,480
0.1,,,buy,28104.58,BTC-28JUL23-28000-C,44.86,0.0763938,0.0765,0,1685318112847,256163102,214
0.1,,,sell,28104.75,BTC-2JUN23-27500-P,47.74,0.01126629,0.011,1,1685318071744,256163088,308
1.1,,,sell,28100.14,BTC-31MAY23-30500-C,60.73,0.00087689,0.001,1,1685318040394,256163076,7
0.2,,,buy,28099.96,BTC-31MAY23-27250-P,48.43,0.00455402,0.0045,1,1685318040009,256163075,28
0.3,,,sell,28107.28,BTC-2JUN23-30000-C,50.52,0.00390639,0.0035,2,1685317982200,256162990,822
0.1,,,buy,28107.83,BTC-16JUN23-28500-P,45.24,0.04593955,0.0465,1,1685317975447,256162985,3
0.2,,,sell,28109.21,BTC-30MAY23-29500-C,53.19,0.00130224,0.001,3,1685317965960,256162979,14
0.5,,,buy,28105.33,BTC-30MAY23-27750-P,45.1,0.00564422,0.0055,3,1685317928057,256162910,45
0.2,,,sell,28103.72,BTC-2JUN23-28500-C,48.33,0.0152933,0.0155,1,1685317906014,256162865,650
3.2,,,sell,28103.72,BTC-9JUN23-31000-C,49.99,0.00695134,0.0065,2,1685317905946,256162863,500
1.3,,,buy,28110.06,BTC-29MAY23-27750-P,53.97,0.00170289,0.002,1,1685317887178,256162784,36
0.2,,,sell,28110.17,BTC-2JUN23-26500-P,51.92,0.00426002,0.004,3,1685317882976,256162767,697
0.1,,,sell,28112.6,BTC-2JUN23-26000-P,55.2,0.00265878,0.0025,3,1685317844169,256162667,742
0.1,,,buy,28114.63,BTC-30MAY23-29000-C,53.08,0.00287645,0.003,0,1685317829645,256162630,65
0.1,,,sell,28131.78,BTC-9JUN23-30000-C,46.64,0.01156963,0.011,1,1685317795832,256162527,463
1.0,,,buy,28107.59,BTC-28JUL23-21000-P,56.25,0.00905219,0.009,1,1685317671118,256162105,79
0.7,,,sell,28111.43,BTC-29MAY23-28500-C,49.08,0.00197311,0.0015,2,1685317657703,256162064,142
0.1,,,sell,28121.81,BTC-29MAY23-27250-P,65.76,0.00061618,0.0005,3,1685317633361,256161997,134
0.1,,,sell,28135.89,BTC-16JUN23-31000-C,48.22,0.01217363,0.012,3,1685317626524,256161961,195
0.1,,,buy,28137.31,BTC-30MAY23-28250-P,46.02,0.01300272,0.013,2,1685317606816,256161923,3
0.9,,,buy,28136.42,BTC-2JUN23-27500-C,48.11,0.03487212,0.035,3,1685317605096,256161862,1308
1.8,,,sell,28119.14,BTC-30MAY23-28000-P,46.6,0.00882978,0.009,3,1685317602257,256161784,48
0.6,,,sell,28121.96,BTC-16JUN23-24500-P,53.01,0.00656263,0.0065,1,1685317601218,256161717,100
0.1,,,buy,28121.96,BTC-9JUN23-29500-C,46.6,0.01498613,0.015,1,1685317601110,256161704,505
0.1,,,sell,28102.36,BTC-30JUN23-28000-P,44.13,0.04882125,0.0485,3,1685317590466,256161579,1162
0.1,,,buy,28117.6,BTC-31MAY23-28250-P,45.24,0.01639659,0.0165,0,1685317583125,256161538,5
0.1,,,buy,28082.63,BTC-28JUL23-32000-C,47.33,0.0310873,0.0315,2,1685317543656,256161188,463
0.1,,,buy,28072.21,BTC-29SEP23-30000-C,46.88,0.08421701,0.084,2,1685317532695,256161113,1217
1.8,,,sell,28066.05,BTC-2JUN23-29000-C,46.56,0.00909217,0.0085,2,1685317417701,256160785,995
0.4,,,sell,28056.64,BTC-2JUN23-23500-P,77.92,0.00057192,0.0005,3,1685317346302,256160472,263
0.8,,,sell,28058.86,BTC-9JUN23-25000-P,53.35,0.0045624,0.0045,1,1685317339197,256160448,284
2.0,,,sell,28068.3,BTC-30JUN23-36000-C,55.13,0.00561828,0.0055,3,1685317259899,256160274,859
1.0,,,buy,28075.51,BTC-30JUN23-21000-P,64.49,0.0045955,0.0045,1,1685317215583,256160223,1438
0.1,,,sell,28066.34,BTC-9JUN23-26500-P,46.75,0.01163798,0.011,0,1685317208280,256160185,238
0.5,,,buy,28068.06,BTC-30MAY23-30000-C,59.54,0.0006152,0.0005,1,1685317196757,256160154,16
0.6,,,sell,28074.79,BTC-16JUN23-30000-C,45.38,0.01786571,0.017,2,1685317184346,256160124,153
0.5,,,sell,28074.74,BTC-9JUN23-26000-P,48.78,0.00816149,0.008,1,1685317173402,256160080,327
0.3,,,sell,28074.32,BTC-16JUN23-33000-C,51.95,0.00551518,0.005,0,1685317167898,256160076,48
0.2,,,buy,28077.48,BTC-2JUN23-28000-P,47.41,0.01845371,0.0185,0,1685317146904,256160018,83
0.1,,,sell,28073.8,BTC-30MAY23-26500-P,54.28,0.00075425,0.0005,3,1685317112842,256159919,76
0.5,,,buy,28074.14,BTC-29SEP23-21000-P,53.96,0.0230279,0.0245,0,1685317046760,256159698,382
0.2,,,buy,28075.21,BTC-30JUN23-29000-P,44.62,0.06962806,0.0695,0,1685317042181,256159697,722
0.1,,,buy,28074.62,BTC-16JUN23-28000-P,45.57,0.03714789,0.038,0,1685317016989,256159683,11
1.5,,,sell,28093.92,BTC-29MAY23-26750-C,93.96,0.04804184,0.0485,0,1685316976682,256159607,90
0.5,,,sell,28087.08,BTC-9JUN23-34000-C,58.57,0.00176927,0.0015,1,1685316965578,256159524,74
12.2,,,buy,28085.67,BTC-16JUN23-22000-P,62.82,0.0018419,0.002,3,1685316938824,256159493,96
0.3,,,sell,28066.19,BTC-2JUN23-27000-P,49.52,0.00727813,0.007,2,1685316886338,256159127,420
25.0,76597,BTC-STRD-28JUL23-28000,sell,28081.4,BTC-28JUL23-28000-P,44.39,0.06810401,0.0679,0,1685316816149,256158860,94
7.1,,,buy,28067.6,BTC-9JUN23-24000-P,58.19,0.00232602,0.0025,0,1685316807311,256158762,419
4.7,,,buy,28081.29,BTC-16JUN23-23500-P,56.51,0.00381393,0.004,3,1685316766166,256158681,79
5.3,,,buy,28080.15,BTC-31MAY23-26500-P,52.41,0.00141265,0.0015,3,1685316765120,256158673,8
0.1,,,buy,28075.17,BTC-9JUN23-29000-C,45.64,0.01942948,0.0195,2,1685316760801,256158649,509
0.1,,,buy,28077.72,BTC-25AUG23-23000-P,49.24,0.02399955,0.024,2,1685316719189,256158489,15
1.0,,,sell,28078.84,BTC-30JUN23-35000-C,53.32,0.00740386,0.007,2,1685316711891,256158466,3740
2.1,,,buy,28078.8,BTC-16JUN23-25500-P,49.1,0.01039816,0.0105,0,1685316709165,256158439,77
0.9,,,buy,28084.13,BTC-28JUL23-19000-P,61.63,0.00480428,0.005,3,1685316702571,256158384,24
0.6,,,buy,28084.13,BTC-28JUL23-20000-P,58.31,0.0065387,0.0065,3,1685316702570,256158383,104
7.0,,,sell,28084.13,BTC-28JUL23-25000-P,48.09,0.02868406,0.03,1,1685316701989,256158380,320
0.1,,,sell,28087.93,BTC-30MAY23-28250-C,46.98,0.0087954,0.009,2,1685316700041,256158295,3
10.0,76596,,buy,28091.85,BTC-2JUN23-23000-P,90.91,0.00033712,0.0007,0,1685316655015,256158152,197
15.0,76596,,buy,28091.85,BTC-9JUN23-28000-C,45.59,0.03441468,0.0349,2,1685316655015,256158153,1075
0.1,,,sell,28100.08,BTC-30JUN23-33000-C,50.6,0.01254588,0.0125,3,1685316646688,256158104,1604
0.3,,,buy,28103.42,BTC-31MAY23-27750-C,44.94,0.02226899,0.022,0,1685316640585,256158078,38
0.5,,,sell,28098.0,BTC-31MAY23-27750-P,46.19,0.0088552,0.009,0,1685316590807,256157849,31
0.2,,,buy,28097.46,BTC-31MAY23-27500-P,45.67,0.00624167,0.006,0,1685316587141,256157832,33
4.7,,,buy,28101.23,BTC-16JUN23-24000-P,54.62,0.00480832,0.005,3,1685316583894,256157805,131
1.0,,,sell,28107.0,BTC-9JUN23-28500-C,45.17,0.02647474,0.0265,2,1685316582519,256157782,329
9.6,,,sell,28106.76,BTC-16JUN23-22500-P,60.84,0.00235398,0.0025,3,1685316581468,256157756,154
0.1,,,buy,28117.86,BTC-2JUN23-28500-P,47.97,0.02751855,0.0275,0,1685316511168,256157689,74
1.0,,,sell,28117.88,BTC-31MAY23-28500-C,46.47,0.00944662,0.0095,2,1685316507472,256157679,39
0.2,,,buy,28117.76,BTC-31MAY23-29000-C,48.43,0.00498915,0.005,3,1685316501483,256157675,23
8.2,,,sell,28117.43,BTC-29SEP23-29000-P,46.46,0.12057815,0.1205,2,1685316412776,256157540,74
0.2,,,buy,28114.51,BTC-30MAY23-26750-P,55.51,0.00075152,0.001,3,1685316397545,256157535,67
0.1,,,buy,28103.27,BTC-30JUN23-26000-P,46.69,0.023103,0.023,1,1685316344920,256157293,2059
0.2,,,sell,28103.09,BTC-2JUN23-31000-C,55.4,0.00179581,0.0015,1,1685316310030,256157103,506
12.3,,,buy,28106.4,BTC-2JUN23-24500-P,70.36,0.00080251,0.001,3,1685316288565,256157092,377
2.2,,,buy,28107.64,BTC-16JUN23-27500-C,43.74,0.05276096,0.052,0,1685316253261,256157052,85
3.0,,,buy,28108.86,BTC-30JUN23-27000-C,44.53,0.07645106,0.076,2,1685316238852,256156992,1861
0.1,,,sell,28108.76,BTC-30MAY23-28500-C,46.69,0.00629115,0.006,2,1685316223962,256156962,57
1.9,,,sell,28115.7,BTC-16JUN23-26500-C,47.39,0.07731917,0.078,2,1685316181172,256156868,48
