amount,block_trade_id,block_trade_leg_count,combo_id,combo_trade_id,contracts,direction,index_price,instrument_name,iv,liquidation,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.2,,,,,0.2,sell,46350.12,BTC-29MAR24-75000-C,62.46,,0.00860505,0.0085,2,1705017596190,279721902,583
0.9,,,,,0.9,buy,46403.13,BTC-12JAN24-46500-P,43.9,,0.00636811,0.0065,0,1705017483626,279721844,419
0.1,,,,,0.1,sell,46406.71,BTC-12JAN24-46000-P,43.21,,0.00228558,0.002,2,1705017482402,279721830,836
0.1,,,,,0.1,sell,46406.71,BTC-12JAN24-46500-C,40.75,,0.00415392,0.0039,2,1705017482384,279721829,1219
1.3,,,,,1.3,sell,46410.01,BTC-26JAN24-47000-P,53.91,,0.04691227,0.047,2,1705017448371,279721825,323
0.1,,,,,0.1,buy,46425.98,BTC-26JAN24-56000-C,62.26,,0.00404907,0.0041,2,1705017402957,279721807,1353
22.0,,,,,22.0,sell,46397.06,BTC-2FEB24-60000-C,63.36,,0.00390239,0.0037,3,1705017354800,279721788,40
0.5,,,,,0.5,sell,46367.82,BTC-12JAN24-40000-P,192.43,,0.00017002,0.0001,2,1705017287655,279721767,3134
3.0,,,,,3.0,sell,46343.06,BTC-12JAN24-39000-P,220.97,,7.757e-05,0.0001,3,1705017251058,279721731,2978
0.1,,,,,0.1,sell,46341.64,BTC-19JAN24-45500-P,53.57,,0.02143257,0.021,3,1705017247588,279721730,167
2.9,,,,,2.9,sell,46334.19,BTC-12JAN24-41000-P,176.78,,0.00020165,0.0002,3,1705017190225,279721709,1900
0.2,,,,,0.2,buy,46324.62,BTC-19JAN24-34000-P,99.99,,0.00051684,0.0006,0,1705017168240,279721707,115
0.1,,,,,0.1,sell,46317.34,BTC-2FEB24-45000-P,54.48,,0.03645156,0.036,2,1705017131781,279721667,21
0.5,,,,,0.5,buy,46367.01,BTC-13JAN24-47000-C,56.19,,0.00759572,0.008,0,1705017050312,279721643,156
1.5,,,,,1.5,sell,46373.58,BTC-12JAN24-47000-C,48.75,,0.00142888,0.0015,1,1705017039978,279721636,3177
0.1,,,,,0.1,buy,46425.19,BTC-13JAN24-44500-P,69.8,,0.00315103,0.0034,2,1705016933469,279721535,121
3.6,,,,,3.6,buy,46385.64,BTC-19JAN24-47000-C,52.39,,0.0245798,0.0245,3,1705016758654,279721283,1250
3.0,,,,,3.0,sell,46356.73,BTC-2FEB24-53000-C,55.34,,0.01334115,0.013,2,1705016722784,279721194,61
3.0,,,,,3.0,sell,46348.48,BTC-2FEB24-42000-P,58.11,,0.01784356,0.0175,2,1705016708555,279721193,36
0.2,,,,,0.2,sell,46355.62,BTC-26JAN24-47000-C,54.2,,0.03831226,0.0385,0,1705016696853,279721192,2018
0.2,,,,,0.2,sell,46358.88,BTC-14JAN24-47000-C,47.38,,0.00963773,0.0095,0,1705016685094,279721191,63
0.1,,,,,0.1,sell,46358.93,BTC-12JAN24-47500-C,53.48,,0.00059397,0.0005,2,1705016684000,279721189,1056
0.9,,,,,0.9,sell,46363.03,BTC-26JAN24-51000-C,54.29,,0.01280037,0.0125,2,1705016617116,279721174,1166
1.3,,,,,1.3,buy,46391.69,BTC-19JAN24-40000-P,75.94,,0.0038338,0.0037,2,1705016556895,279721149,862
2.7,,,,,2.7,sell,46393.57,BTC-26JAN24-41000-P,63.46,,0.00983285,0.0095,2,1705016540215,279721135,2229
0.3,,,,,0.3,buy,46403.73,BTC-26JAN24-46000-P,54.38,,0.03666504,0.0365,2,1705016496580,279721122,661
0.4,,,,,0.4,buy,46409.77,BTC-14JAN24-47500-C,47.35,,0.00678142,0.0065,2,1705016315399,279721032,38
0.1,,,,,0.1,sell,46400.79,BTC-12JAN24-49000-C,77.71,,0.00018373,0.0001,3,1705016294833,279721024,2852
0.3,,,,,0.3,sell,46400.04,BTC-28JUN24-49000-C,57.46,,0.15200441,0.1525,2,1705016266340,279721020,78
0.1,,,,,0.1,buy,46405.3,BTC-19JAN24-44000-P,59.06,,0.01224478,0.0125,2,1705016258038,279721002,714
0.1,,,,,0.1,buy,46396.8,BTC-26JAN24-42000-P,61.15,,0.01264562,0.0125,3,1705016212041,279720983,2106
0.1,,,,,0.1,buy,46391.71,BTC-23FEB24-46000-C,54.77,,0.08453879,0.0845,0,1705016203801,279720982,484
0.3,,,,,0.3,buy,46388.41,BTC-26JAN24-46000-C,54.65,,0.04942582,0.0495,2,1705016202595,279720981,2895
1.0,,,,,1.0,sell,46385.19,BTC-19JAN24-37000-P,85.97,,0.00146665,0.0013,2,1705016201551,279720975,491
1.0,,,,,1.0,sell,46390.1,BTC-19JAN24-55000-C,67.07,,0.00184921,0.0016,2,1705016188362,279720970,892
0.5,,,,,0.5,sell,46374.82,BTC-23FEB24-58000-C,57.39,,0.01598397,0.0155,2,1705016156919,279720949,382
0.2,,,,,0.2,buy,46368.23,BTC-28JUN24-45000-C,56.9,,0.18890437,0.1885,0,1705016150234,279720942,1153
0.5,,,,,0.5,sell,46321.62,BTC-23FEB24-39000-P,59.41,,0.01860508,0.018,3,1705016104872,279720887,357
0.1,,,,,0.1,buy,46345.68,BTC-13JAN24-46500-C,53.65,,0.01170359,0.0115,3,1705016054562,279720861,180
0.9,,,,,0.9,buy,46318.59,BTC-23FEB24-56000-C,57.18,,0.02066363,0.021,3,1705016012976,279720817,369
0.1,,,,,0.1,sell,46321.61,BTC-12JAN24-48000-C,64.12,,0.00034021,0.0003,3,1705015984069,279720814,3743
1.0,,,,,1.0,sell,46371.1,BTC-26JAN24-54000-C,58.58,,0.00607388,0.006,3,1705015874507,279720734,2178
0.1,,,,,0.1,buy,46355.67,BTC-19JAN24-35000-P,93.86,,0.00071082,0.0007,3,1705015824172,279720675,602
0.1,,,,,0.1,sell,46334.64,BTC-29MAR24-26000-P,76.07,,0.00505112,0.0045,0,1705015811534,279720666,759
0.1,,,,,0.1,buy,46334.64,BTC-26JAN24-27000-P,115.32,,0.0004011,0.0005,0,1705015811351,279720665,493
0.1,,,,,0.1,sell,46328.19,BTC-12JAN24-43000-P,112.33,,0.00029518,0.0002,2,1705015795042,279720654,1795
1.0,,,,,1.0,buy,46341.0,BTC-13JAN24-50500-C,75.83,,0.00064904,0.0006,2,1705015767173,279720633,65
1.0,,,,,1.0,sell,46339.14,BTC-13JAN24-51000-C,80.51,,0.00057994,0.0005,2,1705015746898,279720632,108
0.1,,,,,0.1,sell,46318.57,BTC-19JAN24-30000-P,118.39,,0.0003834,0.0002,3,1705015737509,279720576,185
