amount,combo_id,combo_trade_id,contracts,direction,index_price,instrument_name,iv,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.1,,,0.1,sell,76726.97,BTC-10NOV24-78500-C,45.95,0.00032467,0.0003,3,1731196788133,324842549,111
0.3,,,0.3,sell,76797.25,BTC-12NOV24-75500-P,39.39,0.00581748,0.0055,3,1731196707071,324842465,94
0.1,,,0.1,sell,76813.66,BTC-10NOV24-73500-P,66.78,0.00011042,0.0001,2,1731196678625,324842432,57
1.3,,,1.3,sell,76805.36,BTC-26SEP25-120000-C,55.85,0.09052466,0.0915,0,1731196659290,324842431,125
0.1,,,0.1,buy,76708.73,BTC-29NOV24-84000-C,50.03,0.01653433,0.0165,2,1731196562769,324842292,786
0.1,,,0.1,buy,76662.89,BTC-29NOV24-81000-C,49.28,0.02620389,0.026,2,1731196484565,324842156,94
0.7,,,0.7,buy,76711.19,BTC-12NOV24-85000-C,56.39,0.00020042,0.0002,1,1731196428451,324842003,11
0.1,,,0.1,buy,76662.41,BTC-27DEC24-95000-C,53.11,0.01650869,0.0165,1,1731196367035,324841829,3069
0.1,,,0.1,buy,76652.01,BTC-22NOV24-82000-C,48.29,0.0132316,0.013,2,1731196356932,324841809,417
0.1,,,0.1,sell,76665.47,BTC-12NOV24-71000-P,50.39,0.00051717,0.0004,2,1731196330339,324841698,11
0.6,,,0.6,buy,76662.9,BTC-10NOV24-74500-P,55.72,0.00021244,0.0003,0,1731196328229,324841674,103
0.3,,,0.3,buy,76751.74,BTC-15NOV24-71000-P,47.23,0.00185658,0.002,3,1731196325761,324841659,660
0.5,,,0.5,buy,76751.74,BTC-10NOV24-76000-P,31.46,0.00055664,0.0006,0,1731196325719,324841655,293
0.3,,,0.3,sell,76751.74,BTC-27JUN25-140000-C,56.88,0.03434922,0.034,3,1731196325660,324841654,215
0.6,,,0.6,buy,76751.74,BTC-10NOV24-75000-P,51.16,0.00019531,0.0004,0,1731196325439,324841641,160
1.1,,,1.1,buy,76819.97,BTC-29NOV24-64000-P,53.66,0.00292645,0.003,3,1731196324667,324841598,807
14.9,,,14.9,sell,76819.97,BTC-12NOV24-78500-C,43.31,0.00628495,0.006,0,1731196324594,324841588,11
2.4,,,2.4,sell,76819.97,BTC-22NOV24-77000-C,46.66,0.03592683,0.0355,3,1731196324589,324841587,321
0.1,,,0.1,buy,76819.97,BTC-29NOV24-72000-P,48.14,0.01643651,0.0165,0,1731196324526,324841585,491
2.5,,,2.5,sell,76819.97,BTC-12NOV24-77000-C,40.94,0.01276987,0.0125,1,1731196324503,324841582,28
1.0,,,1.0,buy,76819.97,BTC-11NOV24-76500-P,38.44,0.00677428,0.007,0,1731196324393,324841559,144
0.1,,,0.1,sell,76820.96,BTC-15NOV24-69000-C,0.0,0.10488062,0.1035,2,1731196324347,324841556,351
0.6,,,0.6,sell,76820.96,BTC-10NOV24-76500-C,22.82,0.00619249,0.0055,3,1731196324276,324841554,323
0.2,,,0.2,sell,76820.96,BTC-12NOV24-76000-C,38.39,0.01954979,0.019,3,1731196324264,324841551,10
0.8,,,0.8,sell,76820.96,BTC-15NOV24-77000-C,44.64,0.02183184,0.0215,0,1731196324173,324841541,561
1.0,,,1.0,buy,76820.96,BTC-10NOV24-77000-P,35.84,0.00495061,0.0055,0,1731196324048,324841528,63
0.9,,,0.9,sell,76820.96,BTC-11NOV24-76500-C,36.87,0.01155747,0.0115,1,1731196324039,324841527,69
0.5,,,0.5,buy,76820.96,BTC-12NOV24-76500-P,40.78,0.01053151,0.0105,3,1731196323945,324841507,28
0.1,,,0.1,buy,76820.96,BTC-22NOV24-73000-P,46.84,0.01298014,0.013,0,1731196323761,324841484,201
0.1,,,0.1,sell,76849.53,BTC-22NOV24-80000-C,47.63,0.02079077,0.0205,3,1731196282615,324841247,654
0.1,,,0.1,buy,76856.49,BTC-22NOV24-75000-P,46.47,0.02118872,0.021,1,1731196252650,324841236,193
0.3,,,0.3,sell,76858.29,BTC-12NOV24-81000-C,47.55,0.0017796,0.0016,1,1731196245461,324841235,16
0.5,,,0.5,buy,76843.45,BTC-10NOV24-77000-C,30.06,0.00291402,0.0028,3,1731196185966,324841149,265
0.1,,,0.1,buy,76806.42,BTC-31JAN25-110000-C,55.55,0.01518937,0.0155,0,1731196150978,324841100,126
0.1,,,0.1,buy,76817.06,BTC-15NOV24-74000-P,44.29,0.00709757,0.007,3,1731196106624,324841094,781
0.5,,,0.5,buy,76817.06,BTC-10NOV24-76500-P,26.21,0.00174026,0.0015,0,1731196106366,324841084,232
0.1,,,0.1,buy,76874.51,BTC-10NOV24-72500-P,84.42,4.42e-06,0.0001,3,1731196038247,324841012,36
0.1,,,0.1,buy,76918.97,BTC-12NOV24-74500-P,41.67,0.00259932,0.0028,1,1731195966012,324840919,35
0.1,,,0.1,buy,76916.9,BTC-12NOV24-74000-P,41.09,0.00178549,0.0018,0,1731195954494,324840918,32
0.1,,,0.1,buy,76935.5,BTC-15NOV24-72000-P,45.46,0.00268682,0.0027,2,1731195948127,324840898,718
0.1,,,0.1,sell,76930.12,BTC-12NOV24-76000-P,39.27,0.00731605,0.007,3,1731195876112,324840846,94
2.0,,,2.0,buy,76930.35,BTC-15NOV24-82000-C,48.16,0.0043624,0.0045,0,1731195870301,324840842,765
0.5,,,0.5,sell,76928.5,BTC-11NOV24-74000-P,37.9,0.00051525,0.0004,2,1731195867271,324840841,51
1.9,,,1.9,buy,76934.31,BTC-11NOV24-78000-C,41.34,0.00493674,0.0048,0,1731195819378,324840765,117
1.5,,,1.5,sell,76928.95,BTC-27DEC24-85000-C,51.48,0.04179996,0.0415,0,1731195809626,324840758,4966
1.3,,,1.3,buy,76917.8,BTC-15NOV24-84000-C,48.74,0.00196942,0.002,1,1731195784606,324840722,685
0.1,,,0.1,buy,76910.72,BTC-15NOV24-80000-C,48.28,0.00882786,0.0095,0,1731195663777,324840653,1653
0.1,,,0.1,sell,76921.61,BTC-29NOV24-75000-P,47.37,0.02881912,0.0285,2,1731195586647,324840605,240
0.1,,,0.1,buy,76926.73,BTC-10NOV24-77500-C,32.8,0.00155133,0.0014,1,1731195545899,324840590,117
0.4,,,0.4,sell,76862.16,BTC-22NOV24-84000-C,48.07,0.00892662,0.0085,1,1731195469851,324840422,291
0.1,,,0.1,sell,76855.93,BTC-22NOV24-66000-P,52.89,0.00195406,0.002,2,1731195466443,324840419,676
0.1,,,0.1,buy,76850.47,BTC-29NOV24-58000-P,64.03,0.00121308,0.0012,2,1731195450612,324840392,912
0.1,,,0.1,sell,76862.54,BTC-27DEC24-74000-P,49.88,0.04627412,0.046,3,1731195427431,324840385,387
1.0,,,1.0,buy,76871.53,BTC-15NOV24-68000-P,54.58,0.0006914,0.0007,3,1731195422460,324840378,691
0.1,,,0.1,buy,76856.55,BTC-15NOV24-73000-P,44.26,0.00428764,0.0043,0,1731195398402,324840321,565
0.1,,,0.1,buy,76862.21,BTC-27DEC24-86000-C,51.75,0.03806937,0.038,1,1731195381727,324840278,31
1.0,,,1.0,buy,76820.19,BTC-10NOV24-76000-C,38.74,0.01138899,0.012,0,1731195371135,324840145,167
0.1,,,0.1,buy,76820.19,BTC-12NOV24-78000-C,43.46,0.00795073,0.008,1,1731195371131,324840144,83
4.9,,,4.9,sell,76826.77,BTC-28MAR25-120000-C,55.5,0.02509258,0.0245,1,1731195342588,324840059,2002
0.1,,,0.1,sell,76820.87,BTC-28MAR25-110000-C,54.72,0.0374044,0.037,0,1731195335202,324840048,1160
0.2,,,0.2,buy,76800.01,BTC-29NOV24-70000-P,48.25,0.01030515,0.0105,2,1731195202751,324839864,854
8.0,,,8.0,sell,76841.28,BTC-11NOV24-78500-C,42.71,0.00325574,0.0032,2,1731195192754,324839819,31
0.4,,,0.4,sell,76841.28,BTC-15NOV24-77000-P,45.83,0.02127469,0.022,2,1731195192094,324839811,118
0.9,,,0.9,sell,76865.97,BTC-11NOV24-79000-C,44.28,0.00231472,0.0023,0,1731195181393,324839770,57
1.8,,,1.8,sell,76865.97,BTC-29NOV24-71000-P,48.11,0.01265751,0.013,1,1731195181379,324839768,374
2.0,,,2.0,buy,76901.21,BTC-11NOV24-80500-C,49.36,0.00076239,0.0009,0,1731195068361,324839545,37
0.1,,,0.1,buy,76876.31,BTC-29NOV24-76000-C,47.6,0.05356592,0.0535,0,1731195048194,324839534,940
0.1,,,0.1,buy,76870.86,BTC-29NOV24-78000-C,48.1,0.04107915,0.041,1,1731195045191,324839517,1180
0.1,,,0.1,sell,76871.82,BTC-22NOV24-78000-C,46.08,0.03002617,0.0295,1,1731195042006,324839515,378
0.1,,,0.1,buy,76846.52,BTC-31JAN25-120000-C,56.55,0.00854787,0.0085,0,1731195019853,324839502,97
0.1,,,0.1,sell,76846.52,BTC-29NOV24-79000-C,48.35,0.03557732,0.0355,1,1731195019735,324839501,68
0.1,,,0.1,buy,76842.68,BTC-27DEC24-90000-C,52.23,0.02648041,0.0265,0,1731194996174,324839469,4677
0.5,,,0.5,sell,76838.25,BTC-29NOV24-86000-C,50.13,0.01196588,0.012,0,1731194980867,324839466,231
0.1,,,0.1,buy,76842.32,BTC-29NOV24-77000-C,47.65,0.04674812,0.0465,0,1731194966842,324839461,257
0.1,,,0.1,buy,76844.23,BTC-29NOV24-77000-P,47.81,0.04109258,0.041,2,1731194954588,324839434,103
0.1,,,0.1,sell,76846.42,BTC-29NOV24-76000-P,47.45,0.03471776,0.0345,2,1731194952095,324839432,128
0.1,,,0.1,buy,76844.85,BTC-29NOV24-79000-P,48.19,0.05573269,0.0555,2,1731194949604,324839430,13
0.1,,,0.1,sell,76846.13,BTC-22NOV24-81000-C,47.51,0.01663653,0.0165,0,1731194920611,324839424,93
1.0,,,1.0,buy,76862.55,BTC-15NOV24-79000-C,45.99,0.01138144,0.012,0,1731194906809,324839375,187
0.6,,,0.6,buy,76856.53,BTC-11NOV24-80000-C,46.01,0.00093013,0.001,1,1731194906106,324839374,48
0.2,,,0.2,sell,76852.52,BTC-27DEC24-75000-C,50.31,0.09287814,0.093,0,1731194891537,324839194,6846
0.5,,,0.5,sell,76861.09,BTC-31JAN25-76000-C,51.2,0.115228,0.1155,0,1731194886225,324839175,33
0.1,,,0.1,buy,76885.24,BTC-22NOV24-71000-P,46.59,0.00685828,0.007,3,1731194838608,324839096,198
0.4,,,0.4,buy,76888.97,BTC-22NOV24-86000-C,49.03,0.00561406,0.0055,0,1731194838098,324839095,220
1.0,,,1.0,buy,76891.85,BTC-11NOV24-81000-C,50.2,0.00043826,0.0006,1,1731194821808,324839033,42
2.0,,,2.0,buy,76887.34,BTC-11NOV24-77500-C,39.91,0.00630068,0.0065,0,1731194809049,324839020,104
1.0,,,1.0,buy,76882.77,BTC-15NOV24-90000-C,60.7,0.00044582,0.0005,0,1731194805807,324839019,169
0.2,,,0.2,buy,76875.97,BTC-15NOV24-86000-C,52.9,0.00111135,0.0012,0,1731194798568,324839015,227
0.2,,,0.2,sell,76830.52,BTC-27JUN25-70000-P,53.56,0.09102516,0.091,2,1731194759037,324838831,540
1.0,,,1.0,sell,76807.22,BTC-29NOV24-57000-P,65.36,0.00109216,0.001,3,1731194733577,324838626,865
1.2,,,1.2,sell,76786.33,BTC-29NOV24-54000-P,71.51,0.00081921,0.0007,3,1731194654221,324838449,583
1.8,,,1.8,sell,76788.26,BTC-29NOV24-52000-P,76.54,0.00070285,0.0006,3,1731194641018,324838438,777
1.0,,,1.0,buy,76779.64,BTC-15NOV24-88000-C,56.55,0.00061271,0.0007,1,1731194585894,324838410,160
0.1,,,0.1,sell,76765.8,BTC-22NOV24-69000-P,47.1,0.00402161,0.0038,2,1731194537526,324838384,325
0.1,,,0.1,buy,76770.49,BTC-31JAN25-74000-P,50.85,0.06510212,0.065,3,1731194537098,324838383,54
1.0,,,1.0,buy,76781.02,BTC-29NOV24-73000-P,46.93,0.01969765,0.0195,2,1731194522650,324838368,345
2.0,,,2.0,sell,76778.21,BTC-15NOV24-64000-P,67.16,0.00039305,0.0003,3,1731194512187,324838365,732
9.0,BTC-STRG-11NOV24-76500_77000,324838346,9.0,sell,76758.78,BTC-11NOV24-77000-C,36.56,0.00795287,0.0077,0,1731194491765,324838348,122
1.0,,,1.0,sell,76776.55,BTC-22NOV24-74000-C,45.7,0.05758533,0.0575,0,1731194464734,324838270,664
0.1,,,0.1,sell,76761.69,BTC-15NOV24-78000-C,43.46,0.015236,0.015,0,1731194426592,324838136,892
0.1,,,0.1,buy,76741.39,BTC-10NOV24-80000-C,60.48,1.285e-05,0.0001,3,1731194423521,324838121,93
0.1,,,0.1,buy,76741.39,BTC-10NOV24-79500-C,52.52,4.826e-05,0.0001,3,1731194423218,324838120,51
0.1,,,0.1,buy,76735.74,BTC-10NOV24-79000-C,44.42,0.00010369,0.0001,2,1731194422861,324838119,109
0.5,,,0.5,buy,76687.09,BTC-11NOV24-81500-C,47.32,0.00018223,0.0002,0,1731194364345,324838036,26
0.4,,,0.4,sell,76672.02,BTC-11NOV24-73000-P,43.23,0.00035135,0.0003,3,1731194348506,324838012,49
1.2,,,1.2,sell,76668.21,BTC-11NOV24-72000-P,49.84,0.0002312,0.0002,1,1731194337914,324837974,39
0.1,,,0.1,sell,76657.45,BTC-11NOV24-76000-P,32.81,0.0043522,0.0043,0,1731194141187,324837716,113
7.5,,,7.5,buy,76657.6,BTC-28MAR25-160000-C,62.88,0.00751012,0.008,1,1731194050887,324837579,345
0.1,,,0.1,sell,76665.42,BTC-12NOV24-80000-C,44.3,0.00234193,0.0022,0,1731194015302,324837543,25
0.1,,,0.1,buy,76658.15,BTC-27DEC24-65000-P,51.43,0.01409283,0.0145,2,1731193945410,324837458,3075
0.1,,,0.1,sell,76649.13,BTC-12NOV24-73500-P,38.9,0.00138606,0.0012,3,1731193932740,324837427,20
7.0,,,7.0,buy,76650.19,BTC-28MAR25-140000-C,59.18,0.01278061,0.013,1,1731193931094,324837425,587
21.3,,,21.3,buy,76647.11,BTC-29NOV24-90000-C,50.42,0.00536044,0.0055,0,1731193911253,324837398,2094
3.4,,,3.4,buy,76668.35,BTC-27DEC24-57000-P,56.97,0.00463038,0.0048,1,1731193894987,324837372,866
0.1,,,0.1,buy,76683.23,BTC-27DEC24-100000-C,53.99,0.0105535,0.0105,0,1731193871920,324837344,7465
0.1,,,0.1,buy,76720.98,BTC-27DEC24-63000-P,52.67,0.01037191,0.011,1,1731193832253,324837274,1629
0.5,,,0.5,sell,76733.84,BTC-22NOV24-74000-P,44.87,0.01647568,0.016,2,1731193803505,324837138,267
0.1,,,0.1,sell,76719.25,BTC-28MAR25-65000-P,52.62,0.04473685,0.045,2,1731193753117,324836977,934
0.3,,,0.3,buy,76698.02,BTC-10NOV24-78000-C,38.81,0.00040799,0.0005,0,1731193724221,324836833,219
1.9,,,1.9,sell,76698.02,BTC-27DEC24-70000-P,49.96,0.0285916,0.0285,2,1731193723727,324836829,2307
0.1,,,0.1,buy,76628.81,BTC-31JAN25-88000-C,52.09,0.05615603,0.056,3,1731193492394,324836462,87
1.0,,,1.0,buy,76626.56,BTC-31JAN25-100000-C,53.72,0.02681252,0.027,0,1731193474234,324836425,228
1.0,,,1.0,buy,76590.31,BTC-10NOV24-80500-C,68.32,6.4e-06,0.0001,3,1731193428057,324836358,51
0.8,,,0.8,sell,76611.34,BTC-10NOV24-75500-P,30.96,0.00029596,0.0003,2,1731193405537,324836331,146
0.2,,,0.2,buy,76569.47,BTC-22NOV24-77000-P,45.81,0.03423288,0.034,2,1731193311533,324836217,107
0.1,,,0.1,sell,76548.72,BTC-12NOV24-77500-C,40.08,0.00815918,0.008,3,1731193217174,324836086,140
0.2,,,0.2,sell,76548.72,BTC-27DEC24-92000-C,52.2,0.02149442,0.021,0,1731193217018,324836085,48
0.1,,,0.1,sell,76453.04,BTC-15NOV24-75000-P,41.29,0.011274,0.011,1,1731192845925,324835553,461
0.1,,,0.1,buy,76462.02,BTC-27DEC24-59000-P,54.21,0.00601038,0.006,3,1731192845003,324835552,1079
0.1,,,0.1,buy,76537.66,BTC-12NOV24-82000-C,45.89,0.00050118,0.0005,3,1731192798006,324835378,11
0.2,,,0.2,buy,76417.42,BTC-29NOV24-68000-P,48.42,0.00707273,0.007,3,1731192690421,324834944,755
0.2,,,0.2,sell,76434.69,BTC-22NOV24-88000-C,51.01,0.00324776,0.0033,2,1731192675786,324834903,135
0.2,,,0.2,buy,76518.89,BTC-29NOV24-67000-P,49.27,0.00552008,0.0055,2,1731192566600,324834632,769
2.3,,,2.3,sell,76618.49,BTC-15NOV24-70000-P,48.45,0.00142867,0.0014,3,1731192495986,324834515,766
0.1,,,0.1,sell,76622.9,BTC-22NOV24-68000-P,49.82,0.003422,0.0035,2,1731192379575,324834342,231
0.1,,,0.1,buy,76509.14,BTC-29NOV24-88000-C,49.69,0.00757474,0.0075,2,1731191910659,324834017,173
4.2,,,4.2,buy,76507.75,BTC-29NOV24-95000-C,52.94,0.00225174,0.0024,2,1731191891361,324834008,820
0.1,,,0.1,buy,76517.93,BTC-22NOV24-76000-C,45.71,0.03983518,0.0395,1,1731191456565,324833793,218
0.1,,,0.1,sell,76436.5,BTC-22NOV24-70000-P,45.69,0.0060023,0.0055,3,1731191051229,324833622,308
0.1,,,0.1,sell,76411.42,BTC-22NOV24-72000-P,44.88,0.01064459,0.01,3,1731190594169,324833536,263
0.2,,,0.2,buy,76408.7,BTC-22NOV24-67000-P,51.08,0.00272062,0.0029,0,1731190527789,324833534,293
4.2,,,4.2,sell,76424.23,BTC-28MAR25-130000-C,57.65,0.01702699,0.0175,1,1731190355160,324833446,925
0.2,,,0.2,sell,76421.53,BTC-12NOV24-75000-P,35.91,0.00467018,0.0043,2,1731190203506,324833412,46
0.1,,,0.1,sell,76412.52,BTC-12NOV24-79000-C,39.62,0.00285927,0.0027,3,1731190125965,324833408,10
6.0,,,6.0,sell,76478.54,BTC-28MAR25-150000-C,60.53,0.00889003,0.0095,2,1731189761389,324833230,639
1.2,,,1.2,buy,76487.87,BTC-27JUN25-160000-C,59.26,0.02206424,0.0225,1,1731189571902,324833124,243
1.0,,,1.0,buy,76473.56,BTC-10NOV24-89000-C,173.65,0.0,0.0001,1,1731189444495,324833096,20
0.1,,,0.1,buy,76421.56,BTC-27DEC24-75000-P,50.81,0.0546209,0.0555,0,1731189007613,324833014,711
0.5,,,0.5,sell,76444.9,BTC-11NOV24-69000-P,67.81,1.72e-05,0.0001,1,1731188695935,324832941,5
1.1,,,1.1,sell,76398.12,BTC-10NOV24-74000-P,44.75,0.00016115,0.0001,3,1731188620479,324832923,116
1.0,,,1.0,sell,76397.42,BTC-15NOV24-58000-P,84.79,0.00014363,0.0001,3,1731188553056,324832895,487
1.0,,,1.0,sell,76418.22,BTC-22NOV24-102000-C,62.53,0.00033596,0.0003,3,1731188190521,324832787,67
0.1,,,0.1,sell,76420.3,BTC-12NOV24-76500-C,37.02,0.01238009,0.012,3,1731188064310,324832755,14
