amount,combo_id,combo_trade_id,direction,index_price,instrument_name,iv,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.1,,,sell,26533.19,BTC-30JUN23-27500-C,37.09,0.01438536,0.014,1,1687035306483,258352634,1004
0.1,,,sell,26532.32,BTC-20JUN23-26500-P,33.28,0.00982547,0.01,2,1687035240194,258352568,26
0.1,,,sell,26521.39,BTC-19JUN23-26250-P,28.35,0.00343403,0.003,2,1687035215521,258352511,165
0.2,,,buy,26496.52,BTC-23JUN23-27500-C,37.59,0.00592704,0.006,2,1687034622853,258352441,1296
0.2,,,sell,26497.02,BTC-23JUN23-27000-C,36.97,0.01072077,0.011,1,1687034608921,258352440,1668
0.1,,,sell,26479.51,BTC-29SEP23-35000-C,46.58,0.01983282,0.02,3,1687034196132,258352369,1566
0.2,,,buy,26471.35,BTC-19JUN23-25750-P,34.34,0.00099903,0.001,1,1687034014314,258352298,75
0.1,,,buy,26506.99,BTC-28JUL23-20000-P,57.72,0.00497576,0.005,3,1687033622291,258352127,468
0.1,,,buy,26475.04,BTC-30JUN23-26500-P,36.68,0.02672201,0.0265,0,1687031711862,258351638,245
9.4,,,buy,26506.75,BTC-29SEP23-26000-P,41.97,0.07509159,0.074,3,1687031284496,258351519,500
0.3,,,sell,26510.42,BTC-20JUN23-26000-P,34.61,0.00434696,0.004,2,1687030867271,258351431,9
0.1,,,sell,26503.71,BTC-28JUL23-34000-C,48.18,0.00502795,0.005,2,1687030591035,258351380,540
0.1,,,sell,26503.76,BTC-28JUL23-32000-C,43.99,0.00851703,0.008,3,1687030272765,258351358,807
0.1,,,sell,26500.38,BTC-30JUN23-31000-C,47.54,0.00195716,0.0015,2,1687029742480,258351319,3199
0.2,,,buy,26495.01,BTC-29SEP23-29000-C,42.58,0.05720985,0.058,3,1687029363259,258351284,462
0.5,,,sell,26493.6,BTC-29MAR24-41000-C,51.47,0.05314784,0.055,0,1687029350241,258351281,50
0.1,,,sell,26492.6,BTC-7JUL23-18000-P,72.96,0.00072414,0.0005,3,1687029320090,258351277,59
0.1,,,sell,26490.73,BTC-30JUN23-25000-C,40.44,0.06709652,0.067,2,1687029301535,258351249,2636
1.9,,,buy,26494.41,BTC-25AUG23-38000-C,50.85,0.00548874,0.006,3,1687029253169,258351218,116
4.2,,,buy,26494.41,BTC-25AUG23-36000-C,48.62,0.0079769,0.0085,3,1687029247799,258351216,156
0.2,,,sell,26491.59,BTC-30JUN23-24500-P,42.32,0.00638386,0.006,2,1687028915060,258351199,334
0.1,,,buy,26488.46,BTC-20JUN23-27000-C,35.74,0.00469501,0.005,0,1687028828373,258351190,6
0.2,,,sell,26488.52,BTC-23JUN23-29000-C,45.96,0.00148858,0.0015,3,1687028777311,258351132,572
0.1,,,buy,26490.09,BTC-29MAR24-22000-P,48.42,0.07725197,0.076,2,1687028771695,258351111,49
0.1,,,sell,26499.67,BTC-20JUN23-26750-C,33.13,0.00763144,0.0075,2,1687028751641,258351098,19
0.2,,,sell,26508.57,BTC-19JUN23-25500-C,41.47,0.0393793,0.0395,1,1687028749257,258351056,37
0.1,,,sell,26512.51,BTC-7JUL23-26500-C,36.83,0.03603856,0.0355,1,1687028732152,258351035,128
0.1,,,buy,26514.22,BTC-25AUG23-24000-P,42.54,0.03077123,0.0305,2,1687028695365,258351032,404
0.1,,,sell,26512.87,BTC-25AUG23-25000-P,41.37,0.04223543,0.042,2,1687028671284,258351026,288
0.1,,,buy,26511.94,BTC-25AUG23-26000-P,40.32,0.05685366,0.0565,3,1687028662590,258351025,253
0.1,,,buy,26514.42,BTC-25AUG23-30000-C,41.42,0.02971011,0.0295,2,1687028583524,258351019,436
0.2,,,buy,26514.47,BTC-25AUG23-28000-C,40.01,0.04941569,0.049,2,1687028574157,258351018,185
0.1,,,buy,26513.06,BTC-23JUN23-26000-P,36.38,0.00917863,0.009,2,1687028317426,258350982,887
0.7,,,buy,26523.93,BTC-29SEP23-40000-C,51.89,0.01083156,0.011,3,1687028087775,258350900,1899
1.0,,,sell,26517.66,BTC-29DEC23-60000-C,63.36,0.01104311,0.0115,0,1687028050468,258350878,595
1.7,,,buy,26506.72,BTC-30JUN23-26000-C,37.18,0.03909036,0.039,3,1687027873514,258350857,2573
12.5,,,sell,26498.35,BTC-23JUN23-32000-C,69.74,0.00027881,0.0005,3,1687027857448,258350843,141
0.1,,,sell,26499.6,BTC-30JUN23-23500-P,48.9,0.00365636,0.0035,3,1687027404169,258350800,151
0.5,,,buy,26498.13,BTC-19JUN23-24500-P,65.0,7.044e-05,0.0005,3,1687027047516,258350671,236
0.1,,,buy,26490.99,BTC-18JUN23-25250-P,72.36,1.136e-05,0.0005,3,1687027023708,258350649,117
0.2,,,buy,26495.3,BTC-18JUN23-25000-P,84.52,3.97e-06,0.0005,3,1687027014033,258350647,49
3.0,,,sell,26510.44,BTC-29SEP23-11000-P,81.31,0.00220961,0.002,2,1687026892763,258350596,165
1.0,,,sell,26512.86,BTC-29SEP23-45000-C,55.39,0.00657875,0.006,2,1687026875234,258350584,780
3.0,,,sell,26474.79,BTC-7JUL23-20500-P,60.06,0.00170916,0.0015,3,1687026811471,258350419,17
1.0,,,sell,26449.11,BTC-23JUN23-25500-P,38.47,0.00568144,0.0055,2,1687026496402,258350309,886
0.1,,,sell,26447.12,BTC-19JUN23-26000-P,30.18,0.00241454,0.002,1,1687026238828,258350298,84
0.2,,,sell,26449.53,BTC-28JUL23-38000-C,56.59,0.00247488,0.0025,3,1687026069841,258350278,313
5.3,,,sell,26449.53,BTC-30JUN23-38000-C,81.11,0.00068878,0.0005,3,1687026069363,258350275,1129
0.2,,,buy,26443.66,BTC-23JUN23-26000-C,35.99,0.02887116,0.0285,0,1687025903380,258350261,1371
1.0,,,buy,26455.55,BTC-30JUN23-23000-P,52.86,0.00268037,0.003,3,1687025718127,258350219,3128
0.5,,,sell,26450.02,BTC-29DEC23-55000-C,60.72,0.01341176,0.014,0,1687025557510,258350189,313
0.5,,,sell,26447.91,BTC-28JUL23-29000-C,40.19,0.02182275,0.0215,0,1687025514125,258350186,922
1.9,,,buy,26447.26,BTC-7JUL23-32000-C,48.86,0.00228789,0.0025,3,1687025301438,258350163,37
0.3,,,sell,26449.68,BTC-29DEC23-40000-C,51.3,0.03276148,0.0335,0,1687025179440,258350095,1062
0.1,,,sell,26446.57,BTC-20JUN23-26250-P,33.4,0.00769666,0.0075,2,1687023655489,258349665,20
4.0,,,sell,26423.88,BTC-23JUN23-24500-P,45.02,0.00234898,0.002,3,1687023566194,258349646,982
0.1,,,sell,26467.43,BTC-30JUN23-35000-C,64.81,0.00069809,0.0005,3,1687022789451,258349365,4064
2.2,,,buy,26469.94,BTC-23JUN23-27000-P,37.44,0.02981997,0.0295,2,1687022723235,258349360,408
0.1,,,buy,26474.49,BTC-18JUN23-25750-P,44.33,0.00025144,0.0005,3,1687021560356,258349174,126
0.1,,,sell,26474.15,BTC-20JUN23-25750-P,34.17,0.00306693,0.0025,0,1687021531843,258349172,7
0.1,,,buy,26450.04,BTC-20JUN23-27500-C,41.2,0.00187876,0.0025,0,1687020409808,258348159,9
0.5,,,sell,26477.49,BTC-28JUL23-19000-P,60.8,0.00360803,0.0035,3,1687020305821,258348098,337
1.0,,,sell,26480.06,BTC-7JUL23-22500-P,49.32,0.00395318,0.0035,3,1687020286433,258348093,45
1.0,,,buy,26470.4,BTC-18JUN23-28000-P,0.0,0.05763786,0.0575,0,1687019805044,258347860,10
0.1,,,sell,26452.8,BTC-20JUN23-26250-C,34.68,0.01615631,0.0165,1,1687019268394,258347593,6
0.1,,,sell,26455.06,BTC-19JUN23-27000-C,34.26,0.00236706,0.0025,3,1687019174326,258347492,111
0.1,,,buy,26455.04,BTC-19JUN23-27250-C,36.96,0.00120056,0.0015,0,1687019168310,258347489,10
0.2,,,sell,26432.28,BTC-30JUN23-26000-P,36.88,0.01950211,0.019,2,1687018489579,258347088,3535
0.2,,,sell,26432.38,BTC-7JUL23-28000-C,38.45,0.01486967,0.015,2,1687018405629,258346909,97
10.0,,,buy,26432.2,BTC-20JUN23-26500-C,33.37,0.01012007,0.0105,2,1687018357846,258346887,3
0.5,,,sell,26428.46,BTC-28JUL23-21000-P,52.37,0.00694576,0.0065,3,1687018312095,258346847,376
0.1,,,sell,26394.52,BTC-23JUN23-29500-C,49.59,0.00093972,0.001,3,1687018155436,258346785,414
0.1,,,sell,26386.21,BTC-28JUL23-50000-C,73.35,0.00069591,0.0005,3,1687017915805,258346660,97
2.5,,,sell,26391.55,BTC-28JUL23-26000-C,38.49,0.06262786,0.061,3,1687017735184,258346596,736
0.2,,,buy,26406.58,BTC-29SEP23-50000-C,61.07,0.00460606,0.0045,1,1687017222892,258346280,1002
0.3,,,sell,26422.19,BTC-29DEC23-32000-C,45.96,0.07133725,0.0695,2,1687017183097,258346253,223
1.8,,,sell,26431.27,BTC-30JUN23-33000-C,58.63,0.00095393,0.001,3,1687017012188,258346193,2090
0.1,,,sell,26430.86,BTC-30JUN23-34000-C,59.08,0.00051437,0.0005,3,1687016998879,258346189,1661
0.1,,,sell,26433.98,BTC-7JUL23-21000-P,57.79,0.00228273,0.002,3,1687016671578,258346094,41
0.1,,,sell,26442.19,BTC-7JUL23-20000-P,60.38,0.00124945,0.001,3,1687016631117,258346082,27
0.6,,,sell,26435.8,BTC-7JUL23-22000-P,52.36,0.00330447,0.003,3,1687016587483,258346061,53
0.1,,,buy,26439.68,BTC-25AUG23-23000-P,45.22,0.0235357,0.024,0,1687016451425,258345998,279
0.4,,,buy,26448.53,BTC-25AUG23-22000-P,46.7,0.01723985,0.017,1,1687016217523,258345769,137
0.2,,,buy,26510.24,BTC-28JUL23-35000-C,51.04,0.00436992,0.0045,3,1687015601621,258345314,399
0.1,,,buy,26488.56,BTC-30JUN23-25500-C,38.09,0.05258705,0.052,0,1687015288428,258344986,342
0.1,,,sell,26491.88,BTC-28JUL23-22000-P,49.06,0.00921207,0.009,2,1687015273108,258344955,512
0.1,,,buy,26415.7,BTC-30JUN23-18000-P,98.92,0.0007342,0.001,0,1687015155665,258344702,1324
3.0,,,buy,26396.71,BTC-30JUN23-21000-P,67.81,0.00129783,0.0015,2,1687015052328,258344608,1991
0.3,,,buy,26348.43,BTC-7JUL23-27500-C,37.91,0.01875447,0.019,2,1687014987884,258344286,116
0.1,,,buy,26336.08,BTC-7JUL23-21500-P,55.09,0.0023656,0.0025,3,1687014980299,258343928,64
2.7,,,buy,26364.9,BTC-19JUN23-25250-P,39.54,0.00055446,0.0005,3,1687014979204,258343829,283
3.9,,,buy,26399.28,BTC-20JUN23-26750-P,37.46,0.01811567,0.0195,0,1687014975254,258343264,6
1.4,,,sell,26405.26,BTC-7JUL23-27000-C,37.57,0.02627993,0.0265,3,1687014972702,258343146,103
0.1,,,buy,26432.48,BTC-29SEP23-21000-P,48.75,0.02226485,0.022,0,1687014905998,258342921,627
0.2,,,sell,26479.87,BTC-7JUL23-26500-P,36.68,0.03356439,0.033,0,1687014031560,258342283,22
1.0,,,sell,26490.92,BTC-19JUN23-28000-P,47.59,0.05689195,0.057,2,1687013455441,258341946,2
1.0,,,sell,26492.18,BTC-30JUN23-28000-P,38.56,0.06462356,0.0645,0,1687013367397,258341937,1611
7.8,,,sell,26491.1,BTC-29SEP23-18000-P,56.82,0.01098568,0.011,1,1687013137372,258341890,737
1.0,,,sell,26493.05,BTC-18JUN23-27500-P,53.59,0.03829524,0.0385,2,1687013124099,258341885,3
0.2,BTC-CCOND-20JUN23-25000_26000_27500_28500,258341855,buy,26484.11,BTC-20JUN23-28500-C,54.43,0.00071772,0.0013,0,1687013030892,258341858,5
0.2,BTC-CCOND-20JUN23-25000_26000_27500_28500,258341855,sell,26484.11,BTC-20JUN23-26000-C,31.93,0.0232002,0.0231,1,1687013030892,258341859,1
0.2,BTC-CCOND-20JUN23-25000_26000_27500_28500,258341855,buy,26484.11,BTC-20JUN23-25000-C,46.5,0.05787578,0.0582,1,1687013030892,258341856,1
4.2,,,sell,26485.29,BTC-23JUN23-28500-C,41.08,0.0024679,0.002,3,1687012826597,258341767,742
0.1,,,sell,26483.95,BTC-20JUN23-27250-C,32.75,0.00275369,0.0025,2,1687012789893,258341748,9
0.8,,,sell,26485.07,BTC-23JUN23-30000-C,54.1,0.00105336,0.001,3,1687012505948,258341662,548
0.5,,,buy,26483.56,BTC-30JUN23-36000-C,69.9,0.0003888,0.0005,3,1687012472788,258341651,1091
1.0,,,sell,26479.9,BTC-19JUN23-28000-C,45.55,0.00052715,0.0005,3,1687012439429,258341646,77
1.1,,,sell,26469.25,BTC-30JUN23-28500-C,39.16,0.00687551,0.0065,2,1687012321279,258341637,472
0.1,,,buy,26466.17,BTC-7JUL23-23000-P,48.18,0.00490189,0.005,0,1687012119905,258341541,56
0.3,,,sell,26534.14,BTC-29SEP23-36000-C,47.03,0.0177757,0.017,2,1687011209476,258341056,170
1.0,,,buy,26532.82,BTC-19JUN23-25750-C,27.93,0.03083445,0.0305,2,1687010578902,258340942,63
10.0,,,buy,26543.21,BTC-30JUN23-20000-P,75.7,0.00072341,0.001,3,1687009663413,258340747,2268
0.5,,,sell,26528.94,BTC-28JUL23-27000-P,39.21,0.05961869,0.0595,0,1687008874022,258340614,473
0.1,,,sell,26523.12,BTC-30JUN23-24000-C,45.42,0.10162039,0.1015,2,1687007094812,258340366,1200
1.0,,,sell,26511.74,BTC-29SEP23-24000-P,43.67,0.04657658,0.0455,2,1687006925309,258340340,528
0.2,,,buy,26501.34,BTC-25AUG23-29000-C,41.32,0.03848272,0.039,2,1687006520678,258340238,174
0.2,,,buy,26504.15,BTC-25AUG23-20000-P,52.34,0.00954304,0.0095,3,1687006315799,258340172,261
1.8,,,sell,26558.91,BTC-19JUN23-26750-P,25.05,0.01202977,0.011,2,1687004614456,258339640,35
0.4,,,buy,26540.89,BTC-18JUN23-25750-C,0.0,0.03042683,0.03,1,1687004536122,258339482,171
0.4,,,buy,26519.52,BTC-19JUN23-26750-C,29.8,0.00479507,0.005,1,1687004354893,258339375,51
7.5,,,buy,26516.61,BTC-18JUN23-24750-P,80.06,2.967e-05,0.0005,3,1687004119129,258339275,74
3.0,,,buy,26439.73,BTC-7JUL23-24000-P,43.36,0.00806265,0.008,1,1687003280004,258338152,79
12.9,,,sell,26457.61,BTC-18JUN23-27500-C,47.92,0.00062074,0.0005,3,1687003279345,258338106,183
0.1,,,buy,26460.05,BTC-7JUL23-26000-P,38.18,0.0251368,0.0255,0,1687003276431,258338024,19
0.1,,,buy,26482.61,BTC-7JUL23-25000-P,39.98,0.01408263,0.014,0,1687003275715,258337924,109
1.0,,,sell,26495.84,BTC-28JUL23-36000-C,52.38,0.00360865,0.0035,2,1687002128379,258337195,448
0.1,,,buy,26487.24,BTC-29SEP23-20000-P,50.97,0.01724034,0.017,2,1687002078293,258337069,929
0.1,,,buy,26532.12,BTC-29DEC23-17000-P,54.06,0.01939504,0.0185,1,1687001815213,258336705,177
0.1,,,buy,26548.48,BTC-29DEC23-16000-P,56.2,0.01593457,0.015,3,1687001756885,258336666,301
0.1,,,buy,26544.59,BTC-29DEC23-15000-P,58.89,0.01338454,0.0125,3,1687001593911,258336594,305
0.1,,,buy,26536.25,BTC-25AUG23-18000-P,58.84,0.00576088,0.0055,3,1687001375064,258336521,227
0.1,,,buy,26537.87,BTC-25AUG23-21000-P,49.53,0.01265933,0.0125,2,1687000943567,258336227,153
2.0,,,sell,26546.98,BTC-25AUG23-32000-C,44.04,0.01936649,0.0195,1,1687000925520,258335867,400
0.2,,,sell,26587.85,BTC-7JUL23-34000-C,50.83,0.0013172,0.001,2,1686999466378,258335301,6
0.7,,,sell,26602.94,BTC-30JUN23-27000-P,36.77,0.03455077,0.0345,1,1686997438536,258334956,2565
0.1,BTC-CCOND-30JUN23-23500_25000_28500_30000,258334217,buy,26594.9,BTC-30JUN23-23500-C,50.45,0.12174141,0.1222,0,1686995373668,258334218,2
3.7,,,sell,26594.57,BTC-28JUL23-44000-C,64.67,0.00122821,0.001,1,1686995180484,258334208,101
3.9,,,sell,26593.5,BTC-28JUL23-42000-C,62.99,0.00153141,0.0015,0,1686995162541,258334207,102
0.3,,,sell,26575.62,BTC-29DEC23-28000-C,45.11,0.11900133,0.116,3,1686994650852,258334122,252
0.1,,,buy,26585.41,BTC-28JUL23-55000-C,81.7,0.00037834,0.0005,3,1686992305755,258332982,93
3.2,,,sell,26556.5,BTC-28JUL23-16000-P,75.05,0.00176189,0.0015,3,1686991465243,258332632,78
0.1,,,sell,26576.14,BTC-29SEP23-37000-C,49.22,0.01667117,0.0165,3,1686991324574,258332545,209
1.0,,,buy,26594.8,BTC-18JUN23-28000-C,56.78,0.00026739,0.0005,1,1686990695855,258332257,25
1.0,,,buy,26597.2,BTC-18JUN23-25500-P,49.34,0.00024702,0.0005,3,1686990644620,258332246,108
0.1,,,buy,26608.96,BTC-7JUL23-35000-C,55.57,0.00090038,0.001,1,1686990364565,258332171,7
0.6,,,buy,26609.12,BTC-28JUL23-30000-P,41.54,0.13910978,0.139,2,1686989928824,258331545,28
1.0,,,buy,26626.69,BTC-29DEC23-25000-C,45.85,0.17169062,0.17,2,1686989352267,258331143,321
0.3,,,sell,26624.42,BTC-23JUN23-22000-P,70.94,0.00070591,0.0005,3,1686989238424,258331034,365
0.3,,,buy,26620.37,BTC-18JUN23-26000-C,35.03,0.02490853,0.0245,0,1686989016904,258330742,137
0.1,,,sell,26619.19,BTC-19JUN23-28500-C,49.73,0.0005595,0.0005,3,1686988987681,258330683,16
0.1,,,buy,26575.72,BTC-29SEP23-25000-P,43.99,0.05892828,0.06,0,1686988628680,258329632,600
1.0,,,sell,26587.26,BTC-18JUN23-27000-P,36.47,0.0172301,0.0175,1,1686988588775,258329584,11
0.7,,,sell,26590.54,BTC-29SEP23-27000-C,41.6,0.08687653,0.086,2,1686988412828,258329075,511
4.5,,,buy,26601.44,BTC-25AUG23-34000-C,45.68,0.01238457,0.0125,1,1686987919381,258328540,315
0.1,,,buy,26638.75,BTC-17JUN23-26500-C,0.0,0.00530062,0.005,2,1686986896467,258327531,337
0.3,,,buy,26634.55,BTC-17JUN23-26750-C,51.11,0.00035481,0.0005,2,1686985928478,258326590,252
0.5,,,buy,26645.3,BTC-17JUN23-26500-P,58.07,0.0002177,0.0005,3,1686985779296,258326508,93
0.4,,,sell,26642.64,BTC-17JUN23-27000-P,111.54,0.01339236,0.014,1,1686985744087,258326506,12
1.1,,,sell,26639.43,BTC-28JUL23-46000-C,69.2,0.00088697,0.001,0,1686985733004,258326495,60
0.8,,,buy,26645.69,BTC-17JUN23-26750-P,47.0,0.00445604,0.0045,0,1686985082218,258325935,43
0.5,,,buy,26701.34,BTC-7JUL23-41000-C,74.09,0.00021705,0.0005,1,1686984266856,258325277,1
2.0,,,buy,26721.97,BTC-29DEC23-65000-C,65.16,0.00877936,0.0095,0,1686983934558,258324932,353
0.5,,,buy,26701.71,BTC-17JUN23-27000-C,71.02,0.00010498,0.0005,2,1686983542286,258324610,113
1.0,BTC-CCOND-23JUN23-24000_25500_28000_29500,258324307,sell,26694.77,BTC-23JUN23-25500-C,39.53,0.05174751,0.0513,0,1686983311026,258324309,657
1.0,BTC-CCOND-23JUN23-24000_25500_28000_29500,258324307,buy,26694.77,BTC-23JUN23-24000-C,57.75,0.10448307,0.105,0,1686983311026,258324308,36
0.5,,,buy,26714.25,BTC-17JUN23-27500-C,140.99,1.22e-06,0.0005,3,1686983227217,258324235,46
1.0,,,buy,26748.71,BTC-17JUN23-26000-C,0.0,0.02811943,0.0275,0,1686983035114,258323855,417
0.1,,,buy,26748.71,BTC-29DEC23-26000-C,45.96,0.15409991,0.1535,0,1686983035072,258323854,166
0.1,,,buy,26734.37,BTC-29SEP23-28000-C,42.19,0.07415742,0.074,1,1686983024329,258323740,579
1.5,,,buy,26683.51,BTC-29MAR24-32000-C,47.76,0.10983586,0.109,0,1686982647206,258323003,83
1.6,,,buy,26693.12,BTC-17JUN23-26250-C,0.0,0.01657916,0.016,1,1686982532448,258322845,291
0.1,,,sell,26657.24,BTC-23JUN23-25000-C,45.23,0.06729381,0.0675,1,1686982345831,258322309,258
1.4,,,sell,26666.84,BTC-30JUN23-19000-P,87.57,0.00121873,0.001,3,1686982201588,258322183,1445
1.0,,,buy,26642.36,BTC-25AUG23-19000-P,56.51,0.00769035,0.0075,3,1686982135897,258322077,84
0.1,,,buy,26669.97,BTC-23JUN23-23000-P,63.3,0.00087209,0.001,3,1686981182573,258320076,410
0.1,,,sell,26690.97,BTC-7JUL23-25500-P,40.42,0.01770895,0.018,0,1686981086471,258319719,54
0.4,,,sell,26628.43,BTC-18JUN23-26250-C,24.96,0.01572798,0.0155,3,1686981014853,258319383,213
