amount,block_trade_id,block_trade_leg_count,combo_id,contracts,direction,index_price,instrument_name,iv,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
4.5,,,,4.5,buy,43591.72,BTC-26DEC23-43500-P,26.34,0.00198029,0.0021,0,1703548774789,276648194,164
0.1,,,,0.1,sell,43592.44,BTC-26DEC23-43250-P,28.77,0.00078968,0.0008,1,1703548759372,276648189,275
0.1,,,,0.1,sell,43593.6,BTC-29DEC23-50000-C,67.89,0.00057763,0.0005,2,1703548757384,276648187,8762
1.1,,,,1.1,sell,43586.21,BTC-26DEC23-44000-C,24.57,0.00069577,0.0004,2,1703548737083,276648173,598
0.1,,,,0.1,sell,43587.08,BTC-26DEC23-43500-C,23.68,0.00439309,0.0042,3,1703548735836,276648172,309
4.8,,,,4.8,buy,43621.24,BTC-26DEC23-43000-P,37.02,0.00034916,0.0005,1,1703548511669,276648060,254
0.4,,,,0.4,sell,43622.16,BTC-26DEC23-43750-P,23.31,0.00479257,0.0043,2,1703548452486,276648058,200
0.1,,,,0.1,sell,43633.56,BTC-5JAN24-40000-P,50.36,0.00559941,0.0055,3,1703548419871,276648052,227
0.2,,,,0.2,buy,43636.81,BTC-26JAN24-45000-P,55.16,0.07464161,0.074,0,1703548349766,276648043,168
0.3,,,,0.3,sell,43639.04,BTC-26DEC23-43000-C,37.56,0.01533331,0.0155,1,1703548300409,276648021,51
10.4,,,,10.4,buy,43650.39,BTC-5JAN24-46500-C,48.3,0.01189245,0.012,1,1703548242132,276647980,235
0.1,,,,0.1,sell,43637.2,BTC-26DEC23-42500-P,43.04,0.00015443,0.0001,3,1703548180260,276647945,149
0.7,,,,0.7,sell,43629.05,BTC-29DEC23-43500-P,39.37,0.0125411,0.012,3,1703548118579,276647891,568
4.8,,,,4.8,sell,43627.77,BTC-5JAN24-45000-C,46.85,0.02087479,0.021,2,1703548074467,276647872,358
0.1,,,,0.1,sell,43627.78,BTC-23FEB24-45000-C,55.84,0.08666314,0.086,0,1703548062842,276647870,270
6.0,,,,6.0,sell,43609.29,BTC-12JAN24-37000-P,61.0,0.00549027,0.0055,3,1703547955154,276647848,81
0.1,,,,0.1,sell,43604.61,BTC-23FEB24-48000-C,56.16,0.06182805,0.0605,0,1703547873540,276647824,174
3.2,,,,3.2,sell,43609.89,BTC-29DEC23-44000-P,42.05,0.01881094,0.019,0,1703547843335,276647805,1551
100.0,BLOCK-118000,2,BTC-CDIAG-12JAN24_29DEC23-46000_44500,100.0,buy,43611.44,BTC-12JAN24-46000-C,58.34,0.03118353,0.0323,0,1703547772560,276647777,309
