amount,block_trade_id,block_trade_leg_count,combo_id,combo_trade_id,contracts,direction,index_price,instrument_name,iv,liquidation,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.1,,,,,0.1,buy,63159.13,BTC-15MAR24-60000-P,73.13,,0.02598719,0.026,1,1709510393427,287430089,425
0.1,,,,,0.1,sell,63161.87,BTC-22MAR24-52000-P,71.05,,0.00676367,0.0065,2,1709510372708,287430062,156
0.2,,,,,0.2,sell,63163.51,BTC-4MAR24-63250-P,53.96,,0.00778279,0.007,3,1709510369669,287430061,7
0.1,,,,,0.1,sell,63163.51,BTC-4MAR24-63500-C,56.83,,0.00539849,0.0047,0,1709510369650,287430060,179
0.2,,,,,0.2,sell,63175.48,BTC-5MAR24-68000-C,88.54,,0.00268746,0.0023,3,1709510344578,287430029,29
0.5,,,,,0.5,sell,63175.47,BTC-4MAR24-64500-C,74.8,,0.00216761,0.0023,1,1709510341900,287430027,209
0.3,,,,,0.3,sell,63139.23,BTC-26APR24-42000-P,74.28,,0.00579188,0.006,3,1709510243115,287429923,275
0.1,,,,,0.1,buy,63142.15,BTC-28JUN24-85000-C,73.76,,0.07963001,0.081,0,1709510237693,287429919,960
0.1,,,,,0.1,sell,63133.93,BTC-4MAR24-61000-P,71.84,,0.00050702,0.0005,3,1709510227997,287429918,200
3.0,,,,,3.0,sell,63123.47,BTC-29MAR24-50000-P,69.78,,0.00698684,0.0065,3,1709510217942,287429894,1764
0.6,,,,,0.6,sell,63122.76,BTC-5MAR24-60500-P,72.25,,0.00379109,0.0035,3,1709510202468,287429881,60
0.1,,,,,0.1,sell,63133.1,BTC-29MAR24-59000-P,70.32,,0.03758008,0.0375,2,1709510180084,287429868,401
1.0,,,,,1.0,sell,63133.1,BTC-4MAR24-66000-C,88.81,,0.0006836,0.0006,2,1709510179965,287429867,116
0.1,,,,,0.1,sell,63135.86,BTC-4MAR24-63250-C,55.04,,0.00681491,0.006,1,1709510143011,287429827,16
2.0,,,,,2.0,sell,63119.48,BTC-8MAR24-55000-P,85.18,,0.00228322,0.0023,3,1709510138473,287429820,649
8.0,,,,,8.0,buy,63126.71,BTC-29MAR24-75000-C,76.0,,0.02669735,0.027,0,1709510076800,287429718,2328
1.7,,,,,1.7,sell,63108.44,BTC-4MAR24-64000-C,61.16,,0.00302239,0.0025,2,1709510066847,287429691,375
8.8,,,,,8.8,buy,63087.76,BTC-29MAR24-80000-C,77.98,,0.0163259,0.0165,1,1709510048328,287429655,1701
0.1,,,,,0.1,buy,63108.8,BTC-5MAR24-56500-P,94.34,,0.00039054,0.0005,1,1709510042923,287429633,23
0.1,,,,,0.1,buy,63105.46,BTC-29MAR24-120000-C,101.73,,0.00128958,0.0012,1,1709510028221,287429602,874
0.1,,,,,0.1,buy,63102.79,BTC-6MAR24-66000-C,83.51,,0.01111798,0.011,1,1709510026516,287429590,11
0.2,,,,,0.2,sell,63094.19,BTC-4MAR24-62750-P,52.16,,0.00439669,0.0038,2,1709510018974,287429579,130
0.2,,,,,0.2,buy,63094.19,BTC-5MAR24-61000-P,74.73,,0.0052641,0.0055,3,1709510018885,287429577,147
0.3,,,,,0.3,sell,63087.36,BTC-5MAR24-63500-C,77.79,,0.01668962,0.0165,0,1709510014456,287429546,121
4.8,,,,,4.8,sell,63086.65,BTC-5MAR24-63000-C,76.47,,0.01984093,0.02,0,1709510010086,287429545,227
1.4,,,,,1.4,buy,63062.37,BTC-29MAR24-63000-C,71.07,,0.08291296,0.083,0,1709510000031,287429525,450
3.4,,,,,3.4,sell,63054.85,BTC-8MAR24-61500-C,79.29,,0.05054811,0.051,0,1709509980216,287429488,314
0.1,,,,,0.1,sell,63043.94,BTC-22MAR24-68000-C,73.28,,0.0402107,0.04,0,1709509962725,287429468,204
1.0,,,,,1.0,buy,63042.08,BTC-4MAR24-59000-P,94.92,,0.0001443,0.0001,3,1709509952793,287429458,120
1.0,,,,,1.0,buy,63036.68,BTC-4MAR24-63000-C,57.48,,0.00775056,0.0075,0,1709509947868,287429454,400
0.1,,,,,0.1,sell,63036.69,BTC-4MAR24-66500-C,95.42,,0.00043282,0.0004,3,1709509946331,287429446,68
0.1,,,,,0.1,buy,63033.42,BTC-31MAY24-61000-C,69.61,,0.1706619,0.1715,0,1709509944844,287429445,34
0.2,,,,,0.2,buy,63033.42,BTC-31MAY24-62000-C,69.76,,0.16314174,0.164,0,1709509944842,287429444,145
0.1,,,,,0.1,buy,63033.42,BTC-31MAY24-60000-C,69.58,,0.17874842,0.1795,0,1709509944842,287429443,117
3.5,,,,,3.5,buy,63027.37,BTC-8MAR24-62000-C,76.84,,0.04544128,0.045,2,1709509940328,287429442,1322
3.2,,,,,3.2,buy,63033.11,BTC-8MAR24-62000-P,77.31,,0.02373359,0.0235,3,1709509935301,287429438,419
3.1,,,,,3.1,buy,63035.79,BTC-8MAR24-61500-P,78.91,,0.02069008,0.021,2,1709509919339,287429414,288
0.2,,,,,0.2,sell,63036.95,BTC-22MAR24-70000-C,74.04,,0.03178684,0.0315,0,1709509918085,287429413,200
0.6,,,,,0.6,buy,63004.09,BTC-5MAR24-56000-P,96.0,,0.0003164,0.0004,1,1709509866189,287429340,53
0.5,,,,,0.5,buy,63004.09,BTC-5MAR24-61500-P,72.79,,0.00753711,0.0075,3,1709509866151,287429339,138
0.7,,,,,0.7,sell,62982.46,BTC-15MAR24-51000-C,79.07,,0.20006072,0.2005,1,1709509832552,287429318,233
0.2,,,,,0.2,sell,62943.85,BTC-4MAR24-63000-P,51.29,,0.00763073,0.0065,3,1709509672248,287429123,108
0.2,,,,,0.2,buy,62934.21,BTC-5MAR24-65000-C,82.94,,0.00840964,0.0085,0,1709509640056,287429109,95
0.1,,,,,0.1,buy,62934.17,BTC-6MAR24-63500-P,77.65,,0.02874993,0.028,3,1709509628521,287429104,46
0.8,,,,,0.8,sell,62974.24,BTC-6MAR24-63000-C,80.19,,0.02606483,0.027,1,1709509535699,287428957,188
1.0,,,,,1.0,buy,62982.46,BTC-29MAR24-90000-C,84.02,,0.00687515,0.007,1,1709509512543,287428843,1113
0.4,,,,,0.4,buy,62960.01,BTC-15MAR24-63000-C,73.96,,0.05589387,0.056,3,1709509511721,287428812,268
0.1,,,,,0.1,buy,62960.01,BTC-22MAR24-62000-C,71.73,,0.07763581,0.078,0,1709509511613,287428810,244
2.3,,,,,2.3,sell,62949.09,BTC-4MAR24-67000-C,102.71,,0.00036462,0.0003,1,1709509505228,287428680,129
0.2,,,,,0.2,sell,62952.7,BTC-4MAR24-62000-P,56.03,,0.00187308,0.0017,2,1709509458549,287428615,212
0.4,,,,,0.4,sell,62953.62,BTC-29MAR24-50000-C,72.11,,0.22608594,0.2265,1,1709509455493,287428591,6428
2.0,,,,,2.0,sell,62954.11,BTC-8MAR24-62500-C,79.46,,0.0405591,0.041,0,1709509433753,287428546,435
0.3,,,,,0.3,sell,62884.54,BTC-26APR24-65000-C,71.42,,0.10708432,0.1075,0,1709509325714,287428465,1179
0.1,,,,,0.1,sell,62857.38,BTC-4MAR24-62750-C,55.98,,0.00820633,0.008,3,1709509299373,287428417,76
0.1,,,,,0.1,sell,62862.72,BTC-5MAR24-58500-P,76.84,,0.00138792,0.0011,2,1709509188931,287428344,49
0.1,,,,,0.1,buy,62888.31,BTC-5MAR24-74000-C,120.96,,0.00020866,0.0004,1,1709509159003,287428321,23
0.3,,,,,0.3,sell,62890.63,BTC-26APR24-60000-P,69.78,,0.06942996,0.069,2,1709509084686,287428120,199
0.1,,,,,0.1,buy,62907.6,BTC-4MAR24-59500-P,99.4,,0.00025542,0.0004,1,1709509049391,287428077,235
0.1,,,,,0.1,sell,62906.79,BTC-29MAR24-60000-C,70.17,,0.10658355,0.1065,0,1709509039486,287428067,5656
0.1,,,,,0.1,sell,62901.23,BTC-29MAR24-55000-C,70.21,,0.16005763,0.16,0,1709509030707,287428066,4038
0.5,,,,,0.5,sell,62911.09,BTC-27DEC24-37000-P,67.05,,0.03367265,0.0315,2,1709508982531,287427988,29
0.2,,,,,0.2,sell,62955.8,BTC-4MAR24-62500-P,54.79,,0.0039206,0.0036,2,1709508799802,287427872,169
0.3,,,,,0.3,sell,62969.84,BTC-6MAR24-55000-P,89.62,,0.00076888,0.0007,3,1709508787790,287427862,40
0.1,,,,,0.1,sell,62935.92,BTC-4MAR24-65500-C,87.52,,0.00095169,0.0009,3,1709508747714,287427800,119
