amount,block_trade_id,block_trade_leg_count,combo_id,combo_trade_id,contracts,direction,index_price,instrument_name,iv,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
2.0,,,,,2.0,sell,63197.02,BTC-29NOV24-54000-P,55.06,0.02044277,0.02,2,1728777335596,320699260,295
1.3,,,,,1.3,buy,63196.85,BTC-29NOV24-80000-C,58.79,0.01792813,0.0175,1,1728777326101,320699259,1485
1.2,,,,,1.2,sell,63196.78,BTC-29NOV24-82000-C,59.35,0.01490839,0.0145,3,1728777316195,320699257,238
2.0,,,,,2.0,sell,63192.16,BTC-8NOV24-67000-C,54.57,0.03760145,0.037,0,1728777257936,320699236,983
0.4,,,,,0.4,buy,63193.95,BTC-14OCT24-63000-P,25.68,0.0049498,0.0046,1,1728777219367,320699234,138
0.1,,,,,0.1,buy,63195.59,BTC-14OCT24-64500-C,31.79,0.00150166,0.0015,3,1728777170911,320699228,83
1.0,,,,,1.0,buy,63182.21,BTC-29NOV24-53000-P,56.02,0.01750502,0.0175,1,1728777116514,320699209,205
0.1,,,,,0.1,buy,63156.61,BTC-25OCT24-64000-P,44.36,0.03816901,0.038,2,1728776857438,320699080,571
0.1,,,,,0.1,sell,63197.04,BTC-25OCT24-70000-C,47.75,0.00625821,0.006,3,1728776774714,320698974,3736
0.3,,,,,0.3,sell,63192.49,BTC-13OCT24-63000-P,16.33,0.00092294,0.0008,2,1728776766198,320698966,181
0.5,,,,,0.5,buy,63193.3,BTC-14OCT24-63500-P,29.07,0.00945156,0.0095,1,1728776618781,320698885,11
0.1,,,,,0.1,sell,63178.65,BTC-25OCT24-66000-C,45.04,0.01739442,0.017,3,1728776041805,320698596,2085
0.1,,,,,0.1,sell,63179.56,BTC-25OCT24-62000-P,44.37,0.02278456,0.0225,0,1728775967034,320698579,838
0.2,,,,,0.2,sell,63204.51,BTC-27DEC24-45000-P,59.06,0.01005629,0.0095,2,1728775870317,320698540,1182
0.1,,,,,0.1,buy,63208.28,BTC-25OCT24-60000-P,45.56,0.01259003,0.0125,0,1728775854356,320698536,1912
0.1,,,,,0.1,buy,63221.27,BTC-29NOV24-60000-P,54.13,0.04869081,0.0485,3,1728775799548,320698511,504
1.1,,,,,1.1,sell,63241.57,BTC-13OCT24-64500-C,36.51,0.00020173,0.0002,3,1728775699487,320698486,127
0.4,,,,,0.4,buy,63245.51,BTC-15OCT24-63000-P,33.28,0.00847677,0.0085,1,1728775530320,320698439,35
0.5,,,,,0.5,sell,63222.01,BTC-25OCT24-73000-C,51.55,0.00310557,0.0031,2,1728775428440,320698376,1187
0.1,,,,,0.1,sell,63219.44,BTC-13OCT24-62500-P,23.93,0.00028942,0.0002,3,1728775394646,320698354,369
10.0,,,,,10.0,buy,63220.63,BTC-1NOV24-66000-P,46.19,0.06590634,0.0655,2,1728775333405,320698304,14
5.0,,,,,5.0,buy,63237.56,BTC-29NOV24-71000-C,56.58,0.04086269,0.0415,0,1728775266475,320698270,202
1.0,,,,,1.0,buy,63235.37,BTC-14OCT24-65500-C,38.09,0.00054597,0.0007,0,1728775237691,320698266,21
1.0,,,,,1.0,sell,63252.6,BTC-13OCT24-61500-P,43.69,0.00018644,0.0001,2,1728775215741,320698243,161
0.1,,,,,0.1,buy,63299.86,BTC-25OCT24-75000-C,53.48,0.00195388,0.002,0,1728775128606,320698167,1181
0.1,,,,,0.1,sell,63314.28,BTC-18OCT24-64000-C,40.68,0.01605049,0.0155,1,1728775119074,320698105,1100
9.2,,,,,9.2,sell,63322.46,BTC-13OCT24-61000-P,55.6,0.00015227,0.0001,2,1728775096029,320698088,123
1.7,,,,,1.7,sell,63313.52,BTC-8NOV24-72000-C,56.22,0.01951339,0.019,1,1728774885810,320697947,954
0.4,,,,,0.4,buy,63305.98,BTC-13OCT24-63500-P,25.88,0.00467562,0.0049,2,1728774856683,320697942,21
3.1,,,,,3.1,buy,63311.13,BTC-27JUN25-90000-C,60.21,0.09759884,0.0995,0,1728774851177,320697936,311
10.0,,,,,10.0,buy,63301.05,BTC-8NOV24-75000-C,58.2,0.01305885,0.013,1,1728774823023,320697918,1296
0.5,,,,,0.5,sell,63294.97,BTC-14OCT24-60000-P,39.16,8.771e-05,0.0001,3,1728774694606,320697854,61
10.0,,,,,10.0,sell,63313.13,BTC-1NOV24-70000-C,48.12,0.01274421,0.0125,0,1728774637470,320697770,70
0.1,,,,,0.1,sell,63327.99,BTC-13OCT24-63500-C,19.58,0.00189553,0.0014,2,1728774582208,320697695,210
0.2,,,,,0.2,buy,63331.83,BTC-29NOV24-65000-C,54.73,0.07200662,0.072,0,1728774582112,320697694,483
1.0,,,,,1.0,buy,63327.99,BTC-15OCT24-63500-C,33.98,0.01003398,0.01,0,1728774580778,320697674,84
0.2,,,,,0.2,sell,63322.41,BTC-14OCT24-63500-C,29.3,0.00591674,0.006,0,1728774574902,320697662,120
0.1,,,,,0.1,sell,63313.83,BTC-1NOV24-62000-P,46.32,0.03028185,0.0305,0,1728774502025,320697616,21
0.2,,,,,0.2,buy,63308.9,BTC-25OCT24-59000-C,46.67,0.07990627,0.08,0,1728774491719,320697600,849
0.1,,,,,0.1,buy,63302.4,BTC-14OCT24-65000-C,33.59,0.00089284,0.001,1,1728774315985,320697496,43
0.3,,,,,0.3,buy,63278.69,BTC-14OCT24-64000-C,29.87,0.00295915,0.0031,1,1728774299203,320697485,138
0.9,,,,,0.9,sell,63264.15,BTC-18OCT24-67000-C,43.31,0.00424488,0.004,2,1728774281070,320697467,912
0.1,,,,,0.1,sell,63257.55,BTC-18OCT24-63000-P,40.83,0.01722134,0.017,3,1728774270932,320697455,514
0.1,,,,,0.1,sell,63268.94,BTC-15OCT24-64000-C,32.61,0.00662378,0.006,3,1728774221217,320697381,71
1.0,,,,,1.0,sell,63271.09,BTC-14OCT24-62500-C,28.69,0.01476676,0.015,1,1728773775142,320697162,92
1.0,,,,,1.0,buy,63300.42,BTC-15OCT24-65000-C,36.77,0.00307463,0.0032,0,1728773640764,320697118,22
0.4,,,,,0.4,buy,63272.18,BTC-14OCT24-63000-C,28.08,0.00931219,0.0095,0,1728773541405,320696999,173
0.6,,,,,0.6,sell,63272.18,BTC-8NOV24-55000-P,57.22,0.01296475,0.013,2,1728773539865,320696998,1782
1.5,,,,,1.5,sell,63270.79,BTC-25OCT24-78000-C,57.1,0.00100444,0.0011,0,1728773441626,320696988,539
0.1,,,,,0.1,buy,63263.68,BTC-1NOV24-80000-C,55.71,0.0021551,0.0021,1,1728773424947,320696985,43
0.1,,,,,0.1,buy,63254.48,BTC-27DEC24-70000-C,55.91,0.06769242,0.0675,0,1728773378860,320696976,4288
0.9,,,,,0.9,buy,63208.14,BTC-18OCT24-50000-P,83.32,0.00032116,0.0003,3,1728773206628,320696929,181
1.6,,,,,1.6,buy,63218.97,BTC-18OCT24-76000-C,57.03,0.00013794,0.0001,3,1728773072432,320696892,256
0.3,,,,,0.3,buy,63218.67,BTC-1NOV24-76000-C,52.72,0.00418439,0.0041,2,1728773060376,320696888,25
1.0,,,,,1.0,buy,63209.74,BTC-1NOV24-60000-P,46.37,0.01941546,0.0195,0,1728772660396,320696826,37
0.5,,,,,0.5,sell,63246.89,BTC-18OCT24-68000-C,44.56,0.00271785,0.0025,2,1728772488662,320696775,775
0.5,,,,,0.5,buy,63247.38,BTC-27DEC24-150000-C,77.91,0.00121237,0.0015,0,1728772470202,320696766,1355
0.3,,,,,0.3,sell,63247.93,BTC-1NOV24-54000-P,52.19,0.00467538,0.0045,0,1728772439582,320696757,41
0.3,,,,,0.3,buy,63255.16,BTC-29NOV24-42000-P,68.89,0.00345656,0.0037,0,1728772378669,320696738,139
0.4,,,,,0.4,buy,63271.6,BTC-27DEC24-80000-C,58.18,0.03386469,0.034,0,1728772287023,320696716,5443
0.1,,,,,0.1,buy,63260.04,BTC-25OCT24-63000-C,44.11,0.03617043,0.036,1,1728772283926,320696706,1843
0.1,,,,,0.1,buy,63260.29,BTC-25OCT24-64000-C,44.22,0.02857966,0.0285,0,1728772282799,320696705,1824
0.2,,,,,0.2,sell,63261.11,BTC-1NOV24-56000-P,48.97,0.00736987,0.007,2,1728772281662,320696703,51
3.4,,,,,3.4,buy,63243.67,BTC-27JUN25-80000-C,59.24,0.13060179,0.131,0,1728772263568,320696659,702
0.1,,,,,0.1,buy,63240.87,BTC-29NOV24-100000-C,66.8,0.00367714,0.0037,2,1728772207831,320696623,427
0.8,,,,,0.8,sell,63228.56,BTC-25OCT24-47000-P,74.38,0.00069337,0.0006,3,1728772064650,320696560,504
2.1,,,,,2.1,sell,63228.4,BTC-25OCT24-48000-P,72.71,0.00085221,0.0008,0,1728772037716,320696557,947
1.0,,,,,1.0,sell,63238.75,BTC-25OCT24-46000-P,77.17,0.00054933,0.0005,3,1728771993708,320696539,426
1.5,,,,,1.5,sell,63240.17,BTC-25OCT24-42000-P,90.62,0.00041271,0.0003,3,1728771964400,320696538,351
1.4,,,,,1.4,sell,63221.88,BTC-13OCT24-64000-C,31.28,0.00062699,0.0006,1,1728771378977,320696321,232
0.5,,,,,0.5,buy,63202.14,BTC-13OCT24-63000-C,27.15,0.00497647,0.0055,1,1728771377004,320696320,335
0.1,,,,,0.1,buy,63211.81,BTC-25OCT24-67000-C,45.93,0.01358468,0.0135,0,1728771103451,320696237,1486
0.1,,,,,0.1,buy,63243.71,BTC-25OCT24-63000-P,44.13,0.02923004,0.029,2,1728770826197,320696031,698
