amount,block_rfq_id,block_trade_id,block_trade_leg_count,combo_id,combo_trade_id,contracts,direction,index_price,instrument_name,iv,liquidation,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.1,,,,,,0.1,buy,79066.85,BTC-19MAY26-76000-P,34.97,,0.00194179,0.0019,0,1778889584099,429633013,38
0.1,,,,,,0.1,sell,79075.78,BTC-18MAY26-79500-C,22.4,,0.005116,0.0048,2,1778889544651,429632987,18
1.1,,,,,,1.1,buy,79079.28,BTC-22MAY26-75000-P,40.74,,0.00423679,0.0045,0,1778889371603,429632958,291
0.4,,,,,,0.4,buy,79098.07,BTC-29MAY26-85000-C,32.41,,0.00392715,0.0039,3,1778889108558,429632833,3728
0.1,,,,,,0.1,buy,79096.73,BTC-5JUN26-90000-C,34.18,,0.00203558,0.002,1,1778889079292,429632832,50
0.1,,,,,,0.1,buy,79092.34,BTC-29MAY26-80000-C,35.02,,0.02155786,0.0215,1,1778889070912,429632824,3228
0.1,,,,,,0.1,buy,79071.51,BTC-29MAY26-66000-P,52.47,,0.00133959,0.0013,2,1778888955509,429632766,1032
0.1,,,,,,0.1,buy,79071.52,BTC-29MAY26-64000-P,55.25,,0.00083895,0.0008,1,1778888947392,429632683,837
0.1,,,,,,0.1,buy,79070.87,BTC-29MAY26-61000-P,59.79,,0.00043009,0.0004,3,1778888933004,429632681,497
0.2,,,,,,0.2,buy,79071.87,BTC-26MAR27-86000-C,44.09,,0.13896406,0.1385,0,1778888886219,429632677,16
0.2,,,,,,0.2,sell,79072.01,BTC-29MAY26-74000-P,41.21,,0.00874971,0.0085,1,1778888881152,429632676,968
0.1,,,,,,0.1,buy,79071.62,BTC-29MAY26-71000-P,45.59,,0.00439396,0.0043,1,1778888874357,429632675,650
0.1,,,,,,0.1,buy,79082.79,BTC-29MAY26-70000-P,47.0,,0.00349416,0.0034,3,1778888787954,429632572,2337
0.1,,,,,,0.1,sell,79088.56,BTC-17MAY26-75000-P,39.02,,0.00013371,0.0001,3,1778888709655,429632544,48
0.1,,,,,,0.1,sell,79094.93,BTC-16MAY26-79000-P,16.71,,0.00139497,0.0015,2,1778888692356,429632540,474
