amount,block_trade_id,block_trade_leg_count,combo_id,direction,index_price,instrument_name,iv,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
1.1,,,,buy,30416.14,BTC-28JUL23-33000-C,42.7,0.01088106,0.011,1,1689033590189,260668043,1888
0.6,,,,sell,30418.9,BTC-12JUL23-31000-C,36.95,0.00282718,0.0026,2,1689033468798,260668038,64
0.5,,,,sell,30419.02,BTC-14JUL23-29000-P,46.78,0.00309915,0.003,2,1689033450215,260668032,914
0.7,,,,sell,30416.61,BTC-11JUL23-29500-P,48.71,0.00012236,0.0001,3,1689033286855,260667986,162
0.1,,,,buy,30417.15,BTC-11JUL23-30750-C,33.94,0.00087308,0.0008,3,1689033251477,260667984,279
1.4,,,,buy,30403.41,BTC-11JUL23-30500-C,34.31,0.00255609,0.0028,0,1689033141631,260667950,312
1.5,,,,buy,30387.34,BTC-28JUL23-26000-P,50.12,0.00327874,0.0032,0,1689033004591,260667886,2066
1.0,,,,sell,30397.83,BTC-11JUL23-30000-P,32.2,0.00052898,0.0004,2,1689032862606,260667867,326
0.3,,,,buy,30400.39,BTC-14JUL23-38000-C,92.73,0.00014593,0.0002,1,1689032535322,260667839,185
0.7,,,,sell,30408.56,BTC-13JUL23-30500-P,41.85,0.01479121,0.0145,2,1689032371197,260667795,20
3.8,,,,sell,30403.07,BTC-11JUL23-31500-C,59.87,0.00019926,0.0002,3,1689032366310,260667790,110
0.2,,,,buy,30400.51,BTC-14JUL23-31000-C,42.92,0.00908504,0.009,2,1689032364509,260667787,1348
0.1,,,,sell,30389.0,BTC-12JUL23-29500-P,38.87,0.0012822,0.0011,3,1689032347102,260667772,33
0.1,,,,buy,30378.9,BTC-29SEP23-28000-C,45.28,0.13501082,0.135,2,1689032325859,260667768,790
0.4,,,,buy,30351.4,BTC-28JUL23-29000-P,40.54,0.01579087,0.0155,2,1689032057032,260667702,1505
0.5,,,,sell,30355.36,BTC-25AUG23-30000-C,41.96,0.0688002,0.069,2,1689032035104,260667691,955
0.5,,,,sell,30355.22,BTC-13JUL23-30500-C,43.07,0.01194268,0.012,3,1689032031132,260667686,31
2.5,,,,buy,30367.26,BTC-14JUL23-30000-P,44.53,0.01022474,0.011,0,1689032015591,260667666,1132
0.2,,,,sell,30369.07,BTC-25AUG23-33000-C,42.57,0.03162836,0.031,2,1689032002861,260667621,748
0.2,,,,sell,30378.7,BTC-12JUL23-29750-P,36.79,0.00233989,0.002,0,1689031924043,260667600,49
0.5,,,,buy,30375.01,BTC-13JUL23-30250-C,43.29,0.01638413,0.0165,1,1689031896996,260667599,25
5.1,,,,sell,30378.72,BTC-14JUL23-28500-P,50.3,0.00214109,0.0019,2,1689031828038,260667576,624
20.0,BLOCK-84343,4,BTC-ICOND-14JUL23-29000_30000_31000_32000,buy,30377.91,BTC-14JUL23-32000-C,48.83,0.00327457,0.0034,0,1689031785887,260667572,1020
0.1,,,,buy,30379.72,BTC-11JUL23-30250-P,35.93,0.00239218,0.0026,2,1689031776648,260667571,200
0.3,,,,buy,30378.2,BTC-12JUL23-30500-C,37.47,0.00726296,0.0075,1,1689031607641,260667559,66
2.8,,,,buy,30372.41,BTC-14JUL23-34000-C,61.33,0.00077222,0.0007,3,1689031527521,260667502,748
0.5,,,,buy,30372.66,BTC-14JUL23-26500-P,70.91,0.00059102,0.0005,3,1689031515550,260667498,230
0.1,,,,sell,30381.54,BTC-12JUL23-29000-P,43.61,0.00053523,0.0004,2,1689031471894,260667478,24
0.4,,,,sell,30357.11,BTC-14JUL23-30500-C,40.79,0.01464898,0.014,2,1689031303931,260667390,1171
0.3,,,,buy,30355.16,BTC-25AUG23-29000-C,41.89,0.08777604,0.0875,3,1689031279366,260667383,332
2.2,,,,sell,30378.69,BTC-13JUL23-27500-P,64.6,0.00063429,0.0005,3,1689031174122,260667312,4
0.1,,,,sell,30377.98,BTC-13JUL23-32500-C,50.6,0.00098383,0.0009,3,1689031168373,260667309,6
0.8,,,,sell,30380.13,BTC-28JUL23-29000-C,41.23,0.06496154,0.065,2,1689031162619,260667308,1533
0.1,,,,sell,30382.99,BTC-13JUL23-28500-P,53.56,0.00136952,0.0012,1,1689031155186,260667302,12
0.3,,,,sell,30387.0,BTC-12JUL23-31500-C,42.01,0.00106,0.001,0,1689031107538,260667290,33
0.2,,,,sell,30387.04,BTC-13JUL23-32000-C,46.97,0.00180622,0.0016,2,1689031096420,260667289,22
0.4,,,,sell,30388.02,BTC-21JUL23-29500-C,40.15,0.04554842,0.0455,3,1689030968425,260667191,40
0.1,,,,buy,30379.75,BTC-28JUN24-40000-C,54.08,0.13069563,0.1295,0,1689030950042,260667178,54
0.1,,,,sell,30381.14,BTC-12JUL23-30000-P,36.96,0.00414161,0.0039,0,1689030919687,260667176,74
4.8,,,,sell,30408.57,BTC-11JUL23-31250-C,50.34,0.00027613,0.0003,3,1689030579685,260667108,60
0.2,,,,buy,30415.82,BTC-29SEP23-55000-C,62.25,0.00354347,0.0035,1,1689030516264,260667062,676
1.7,,,,buy,30410.61,BTC-11JUL23-30500-P,30.39,0.00588956,0.0055,2,1689030473754,260667004,46
0.1,,,,buy,30401.95,BTC-21JUL23-32000-C,40.89,0.0101935,0.01,2,1689030470229,260666995,328
0.1,,,,buy,30388.49,BTC-21JUL23-30500-C,39.36,0.02603128,0.026,0,1689030349492,260666969,503
0.1,,,,sell,30378.18,BTC-25AUG23-32000-C,42.5,0.04133202,0.0415,0,1689030258364,260666926,1650
0.4,,,,sell,30393.03,BTC-14JUL23-31500-C,45.47,0.0055427,0.0055,1,1689030234034,260666889,873
0.3,,,,sell,30386.69,BTC-21JUL23-30500-P,39.38,0.02713496,0.027,0,1689030229699,260666886,230
1.4,,,,sell,30382.95,BTC-21JUL23-33000-C,43.86,0.00554439,0.0055,3,1689030205236,260666858,292
1.0,,,,buy,30379.78,BTC-28JUL23-31000-C,40.46,0.0280513,0.028,0,1689030203193,260666851,3827
1.0,,,,buy,30371.17,BTC-28JUL23-25000-P,55.01,0.00230826,0.0022,0,1689030184334,260666826,2254
1.0,,,,sell,30372.94,BTC-28JUL23-27000-P,46.95,0.00534491,0.0055,0,1689030174830,260666825,1821
0.1,,,,sell,30371.25,BTC-25AUG23-29000-P,41.92,0.03464573,0.0345,2,1689030152272,260666824,414
0.1,,,,sell,30346.79,BTC-12JUL23-30500-P,35.08,0.01128103,0.011,1,1689030040998,260666790,28
0.7,,,,sell,30331.78,BTC-13JUL23-29750-P,43.41,0.00617028,0.006,3,1689029938774,260666704,50
1.0,,,,buy,30339.38,BTC-21JUL23-37000-C,56.79,0.00066987,0.0008,0,1689029700245,260666687,130
1.7,,,,sell,30324.62,BTC-11JUL23-29750-P,38.05,0.00041678,0.0003,2,1689029588440,260666611,163
0.3,,,,buy,30326.78,BTC-13JUL23-30750-C,43.28,0.00848607,0.0085,1,1689029276335,260666514,33
0.1,,,,sell,30342.68,BTC-12JUL23-30250-C,37.28,0.01100504,0.011,0,1689029008867,260666303,67
0.2,,,,sell,30350.64,BTC-29SEP23-25000-P,47.26,0.01891098,0.0185,0,1689028879875,260666213,988
15.0,,,,sell,30345.78,BTC-11JUL23-30000-C,0.0,0.01275697,0.0115,2,1689028665046,260666001,105
0.5,,,,buy,30372.68,BTC-12JUL23-30250-P,36.98,0.00707706,0.007,1,1689028222495,260665504,54
1.0,,,,sell,30377.58,BTC-13JUL23-31500-C,44.49,0.00346603,0.0032,0,1689028214410,260665485,25
0.7,,,,sell,30373.94,BTC-13JUL23-30000-P,44.13,0.0083624,0.0085,3,1689028208622,260665469,30
2.2,,,,buy,30398.22,BTC-14JUL23-30500-P,42.76,0.01765441,0.0175,2,1689028166397,260665428,769
0.1,,,,sell,30385.7,BTC-29DEC23-20000-P,56.12,0.01828836,0.0185,0,1689028147282,260665388,753
20.0,,,,buy,30371.68,BTC-21JUL23-28000-P,45.19,0.0047921,0.005,0,1689028128909,260665315,191
25.0,BLOCK-84342,1,,sell,30370.27,BTC-25AUG23-30000-P,41.82,0.04859321,0.0485,0,1689028110825,260665309,718
0.1,,,,buy,30361.46,BTC-21JUL23-33500-C,45.08,0.00415439,0.004,0,1689028072643,260665227,226
0.9,,,,sell,30340.4,BTC-14JUL23-27000-P,68.3,0.00089244,0.0009,3,1689028066501,260665197,260
0.1,,,,buy,30273.87,BTC-28JUL23-31000-P,40.7,0.04621117,0.0465,0,1689027419947,260664439,928
0.3,,,,sell,30269.22,BTC-12JUL23-30750-C,38.66,0.00371016,0.0039,3,1689027324363,260664265,53
0.4,,,,sell,30293.78,BTC-25AUG23-31000-P,41.99,0.06715081,0.067,0,1689027270025,260664187,266
2.0,,,,buy,30282.54,BTC-14JUL23-33000-C,56.5,0.0013875,0.0015,3,1689027175305,260664053,753
0.3,,,,sell,30264.72,BTC-29SEP23-31000-P,44.89,0.0892689,0.089,0,1689027097083,260663876,304
0.2,,,,sell,30298.88,BTC-14JUL23-27500-P,62.06,0.00126438,0.0012,0,1689027011011,260663729,401
0.5,,,,sell,30293.92,BTC-25AUG23-31000-C,41.99,0.05263633,0.0525,3,1689026941309,260663647,1378
1.0,,,,buy,30297.94,BTC-25AUG23-34000-C,44.13,0.0239916,0.024,2,1689026931943,260663612,1169
4.3,,,,buy,30293.08,BTC-12JUL23-31250-C,40.7,0.0013776,0.0014,0,1689026929831,260663605,35
0.3,,,,sell,30286.44,BTC-11JUL23-30250-C,36.92,0.00526116,0.0055,0,1689026926320,260663594,284
1.0,,,,sell,30273.63,BTC-28JUL23-32000-C,41.44,0.01678715,0.0165,2,1689026905871,260663510,2514
0.9,,,,buy,30264.87,BTC-21JUL23-31500-C,40.69,0.01335281,0.013,3,1689026885728,260663487,328
3.0,,,,buy,30259.43,BTC-14JUL23-32500-C,52.9,0.0020299,0.0021,1,1689026854331,260663377,813
25.0,,,,sell,30260.6,BTC-21JUL23-36000-C,52.56,0.00125364,0.001,3,1689026824386,260663327,218
0.3,,,,buy,30226.91,BTC-13JUL23-29500-P,46.23,0.00542921,0.0055,1,1689026786189,260663204,10
0.1,,,,sell,30230.41,BTC-29SEP23-37000-C,48.63,0.02879007,0.029,3,1689026785487,260663195,544
1.6,,,,sell,30241.1,BTC-29SEP23-50000-C,59.92,0.0059869,0.006,2,1689026780972,260663180,1359
5.8,,,,buy,30246.24,BTC-28JUL23-24000-P,62.03,0.00184845,0.002,1,1689026747304,260663075,1808
1.7,,,,buy,30226.78,BTC-21JUL23-26000-P,55.2,0.00180187,0.0018,0,1689026714265,260663027,73
13.8,,,,sell,30227.37,BTC-25AUG23-60000-C,76.08,0.00066766,0.0007,1,1689026689017,260662985,69
0.2,,,,buy,30218.14,BTC-28JUL23-28000-P,42.52,0.00958662,0.0095,0,1689026681895,260662974,1450
1.3,,,,buy,30251.24,BTC-29SEP23-30000-C,44.58,0.09514067,0.0945,2,1689026610826,260662816,1876
1.3,,,,buy,30224.11,BTC-13JUL23-30250-P,43.17,0.01398466,0.014,0,1689026583126,260662696,26
0.1,,,,sell,30226.84,BTC-28JUN24-55000-C,59.0,0.0680114,0.0685,2,1689026577778,260662668,14
0.1,,,,sell,30249.28,BTC-12JUL23-33000-C,57.51,0.00011234,0.0001,3,1689026558325,260662537,28
0.7,,,,sell,30258.51,BTC-29DEC23-60000-C,61.68,0.01479507,0.015,2,1689026557630,260662525,833
2.0,,,,sell,30288.45,BTC-28JUL23-34000-C,45.63,0.00690241,0.007,2,1689026542546,260662382,1987
0.1,,,,buy,30313.99,BTC-28JUL23-30000-P,40.95,0.02767496,0.0285,0,1689026523027,260662327,1209
0.1,,,,buy,30333.44,BTC-28JUN24-20000-P,54.34,0.04468593,0.044,2,1689026490113,260662233,32
1.4,,,,buy,30323.51,BTC-12JUL23-31000-P,38.03,0.02420881,0.024,2,1689026453237,260662159,12
0.1,,,,sell,30301.23,BTC-21JUL23-28500-P,42.54,0.00703839,0.007,1,1689026404425,260661962,170
0.2,,,,buy,30306.84,BTC-12JUL23-30750-P,38.65,0.01790525,0.018,1,1689026401973,260661913,12
3.2,,,,sell,30319.17,BTC-12JUL23-32500-C,55.13,0.00024875,0.0003,1,1689026391203,260661861,10
15.8,,,,sell,30302.7,BTC-29SEP23-29000-P,44.93,0.05633581,0.056,0,1689026336929,260661590,433
0.1,,,,sell,30233.95,BTC-11JUL23-31000-C,43.03,0.00022272,0.0003,2,1689026286339,260661081,120
0.1,,,,buy,30233.95,BTC-29SEP23-23000-P,50.4,0.01122866,0.011,0,1689026286232,260661073,650
