amount,block_trade_id,block_trade_leg_count,combo_id,combo_trade_id,direction,index_price,instrument_name,iv,liquidation,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
1.0,,,,,sell,37310.99,BTC-11NOV23-38000-C,47.12,,0.00086642,0.0007,2,1699660790941,270809461,544
5.0,,,,,sell,37316.37,BTC-24NOV23-50000-C,78.92,,0.00179124,0.0019,1,1699660783847,270809442,1003
1.2,,,,,buy,37321.37,BTC-11NOV23-36500-P,37.36,,0.00020214,0.0001,2,1699660765866,270809425,351
0.1,,,,,buy,37321.37,BTC-11NOV23-37250-P,35.19,,0.00367302,0.0033,1,1699660765841,270809424,134
0.1,,,,,sell,37321.77,BTC-13NOV23-36500-P,41.76,,0.00477735,0.0048,2,1699660753546,270809419,30
3.0,,,,,buy,37322.4,BTC-12NOV23-37500-C,41.26,,0.00734302,0.008,1,1699660746034,270809418,176
1.8,,,,,sell,37318.66,BTC-12NOV23-37250-P,37.79,,0.00780566,0.008,1,1699660741357,270809417,105
1.0,,,,,sell,37333.54,BTC-11NOV23-38500-C,58.29,,0.0004341,0.0003,2,1699660656864,270809309,228
0.1,,,,,buy,37334.92,BTC-1DEC23-55000-C,81.48,,0.0019298,0.0021,1,1699660647075,270809287,44
0.2,,,,,buy,37340.06,BTC-11NOV23-37500-P,43.15,,0.00758306,0.0075,1,1699660627753,270809276,114
100.0,BLOCK-109044,1,,,sell,37346.11,BTC-17NOV23-35500-P,48.17,,0.00755403,0.007,2,1699660620191,270809244,552
0.2,,,,,sell,37348.15,BTC-29DEC23-41000-C,56.21,,0.05117786,0.0505,3,1699660605074,270809238,409
0.1,,,,,sell,37337.87,BTC-11NOV23-37000-P,34.67,,0.00126205,0.0011,0,1699660565327,270809203,259
1.0,,,,,buy,37335.71,BTC-17NOV23-40000-C,61.11,,0.00935966,0.0095,3,1699660545228,270809167,1379
0.1,,,,,sell,37334.93,BTC-11NOV23-37500-C,43.42,,0.00338731,0.0034,2,1699660513435,270809151,479
0.1,,,,,buy,37333.18,BTC-29MAR24-120000-C,84.2,,0.00463973,0.0047,3,1699660503352,270809149,364
5.0,,,,,sell,37331.94,BTC-24NOV23-30000-P,66.63,,0.00211664,0.0018,2,1699660502970,270809148,2470
4.0,,,,,sell,37339.88,BTC-12NOV23-36000-P,45.2,,0.00125619,0.0011,3,1699660491185,270809140,182
0.1,,,,,sell,37334.61,BTC-29MAR24-80000-C,75.5,,0.01642382,0.017,1,1699660481337,270809090,229
1.4,,,,,buy,37336.25,BTC-12NOV23-34500-P,64.83,,0.00048225,0.0003,3,1699660479777,270809076,82
0.1,,,,,sell,37331.41,BTC-29MAR24-75000-C,73.8,,0.0199613,0.0205,1,1699660457857,270809061,258
0.1,,,,,sell,37331.41,BTC-29MAR24-70000-C,71.92,,0.02462075,0.025,0,1699660457343,270809060,360
2.0,,,,,sell,37340.45,BTC-29MAR24-100000-C,80.52,,0.00873537,0.0085,0,1699660430931,270809045,320
0.1,,,,,buy,37357.71,BTC-1DEC23-37000-P,52.43,,0.0403109,0.041,2,1699660406052,270809038,103
0.1,,,,,sell,37353.52,BTC-12NOV23-33500-P,73.75,,0.00019592,0.0001,3,1699660404359,270809035,52
0.1,,,,,sell,37350.4,BTC-11NOV23-37250-C,32.55,,0.00620613,0.0055,2,1699660401889,270809026,213
0.3,,,,,buy,37350.4,BTC-12NOV23-33000-P,82.72,,0.00012512,0.0001,3,1699660401644,270809025,41
0.1,,,,,sell,37345.26,BTC-12NOV23-37000-P,36.62,,0.00495705,0.0048,2,1699660394169,270809016,95
5.5,,,,,buy,37343.25,BTC-29MAR24-45000-C,62.34,,0.09456577,0.0965,0,1699660390002,270809008,1827
0.2,,,,,sell,37343.05,BTC-11NOV23-39000-C,64.94,,0.00017075,0.0001,3,1699660388862,270809007,198
3.3,,,,,buy,37340.89,BTC-12NOV23-32500-P,91.58,,9.539e-05,0.0001,3,1699660386361,270809006,89
5.0,,,,,sell,37335.89,BTC-24NOV23-29000-P,71.76,,0.00160713,0.0014,2,1699660374745,270808988,2295
