amount,block_trade_id,block_trade_leg_count,combo_id,combo_trade_id,direction,index_price,instrument_name,iv,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
1.6,,,,,sell,27308.27,BTC-29DEC23-19000-P,49.58,0.00999763,0.01,3,1693439464067,263844063,515
0.1,,,,,sell,27306.28,BTC-1SEP23-27000-P,35.93,0.00444947,0.0042,2,1693439455249,263844062,604
0.2,,,,,buy,27313.91,BTC-1SEP23-27250-C,36.71,0.01009103,0.01,3,1693439421820,263844050,13
0.6,,,,,sell,27314.36,BTC-1SEP23-28000-C,39.78,0.00204246,0.0019,2,1693439369871,263844047,1195
0.4,,,,,sell,27314.42,BTC-1SEP23-27500-C,35.12,0.00616956,0.0055,2,1693439369149,263844046,1258
0.9,,,,,sell,27314.92,BTC-27OCT23-26000-P,37.57,0.03440266,0.0345,2,1693439195080,263844033,785
0.2,,,,,sell,27316.88,BTC-31AUG23-27500-C,37.51,0.00176946,0.002,1,1693439144634,263844030,359
0.1,,,,,buy,27306.14,BTC-1SEP23-29000-C,53.17,0.00039831,0.0004,2,1693439068086,263844009,870
0.1,,,,,sell,27303.43,BTC-1SEP23-27500-P,36.27,0.01344477,0.013,2,1693438873224,263844000,457
0.1,,,,,sell,27295.32,BTC-31AUG23-28250-C,52.48,0.00021051,0.0001,2,1693438733404,263843974,62
0.1,,,,,sell,27299.92,BTC-24NOV23-20000-P,48.15,0.00771482,0.0075,2,1693438116875,263843856,27
0.1,,,,,sell,27298.97,BTC-29SEP23-26000-C,35.85,0.06955165,0.07,0,1693437958611,263843775,1812
0.1,,,,,sell,27304.01,BTC-1SEP23-27250-P,36.9,0.0081707,0.008,2,1693437894691,263843741,24
0.1,,,,,sell,27298.54,BTC-8SEP23-27000-P,35.48,0.01604864,0.016,2,1693437892561,263843735,259
0.1,,,,,buy,27298.69,BTC-2SEP23-29000-C,53.41,0.00172294,0.0016,2,1693437887422,263843734,20
1.7,,,,,buy,27280.61,BTC-2SEP23-28000-C,43.71,0.00455918,0.0047,0,1693437867934,263843724,24
8.2,,,,,sell,27280.61,BTC-24NOV23-34000-C,45.35,0.02212179,0.022,2,1693437867905,263843723,115
0.3,,,,,sell,27280.61,BTC-24NOV23-24000-P,40.75,0.0269379,0.026,3,1693437867699,263843714,102
0.8,,,,,sell,27274.91,BTC-29SEP23-28500-C,36.43,0.02444958,0.0245,1,1693437866990,263843648,248
0.3,,,,,sell,27272.49,BTC-24NOV23-25000-P,40.01,0.03678815,0.036,3,1693437808681,263843557,86
1.8,,,,,sell,27272.42,BTC-24NOV23-23000-P,42.58,0.01994954,0.0195,1,1693437746253,263843545,45
1.8,,,,,sell,27268.11,BTC-15SEP23-16000-P,98.78,0.00018376,0.0002,1,1693437555172,263843530,7
0.5,,,,,sell,27270.74,BTC-1SEP23-25000-P,72.48,0.00031926,0.0004,0,1693437462709,263843522,750
0.1,,,,,buy,27270.14,BTC-29SEP23-22000-P,46.44,0.00238001,0.0024,3,1693437365498,263843515,1544
0.5,,,,,buy,27273.52,BTC-31AUG23-27750-C,43.82,0.00054063,0.0007,3,1693437344995,263843509,111
3.0,,,,,sell,27275.52,BTC-8SEP23-46000-C,116.48,9.62e-06,0.0001,3,1693437330980,263843508,11
1.2,,,,,buy,27269.15,BTC-8SEP23-29500-C,43.66,0.00391956,0.004,2,1693437273245,263843502,350
0.1,,,,,sell,27275.57,BTC-1SEP23-31000-C,82.87,0.00018933,0.0001,3,1693437161102,263843486,730
1.4,,,,,sell,27274.85,BTC-29MAR24-50000-C,56.59,0.02395636,0.0235,2,1693437084806,263843473,812
2.2,,,,,buy,27275.05,BTC-8SEP23-35000-C,70.43,0.00026625,0.0004,3,1693437067850,263843472,80
1.0,,,,,buy,27270.3,BTC-8SEP23-31500-C,53.29,0.0011601,0.0013,0,1693436973786,263843382,137
0.9,,,,,buy,27258.45,BTC-8SEP23-34000-C,65.4,0.00029622,0.0005,0,1693436929765,263843367,72
0.1,,,,,sell,27247.82,BTC-29SEP23-27000-P,34.61,0.03316426,0.033,3,1693436882741,263843331,2367
0.1,,,,,sell,27238.97,BTC-31AUG23-25000-P,112.54,3.54e-06,0.0001,3,1693436476954,263843273,19
