amount,block_trade_id,block_trade_leg_count,combo_id,contracts,direction,index_price,instrument_name,iv,liquidation,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.5,,,,0.5,buy,60875.04,BTC-5JUL24-65000-C,35.26,,0.00129882,0.0013,3,1719705523835,306918747,1033
1.0,,,,1.0,sell,60874.78,BTC-5JUL24-68000-C,43.68,,0.00049103,0.0004,3,1719705513413,306918746,898
8.0,,,,8.0,sell,60884.37,BTC-28MAR25-200000-C,71.39,,0.0157176,0.0145,2,1719705379267,306918731,405
0.6,,,,0.6,buy,60878.03,BTC-19JUL24-59000-C,38.52,,0.05569266,0.0555,0,1719705369381,306918727,126
0.1,,,,0.1,sell,60874.19,BTC-30JUN24-60000-P,26.03,,0.00022077,0.0001,3,1719705328982,306918715,136
0.1,,,,0.1,sell,60874.19,BTC-30JUN24-61000-C,14.0,,0.0012823,0.0009,3,1719705328964,306918714,323
2.0,,,,2.0,buy,60859.41,BTC-5JUL24-73000-C,61.23,,0.00014166,0.0002,1,1719705255072,306918700,474
10.0,,,,10.0,sell,60861.26,BTC-27DEC24-300000-C,82.17,,0.00164558,0.0014,2,1719705221962,306918699,464
2.2,,,,2.2,sell,60859.32,BTC-27DEC24-150000-C,67.69,,0.01127065,0.0105,2,1719705198527,306918697,556
0.1,,,,0.1,sell,60861.59,BTC-26JUL24-69000-C,41.99,,0.00920538,0.009,3,1719705128352,306918696,1035
1.0,,,,1.0,buy,60861.14,BTC-12JUL24-59000-C,36.35,,0.04689683,0.0465,2,1719705003885,306918695,451
1.0,,,,1.0,buy,60871.06,BTC-26JUL24-61000-C,41.32,,0.04613155,0.0465,1,1719704837580,306918636,577
1.0,,,,1.0,buy,60872.11,BTC-26JUL24-61000-P,41.44,,0.04149381,0.042,1,1719704829665,306918635,777
0.6,,,,0.6,buy,60870.0,BTC-2JUL24-60500-P,28.31,,0.00598598,0.006,2,1719704753643,306918630,48
0.1,,,,0.1,buy,60872.78,BTC-2JUL24-61000-P,27.78,,0.0097405,0.0095,0,1719704704357,306918618,7
0.8,,,,0.8,sell,60884.52,BTC-1JUL24-60000-P,27.22,,0.00154696,0.0016,2,1719704678936,306918613,72
0.7,,,,0.7,sell,60888.28,BTC-2JUL24-63500-C,30.86,,0.00051579,0.0005,3,1719704560371,306918605,7
0.1,,,,0.1,sell,60903.72,BTC-5JUL24-62000-C,32.43,,0.00969068,0.009,3,1719704466379,306918592,875
