amount,block_rfq_id,block_trade_id,block_trade_leg_count,contracts,direction,index_price,instrument_name,iv,liquidation,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.2,,,,0.2,buy,94510.27,BTC-26APR25-94500-P,25.89,,0.00135612,0.0016,0,1745645172220,363441813,329
0.1,,,,0.1,buy,94601.63,BTC-26DEC25-400000-C,75.11,,0.00410354,0.0047,0,1745643966847,363439278,512
5.0,2433,BLOCK-194828,3,5.0,buy,94584.45,BTC-30MAY25-84000-C,46.65,,0.13052807,0.131,2,1745643485935,363437056,1344
0.1,,,,0.1,buy,94616.81,BTC-26APR25-96000-C,41.7,,0.00012973,0.0001,3,1745643220013,363435790,333
0.5,,,,0.5,sell,94692.98,BTC-27APR25-86000-P,71.85,,6.25e-05,0.0001,3,1745642984444,363434880,19
1.2,,,,1.2,sell,94727.1,BTC-27JUN25-400000-C,109.83,,0.00022221,0.0002,3,1745642781093,363433736,814
0.1,,,,0.1,buy,94655.69,BTC-27APR25-82000-P,101.86,,9.49e-06,0.0001,3,1745641863958,363430808,21
0.1,,,,0.1,buy,94807.89,BTC-27MAR26-70000-P,53.45,,0.0577335,0.0585,2,1745639301498,363423937,95
0.1,,,,0.1,sell,94817.74,BTC-30MAY25-74000-P,53.6,,0.00386047,0.0038,2,1745639143034,363423705,1546
0.1,,,,0.1,sell,94797.54,BTC-25JUL25-50000-P,68.53,,0.00231708,0.0025,3,1745638870179,363423457,36
0.2,,,,0.2,buy,94830.96,BTC-26APR25-95500-P,29.2,,0.00750683,0.0075,1,1745638135846,363423189,102
0.1,,,,0.1,sell,95038.68,BTC-26APR25-95000-P,25.62,,0.00205292,0.0022,0,1745636793204,363421602,248
0.2,,,,0.2,buy,95082.71,BTC-30MAY25-80000-C,51.42,,0.17097156,0.1725,0,1745635958253,363420828,559
0.1,,,,0.1,sell,94898.27,BTC-2MAY25-83000-P,55.29,,0.00087397,0.0008,1,1745634278389,363412645,493
0.1,,,,0.1,buy,94828.94,BTC-16MAY25-91000-P,43.09,,0.02122697,0.0215,2,1745633789848,363410791,94
0.1,,,,0.1,buy,94957.95,BTC-26APR25-96500-C,32.85,,0.00010296,0.0001,3,1745633166974,363408643,20
1.0,,,,1.0,sell,95086.85,BTC-26APR25-93500-P,33.64,,0.00016308,0.0001,3,1745632228048,363404944,120
1.0,,,,1.0,sell,95240.16,BTC-26APR25-93000-P,44.19,,9.887e-05,0.0001,3,1745631439918,363399698,507
0.8,,,,0.8,sell,95189.97,BTC-27JUN25-105000-P,47.98,,0.13569852,0.1345,2,1745631283973,363398643,552
0.9,,,,0.9,buy,95102.44,BTC-16MAY25-85000-P,45.13,,0.00722489,0.007,3,1745630565098,363394999,77
0.2,,,,0.2,sell,95106.16,BTC-27JUN25-115000-C,50.08,,0.02510255,0.0245,0,1745630549808,363394994,1996
40.0,,,,40.0,sell,94774.52,BTC-28APR25-110000-C,72.56,,0.00013955,0.0001,1,1745627418745,363380132,6
0.1,,,,0.1,buy,94779.77,BTC-30MAY25-88000-C,44.83,,0.10011169,0.0995,2,1745626964868,363376969,2357
