amount,block_trade_id,block_trade_leg_count,combo_id,contracts,direction,index_price,instrument_name,iv,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.2,,,,0.2,sell,68245.62,BTC-14JUN24-66500-P,43.47,0.00232713,0.0021,2,1718236790005,305143525,113
2.0,,,,2.0,sell,68246.64,BTC-28JUN24-45000-P,83.29,0.00038849,0.0003,0,1718236762509,305143524,1263
1.0,,,,1.0,sell,68245.23,BTC-21JUN24-66000-C,43.99,0.0480635,0.048,0,1718236745417,305143523,200
3.5,,,,3.5,sell,68245.48,BTC-28JUN24-38000-P,101.34,0.00017589,0.0001,3,1718236729769,305143522,617
0.4,,,,0.4,sell,68245.32,BTC-14JUN24-80000-C,101.03,0.00014318,0.0001,3,1718236711262,305143521,620
1.0,,,,1.0,sell,68239.79,BTC-14JUN24-70000-C,44.29,0.00285438,0.0026,2,1718236689922,305143509,1626
0.1,,,,0.1,sell,68230.79,BTC-14JUN24-69000-C,40.84,0.00600246,0.0055,2,1718236630464,305143508,1344
5.9,,,,5.9,sell,68231.76,BTC-28JUN24-55000-P,59.48,0.00156879,0.0015,3,1718236588666,305143506,2205
2.0,,,,2.0,sell,68236.28,BTC-14JUN24-72000-C,54.88,0.00088468,0.0008,3,1718236572292,305143499,2040
0.2,,,,0.2,sell,68247.92,BTC-14JUN24-76000-C,77.91,0.00026545,0.0002,3,1718236553000,305143497,1186
0.3,,,,0.3,sell,68249.5,BTC-27SEP24-90000-C,59.81,0.04875516,0.048,2,1718236524100,305143494,1518
0.3,,,,0.3,sell,68250.15,BTC-14JUN24-63000-P,68.8,0.0003774,0.0004,3,1718236519111,305143493,837
0.5,,,,0.5,sell,68223.56,BTC-28JUN24-78000-C,50.0,0.00565305,0.0055,3,1718236382755,305143444,2146
0.1,,,,0.1,sell,68226.47,BTC-21JUN24-82000-C,55.3,0.00055921,0.0005,3,1718236338789,305143439,352
1.0,,,,1.0,buy,68221.8,BTC-21JUN24-73000-C,46.33,0.00673057,0.007,0,1718236315693,305143434,742
1.0,,,,1.0,sell,68221.02,BTC-15JUN24-76000-C,58.94,0.00028403,0.0002,2,1718236299203,305143429,11
2.0,,,,2.0,buy,68220.14,BTC-21JUN24-75000-C,48.17,0.00359221,0.0038,2,1718236298661,305143428,601
0.2,,,,0.2,buy,68224.28,BTC-13JUN24-68000-P,37.14,0.00306604,0.003,0,1718236291634,305143426,238
2.0,,,,2.0,sell,68224.0,BTC-28JUN24-80000-C,51.82,0.00385692,0.0038,3,1718236290657,305143417,7815
1.9,,,,1.9,sell,68235.93,BTC-28JUN24-66000-C,45.17,0.05863688,0.0585,3,1718236287881,305143416,885
0.8,,,,0.8,sell,68238.72,BTC-28JUN24-72000-C,46.22,0.01891905,0.019,2,1718236275747,305143407,1728
0.5,,,,0.5,sell,68239.28,BTC-13JUN24-70500-C,50.52,0.00017636,0.0001,3,1718236266754,305143404,433
0.1,,,,0.1,sell,68248.17,BTC-13JUN24-68500-C,33.8,0.00276404,0.0026,2,1718236210804,305143399,330
0.1,,,,0.1,sell,68222.84,BTC-28JUN24-68000-C,44.64,0.04150498,0.041,1,1718236184192,305143380,1684
0.3,,,,0.3,sell,68240.6,BTC-13JUN24-71000-C,59.61,0.0001833,0.0001,3,1718236165249,305143356,458
6.0,,,,6.0,sell,68227.58,BTC-15JUN24-67000-P,42.4,0.00634608,0.006,3,1718236003815,305143296,50
0.1,,,,0.1,sell,68219.72,BTC-13JUN24-70000-P,57.18,0.02627633,0.0265,3,1718235996685,305143295,52
1.0,,,,1.0,sell,68235.16,BTC-14JUN24-66500-C,45.26,0.02854094,0.0285,2,1718235852285,305143234,12
0.1,,,,0.1,sell,68226.94,BTC-15JUN24-71000-C,45.21,0.00274883,0.0027,1,1718235516354,305143156,170
0.1,,,,0.1,sell,68222.25,BTC-28JUN24-74000-C,47.21,0.01262658,0.0125,1,1718235466949,305143155,1409
1.5,,,,1.5,buy,68197.59,BTC-14JUN24-64000-P,58.76,0.00060932,0.0005,3,1718235179239,305143112,966
0.1,,,,0.1,sell,68190.58,BTC-13JUN24-69500-C,41.08,0.0004923,0.0004,2,1718235097186,305143099,489
3.0,,,,3.0,sell,68189.91,BTC-14JUN24-73000-C,60.47,0.00056444,0.0005,2,1718235093586,305143098,2138
0.1,,,,0.1,sell,68200.57,BTC-15JUN24-69000-C,42.4,0.00919,0.009,3,1718234898247,305143042,47
0.4,,,,0.4,sell,68184.15,BTC-15JUN24-68000-C,42.32,0.01570705,0.0155,3,1718234853805,305143036,21
0.1,,,,0.1,sell,68151.85,BTC-26JUL24-56000-P,52.29,0.00957863,0.0095,0,1718234734369,305143020,347
0.1,,,,0.1,sell,68167.4,BTC-13JUN24-70000-C,49.9,0.00035996,0.0003,3,1718234696964,305143009,494
0.3,,,,0.3,sell,68170.87,BTC-13JUN24-72000-C,76.79,6.142e-05,0.0001,3,1718234681270,305142999,300
1.3,,,,1.3,buy,68154.31,BTC-14JUN24-68500-C,43.22,0.00865847,0.0085,3,1718234665313,305142974,235
0.6,,,,0.6,buy,68151.06,BTC-26JUL24-88000-C,56.51,0.01101602,0.0115,0,1718234633531,305142970,376
0.6,,,,0.6,sell,68147.18,BTC-13JUN24-68500-P,36.48,0.00758775,0.0075,1,1718234609249,305142967,265
1.3,,,,1.3,buy,68127.01,BTC-26JUL24-90000-C,57.17,0.00908219,0.0095,0,1718234525361,305142827,864
0.1,,,,0.1,sell,68136.88,BTC-13JUN24-68000-C,34.66,0.0060765,0.0055,2,1718234503060,305142820,408
1.0,,,,1.0,sell,68147.7,BTC-14JUN24-67500-C,43.67,0.01651009,0.0165,2,1718234455134,305142709,174
1.0,,,,1.0,buy,68166.21,BTC-26JUL24-64000-C,50.17,0.11146799,0.111,3,1718234309933,305142692,210
0.1,,,,0.1,sell,68176.9,BTC-26JUL24-86000-C,55.24,0.0134182,0.0135,1,1718234215262,305142655,444
0.1,,,,0.1,buy,68188.95,BTC-26JUL24-76000-C,51.91,0.03632908,0.036,2,1718234177359,305142649,644
0.1,,,,0.1,buy,68202.32,BTC-26JUL24-66000-P,50.47,0.04654973,0.0465,0,1718234162069,305142647,453
0.1,,,,0.1,buy,68195.36,BTC-26JUL24-84000-C,54.64,0.01640366,0.0165,1,1718234135339,305142632,372
10.0,,,,10.0,sell,68174.35,BTC-28JUN24-68000-P,44.72,0.03303758,0.0325,1,1718234059624,305142592,1755
0.1,,,,0.1,buy,68172.23,BTC-14JUN24-67500-P,42.89,0.00619132,0.006,0,1718234047849,305142591,201
0.6,,,,0.6,sell,68162.88,BTC-21JUN24-69000-P,44.18,0.03116251,0.0315,2,1718234028795,305142559,527
0.1,,,,0.1,buy,68166.94,BTC-28MAR25-85000-C,66.71,0.18708102,0.188,3,1718233987322,305142536,157
1.2,,,,1.2,sell,68176.7,BTC-14JUN24-68000-C,44.18,0.01244117,0.0125,3,1718233978028,305142505,952
0.6,,,,0.6,sell,68184.23,BTC-26JUL24-80000-C,53.42,0.02456589,0.0245,3,1718233977594,305142492,1017
0.1,,,,0.1,buy,68199.43,BTC-28JUN24-56000-P,56.53,0.00182203,0.0017,0,1718233854154,305142346,1141
0.2,,,,0.2,buy,68200.01,BTC-14JUN24-58000-P,104.06,7.432e-05,0.0001,3,1718233822744,305142327,379
0.1,,,,0.1,buy,68228.05,BTC-26JUL24-85000-C,54.9,0.01488559,0.015,1,1718233698932,305142282,519
0.1,,,,0.1,buy,68230.4,BTC-13JUN24-69000-C,37.03,0.00120404,0.0011,3,1718233682340,305142270,293
0.3,,,,0.3,sell,68247.48,BTC-27SEP24-85000-C,59.69,0.06240549,0.0625,0,1718233563133,305142128,1017
0.5,,,,0.5,buy,68260.71,BTC-14JUN24-68500-P,42.73,0.01220094,0.012,0,1718233531855,305142108,158
0.5,,,,0.5,buy,68266.1,BTC-26JUL24-70000-C,50.74,0.06559468,0.0655,1,1718233528265,305142106,971
0.1,,,,0.1,sell,68269.55,BTC-14JUN24-71500-C,50.71,0.00113968,0.001,3,1718233508184,305142096,219
0.1,,,,0.1,sell,68276.2,BTC-13JUN24-65000-P,77.04,0.00016362,0.0002,3,1718233501026,305142094,315
0.1,,,,0.1,sell,68272.06,BTC-14JUN24-68000-P,43.49,0.00853947,0.0085,1,1718233483322,305142089,1504
1.0,,,,1.0,sell,68290.21,BTC-28JUN24-65000-C,45.99,0.069473,0.0695,2,1718233398644,305142067,5614
0.1,,,,0.1,buy,68304.71,BTC-30AUG24-95000-C,59.02,0.02149185,0.0215,2,1718233362014,305142046,169
1.0,,,,1.0,sell,68319.8,BTC-26JUL24-70000-P,50.59,0.0742845,0.074,2,1718233317325,305142027,389
0.1,,,,0.1,buy,68315.64,BTC-13JUN24-67500-P,46.27,0.00143033,0.0017,0,1718233236477,305142007,407
0.1,,,,0.1,sell,68324.79,BTC-13JUN24-67500-C,47.69,0.01363712,0.014,2,1718232817390,305141896,231
1.5,,,,1.5,buy,68306.06,BTC-13JUN24-67000-P,48.71,0.00061828,0.0008,3,1718232776436,305141865,341
0.4,,,,0.4,sell,68285.9,BTC-28JUN24-75000-C,48.04,0.01064246,0.0105,3,1718232746774,305141854,8023
0.1,,,,0.1,sell,68289.41,BTC-30AUG24-69000-C,54.47,0.10871771,0.1085,2,1718232707045,305141853,84
0.1,,,,0.1,sell,68278.47,BTC-30AUG24-86000-C,57.35,0.03769903,0.0375,3,1718232668427,305141844,83
0.4,,,,0.4,sell,68257.81,BTC-13JUN24-66500-P,53.98,0.00035706,0.0005,1,1718232624901,305141818,156
0.1,,,,0.1,sell,68267.7,BTC-30AUG24-68000-C,54.3,0.11504363,0.115,2,1718232398240,305141793,65
0.1,,,,0.1,sell,68267.71,BTC-30AUG24-70000-C,54.63,0.10223524,0.102,2,1718232265950,305141756,161
1.0,,,,1.0,buy,68269.6,BTC-30AUG24-61000-P,53.87,0.04171864,0.0415,2,1718232212620,305141741,60
0.1,,,,0.1,sell,68268.43,BTC-30AUG24-84000-C,56.98,0.04266974,0.0425,2,1718232187778,305141733,120
1.0,,,,1.0,sell,68293.55,BTC-21JUN24-72000-P,45.98,0.06016419,0.0605,0,1718232085043,305141705,132
0.1,,,,0.1,sell,68293.79,BTC-30AUG24-75000-C,55.63,0.07546835,0.0755,3,1718232080441,305141704,186
1.0,,,,1.0,sell,68304.91,BTC-28JUN24-75000-P,48.65,0.10241262,0.1025,0,1718232034561,305141697,748
0.4,,,,0.4,buy,68305.05,BTC-14JUN24-70500-C,47.17,0.00233634,0.0022,2,1718232003224,305141695,257
1.4,,,,1.4,buy,68315.62,BTC-30AUG24-90000-C,58.22,0.02951222,0.0295,3,1718231973277,305141686,117
