amount,block_trade_id,block_trade_leg_count,combo_id,contracts,direction,index_price,instrument_name,iv,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.1,,,,0.1,buy,43875.14,BTC-5JAN24-49000-C,54.27,0.00979736,0.01,3,1703203167921,276341398,282
1.0,,,,1.0,buy,43878.19,BTC-24DEC23-40000-P,59.22,0.00028107,0.0004,0,1703203123388,276341395,8
3.8,,,,3.8,sell,43877.26,BTC-24DEC23-39500-P,63.08,0.00017573,0.0003,3,1703203099452,276341392,16
0.5,,,,0.5,sell,43880.49,BTC-22DEC23-44000-P,40.03,0.00623295,0.006,2,1703203060015,276341382,623
0.4,,,,0.4,sell,43877.3,BTC-23FEB24-46000-C,56.54,0.0829653,0.083,0,1703203051266,276341381,253
0.2,,,,0.2,sell,43879.49,BTC-23DEC23-42750-P,47.9,0.00284163,0.0027,2,1703203043760,276341377,96
2.8,,,,2.8,buy,43878.88,BTC-23DEC23-40000-P,70.38,0.00013641,0.0002,3,1703203041228,276341376,43
0.1,,,,0.1,sell,43886.88,BTC-22DEC23-32500-P,366.57,0.0,0.0001,3,1703202970262,276341325,89
0.1,,,,0.1,buy,43887.67,BTC-22DEC23-44000-C,38.78,0.00407552,0.0037,0,1703202959906,276341324,2586
0.4,,,,0.4,sell,43866.15,BTC-22DEC23-42000-P,73.21,0.00016466,0.0002,1,1703202885608,276341269,1274
0.1,,,,0.1,buy,43855.91,BTC-29DEC23-37000-P,66.34,0.00093317,0.0011,1,1703202850508,276341228,2912
0.1,,,,0.1,buy,43854.54,BTC-12JAN24-37000-P,58.9,0.00651631,0.0065,3,1703202796617,276341199,52
1.0,,,,1.0,sell,43854.54,BTC-23FEB24-45000-C,56.31,0.09176753,0.092,1,1703202793120,276341198,250
1.5,,,,1.5,buy,43855.32,BTC-23FEB24-60000-C,62.61,0.01976294,0.02,3,1703202790599,276341197,112
1.3,,,,1.3,buy,43855.32,BTC-23FEB24-58000-C,61.47,0.02374222,0.024,2,1703202790597,276341196,136
0.1,,,,0.1,sell,43863.09,BTC-29MAR24-60000-C,60.78,0.03691397,0.037,3,1703202768546,276341154,1543
1.0,,,,1.0,sell,43854.43,BTC-29DEC23-40000-P,51.84,0.00323835,0.0032,0,1703202710420,276341144,3590
0.1,,,,0.1,buy,43854.43,BTC-29DEC23-39000-P,56.66,0.0021087,0.0022,1,1703202710180,276341143,2328
0.1,,,,0.1,sell,43843.73,BTC-22DEC23-36000-P,248.54,2.5e-07,0.0001,3,1703202622454,276341122,406
0.7,,,,0.7,sell,43845.01,BTC-23DEC23-43750-P,47.22,0.01044561,0.01,3,1703202607226,276341120,136
0.1,,,,0.1,sell,43841.63,BTC-23DEC23-48000-C,90.27,0.00137999,0.0012,3,1703202579045,276341087,236
0.1,,,,0.1,buy,43839.14,BTC-12JAN24-32000-P,72.61,0.00183156,0.0019,1,1703202551396,276341069,39
1.0,,,,1.0,sell,43844.06,BTC-23DEC23-43750-C,47.66,0.01333396,0.013,2,1703202547637,276341068,59
2.0,,,,2.0,buy,43847.26,BTC-22DEC23-42500-P,59.26,0.00027607,0.0003,0,1703202496821,276341036,969
0.1,,,,0.1,sell,43848.35,BTC-22DEC23-44500-C,48.52,0.00154697,0.0013,2,1703202485728,276341033,1335
0.1,,,,0.1,buy,43836.66,BTC-26JAN24-48000-C,57.32,0.04099333,0.041,3,1703202430972,276341004,1365
0.1,,,,0.1,buy,43823.69,BTC-26JAN24-34000-P,63.74,0.00679218,0.007,3,1703202384416,276340928,778
0.1,,,,0.1,sell,43816.07,BTC-23DEC23-48500-C,95.33,0.00111436,0.001,1,1703202371160,276340907,80
3.0,,,,3.0,buy,43827.63,BTC-23DEC23-45500-C,64.23,0.0036506,0.0037,2,1703202330562,276340827,147
0.1,,,,0.1,sell,43852.62,BTC-23FEB24-44000-C,56.04,0.10169947,0.102,0,1703202231285,276340706,150
0.1,,,,0.1,buy,43852.49,BTC-23DEC23-44750-C,55.78,0.00599481,0.006,3,1703202184087,276340682,110
4.4,,,,4.4,buy,43852.51,BTC-23DEC23-50500-C,111.36,0.00040366,0.0005,1,1703202178434,276340678,12
0.3,,,,0.3,sell,43838.27,BTC-22DEC23-37500-P,199.75,7.56e-06,0.0001,3,1703202070874,276340604,356
0.1,,,,0.1,sell,43841.93,BTC-22DEC23-40500-P,109.36,6.184e-05,0.0001,3,1703202012495,276340578,1112
0.1,,,,0.1,sell,43841.97,BTC-23DEC23-47500-C,85.76,0.00156937,0.0015,1,1703202002580,276340575,35
0.3,,,,0.3,buy,43846.26,BTC-24DEC23-47000-C,63.54,0.00213319,0.0022,3,1703201981466,276340569,24
0.4,,,,0.4,sell,43853.93,BTC-26JAN24-45000-C,55.67,0.0644173,0.064,0,1703201894464,276340427,720
0.3,,,,0.3,buy,43846.86,BTC-23FEB24-54000-C,59.39,0.03526364,0.0355,2,1703201886268,276340392,204
1.1,,,,1.1,buy,43843.44,BTC-23FEB24-56000-C,60.34,0.02873636,0.029,0,1703201886076,276340364,108
0.1,,,,0.1,sell,43844.6,BTC-23FEB24-66000-C,65.94,0.01202653,0.012,2,1703201876788,276340277,141
2.7,,,,2.7,sell,43848.08,BTC-29DEC23-50000-C,64.03,0.00345608,0.0035,2,1703201870966,276340244,8418
0.2,,,,0.2,buy,43858.04,BTC-24DEC23-54000-C,104.11,8.612e-05,0.0002,1,1703201866530,276340219,13
0.1,,,,0.1,buy,43858.04,BTC-24DEC23-53000-C,100.74,0.00018551,0.0003,0,1703201866527,276340218,5
1.0,,,,1.0,buy,43866.27,BTC-23DEC23-47000-C,81.71,0.00184039,0.002,0,1703201830634,276340160,33
0.4,,,,0.4,buy,43867.72,BTC-23DEC23-46500-C,75.68,0.00220525,0.0024,0,1703201794246,276340141,86
0.8,,,,0.8,sell,43869.54,BTC-22DEC23-46500-C,81.85,9.545e-05,0.0001,3,1703201768951,276340129,488
0.2,,,,0.2,sell,43871.06,BTC-23FEB24-20000-P,88.4,0.0015004,0.0012,1,1703201759161,276340125,33
0.1,,,,0.1,sell,43875.24,BTC-23DEC23-42000-P,51.71,0.00119389,0.0011,3,1703201700221,276340078,54
0.3,,,,0.3,buy,43874.76,BTC-23DEC23-46000-C,69.04,0.00252934,0.0029,0,1703201694322,276340057,104
0.3,,,,0.3,sell,43870.03,BTC-26JAN24-52000-C,60.1,0.02300335,0.023,1,1703201664261,276340026,878
0.1,,,,0.1,sell,43868.01,BTC-22DEC23-43000-P,41.22,0.00051937,0.0003,2,1703201597449,276339992,900
2.2,,,,2.2,sell,43880.99,BTC-29DEC23-55000-C,80.0,0.00120274,0.0012,3,1703201549114,276339933,4289
0.2,,,,0.2,buy,43885.43,BTC-29DEC23-33000-C,0.0,0.2510364,0.25,0,1703201500750,276339910,2721
0.2,,,,0.2,buy,43897.3,BTC-23DEC23-42250-P,49.93,0.00151105,0.0014,0,1703201474713,276339901,102
0.2,,,,0.2,sell,43895.11,BTC-23DEC23-44250-P,51.14,0.0166748,0.0165,0,1703201074700,276339668,101
1.3,,,,1.3,buy,43897.89,BTC-23DEC23-44250-C,50.42,0.00939801,0.009,3,1703200996728,276339557,113
0.3,,,,0.3,sell,43894.57,BTC-12JAN24-46000-C,56.11,0.03816556,0.038,0,1703200881606,276339456,240
0.1,,,,0.1,sell,43903.35,BTC-24DEC23-52000-C,86.71,0.00029886,0.0002,2,1703200855346,276339410,4
0.1,,,,0.1,sell,43903.15,BTC-22DEC23-33500-P,321.29,0.0,0.0001,3,1703200830333,276339409,160
1.0,,,,1.0,sell,43911.36,BTC-24DEC23-43500-P,41.03,0.00884132,0.0085,3,1703200708766,276339333,9
0.6,,,,0.6,sell,43926.8,BTC-5JAN24-45000-C,48.08,0.0301355,0.03,2,1703200671313,276339316,222
0.3,,,,0.3,sell,43916.88,BTC-12JAN24-49000-C,59.33,0.02147318,0.0215,3,1703200603566,276339284,216
0.2,,,,0.2,sell,43938.88,BTC-22DEC23-47000-C,91.03,9.846e-05,0.0001,3,1703200538247,276339228,737
1.1,,,,1.1,sell,43923.77,BTC-26JAN24-50000-C,58.76,0.03077383,0.031,1,1703200445005,276339110,2516
1.0,,,,1.0,buy,43946.26,BTC-26JAN24-51000-C,59.06,0.02665539,0.0265,3,1703200404500,276339080,330
0.2,,,,0.2,sell,43956.32,BTC-12JAN24-45000-P,55.32,0.06194804,0.0615,3,1703200309874,276339052,40
0.1,,,,0.1,buy,43955.12,BTC-12JAN24-55000-C,67.65,0.00765704,0.008,1,1703200307864,276339050,196
1.0,,,,1.0,buy,43945.1,BTC-23DEC23-44000-P,50.21,0.01270099,0.0125,1,1703200289939,276339012,69
1.2,,,,1.2,buy,43934.57,BTC-5JAN24-51000-C,58.41,0.00654658,0.0065,1,1703200237888,276338986,154
0.1,,,,0.1,sell,43935.38,BTC-22DEC23-35500-P,256.47,1e-07,0.0001,3,1703200228195,276338978,219
6.0,,,,6.0,buy,43906.54,BTC-12JAN24-60000-C,73.45,0.00392584,0.0037,2,1703200192678,276338939,161
2.5,,,,2.5,buy,43880.79,BTC-26JAN24-26000-P,85.3,0.00156058,0.0016,3,1703200132346,276338765,377
0.1,,,,0.1,buy,43884.81,BTC-26JAN24-37000-P,58.66,0.01351216,0.0135,3,1703200122189,276338761,906
2.0,,,,2.0,buy,43884.25,BTC-24DEC23-51000-C,90.69,0.00047862,0.0006,1,1703200098830,276338745,1
1.0,,,,1.0,sell,43883.33,BTC-23FEB24-41000-P,56.26,0.05244229,0.0525,2,1703200093769,276338744,145
0.5,,,,0.5,sell,43887.84,BTC-29DEC23-49000-C,59.95,0.00451195,0.0045,2,1703200086742,276338726,1131
0.2,,,,0.2,buy,43893.47,BTC-26JAN24-42000-P,55.7,0.04256201,0.0425,3,1703200086118,276338725,771
2.0,,,,2.0,buy,43898.82,BTC-23DEC23-50000-C,103.03,0.00036134,0.0005,0,1703200080578,276338676,16
0.1,,,,0.1,buy,43913.98,BTC-24DEC23-44000-C,43.42,0.01350455,0.0135,2,1703200044300,276338649,34
0.1,,,,0.1,sell,43905.81,BTC-23DEC23-44000-C,49.92,0.01180586,0.0115,2,1703200027954,276338606,111
0.1,,,,0.1,sell,43907.03,BTC-22DEC23-43500-C,43.1,0.01172169,0.0115,2,1703200010828,276338581,1022
1.7,,,,1.7,sell,43911.46,BTC-22DEC23-45500-C,65.53,0.0005776,0.0004,3,1703199991391,276338562,786
1.7,,,,1.7,buy,43931.3,BTC-24DEC23-43000-P,41.83,0.00529584,0.005,2,1703199819961,276338336,17
0.8,,,,0.8,buy,43927.67,BTC-5JAN24-44500-C,47.62,0.03492495,0.0345,3,1703199779061,276338321,111
6.4,,,,6.4,sell,43936.56,BTC-22DEC23-46000-C,76.41,0.00037222,0.0003,3,1703199762239,276338301,1041
10.3,,,,10.3,sell,43951.86,BTC-23DEC23-45000-C,57.15,0.00563764,0.0055,3,1703199692571,276338124,82
0.1,,,,0.1,sell,43959.05,BTC-22DEC23-43500-P,42.96,0.0019854,0.0017,2,1703199565103,276338042,744
5.0,,,,5.0,buy,43963.23,BTC-29DEC23-46000-C,50.07,0.01267154,0.0125,2,1703199543928,276338029,1499
0.2,,,,0.2,sell,43960.4,BTC-22DEC23-36500-P,224.25,1.27e-06,0.0001,3,1703199511420,276338022,237
0.1,,,,0.1,buy,43961.89,BTC-29DEC23-45000-P,47.61,0.0390187,0.0385,2,1703199251699,276337927,321
0.1,,,,0.1,buy,43983.8,BTC-26JAN24-35000-P,62.03,0.00831664,0.0085,3,1703199091163,276337702,957
1.0,,,,1.0,buy,44005.47,BTC-29DEC23-45000-C,49.69,0.01938878,0.02,0,1703199031444,276337598,10615
2.0,,,,2.0,buy,43992.01,BTC-26JAN24-25000-P,88.35,0.00127257,0.0013,2,1703198791134,276337460,263
0.1,,,,0.1,buy,43992.4,BTC-29MAR24-55000-C,59.0,0.0545737,0.0545,0,1703198712383,276337413,1140
0.1,,,,0.1,sell,43987.35,BTC-29MAR24-45000-C,56.69,0.1214923,0.1215,2,1703198698052,276337398,2388
0.1,,,,0.1,buy,43967.04,BTC-29DEC23-44000-C,46.99,0.02811215,0.028,1,1703198663451,276337375,4533
0.1,,,,0.1,buy,43950.87,BTC-29DEC23-44000-P,47.07,0.02554504,0.0255,1,1703198592041,276337314,1381
0.6,,,,0.6,sell,43955.58,BTC-26JAN24-43000-C,55.62,0.08736915,0.087,1,1703198556424,276337238,829
0.1,,,,0.1,sell,43973.77,BTC-26JAN24-22000-P,100.51,0.00094639,0.0009,3,1703198518861,276337189,128
0.7,,,,0.7,sell,43973.43,BTC-26JAN24-43000-P,55.79,0.0516665,0.0515,2,1703198498884,276337183,479
0.1,,,,0.1,buy,43973.69,BTC-26JAN24-38000-P,57.88,0.01686598,0.017,2,1703198497013,276337181,815
0.5,,,,0.5,buy,43975.77,BTC-24DEC23-48500-C,74.87,0.00150079,0.0015,1,1703198345371,276337080,16
1.0,,,,1.0,sell,43956.25,BTC-12JAN24-48000-C,57.24,0.02606269,0.0255,0,1703198271525,276337022,204
1.2,,,,1.2,sell,43960.34,BTC-24DEC23-46000-C,56.06,0.00400279,0.0041,3,1703198268398,276336990,31
1.2,,,,1.2,buy,43935.22,BTC-23DEC23-43000-P,49.98,0.00408765,0.0042,2,1703198116151,276336875,123
0.9,,,,0.9,buy,43935.22,BTC-23DEC23-43250-P,48.87,0.00559024,0.0055,2,1703198113799,276336874,107
0.4,,,,0.4,sell,43935.45,BTC-26JAN24-75000-C,79.76,0.00215788,0.0021,1,1703198110384,276336867,575
41.9,,,,41.9,buy,43931.37,BTC-26JAN24-70000-C,75.6,0.00327073,0.0031,3,1703198092847,276336829,839
7.7,,,,7.7,sell,43929.4,BTC-26JAN24-60000-C,68.22,0.00894856,0.009,1,1703198068463,276336768,687
3.9,,,,3.9,sell,43929.78,BTC-26JAN24-62000-C,69.45,0.00716991,0.007,0,1703198067022,276336756,187
0.1,,,,0.1,sell,43937.3,BTC-12JAN24-47000-C,56.95,0.03147899,0.0315,2,1703198059309,276336735,225
1.5,,,,1.5,buy,43973.57,BTC-23FEB24-22000-P,84.48,0.00182297,0.0019,3,1703197999836,276336617,47
0.1,,,,0.1,buy,43974.86,BTC-24DEC23-43250-P,44.02,0.00673858,0.007,2,1703197969706,276336616,11
0.1,,,,0.1,buy,43941.76,BTC-12JAN24-50000-C,59.89,0.01758271,0.0175,2,1703197945143,276336597,247
0.1,,,,0.1,buy,43909.25,BTC-29MAR24-51000-C,57.72,0.07400482,0.074,2,1703197924942,276336548,44
0.1,,,,0.1,sell,43903.98,BTC-23DEC23-44500-C,52.05,0.0080946,0.0075,2,1703197917019,276336492,234
0.1,,,,0.1,buy,43904.12,BTC-22DEC23-47500-C,100.37,8.277e-05,0.0001,3,1703197897080,276336485,373
0.1,,,,0.1,buy,43918.84,BTC-29MAR24-37000-P,57.31,0.03906045,0.039,2,1703197865107,276336431,228
0.1,,,,0.1,sell,43952.27,BTC-22DEC23-43000-C,0.0,0.02268693,0.022,0,1703197838699,276336336,1479
10.0,,,,10.0,sell,43960.87,BTC-24DEC23-45250-C,49.8,0.00628184,0.006,2,1703197833159,276336286,17
0.6,,,,0.6,sell,44002.05,BTC-24DEC23-44250-P,44.02,0.016949,0.0165,2,1703197797611,276336145,9
0.2,,,,0.2,sell,44004.23,BTC-24DEC23-44750-C,46.16,0.00905612,0.0085,0,1703197763725,276336102,22
0.2,,,,0.2,buy,44004.91,BTC-26JAN24-49000-C,57.63,0.03590294,0.036,1,1703197701081,276336096,309
4.1,,,,4.1,buy,44000.0,BTC-26JAN24-56000-C,63.79,0.01363307,0.014,0,1703197653461,276336075,580
3.9,,,,3.9,sell,43994.36,BTC-23DEC23-49000-C,89.5,0.00080841,0.0006,0,1703197511869,276336031,30
0.1,,,,0.1,sell,43989.75,BTC-29MAR24-30000-P,62.7,0.01249858,0.0125,3,1703197494037,276336030,927
0.1,,,,0.1,buy,43990.75,BTC-5JAN24-38500-P,52.3,0.0040645,0.004,3,1703197477990,276336028,71
0.4,,,,0.4,sell,43988.94,BTC-23DEC23-51000-C,100.2,0.00032326,0.0002,1,1703197456837,276336019,13
0.1,,,,0.1,sell,43991.59,BTC-23DEC23-52000-C,111.55,0.00013611,0.0002,1,1703197441513,276336008,6
0.1,,,,0.1,buy,43974.42,BTC-22DEC23-45000-C,61.34,0.00128627,0.0014,1,1703197401398,276336001,1680
17.0,,,,17.0,buy,43971.16,BTC-24DEC23-48000-C,72.11,0.0017644,0.0019,0,1703197399957,276335989,7
4.0,,,,4.0,buy,43990.73,BTC-26JAN24-80000-C,84.29,0.0016525,0.0016,2,1703197292823,276335907,338
10.7,,,,10.7,sell,43978.11,BTC-24DEC23-45500-C,52.22,0.00559266,0.0055,0,1703197231873,276335873,14
0.3,,,,0.3,sell,43976.57,BTC-24DEC23-44500-C,46.29,0.01065549,0.0105,3,1703197205973,276335865,19
0.6,,,,0.6,sell,43946.26,BTC-27SEP24-42000-C,59.08,0.25430578,0.2545,0,1703196974125,276335732,67
3.2,,,,3.2,sell,43942.24,BTC-23FEB24-52000-C,58.97,0.04453967,0.045,0,1703196928841,276335671,153
0.7,,,,0.7,sell,43986.76,BTC-29DEC23-45500-C,49.79,0.01595411,0.016,1,1703196819237,276335561,563
0.9,,,,0.9,sell,43991.65,BTC-29DEC23-34000-P,80.74,0.00044346,0.0004,0,1703196787352,276335538,2217
2.2,,,,2.2,buy,44001.42,BTC-24DEC23-43500-C,45.53,0.0212251,0.022,0,1703196774895,276335521,12
0.6,,,,0.6,sell,44002.68,BTC-12JAN24-45000-C,56.04,0.04783198,0.048,0,1703196773450,276335519,249
7.7,,,,7.7,sell,44011.11,BTC-29DEC23-31000-P,97.54,0.00028306,0.0002,2,1703196766029,276335506,2165
9.5,,,,9.5,buy,44011.85,BTC-5JAN24-48000-C,52.96,0.01392158,0.014,1,1703196721410,276335441,475
11.8,,,,11.8,buy,44011.85,BTC-5JAN24-47000-C,50.27,0.01746341,0.0175,0,1703196721399,276335438,479
3.1,,,,3.1,sell,43991.07,BTC-26JAN24-31000-P,70.99,0.00391078,0.0038,3,1703196501938,276335220,715
4.0,,,,4.0,buy,43988.93,BTC-23FEB24-38000-P,56.6,0.0302311,0.03,3,1703196373607,276335114,176
0.1,,,,0.1,buy,43984.29,BTC-12JAN24-52000-C,62.58,0.01248482,0.0125,3,1703196365042,276335111,15
4.0,,,,4.0,buy,43943.79,BTC-23FEB24-37000-P,57.06,0.02548759,0.025,2,1703196292209,276335020,102
0.2,,,,0.2,buy,43948.56,BTC-22DEC23-48000-C,108.25,8.791e-05,0.0001,3,1703196288447,276335019,959
0.4,,,,0.4,sell,43948.56,BTC-22DEC23-41000-P,89.41,0.00022005,0.0001,2,1703196279535,276335017,1263
0.5,,,,0.5,sell,43918.36,BTC-22DEC23-40000-P,115.83,0.00011554,0.0001,3,1703196249072,276334961,1305
4.0,,,,4.0,sell,43931.02,BTC-22DEC23-39000-P,143.36,0.00018933,0.0001,3,1703196155009,276334671,825
0.1,,,,0.1,sell,43932.41,BTC-23DEC23-43500-P,48.99,0.00755453,0.0075,0,1703196148246,276334666,97
