amount,block_trade_id,combo_id,direction,index_price,instrument_name,iv,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.3,,,sell,27746.0,BTC-30MAY23-28250-C,42.81,0.00070442,0.0005,3,1685404734052,256275013,87
0.1,,,sell,27743.58,BTC-30MAY23-27500-P,38.75,0.00206369,0.0015,3,1685404664385,256275009,245
1.0,,,sell,27749.36,BTC-2JUN23-24500-P,65.75,0.00073494,0.0005,3,1685404630866,256274939,419
10.0,,,sell,27749.4,BTC-1JUN23-25500-P,56.65,0.00073928,0.0005,3,1685404613793,256274935,36
1.0,,,sell,27748.57,BTC-31MAY23-28000-C,42.06,0.00673342,0.0065,2,1685404470365,256274806,114
0.9,,,buy,27749.2,BTC-31MAY23-29000-C,49.54,0.00089611,0.001,1,1685404466318,256274805,57
1.5,,,sell,27746.25,BTC-30MAY23-28000-C,38.3,0.00197748,0.0015,2,1685404388039,256274721,280
1.1,,,sell,27748.44,BTC-9JUN23-29000-C,44.28,0.01309753,0.0135,1,1685404386232,256274720,586
0.1,,,buy,27742.8,BTC-31MAY23-27750-C,43.06,0.01049749,0.0105,3,1685404372485,256274691,70
0.2,,,sell,27742.35,BTC-30JUN23-21000-P,63.18,0.0045478,0.0045,1,1685404361922,256274670,1443
0.1,,,sell,27749.49,BTC-2JUN23-26000-P,51.73,0.00252087,0.002,2,1685404329496,256274617,789
1.2,,,sell,27749.49,BTC-9JUN23-29500-C,44.76,0.0093853,0.0095,0,1685404328456,256274616,599
4.2,,,buy,27765.33,BTC-2JUN23-27000-P,47.32,0.00694717,0.007,3,1685404264269,256274492,700
0.2,,,buy,27771.32,BTC-9JUN23-23500-P,61.09,0.0018139,0.002,1,1685404193351,256274465,333
1.0,,,sell,27770.29,BTC-28JUL23-32000-C,45.72,0.02598819,0.026,0,1685404134437,256274448,490
1.3,,,sell,27771.02,BTC-30JUN23-31000-C,45.19,0.01650384,0.0165,0,1685404118673,256274447,2202
0.8,,,sell,27770.95,BTC-30JUN23-30000-C,43.6,0.02311974,0.023,0,1685404112204,256274445,5368
0.1,,,sell,27771.15,BTC-1JUN23-28000-P,42.09,0.0178695,0.0175,0,1685404101659,256274444,11
0.7,,,buy,27771.15,BTC-2JUN23-28000-C,43.77,0.01357593,0.0135,0,1685404101650,256274443,1478
0.1,,,buy,27769.57,BTC-16JUN23-34000-C,54.6,0.00223005,0.0025,3,1685404092547,256274442,104
1.4,,,buy,27769.36,BTC-9JUN23-32000-C,53.57,0.00222518,0.0025,3,1685404090079,256274438,721
0.5,,,sell,27770.43,BTC-2JUN23-29000-C,45.73,0.00430468,0.004,3,1685404075129,256274435,1120
0.1,,,buy,27770.7,BTC-9JUN23-27000-P,43.61,0.0163341,0.0165,3,1685404069833,256274430,223
9.0,,,sell,27769.57,BTC-2JUN23-28500-C,44.54,0.00781242,0.0075,3,1685404033513,256274417,757
0.3,,,sell,27783.41,BTC-30MAY23-27750-P,37.85,0.00440972,0.004,2,1685403920487,256274224,333
0.2,,,sell,27783.57,BTC-9JUN23-26000-P,46.36,0.00823337,0.008,3,1685403912464,256274223,368
0.1,,,sell,27783.66,BTC-30MAY23-27250-P,45.27,0.00069247,0.0005,2,1685403880593,256274208,163
0.4,,,buy,27774.7,BTC-28JUL23-30000-C,43.58,0.04065994,0.041,2,1685403589039,256273941,648
0.4,,,sell,27774.14,BTC-28JUL23-26000-P,43.53,0.0398003,0.039,3,1685403573796,256273937,336
3.3,,,buy,27783.97,BTC-30MAY23-27000-P,60.67,0.00027121,0.0005,3,1685403519928,256273917,270
0.1,,,buy,27770.57,BTC-16JUN23-26000-P,46.19,0.01438116,0.0145,3,1685403342323,256273692,122
0.1,,,sell,27767.35,BTC-1JUN23-28250-C,42.4,0.00746006,0.007,0,1685403312443,256273682,11
0.1,,,sell,27767.97,BTC-9JUN23-25500-P,47.83,0.00597804,0.0055,2,1685403173337,256273655,283
2.1,,,buy,27761.29,BTC-2JUN23-28000-P,44.74,0.02088209,0.021,1,1685403040167,256273571,196
0.2,,,sell,27764.8,BTC-31MAY23-26750-P,49.6,0.00160571,0.0015,2,1685403036169,256273558,69
0.2,,,sell,27774.44,BTC-31MAY23-28500-C,40.58,0.00269922,0.002,3,1685402941330,256273494,73
0.5,,,sell,27775.74,BTC-31MAY23-29500-C,54.69,0.00073331,0.0005,3,1685402916622,256273487,93
0.1,,,sell,27773.09,BTC-31MAY23-27000-P,44.65,0.00243568,0.002,3,1685402722184,256273283,56
