amount,block_trade_id,block_trade_leg_count,combo_id,direction,index_price,instrument_name,iv,liquidation,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.1,,,,buy,26632.06,BTC-25AUG23-30000-P,69.63,,0.13014051,0.131,1,1692316793488,262946452,2046
3.4,,,,buy,26635.06,BTC-27OCT23-25000-P,47.06,,0.04863713,0.0485,3,1692316793112,262946446,181
0.1,,,,buy,26636.84,BTC-29DEC23-21000-P,51.26,,0.02930112,0.0305,0,1692316792233,262946444,519
0.1,,,,buy,26636.84,BTC-20AUG23-27000-P,57.78,,0.02470365,0.026,2,1692316791868,262946443,62
0.1,,,,sell,26638.01,BTC-29SEP23-28000-C,48.12,,0.04862567,0.047,3,1692316788853,262946439,1237
0.1,,,,buy,26636.4,BTC-18AUG23-26500-C,68.64,,0.01108846,0.011,1,1692316779527,262946421,150
0.1,,,,sell,26638.23,BTC-29DEC23-23000-P,48.91,,0.04858028,0.048,2,1692316774453,262946395,416
0.1,,,,sell,26637.83,BTC-20AUG23-27500-C,58.27,,0.00680502,0.007,1,1692316773815,262946393,13
0.8,,,,sell,26645.44,BTC-29SEP23-29000-C,50.09,,0.03873163,0.0375,2,1692316764235,262946377,1498
0.1,,,,sell,26652.56,BTC-20AUG23-27250-C,55.66,,0.00889162,0.009,1,1692316763915,262946376,21
0.9,,,,sell,26660.58,BTC-29SEP23-34000-C,58.67,,0.01349721,0.013,3,1692316757533,262946352,1855
0.1,,,,sell,26660.58,BTC-29SEP23-35000-C,60.6,,0.01119505,0.011,0,1692316757531,262946351,3190
0.6,,,,buy,26660.58,BTC-29DEC23-27000-P,49.57,,0.11368532,0.1145,1,1692316757530,262946350,563
0.7,,,,sell,26660.17,BTC-18AUG23-26500-P,71.24,,0.00576729,0.006,3,1692316752498,262946340,328
4.1,,,,sell,26660.47,BTC-29SEP23-30000-C,51.52,,0.03047611,0.0295,3,1692316749925,262946339,3916
1.0,,,,buy,26662.5,BTC-25AUG23-27500-C,51.9,,0.01731348,0.017,2,1692316732604,262946316,120
1.0,,,,buy,26663.03,BTC-29SEP23-22000-P,52.02,,0.01014512,0.0105,0,1692316728875,262946303,1147
0.1,,,,buy,26663.28,BTC-27OCT23-23000-P,48.59,,0.02548664,0.026,2,1692316725236,262946297,79
4.5,,,,sell,26664.72,BTC-27OCT23-38000-C,60.5,,0.01499718,0.0145,3,1692316721837,262946291,250
1.1,,,,buy,26657.14,BTC-19AUG23-26500-C,59.86,,0.0177368,0.0175,0,1692316718275,262946288,24
0.1,,,,buy,26657.14,BTC-19AUG23-25500-P,74.62,,0.00347263,0.0038,0,1692316717843,262946283,22
0.8,,,,sell,26658.12,BTC-29SEP23-33000-C,56.68,,0.01593922,0.0155,2,1692316715635,262946282,2270
0.1,,,,sell,26656.33,BTC-27OCT23-24000-P,47.15,,0.03567934,0.035,2,1692316713643,262946277,118
0.9,,,,sell,26656.33,BTC-29SEP23-26000-P,47.04,,0.04868456,0.0485,3,1692316713205,262946276,1584
0.1,,,,sell,26655.99,BTC-19AUG23-25750-P,70.07,,0.00455979,0.0049,2,1692316700791,262946246,3
0.2,,,,sell,26642.77,BTC-25AUG23-27000-P,52.61,,0.03579529,0.0365,0,1692316695192,262946229,2751
1.4,,,,buy,26633.75,BTC-1SEP23-26500-P,50.33,,0.03580402,0.036,0,1692316654736,262946159,92
1.5,,,,sell,26638.55,BTC-29DEC23-28000-C,49.66,,0.10709594,0.107,2,1692316652878,262946156,344
2.0,,,,sell,26638.55,BTC-27OCT23-27000-C,48.35,,0.08377817,0.0835,2,1692316652877,262946155,64
0.1,,,,sell,26642.13,BTC-29SEP23-25000-P,47.0,,0.03392603,0.0335,3,1692316645934,262946143,1866
0.9,,,,sell,26642.13,BTC-29SEP23-27000-C,47.93,,0.06243506,0.062,1,1692316645911,262946142,767
2.5,,,,sell,26650.67,BTC-27OCT23-40000-C,62.29,,0.01157186,0.011,3,1692316634591,262946126,172
0.3,,,,buy,26651.81,BTC-29SEP23-31000-P,54.29,,0.1803393,0.18,2,1692316634105,262946119,601
39.3,,,,sell,26652.39,BTC-1SEP23-31000-C,60.17,,0.00652478,0.0065,1,1692316628368,262946111,314
0.1,,,,buy,26660.26,BTC-1SEP23-40000-C,78.99,,0.00035128,0.0003,0,1692316619949,262946097,12
2.0,,,,sell,26660.26,BTC-27OCT23-22000-P,49.09,,0.01829684,0.018,1,1692316619899,262946095,139
2.0,,,,sell,26660.26,BTC-8SEP23-35000-C,67.97,,0.00376025,0.004,1,1692316619873,262946094,16
0.3,,,,sell,26660.08,BTC-25AUG23-26000-C,53.49,,0.04423132,0.0445,2,1692316611004,262946083,540
0.8,,,,sell,26655.39,BTC-29SEP23-32000-C,55.49,,0.02046459,0.0195,2,1692316607929,262946071,3124
0.1,,,,sell,26652.38,BTC-29SEP23-24000-P,48.26,,0.02289572,0.023,1,1692316606934,262946067,1162
0.1,,,,buy,26652.38,BTC-19AUG23-27000-C,62.49,,0.00937029,0.0095,3,1692316606010,262946063,19
0.4,,,,buy,26652.38,BTC-19AUG23-27500-C,68.81,,0.00544742,0.0055,3,1692316606007,262946062,17
0.7,,,,buy,26653.43,BTC-20AUG23-26500-P,54.42,,0.01426283,0.0145,3,1692316595022,262946058,80
20.0,,,,buy,26654.61,BTC-1SEP23-32000-C,62.94,,0.00436104,0.0045,3,1692316592112,262946043,228
16.8,BLOCK-90755,2,BTC-CCAL-29DEC23_29SEP23-23000,buy,26650.79,BTC-29SEP23-23000-C,48.56,,0.15784552,0.1572,0,1692316563099,262945949,180
16.8,BLOCK-90755,2,BTC-CCAL-29DEC23_29SEP23-23000,sell,26650.79,BTC-29DEC23-23000-C,46.02,,0.20325799,0.1975,0,1692316563099,262945950,121
0.1,,,,buy,26653.34,BTC-25AUG23-23000-P,72.15,,0.00304766,0.0031,0,1692316561268,262945940,1186
3.2,,,,sell,26654.2,BTC-8SEP23-26500-P,49.89,,0.04389109,0.0435,2,1692316556999,262945931,43
0.2,,,,sell,26657.45,BTC-18AUG23-25000-P,125.06,,0.00067771,0.0007,0,1692316554625,262945928,127
0.1,,,,buy,26638.44,BTC-1SEP23-23000-P,58.35,,0.00534517,0.005,2,1692316548952,262945905,28
0.1,,,,buy,26628.73,BTC-25AUG23-20000-P,95.34,,0.00098196,0.0007,2,1692316537293,262945881,536
1.0,,,,sell,26613.92,BTC-25AUG23-27500-P,52.71,,0.04920599,0.049,0,1692316535285,262945850,354
2.0,,,,sell,26613.92,BTC-27OCT23-27000-P,48.52,,0.08661163,0.0865,2,1692316535265,262945845,318
1.1,,,,buy,26613.92,BTC-8SEP23-27500-C,50.59,,0.03567324,0.036,0,1692316534692,262945788,23
0.2,,,,buy,26611.97,BTC-18AUG23-26000-P,80.11,,0.0024602,0.0022,0,1692316533430,262945727,387
5.0,,,,buy,26615.78,BTC-8SEP23-33000-C,64.56,,0.0064818,0.007,0,1692316526170,262945723,31
0.2,,,,sell,26619.52,BTC-25AUG23-26000-P,53.19,,0.01915528,0.019,3,1692316514961,262945661,2276
27.0,,,,sell,26622.02,BTC-25AUG23-32000-C,77.51,,0.00249626,0.0024,2,1692316504606,262945632,4299
0.1,,,,sell,26621.28,BTC-25AUG23-22000-P,80.56,,0.00220394,0.002,3,1692316503628,262945627,521
0.1,,,,buy,26616.31,BTC-8SEP23-27000-C,49.86,,0.04270287,0.043,2,1692316502571,262945623,13
0.2,,,,sell,26614.43,BTC-18AUG23-27500-C,87.5,,0.00137703,0.0014,2,1692316500735,262945614,67
0.2,,,,sell,26618.18,BTC-19AUG23-26500-P,62.71,,0.01263083,0.013,0,1692316480018,262945597,32
1.0,,,,sell,26613.72,BTC-27OCT23-65000-C,82.03,,0.00130951,0.0013,0,1692316453579,262945562,21
1.0,,,,buy,26601.93,BTC-1SEP23-27000-C,48.98,,0.03332508,0.033,1,1692316444381,262945502,24
