amount,block_trade_id,block_trade_leg_count,combo_id,combo_trade_id,direction,index_price,instrument_name,iv,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.1,,,,,buy,26357.28,BTC-27OCT23-29000-C,34.51,0.00938597,0.0095,1,1695859178188,265472339,1616
0.1,,,,,sell,26354.94,BTC-6OCT23-25500-P,31.3,0.0067347,0.0065,3,1695859156754,265472332,521
0.1,,,,,sell,26354.92,BTC-6OCT23-27500-C,28.04,0.00389985,0.0037,2,1695859154888,265472330,635
0.8,,,,,sell,26355.16,BTC-27OCT23-25500-P,31.49,0.01995351,0.02,1,1695859095695,265472302,101
1.0,,,,,sell,26351.41,BTC-28SEP23-26000-P,27.98,0.00030638,0.0002,3,1695858948231,265472293,274
6.0,,,,,buy,26352.58,BTC-27OCT23-30000-C,37.5,0.00675291,0.0065,2,1695858913373,265472285,2304
9.0,,,,,sell,26352.82,BTC-29DEC23-32000-C,44.7,0.02939837,0.029,3,1695858889571,265472268,1433
5.0,,,,,sell,26353.27,BTC-29DEC23-40000-C,54.17,0.01025716,0.01,3,1695858865970,265472266,3622
0.1,,,,,sell,26353.82,BTC-29SEP23-25500-P,40.7,0.00110289,0.001,3,1695858851006,265472261,2312
6.0,,,,,sell,26354.61,BTC-29DEC23-20000-P,51.56,0.01524884,0.015,3,1695858835689,265472258,1471
1.0,,,,,sell,26356.98,BTC-28SEP23-26750-C,26.17,0.0001495,0.0001,3,1695858763352,265472240,276
0.1,,,,,sell,26356.5,BTC-28SEP23-26500-C,15.52,0.00040592,0.0003,0,1695858721461,265472236,642
2.7,,,,,sell,26356.59,BTC-6OCT23-26500-C,26.88,0.01428329,0.014,1,1695858690733,265472233,520
4.1,,,,,buy,26351.1,BTC-29DEC23-29000-P,41.14,0.13680154,0.1365,2,1695858627137,265472220,530
0.1,,,,,buy,26351.02,BTC-30SEP23-26250-P,27.9,0.00668071,0.007,0,1695858625118,265472219,70
0.3,,,,,buy,26349.89,BTC-29SEP23-27500-C,38.06,0.00022406,0.0003,3,1695858614818,265472218,2724
0.5,,,,,sell,26352.53,BTC-30SEP23-26250-C,27.59,0.01076395,0.011,0,1695858553057,265472213,46
0.2,,,,,buy,26354.38,BTC-24NOV23-22000-P,45.4,0.01207986,0.0125,0,1695858460907,265472191,426
2.2,,,,,buy,26363.41,BTC-6OCT23-24500-P,40.39,0.003069,0.0032,3,1695858437087,265472182,280
0.2,,,,,buy,26364.34,BTC-24NOV23-32000-C,42.51,0.01197125,0.0125,0,1695858434382,265472181,413
0.3,,,,,sell,26363.92,BTC-29SEP23-31000-C,102.74,9.591e-05,0.0001,3,1695858430564,265472180,4323
1.2,,,,,sell,26364.71,BTC-29DEC23-30000-P,42.46,0.16523997,0.1655,0,1695858422681,265472177,654
0.1,,,,,sell,26361.76,BTC-29SEP23-27000-C,27.59,0.00072864,0.0006,3,1695858411052,265472176,5556
5.4,,,,,buy,26361.95,BTC-24NOV23-24000-P,38.89,0.02260378,0.0225,2,1695858387336,265472168,504
5.4,,,,,sell,26361.22,BTC-24NOV23-23000-P,41.4,0.01650973,0.016,2,1695858369937,265472160,443
0.3,,,,,buy,26359.54,BTC-27OCT23-27500-C,30.66,0.01897608,0.019,3,1695858216939,265472079,145
0.3,,,,,sell,26354.63,BTC-6OCT23-26000-C,29.07,0.02532592,0.0255,0,1695858211032,265472058,155
1.4,,,,,buy,26354.71,BTC-27OCT23-31000-C,41.09,0.00497048,0.005,3,1695858114958,265472022,1406
1.7,,,,,sell,26354.71,BTC-6OCT23-25000-P,35.3,0.00437249,0.0043,2,1695858113649,265472021,298
2.0,,,,,sell,26353.9,BTC-13OCT23-24500-P,35.37,0.00582533,0.0055,2,1695858069743,265472002,98
2.0,,,,,sell,26353.4,BTC-13OCT23-24000-P,38.86,0.00445897,0.0043,2,1695858053692,265471998,50
