amount,block_trade_id,block_trade_leg_count,contracts,direction,index_price,instrument_name,iv,liquidation,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.1,,,0.1,buy,64591.32,BTC-7MAY24-67500-C,52.92,,0.00205538,0.002,0,1714924620311,300522224,6
1.3,,,1.3,sell,64423.19,BTC-28JUN24-44000-P,66.65,,0.0051324,0.0055,1,1714924574766,300521619,579
2.8,,,2.8,sell,64417.03,BTC-28JUN24-41000-P,70.14,,0.0032876,0.0036,3,1714924541836,300521602,493
1.3,,,1.3,buy,64374.0,BTC-31MAY24-56000-P,59.45,,0.01359896,0.014,0,1714924529118,300521543,1083
0.1,,,0.1,buy,64363.23,BTC-28JUN24-60000-C,57.08,,0.13045946,0.13,0,1714924428063,300521497,3753
5.2,,,5.2,buy,64364.98,BTC-10MAY24-58000-P,64.07,,0.00193344,0.0022,0,1714924408627,300521472,1376
4.9,,,4.9,sell,64350.57,BTC-31MAY24-44000-P,76.43,,0.00150874,0.0018,1,1714924401124,300521462,578
0.6,,,0.6,sell,64349.19,BTC-8MAY24-56000-P,65.12,,0.00015121,0.0001,1,1714924364024,300521425,1
1.0,,,1.0,sell,64366.43,BTC-17MAY24-48000-P,74.2,,0.00061527,0.0005,2,1714924335174,300521398,83
6.0,,,6.0,sell,64388.65,BTC-17MAY24-80000-C,66.39,,0.00218747,0.0019,2,1714924328377,300521380,256
2.0,,,2.0,sell,64411.5,BTC-17MAY24-82000-C,67.92,,0.00153701,0.0013,3,1714924320063,300521364,85
4.1,,,4.1,buy,64416.33,BTC-27DEC24-40000-P,63.66,,0.03065054,0.029,2,1714924317961,300521362,291
0.1,,,0.1,sell,64481.81,BTC-24MAY24-69000-C,56.97,,0.02740875,0.027,0,1714924266115,300521292,6
0.9,,,0.9,buy,64462.3,BTC-31MAY24-71000-C,57.67,,0.02685005,0.0275,1,1714924225063,300521123,1407
0.4,,,0.4,sell,64440.52,BTC-10MAY24-66500-C,53.95,,0.01316424,0.0125,1,1714924210964,300521102,5
4.3,,,4.3,sell,64463.78,BTC-17MAY24-52000-P,65.87,,0.00149799,0.0013,3,1714924095367,300520890,664
0.5,,,0.5,sell,64381.16,BTC-24MAY24-53000-P,61.29,,0.00434611,0.0042,2,1714923939345,300520700,36
0.2,,,0.2,sell,64474.8,BTC-6MAY24-65000-P,33.07,,0.01121581,0.0105,3,1714923851069,300520514,5
2.0,,,2.0,sell,64452.01,BTC-31MAY24-66000-P,56.32,,0.06858474,0.069,2,1714923835096,300520413,615
4.6,,,4.6,sell,64431.03,BTC-28JUN24-60000-P,57.44,,0.04940117,0.0495,3,1714923812752,300520333,3171
0.1,,,0.1,buy,64376.27,BTC-31MAY24-54000-P,60.87,,0.00886574,0.0095,2,1714923788459,300520241,904
1.0,,,1.0,buy,64334.76,BTC-31MAY24-38000-P,84.59,,0.00051082,0.0005,0,1714923757338,300520161,550
0.1,,,0.1,buy,64303.97,BTC-17MAY24-54000-P,64.6,,0.00257163,0.0028,2,1714923705331,300520121,640
0.1,,,0.1,buy,64330.6,BTC-31MAY24-73000-C,57.54,,0.0198448,0.02,0,1714923548914,300519861,1607
0.1,,,0.1,buy,64298.8,BTC-24MAY24-48000-P,68.54,,0.00148737,0.0014,2,1714923545202,300519846,35
7.0,,,7.0,buy,64276.0,BTC-17MAY24-90000-C,73.99,,0.0002306,0.0003,3,1714923200875,300519067,165
0.9,,,0.9,sell,64303.59,BTC-27DEC24-70000-C,64.87,,0.19545971,0.196,1,1714923135592,300518874,707
0.2,,,0.2,sell,64296.98,BTC-31MAY24-47000-P,67.27,,0.00238818,0.0022,2,1714923058702,300518711,520
0.1,,,0.1,sell,64428.53,BTC-10MAY24-56000-C,70.54,,0.133465,0.1335,0,1714922973131,300518479,56
0.1,,,0.1,sell,64432.64,BTC-27DEC24-70000-P,65.0,,0.21777334,0.22,3,1714922918335,300518356,265
0.1,,,0.1,buy,64367.18,BTC-24MAY24-88000-C,67.05,,0.00145892,0.0014,2,1714922707025,300517634,3
0.1,,,0.1,sell,64324.65,BTC-7MAY24-56000-P,81.45,,5.674e-05,0.0001,2,1714922686004,300517535,11
3.0,,,3.0,sell,64304.02,BTC-27SEP24-85000-C,62.87,,0.07343387,0.0735,0,1714922598066,300517228,540
0.1,,,0.1,buy,64303.58,BTC-26JUL24-95000-C,64.94,,0.02081365,0.0205,0,1714922596990,300517222,48
0.1,,,0.1,buy,64277.84,BTC-27DEC24-95000-C,66.15,,0.09884026,0.1,0,1714922594925,300517192,327
0.1,,,0.1,buy,64228.76,BTC-31MAY24-72000-C,56.63,,0.02217786,0.022,0,1714922578068,300517097,1524
0.1,,,0.1,sell,64138.68,BTC-24MAY24-55000-P,58.88,,0.00724947,0.007,2,1714922087798,300516668,123
1.0,,,1.0,sell,64122.97,BTC-24MAY24-60000-C,55.92,,0.09093056,0.091,0,1714922005429,300516641,48
0.1,,,0.1,buy,64142.63,BTC-6MAY24-62000-C,0.0,,0.03393284,0.0335,0,1714921962752,300516589,74
1.0,,,1.0,sell,64127.81,BTC-28JUN24-52000-P,58.77,,0.01696697,0.017,3,1714921960878,300516586,530
0.5,,,0.5,buy,64072.15,BTC-24MAY24-50000-P,65.29,,0.00243975,0.0023,3,1714921862368,300516483,43
0.3,,,0.3,buy,64035.41,BTC-28JUN24-50000-P,60.89,,0.01259429,0.0135,0,1714921009620,300515963,1151
0.1,,,0.1,buy,64015.23,BTC-28MAR25-200000-C,73.84,,0.03514065,0.032,0,1714920775929,300515896,227
0.1,,,0.1,buy,63978.67,BTC-31MAY24-55000-C,58.41,,0.1574876,0.1575,0,1714920187133,300515470,120
0.2,,,0.2,sell,63971.28,BTC-6MAY24-60000-P,63.06,,0.00015396,0.0001,3,1714920177551,300515469,93
1.0,,,1.0,sell,63782.84,BTC-27DEC24-44000-C,64.74,,0.39653461,0.397,0,1714919731860,300515234,46
1.0,,,1.0,sell,63908.64,BTC-26JUL24-35000-P,70.9,,0.00279215,0.003,3,1714916024948,300512140,31
1.0,,,1.0,sell,64045.64,BTC-10MAY24-76000-C,69.39,,0.00041048,0.0005,2,1714915817311,300511779,579
0.8,,,0.8,sell,64077.18,BTC-28JUN24-30000-P,85.66,,0.0007958,0.0007,2,1714915734175,300511649,906
0.1,,,0.1,sell,64077.18,BTC-28JUN24-45000-P,62.65,,0.00569617,0.0055,2,1714915733276,300511648,960
0.1,,,0.1,sell,64112.99,BTC-10MAY24-64500-C,51.77,,0.02196854,0.0215,1,1714915253810,300510174,1
0.1,,,0.1,sell,64112.21,BTC-26JUL24-50000-P,59.43,,0.02147102,0.022,2,1714915195479,300510042,51
4.4,,,4.4,buy,64044.47,BTC-27SEP24-65000-C,59.3,,0.15817534,0.158,3,1714915151232,300509851,1044
0.5,,,0.5,buy,63980.76,BTC-6MAY24-60000-C,84.31,,0.06183353,0.0625,0,1714915142184,300509674,23
0.2,,,0.2,sell,63722.16,BTC-31MAY24-40000-P,80.39,,0.00077367,0.0008,2,1714913603190,300508991,714
0.1,,,0.1,sell,63709.65,BTC-31MAY24-45000-P,69.97,,0.00171639,0.0017,3,1714912394580,300508562,522
0.5,,,0.5,sell,63807.8,BTC-24MAY24-52000-P,63.82,,0.00428153,0.0043,0,1714911051493,300507971,75
0.1,,,0.1,buy,63777.55,BTC-8MAY24-63500-C,50.67,,0.01966739,0.0205,3,1714910830848,300507857,11
0.1,,,0.1,buy,63933.76,BTC-28JUN24-44000-C,65.45,,0.32648171,0.3265,3,1714909621307,300507141,192
0.1,,,0.1,buy,63884.54,BTC-27DEC24-300000-C,79.83,T,0.00449859,0.0045,2,1714909184550,300506926,293
10.0,,,10.0,buy,63871.84,BTC-27SEP24-70000-C,60.02,,0.12830614,0.128,0,1714908888254,300506811,1115
0.2,,,0.2,buy,63830.58,BTC-27SEP24-62000-P,59.31,,0.11417876,0.1135,3,1714908697644,300506709,187
0.1,,,0.1,buy,63759.88,BTC-27DEC24-60000-C,63.61,,0.25094862,0.252,2,1714907997390,300505883,651
3.1,,,3.1,sell,63716.66,BTC-6MAY24-56500-P,100.14,,1.467e-05,0.0001,3,1714907791668,300505809,31
0.1,,,0.1,sell,63713.41,BTC-24MAY24-56000-P,57.11,,0.00997007,0.0095,2,1714906623624,300505388,191
0.1,,,0.1,sell,63671.96,BTC-28JUN24-100000-C,69.58,,0.00699536,0.007,3,1714905867672,300505003,3166
0.4,,,0.4,sell,63712.88,BTC-28MAR25-30000-P,67.04,,0.018771,0.018,3,1714902840003,300504014,188
0.1,,,0.1,buy,63669.77,BTC-28JUN24-39000-P,71.51,,0.00274411,0.0028,2,1714902554900,300503851,476
0.1,,,0.1,sell,63630.48,BTC-28JUN24-64000-C,57.54,,0.09126809,0.0915,2,1714902369642,300503759,532
0.4,,,0.4,buy,63674.77,BTC-28JUN24-64000-P,57.72,,0.08347256,0.084,0,1714901641726,300503363,414
1.0,,,1.0,sell,63676.8,BTC-27DEC24-40000-C,68.21,,0.44505223,0.445,0,1714900928819,300502986,392
0.1,,,0.1,buy,63685.66,BTC-28MAR25-40000-P,68.06,,0.04950007,0.053,3,1714899322326,300501966,87
0.1,,,0.1,buy,63702.14,BTC-27DEC24-39000-P,66.93,,0.03390982,0.032,2,1714899307606,300501948,69
1.0,,,1.0,buy,63754.01,BTC-17MAY24-58000-C,55.92,,0.10255949,0.102,2,1714899176476,300501838,263
0.3,,,0.3,buy,63874.15,BTC-6MAY24-70000-C,73.12,,1.385e-05,0.0001,2,1714898970064,300501530,10
1.2,,,1.2,buy,63907.17,BTC-31MAY24-35000-P,92.44,,0.0003762,0.0004,3,1714898937556,300501473,515
1.0,,,1.0,buy,63685.46,BTC-24MAY24-58000-P,56.95,,0.01618608,0.016,3,1714898117669,300500392,69
0.1,,,0.1,sell,63707.22,BTC-28JUN24-38000-P,72.76,,0.0022108,0.0024,0,1714898045604,300500322,517
0.1,,,0.1,sell,63838.27,BTC-7MAY24-72000-C,70.56,,0.00028472,0.0002,2,1714897876128,300500039,19
1.0,,,1.0,sell,63764.19,BTC-24MAY24-61000-P,56.3,,0.02937746,0.0295,2,1714897044056,300499216,51
0.1,,,0.1,sell,63691.77,BTC-10MAY24-44000-P,115.46,,0.00010306,0.0001,3,1714896758664,300499028,210
0.1,,,0.1,sell,63704.4,BTC-28JUN24-36000-P,73.56,,0.00152441,0.0015,2,1714896628985,300498975,525
1.9,,,1.9,sell,63709.33,BTC-6MAY24-59500-P,56.78,,0.00018438,0.0001,3,1714896358417,300498813,40
8.0,,,8.0,sell,63713.08,BTC-24MAY24-84000-C,66.79,,0.00262264,0.0026,0,1714896235095,300498721,31
0.1,,,0.1,buy,63711.92,BTC-28JUN24-50000-C,63.32,,0.23899983,0.2415,0,1714896107584,300498588,2766
0.1,,,0.1,buy,63800.46,BTC-10MAY24-62000-C,53.83,,0.04246148,0.0425,0,1714895724787,300498237,831
0.2,,,0.2,sell,63903.35,BTC-6MAY24-61000-C,54.7,,0.04629959,0.0465,1,1714895123016,300497680,69
1.0,,,1.0,buy,63874.24,BTC-5MAY24-63500-P,62.36,,6.08e-06,0.0001,3,1714895019817,300497421,180
0.1,,,0.1,buy,63873.2,BTC-5MAY24-64000-C,40.15,,0.00030293,0.0002,1,1714894759356,300497164,402
0.1,,,0.1,sell,63839.66,BTC-27SEP24-59000-P,59.49,,0.093386,0.092,2,1714894641185,300496843,79
0.1,,,0.1,buy,63780.9,BTC-5MAY24-63000-C,0.0,,0.0117974,0.0115,0,1714894622085,300496605,165
2.0,,,2.0,sell,63726.06,BTC-24MAY24-59000-P,57.68,,0.02050295,0.0205,2,1714894568952,300496453,128
1.0,,,1.0,sell,63712.77,BTC-6MAY24-58000-P,74.26,,2.711e-05,0.0001,2,1714894530292,300496429,37
0.1,,,0.1,buy,63680.93,BTC-27DEC24-41000-P,63.58,,0.03544449,0.034,2,1714894186428,300496100,70
3.0,,,3.0,buy,63681.42,BTC-17MAY24-56000-P,59.82,,0.00564664,0.0055,3,1714894097723,300496083,785
0.4,,,0.4,buy,63676.37,BTC-31MAY24-96000-C,75.14,,0.00198491,0.002,3,1714893840937,300495869,482
7.0,BLOCK-139583,4,7.0,sell,63637.22,BTC-26JUL24-58000-P,57.45,,0.05760172,0.0576,2,1714893731095,300495777,50
0.3,,,0.3,buy,63683.51,BTC-5MAY24-63000-P,80.65,,1.596e-05,0.0002,1,1714893522528,300495633,288
0.1,,,0.1,buy,63703.73,BTC-5MAY24-64500-C,80.91,,3.99e-06,0.0001,3,1714893465825,300495465,183
0.1,,,0.1,buy,63658.02,BTC-5MAY24-63500-C,63.54,,0.00241796,0.003,0,1714893463688,300495397,314
1.0,,,1.0,buy,63398.65,BTC-31MAY24-53000-P,60.04,,0.00891526,0.009,1,1714892240134,300494196,797
0.1,,,0.1,sell,63397.14,BTC-28JUN24-65000-P,57.46,,0.09474497,0.095,0,1714891767849,300494050,1172
0.1,,,0.1,sell,63394.87,BTC-31MAY24-67000-P,56.27,,0.08980318,0.09,1,1714891626197,300493880,412
3.0,,,3.0,buy,63394.72,BTC-28MAR25-90000-P,66.45,,0.47261138,0.468,0,1714891043160,300493197,5
0.7,,,0.7,buy,63394.72,BTC-24MAY24-67000-C,56.63,,0.03098209,0.031,0,1714891042672,300493193,23
2.8,,,2.8,buy,63433.9,BTC-28MAR25-70000-C,66.83,,0.23564773,0.2405,0,1714890408010,300492883,171
0.1,,,0.1,sell,63410.61,BTC-5MAY24-62000-C,98.69,,0.02226408,0.0225,2,1714890326737,300492851,127
0.1,,,0.1,sell,63415.18,BTC-5MAY24-61500-C,128.34,,0.03024621,0.0305,2,1714890308811,300492830,242
1.0,,,1.0,sell,63415.86,BTC-17MAY24-84000-C,74.91,,0.00110277,0.0012,1,1714890168507,300492589,74
0.1,,,0.1,sell,63392.58,BTC-6MAY24-59000-P,57.25,,0.00012116,0.0001,3,1714890114055,300492527,27
0.4,,,0.4,sell,63411.72,BTC-31MAY24-62000-P,54.9,,0.04476658,0.0445,2,1714889941737,300492347,850
0.1,,,0.1,buy,63304.0,BTC-31MAY24-100000-C,78.67,,0.00161128,0.0015,2,1714889610431,300491902,1384
0.4,,,0.4,buy,63294.6,BTC-7MAY24-63000-C,47.16,,0.01640822,0.017,0,1714889580975,300491890,6
75.0,BLOCK-139581,3,75.0,buy,63302.8,BTC-27DEC24-38000-P,64.57,,0.0258824,0.0265,2,1714888307212,300490822,77
1.0,,,1.0,buy,63334.84,BTC-28MAR25-75000-C,66.2,,0.21263147,0.2125,1,1714888038386,300490728,128
0.1,,,0.1,buy,63351.91,BTC-28MAR25-250000-C,78.71,,0.02078955,0.0225,0,1714887768952,300490656,29
0.5,,,0.5,buy,63270.94,BTC-5MAY24-64000-P,0.0,,0.01161672,0.0115,3,1714887346952,300490303,163
0.5,,,0.5,buy,63374.01,BTC-5MAY24-65000-C,73.65,,1e-05,0.0001,2,1714886923641,300490126,295
0.1,,,0.1,sell,63391.45,BTC-5MAY24-62000-P,61.23,,8.532e-05,0.0001,3,1714885399608,300489524,160
0.1,,,0.1,sell,63385.62,BTC-5MAY24-62500-P,41.8,,0.00015928,0.0001,3,1714885370114,300489513,147
0.1,,,0.1,buy,63406.07,BTC-17MAY24-86000-C,77.71,,0.00087004,0.001,1,1714883218483,300488590,89
0.1,,,0.1,sell,63336.25,BTC-26JUL24-67000-C,57.0,,0.09399511,0.0925,0,1714881821997,300488101,115
0.1,,,0.1,buy,63306.82,BTC-7MAY24-59000-C,60.77,,0.06959221,0.07,1,1714881684530,300488035,1
1.0,,,1.0,sell,63119.26,BTC-28JUN24-29000-P,85.61,,0.00069576,0.0006,2,1714880146534,300487443,423
1.5,,,1.5,sell,63111.8,BTC-6MAY24-68000-C,55.09,,0.00014112,0.0001,3,1714879699825,300487069,51
6.0,,,6.0,sell,63178.02,BTC-5MAY24-60500-P,87.06,,0.00010167,0.0001,3,1714879566603,300486996,54
0.5,,,0.5,buy,63266.31,BTC-5MAY24-60000-P,99.96,,2.75e-05,0.0001,3,1714878311966,300486589,157
0.1,,,0.1,buy,63195.5,BTC-5MAY24-59500-P,111.0,,8.79e-06,0.0001,3,1714878088614,300486435,234
0.1,,,0.1,sell,63158.15,BTC-5MAY24-61500-P,70.46,,0.00054264,0.0004,3,1714877972607,300486378,170
0.1,,,0.1,buy,63338.49,BTC-31MAY24-140000-C,104.29,,0.00017589,0.0003,0,1714874567974,300484565,571
0.1,,,0.1,sell,63328.1,BTC-27SEP24-60000-P,59.24,,0.10187401,0.102,2,1714874297093,300484333,370
0.8,,,0.8,sell,63207.96,BTC-5MAY24-65500-C,62.8,,8.14e-05,0.0001,3,1714873809232,300483982,44
0.5,,,0.5,sell,63228.91,BTC-5MAY24-59000-P,112.35,,4.602e-05,0.0001,3,1714873750942,300483935,165
1.0,,,1.0,sell,63102.7,BTC-27DEC24-65000-P,64.17,,0.18578087,0.187,2,1714873574120,300483694,175
0.4,,,0.4,sell,62993.75,BTC-5MAY24-65500-P,78.11,,0.03978928,0.04,0,1714873436388,300483568,6
0.2,,,0.2,buy,62933.09,BTC-27SEP24-56000-P,58.05,,0.07738002,0.075,3,1714872957872,300482138,83
0.1,,,0.1,sell,63319.15,BTC-6MAY24-69000-C,60.04,,8.191e-05,0.0001,3,1714872185774,300480237,11
4.1,,,4.1,buy,63348.43,BTC-28JUN24-56000-C,56.21,,0.16040833,0.16,3,1714872064826,300480086,550
0.1,,,0.1,sell,63538.84,BTC-28MAR25-65000-P,63.91,,0.21270779,0.206,2,1714869988051,300476844,33
1.0,,,1.0,buy,63491.08,BTC-5MAY24-61000-P,81.05,,4.034e-05,0.0004,0,1714869901508,300476782,280
0.2,,,0.2,sell,64019.8,BTC-28JUN24-56000-P,56.53,,0.03067405,0.03,2,1714868540945,300473393,580
0.2,,,0.2,sell,63982.0,BTC-17MAY24-61000-C,53.51,,0.0684907,0.0685,1,1714867441167,300472497,702
