amount,combo_id,combo_trade_id,contracts,direction,index_price,instrument_name,iv,liquidation,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
2.0,,,2.0,buy,64249.51,BTC-23JUN24-63500-P,31.67,,0.00029729,0.0005,1,1719100780370,306141604,217
0.7,,,0.7,buy,64260.57,BTC-23JUN24-64000-P,16.82,,0.000635,0.0006,1,1719100713040,306141552,315
0.1,,,0.1,sell,64265.02,BTC-23JUN24-64500-C,14.34,,0.00056407,0.0005,3,1719100692918,306141547,279
1.0,,,1.0,sell,64267.74,BTC-28JUN24-70000-C,45.85,,0.00160642,0.0016,1,1719100611656,306141541,10521
0.1,,,0.1,sell,64267.5,BTC-5JUL24-66000-C,40.04,,0.01908824,0.019,3,1719100597240,306141527,361
0.1,,,0.1,buy,64248.21,BTC-26JUL24-120000-C,79.12,,0.00049058,0.0005,3,1719100107783,306141320,527
1.0,,,1.0,sell,64248.95,BTC-28JUN24-69000-C,43.1,,0.00219703,0.0022,2,1719100091485,306141319,454
1.0,,,1.0,buy,64253.62,BTC-27DEC24-50000-P,60.47,,0.05286801,0.0525,2,1719099755850,306141279,445
0.2,,,0.2,sell,64269.87,BTC-24JUN24-64500-P,23.23,,0.00725014,0.0075,2,1719099529357,306141200,27
0.6,,,0.6,sell,64286.5,BTC-25JUN24-65000-C,29.29,,0.00535753,0.005,2,1719099371085,306141134,22
0.1,,,0.1,buy,64300.31,BTC-28MAR25-160000-C,71.66,,0.03943984,0.039,2,1719099059206,306141038,74
0.1,,,0.1,sell,64309.43,BTC-28JUN24-68000-C,40.24,,0.00328031,0.0032,2,1719098619893,306141016,3141
1.0,,,1.0,sell,64309.65,BTC-23JUN24-63000-P,33.64,,0.00010494,0.0001,3,1719098615646,306141014,119
0.1,,,0.1,sell,64310.94,BTC-26JUL24-71000-C,45.96,,0.02246112,0.022,2,1719098598789,306141013,621
0.1,,,0.1,buy,64311.19,BTC-24JUN24-63500-P,26.15,,0.00212533,0.0019,3,1719098553408,306141011,71
0.1,,,0.1,buy,64309.17,BTC-26JUL24-75000-C,47.83,,0.01228493,0.0125,0,1719098291822,306140989,646
0.5,,,0.5,buy,64310.22,BTC-28JUN24-67000-C,39.75,,0.00527519,0.0055,1,1719098248873,306140983,792
0.5,,,0.5,buy,64304.69,BTC-5JUL24-69000-C,41.51,,0.00774978,0.008,0,1719098223693,306140966,376
0.5,,,0.5,buy,64305.05,BTC-12JUL24-72000-C,44.68,,0.00769021,0.008,3,1719098199001,306140965,97
0.9,,,0.9,buy,64302.32,BTC-25JUN24-66000-C,30.68,,0.00186429,0.0019,1,1719098175048,306140921,33
1.0,,,1.0,buy,64304.56,BTC-12JUL24-58000-P,44.55,,0.00737586,0.0075,3,1719097705109,306140870,69
0.3,,,0.3,sell,64302.76,BTC-5JUL24-60000-P,42.66,,0.00749458,0.0075,1,1719097060695,306140759,394
0.1,,,0.1,buy,64289.58,BTC-25JUN24-64500-P,30.76,,0.01148765,0.0115,0,1719096783592,306140712,7
0.5,,,0.5,sell,64289.66,BTC-28JUN24-74000-C,57.14,,0.00059268,0.0006,2,1719096780504,306140711,2282
0.1,,,0.1,sell,64292.03,BTC-12JUL24-67000-C,41.89,,0.02324512,0.023,3,1719096332739,306140683,65
1.0,,,1.0,buy,64289.23,BTC-28MAR25-70000-P,63.44,,0.22416637,0.2225,1,1719096066449,306140675,168
0.1,,,0.1,sell,64285.9,BTC-28JUN24-62000-P,39.51,,0.00624301,0.006,2,1719095955480,306140670,2604
0.3,,,0.3,sell,64285.96,BTC-30AUG24-64000-C,51.76,,0.09937566,0.0995,3,1719095936798,306140666,77
0.1,,,0.1,buy,64288.47,BTC-5JUL24-61000-P,41.75,,0.01041006,0.0105,1,1719095620660,306140638,257
0.1,,,0.1,buy,64280.35,BTC-12JUL24-82000-C,53.71,,0.00149686,0.0014,2,1719095578736,306140627,52
0.1,,,0.1,sell,64279.47,BTC-28MAR25-70000-C,64.17,,0.21708212,0.218,3,1719095508839,306140617,293
0.1,,,0.1,sell,64279.33,BTC-28JUN24-63000-P,37.44,,0.01008254,0.0095,2,1719095368541,306140613,28
0.3,,,0.3,sell,64278.87,BTC-26JUL24-92000-C,59.27,,0.00208328,0.002,0,1719095358167,306140612,733
0.8,,,0.8,sell,64278.48,BTC-26JUL24-105000-C,69.77,,0.00107368,0.001,3,1719095341963,306140610,407
0.5,,,0.5,sell,64278.22,BTC-26JUL24-110000-C,74.37,,0.00087848,0.0009,3,1719095329405,306140609,646
0.1,,,0.1,sell,64278.28,BTC-5JUL24-88000-C,67.91,,0.00032747,0.0003,3,1719095285876,306140608,157
0.1,,,0.1,sell,64278.6,BTC-5JUL24-90000-C,69.0,,0.00021505,0.0002,3,1719095277055,306140607,106
0.3,,,0.3,sell,64280.17,BTC-28JUN24-54000-P,68.68,,0.00047786,0.0005,2,1719095208444,306140601,1208
0.1,,,0.1,buy,64276.5,BTC-24JUN24-60500-P,47.44,,0.00023072,0.0002,1,1719095191642,306140589,11
1.0,,,1.0,sell,64274.18,BTC-25JUN24-58000-P,57.16,,0.00019629,0.0002,1,1719095136059,306140576,5
0.4,,,0.4,sell,64274.03,BTC-28JUN24-57000-P,54.09,,0.00095901,0.0008,2,1719095121693,306140572,1610
6.6,,,6.6,sell,64275.3,BTC-24JUN24-60000-P,48.11,,0.00021314,0.0001,3,1719095060450,306140557,52
0.1,,,0.1,sell,64267.05,BTC-23JUN24-62500-P,41.15,,6.613e-05,0.0001,3,1719094986791,306140552,85
0.3,,,0.3,sell,64268.43,BTC-12JUL24-62000-P,41.94,,0.02186595,0.0215,3,1719094911522,306140535,51
0.1,,,0.1,buy,64282.26,BTC-12JUL24-74000-C,45.39,,0.00516607,0.005,2,1719094790796,306140486,67
0.2,,,0.2,sell,64282.51,BTC-26JUL24-58000-P,46.98,,0.01739237,0.017,3,1719094782042,306140483,732
4.8,,,4.8,buy,64261.22,BTC-27SEP24-70000-C,55.15,,0.08795866,0.088,3,1719094677780,306140398,2042
1.0,,,1.0,buy,64267.9,BTC-5JUL24-72000-C,44.57,,0.00325734,0.0035,0,1719094510223,306140390,265
0.2,,,0.2,buy,64284.95,BTC-28MAR25-140000-C,69.91,,0.05190818,0.0525,2,1719093975033,306140223,95
0.1,,,0.1,sell,64297.13,BTC-24JUN24-62000-P,37.84,,0.00070614,0.0006,2,1719093755138,306140117,75
0.1,,,0.1,buy,64306.9,BTC-25JUN24-65500-C,29.61,,0.00331389,0.0032,3,1719093515050,306140067,42
0.2,,,0.2,buy,64304.83,BTC-28MAR25-110000-C,67.23,,0.08948118,0.0895,2,1719093392544,306140019,129
0.6,,,0.6,sell,64300.54,BTC-5JUL24-65000-C,39.49,,0.02558149,0.025,3,1719093329206,306139984,223
0.3,,,0.3,buy,64297.35,BTC-28JUN24-64000-C,38.72,,0.02141954,0.0215,3,1719093293350,306139967,1884
5.5,,,5.5,buy,64284.61,BTC-28JUN24-56000-P,57.66,,0.0007348,0.0006,3,1719093279788,306139923,1381
0.1,,,0.1,buy,64279.42,BTC-25JUN24-64000-C,34.07,,0.01257158,0.0135,0,1719092737121,306139860,2
0.3,,,0.3,sell,64278.29,BTC-12JUL24-61000-P,42.65,,0.01748305,0.017,3,1719092552313,306139845,21
0.9,,,0.9,sell,64278.66,BTC-25JUN24-62000-P,35.33,,0.0016183,0.0014,2,1719092548297,306139844,14
10.0,,,10.0,sell,64279.43,BTC-5JUL24-58000-P,45.05,,0.0041203,0.0039,2,1719092505417,306139840,332
0.5,,,0.5,sell,64279.32,BTC-24JUN24-65000-C,21.08,,0.0017345,0.0015,2,1719092480229,306139839,55
0.1,,,0.1,sell,64279.43,BTC-25JUN24-64000-P,29.61,,0.00798918,0.0075,2,1719092219493,306139829,11
0.1,,,0.1,buy,64278.27,BTC-5JUL24-70000-C,42.34,,0.00581848,0.006,1,1719092173697,306139823,493
0.1,,,0.1,sell,64276.94,BTC-25JUN24-63000-P,32.27,,0.00356221,0.0033,2,1719092053616,306139807,31
0.1,,,0.1,sell,64279.08,BTC-30AUG24-66000-C,51.42,,0.08507354,0.0845,3,1719091902506,306139767,189
0.1,,,0.1,sell,64279.14,BTC-23JUN24-64500-P,17.63,,0.00414287,0.0045,0,1719091900569,306139765,108
0.1,,,0.1,sell,64294.06,BTC-25JUN24-63500-P,31.07,,0.00524949,0.005,2,1719091849916,306139710,26
0.3,,,0.3,sell,64300.36,BTC-5JUL24-67000-C,40.37,,0.01454017,0.0145,0,1719091786537,306139699,340
0.1,,,0.1,sell,64300.45,BTC-23JUN24-65000-P,28.0,,0.01097083,0.0115,3,1719091602250,306139663,57
0.1,BTC-STRG-5JUL24-62000_66000,306139651,0.1,sell,64299.38,BTC-5JUL24-62000-P,40.78,,0.01440854,0.0143,2,1719091554604,306139652,267
0.1,,,0.1,sell,64294.02,BTC-27DEC24-100000-C,65.3,,0.0637203,0.0635,2,1719091460185,306139602,2554
0.1,,,0.1,sell,64273.26,BTC-25JUN24-62500-P,33.42,,0.00242219,0.0021,2,1719090823359,306139305,35
0.1,,,0.1,sell,64276.15,BTC-24JUN24-61000-P,43.94,,0.00041121,0.0003,3,1719090771038,306139298,32
0.3,,,0.3,sell,64273.07,BTC-5JUL24-63000-P,39.95,,0.01961198,0.0195,3,1719090083753,306139129,460
5.0,,,5.0,sell,64249.27,BTC-12JUL24-59000-P,43.66,,0.0104794,0.01,3,1719089639415,306139036,22
