amount,combo_id,combo_trade_id,direction,index_price,instrument_name,iv,liquidation,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
1.0,,,buy,27935.29,BTC-28JUN24-65000-C,67.24,,0.02908922,0.0295,1,1696809593423,266279841,526
0.1,,,buy,27938.48,BTC-28JUN24-100000-C,74.78,,0.01093591,0.011,3,1696809564992,266279840,586
6.0,,,sell,27938.48,BTC-13OCT23-26500-P,41.18,,0.00293905,0.0026,2,1696809564504,266279837,930
0.1,,,buy,27938.72,BTC-29MAR24-50000-C,59.11,,0.02047325,0.0205,2,1696809529956,266279817,1320
1.5,,,sell,27939.03,BTC-9OCT23-27250-P,49.73,,0.00050114,0.0003,2,1696809526288,266279816,135
0.2,,,sell,27951.2,BTC-9OCT23-27000-P,53.92,,0.00024363,0.0001,2,1696809388490,266279791,101
0.1,,,sell,27951.14,BTC-9OCT23-27500-P,45.4,,0.00089363,0.0008,2,1696809365482,266279789,237
0.1,,,sell,27951.85,BTC-9OCT23-27750-P,35.37,,0.00168989,0.0016,2,1696809355235,266279788,327
0.1,,,sell,27954.89,BTC-10OCT23-27500-P,40.5,,0.00381889,0.0037,2,1696809205723,266279766,146
0.1,,,sell,27951.57,BTC-10OCT23-27000-P,44.87,,0.00143041,0.0013,2,1696809150752,266279739,31
0.1,,,sell,27952.83,BTC-10OCT23-30000-C,54.72,,0.00026138,0.0002,3,1696809138712,266279738,23
0.1,,,buy,27947.99,BTC-10OCT23-28250-C,38.12,,0.00485788,0.0048,0,1696809101019,266279734,108
0.4,,,buy,27940.97,BTC-13OCT23-28000-C,35.08,,0.01378182,0.014,1,1696808946523,266279692,1481
0.1,,,sell,27937.45,BTC-27OCT23-38000-C,56.83,,0.00049415,0.0004,2,1696808839663,266279655,690
0.7,,,buy,27935.66,BTC-9OCT23-28250-C,36.05,,0.00083659,0.0009,1,1696808676560,266279651,272
2.0,,,sell,27928.23,BTC-9OCT23-28000-C,31.44,,0.00305308,0.0027,2,1696808531250,266279587,535
1.0,,,sell,27914.58,BTC-10OCT23-28000-C,37.01,,0.00775387,0.0075,2,1696808263138,266279511,184
5.0,,,sell,27913.31,BTC-29DEC23-28000-P,37.89,,0.06731955,0.067,3,1696808250537,266279508,867
0.1,,,sell,27920.87,BTC-29DEC23-32000-C,40.31,,0.03093728,0.031,0,1696808221119,266279486,2109
0.1,,,buy,27932.41,BTC-29DEC23-18000-P,57.13,,0.00422989,0.0042,0,1696808125469,266279459,578
0.1,,,sell,27934.71,BTC-11OCT23-28000-C,34.98,,0.01002528,0.01,0,1696807996179,266279443,15
2.3,,,sell,27925.72,BTC-29DEC23-28000-C,37.99,,0.07596346,0.0755,3,1696807946163,266279437,1726
0.1,,,sell,27924.35,BTC-11OCT23-28250-C,35.52,,0.00647644,0.0065,0,1696807913671,266279419,9
0.4,,,sell,27927.58,BTC-9OCT23-28000-P,32.7,,0.00566235,0.0055,1,1696807844611,266279378,136
0.1,,,buy,27917.2,BTC-10OCT23-28000-P,38.73,,0.01062345,0.011,0,1696807716268,266279359,84
1.2,,,sell,27917.2,BTC-10OCT23-27750-P,39.99,,0.00652677,0.007,1,1696807713722,266279358,98
3.4,,,buy,27917.2,BTC-29DEC23-26000-P,39.45,,0.03849531,0.0385,1,1696807713173,266279357,1691
1.0,,,buy,27918.07,BTC-20OCT23-22000-P,62.12,,0.00039899,0.0005,3,1696807675798,266279346,44
1.0,,,buy,27929.54,BTC-13OCT23-23500-P,73.09,,0.00021623,0.0004,0,1696807653864,266279323,157
1.7,,,buy,27928.82,BTC-27SEP24-120000-C,74.66,,0.0147698,0.015,3,1696807604911,266279320,45
0.9,,,sell,27929.08,BTC-27OCT23-42000-C,67.25,,0.00020994,0.0002,3,1696807441204,266279280,182
0.1,,,buy,27929.79,BTC-10OCT23-27750-C,39.03,,0.01272913,0.013,1,1696807394823,266279257,26
2.0,,,sell,27924.33,BTC-29DEC23-34000-C,42.44,,0.02106536,0.021,0,1696807268217,266279244,1262
0.3,,,sell,27923.97,BTC-29DEC23-31000-C,39.72,,0.03888683,0.039,3,1696807266555,266279243,1415
0.1,,,buy,27922.73,BTC-11OCT23-27750-C,34.9,,0.01463563,0.0145,1,1696807243264,266279218,15
0.1,,,buy,27958.27,BTC-11OCT23-28250-P,33.86,,0.01753096,0.017,1,1696807054048,266279069,1
0.7,,,buy,27955.99,BTC-13OCT23-27000-P,38.84,,0.00482186,0.0049,2,1696807045650,266279068,829
0.1,,,sell,27942.83,BTC-27OCT23-29000-C,33.04,,0.01583259,0.0155,0,1696806980422,266279046,2643
0.5,,,sell,27951.7,BTC-10OCT23-28500-C,38.99,,0.00275649,0.0028,0,1696806964715,266279036,69
0.1,,,buy,27954.19,BTC-24NOV23-33000-C,40.46,,0.01053551,0.0105,0,1696806831332,266278903,528
0.3,,,sell,27949.89,BTC-24NOV23-24000-P,41.6,,0.01019187,0.01,3,1696806759061,266278863,872
0.1,,,sell,27934.55,BTC-11OCT23-27500-P,36.47,,0.00562853,0.0055,2,1696806713294,266278796,8
2.5,,,sell,27949.33,BTC-24NOV23-29000-C,34.76,,0.03602,0.036,0,1696806590580,266278688,1288
3.0,,,buy,27953.71,BTC-29DEC23-27000-P,38.5,,0.0508232,0.0505,3,1696806559913,266278662,1523
1.0,,,sell,27954.19,BTC-10OCT23-25500-P,62.5,,0.00019306,0.0001,2,1696806546829,266278658,13
3.0,,,buy,27952.13,BTC-29DEC23-27000-C,38.46,,0.09584808,0.0955,1,1696806496982,266278647,1478
2.5,,,sell,27950.41,BTC-24NOV23-28000-C,34.83,,0.05111521,0.0515,0,1696806475164,266278640,1272
0.3,,,sell,27948.58,BTC-9OCT23-29000-C,54.11,,0.00021413,0.0001,3,1696806426632,266278600,107
5.0,,,buy,27948.47,BTC-27OCT23-31000-C,37.56,,0.00514562,0.0049,0,1696806404734,266278593,1923
0.1,,,sell,27930.55,BTC-11OCT23-27750-P,35.4,,0.00859247,0.0085,1,1696806039893,266278412,6
0.5,,,buy,27925.44,BTC-9OCT23-28500-C,42.03,,0.00036115,0.0004,1,1696805541429,266278101,268
0.1,,,buy,27930.69,BTC-13OCT23-27500-P,36.87,,0.0090799,0.0095,2,1696805502202,266278058,629
0.3,,,sell,27935.14,BTC-27OCT23-28000-P,33.24,,0.02974074,0.03,1,1696805443728,266278026,993
2.5,,,sell,27926.52,BTC-24NOV23-27000-P,34.73,,0.03200932,0.0315,2,1696805299129,266277901,790
4.0,,,sell,27921.72,BTC-24NOV23-26000-P,36.61,,0.02147944,0.0215,0,1696805057551,266277797,942
0.5,,,sell,27891.56,BTC-13OCT23-28500-C,35.25,,0.00709159,0.007,2,1696804791843,266277680,1518
1.9,,,sell,27894.77,BTC-27OCT23-27500-P,32.94,,0.02210974,0.022,0,1696804757531,266277648,376
0.1,,,buy,27895.06,BTC-10OCT23-26500-P,55.67,,0.00085883,0.001,0,1696804757165,266277646,14
0.4,,,sell,27896.87,BTC-27OCT23-27000-P,34.01,,0.01598226,0.016,0,1696804740705,266277644,1820
6.0,,,buy,27905.16,BTC-29DEC23-25000-P,41.43,,0.02938416,0.03,0,1696804694704,266277626,1978
1.0,,,buy,27909.63,BTC-10OCT23-26000-P,64.92,,0.00047584,0.0006,0,1696804676862,266277611,22
0.1,,,sell,27887.11,BTC-11OCT23-29500-C,44.09,,0.00102252,0.0009,1,1696804374193,266277472,1
0.3,,,buy,27924.29,BTC-20OCT23-29000-C,33.74,,0.01016201,0.01,2,1696804029418,266277251,542
0.3,,,sell,27926.55,BTC-20OCT23-28500-C,33.07,,0.01529085,0.015,1,1696803668187,266277068,681
0.1,,,sell,27935.73,BTC-24NOV23-21000-P,50.3,,0.00324059,0.0034,0,1696803651837,266277051,387
0.3,,,sell,27918.76,BTC-24NOV23-30000-C,35.13,,0.02475807,0.0245,2,1696803629045,266277017,1051
0.1,,,buy,27892.98,BTC-29MAR24-40000-C,52.56,,0.03975021,0.04,3,1696803509465,266276956,832
7.5,,,sell,27839.26,BTC-29DEC23-23000-P,44.07,,0.01647269,0.0165,0,1696803317333,266276779,1178
9.6,,,buy,27821.92,BTC-24NOV23-22000-P,46.74,,0.00487106,0.0049,0,1696803259012,266276675,617
10.0,,,sell,27834.69,BTC-9OCT23-28750-C,51.27,,0.000246,0.0002,3,1696803165881,266276484,165
16.4,,,sell,27842.58,BTC-13OCT23-31000-C,49.26,,0.00050297,0.0005,2,1696803159585,266276449,455
6.0,,,buy,27848.34,BTC-20OCT23-29500-C,35.73,,0.00624628,0.0065,3,1696803104902,266276275,406
0.1,,,buy,27840.94,BTC-20OCT23-24500-P,45.16,,0.00169769,0.0017,0,1696803090721,266276214,78
2.0,,,sell,27840.94,BTC-20OCT23-30000-C,37.58,,0.004443,0.0046,2,1696803090344,266276210,507
0.1,,,buy,27858.25,BTC-20OCT23-25000-P,42.79,,0.00244053,0.0024,3,1696803075826,266276095,209
5.0,,,buy,27865.58,BTC-11OCT23-26500-P,46.01,,0.00142538,0.0015,0,1696803074876,266276089,5
1.2,,,buy,27886.59,BTC-11OCT23-28000-P,34.7,,0.01314085,0.0135,0,1696803059435,266275955,15
0.1,,,sell,27888.8,BTC-20OCT23-28000-C,33.29,,0.02168658,0.022,2,1696803009154,266275762,677
2.7,,,sell,27900.24,BTC-20OCT23-33000-C,46.51,,0.00076304,0.0007,1,1696802981259,266275716,78
0.3,,,sell,27914.25,BTC-24NOV23-32000-C,38.11,,0.01312584,0.013,2,1696802862436,266275664,853
0.1,,,buy,27909.93,BTC-28JUN24-45000-C,57.95,,0.05976688,0.061,1,1696802764267,266275608,579
0.3,,,sell,27906.56,BTC-24NOV23-31000-C,36.44,,0.01765528,0.0175,2,1696802762144,266275606,881
0.6,,,sell,27915.83,BTC-11OCT23-27250-P,37.62,,0.00376564,0.0037,1,1696802745020,266275566,10
19.0,,,buy,27918.05,BTC-28JUN24-50000-C,61.78,,0.0488038,0.052,1,1696802737229,266275487,610
1.0,,,buy,27926.55,BTC-11OCT23-25500-P,56.63,,0.00037857,0.0004,1,1696802733275,266275464,2
0.3,,,sell,27934.34,BTC-27OCT23-30000-C,33.46,,0.00800736,0.0075,2,1696802696211,266275437,3362
0.9,,,sell,27942.47,BTC-27OCT23-32000-C,40.32,,0.00281677,0.003,1,1696802622045,266275369,1984
0.1,,,sell,27954.31,BTC-24NOV23-29000-P,34.1,,0.0663265,0.0665,0,1696802574945,266275339,143
0.1,,,sell,27936.34,BTC-20OCT23-24000-P,47.01,,0.00109668,0.001,2,1696802306911,266275139,65
2.0,,,buy,27935.07,BTC-20OCT23-32000-C,43.41,,0.00113736,0.0013,0,1696802267712,266275112,316
1.0,,,buy,27929.41,BTC-20OCT23-31000-C,40.49,,0.00222414,0.0025,0,1696802234032,266275089,260
0.1,,,sell,27977.38,BTC-9OCT23-27000-C,67.22,,0.03523471,0.0355,1,1696801864387,266274937,11
2.0,,,sell,27979.09,BTC-27SEP24-85000-C,69.19,,0.03070476,0.0285,2,1696801753376,266274913,4
0.1,,,buy,27982.51,BTC-27OCT23-33000-C,42.23,,0.00185598,0.0018,0,1696801725925,266274906,1484
1.0,,,buy,27983.47,BTC-27OCT23-34000-C,46.16,,0.00133499,0.0014,2,1696801714970,266274901,1898
0.1,,,buy,27983.9,BTC-20OCT23-28000-P,32.85,,0.02270165,0.023,2,1696801688756,266274890,246
0.1,,,buy,27988.16,BTC-24NOV23-36000-C,44.72,,0.00480494,0.0048,2,1696801045651,266274479,385
0.1,,,sell,27986.35,BTC-13OCT23-25500-P,48.98,,0.00093089,0.0009,2,1696801037079,266274476,682
7.0,,,sell,27987.75,BTC-27OCT23-26500-P,35.61,,0.01092288,0.011,3,1696800986998,266274360,688
0.3,,,buy,27950.96,BTC-29DEC23-33000-C,40.56,,0.0245229,0.0245,0,1696800908640,266273973,1711
0.5,,,buy,27925.3,BTC-24NOV23-25000-P,38.24,,0.01402119,0.014,1,1696800742009,266273696,884
4.0,,,buy,27941.38,BTC-27OCT23-24000-P,47.14,,0.00305903,0.0032,1,1696800418737,266273626,2248
2.6,,,sell,27949.42,BTC-10OCT23-29000-C,38.78,,0.00088137,0.0007,3,1696800211559,266273613,28
1.0,,,buy,27949.34,BTC-11OCT23-26000-P,51.22,,0.0005875,0.0007,0,1696800206255,266273612,2
1.0,,,sell,27939.41,BTC-13OCT23-24500-P,57.05,,0.00049784,0.0004,2,1696800126128,266273582,442
0.1,,,buy,27940.03,BTC-24NOV23-34000-C,41.34,,0.00740176,0.0075,0,1696799974905,266273578,632
0.1,,,buy,27955.16,BTC-20OCT23-27500-P,33.01,,0.01572196,0.0155,3,1696799846832,266273534,256
2.0,,,buy,27959.86,BTC-29DEC23-37000-C,45.11,,0.01154314,0.012,1,1696799755350,266273522,737
2.8,,,sell,27959.67,BTC-29DEC23-36000-C,43.83,,0.0136073,0.014,3,1696799721493,266273521,1268
1.9,,,buy,27959.44,BTC-29DEC23-21000-P,48.55,,0.00866571,0.009,1,1696799707676,266273519,1107
0.2,,,sell,27959.66,BTC-27OCT23-28000-C,32.02,,0.02894962,0.029,0,1696799626741,266273474,3078
8.3,,,buy,27949.0,BTC-13OCT23-26000-P,45.82,,0.0015223,0.0017,3,1696799351845,266273297,864
49.0,,,buy,27938.8,BTC-9OCT23-29500-C,68.02,,4.833e-05,0.0001,3,1696799082609,266273209,117
0.4,,,sell,27928.91,BTC-20OCT23-26500-P,35.03,,0.00669046,0.0065,3,1696798993345,266273098,441
0.2,,,sell,27924.31,BTC-29DEC23-40000-C,47.6,,0.00747661,0.007,2,1696798685378,266273044,4024
5.0,,,buy,27931.74,BTC-27OCT23-24500-P,44.21,,0.00372747,0.0039,0,1696798491307,266273027,381
2.6,,,sell,27935.41,BTC-13OCT23-29000-C,34.72,,0.00368211,0.0034,2,1696798359278,266273021,937
18.0,,,buy,27936.47,BTC-13OCT23-21000-P,103.22,,4.415e-05,0.0002,1,1696798130265,266272959,88
20.0,,,buy,27930.37,BTC-20OCT23-21000-P,70.32,,0.00021156,0.0004,0,1696797993591,266272953,27
0.1,,,sell,27924.8,BTC-29DEC23-30000-C,37.82,,0.04650784,0.0465,1,1696797485557,266272682,3218
1.7,,,sell,27898.41,BTC-29DEC23-38000-C,46.18,,0.0099359,0.01,3,1696797253628,266272435,994
0.1,,,sell,27899.73,BTC-29DEC23-29000-C,37.19,,0.05830636,0.058,0,1696797004896,266272432,1550
0.1,,,sell,27903.84,BTC-20OCT23-27000-P,32.86,,0.01031893,0.01,2,1696796911141,266272428,389
1.0,,,sell,27908.22,BTC-29DEC23-55000-C,64.38,,0.00191242,0.0021,3,1696795345699,266272258,1204
0.1,,,sell,27903.14,BTC-10OCT23-29500-C,44.96,,0.00040895,0.0003,2,1696795227785,266272244,32
4.0,,,buy,27902.36,BTC-13OCT23-30000-C,43.13,,0.00116564,0.0014,0,1696794923534,266272191,809
2.0,,,sell,27920.12,BTC-13OCT23-28000-P,33.54,,0.01654356,0.0165,3,1696792305258,266271650,472
0.8,,,sell,27883.69,BTC-9OCT23-26750-P,54.95,,0.00029869,0.0002,2,1696791357276,266271188,27
0.1,,,buy,27859.96,BTC-9OCT23-27750-C,30.97,,0.00714962,0.007,0,1696790513553,266271016,87
0.1,,,sell,27853.84,BTC-29DEC23-19000-P,52.6,,0.00518006,0.0049,2,1696790474077,266271006,747
1.0,,,buy,27845.04,BTC-10OCT23-28750-C,38.27,,0.00124467,0.0012,3,1696789932680,266270927,17
0.1,,,sell,27843.78,BTC-29DEC23-45000-C,53.83,,0.00437888,0.0041,2,1696789627600,266270849,2242
3.8,,,buy,27846.83,BTC-27OCT23-27500-C,31.69,,0.0360844,0.036,2,1696789388089,266270819,646
0.1,,,sell,27853.1,BTC-13OCT23-27500-C,33.77,,0.02221888,0.022,2,1696789150429,266270658,1055
0.1,,,sell,27858.62,BTC-11OCT23-30500-C,51.71,,0.00040841,0.0003,1,1696789111713,266270513,4
3.2,,,buy,27866.93,BTC-28JUN24-28000-C,50.89,,0.18535119,0.1845,1,1696788517199,266270108,164
13.0,,,sell,27866.93,BTC-28JUN24-27000-P,50.19,,0.13574338,0.1325,3,1696788516903,266270106,290
0.4,,,sell,27869.05,BTC-28JUN24-30000-C,50.71,,0.15744977,0.1555,1,1696788513595,266270102,485
0.2,,,buy,27878.6,BTC-27OCT23-26000-P,36.59,,0.00833798,0.0085,0,1696788351006,266269956,2881
1.4,,,buy,27917.47,BTC-24NOV23-23000-P,44.15,,0.00670272,0.007,1,1696787028558,266269728,717
0.1,,,sell,27915.61,BTC-20OCT23-23500-P,48.79,,0.00079107,0.0007,3,1696786978178,266269709,69
1.0,,,buy,27914.13,BTC-10OCT23-31000-C,64.37,,6.405e-05,0.0001,1,1696786812614,266269678,5
0.3,,,buy,27909.84,BTC-28JUN24-20000-P,54.16,,0.04405133,0.045,2,1696786169673,266269529,360
0.3,,,buy,27911.05,BTC-27SEP24-25000-P,53.94,,0.12390365,0.129,1,1696786167394,266269527,21
1.0,,,buy,27911.15,BTC-27SEP24-19000-P,54.4,,0.05041907,0.05,2,1696786153475,266269522,30
0.3,,,buy,27911.15,BTC-27SEP24-23000-P,53.81,,0.09489784,0.0975,3,1696786153169,266269521,9
0.2,,,sell,27930.1,BTC-27OCT23-28500-C,31.68,,0.02061782,0.0205,2,1696784356271,266269063,716
3.0,,,buy,27926.55,BTC-27OCT23-20000-P,69.86,,0.00066842,0.0008,0,1696783700170,266268939,526
0.1,,,buy,27937.17,BTC-11OCT23-28500-C,33.3,,0.0040786,0.004,0,1696783639020,266268936,20
1.4,,,sell,27928.93,BTC-20OCT23-26000-P,36.98,,0.00453055,0.0044,3,1696783604662,266268911,436
1.0,,,sell,27936.28,BTC-29DEC23-35000-C,42.14,,0.01652986,0.016,0,1696783463546,266268887,2464
0.7,,,sell,27902.17,BTC-10OCT23-27250-P,39.12,,0.00237879,0.0026,1,1696783150850,266268607,38
2.9,,,buy,27906.28,BTC-11OCT23-27000-P,37.21,,0.0022058,0.0024,0,1696783118884,266268590,8
5.9,,,sell,27906.58,BTC-11OCT23-25000-P,60.94,,0.00019732,0.0003,1,1696783089021,266268496,6
11.5,,,buy,27917.48,BTC-13OCT23-29500-C,38.17,,0.00209248,0.0021,2,1696781595404,266268099,630
3.0,BTC-CS-28JUN24-26000_27000,266268024,buy,27936.08,BTC-28JUN24-26000-C,50.46,,0.21705755,0.2175,0,1696781370499,266268025,52
3.0,BTC-CS-28JUN24-26000_27000,266268024,sell,27936.08,BTC-28JUN24-27000-C,50.0,,0.19919293,0.1989,0,1696781370499,266268026,296
0.3,,,sell,27922.63,BTC-27SEP24-24000-P,51.85,,0.10859409,0.106,3,1696780984815,266267626,16
0.1,,,sell,27922.15,BTC-11OCT23-31000-C,49.65,,0.00021765,0.0001,3,1696780327927,266267368,5
4.0,,,sell,27913.57,BTC-24NOV23-45000-C,56.12,,0.00098593,0.0008,2,1696780089325,266267309,81
0.1,,,sell,27906.62,BTC-10OCT23-30500-C,54.16,,0.0001101,0.0001,1,1696779251137,266267123,1
3.6,,,buy,27926.79,BTC-29DEC23-39000-C,46.94,,0.00848091,0.0085,2,1696779040354,266267000,827
0.1,,,sell,27940.66,BTC-29MAR24-21000-P,51.09,,0.03133624,0.031,2,1696778846216,266266679,362
1.0,,,sell,27940.29,BTC-27OCT23-23000-P,51.03,,0.00195838,0.0019,2,1696778675942,266266646,1574
1.0,,,sell,27932.12,BTC-29DEC23-50000-C,59.05,,0.00293732,0.0028,2,1696778587593,266266449,1976
2.1,,,sell,27927.05,BTC-27OCT23-40000-C,64.29,,0.00048826,0.0004,1,1696778497215,266266388,647
2.0,BTC-PS-27SEP24-27000_26000,266266120,buy,27952.34,BTC-27SEP24-27000-P,52.42,,0.15729873,0.1577,0,1696778120054,266266122,18
2.0,BTC-PS-27SEP24-27000_26000,266266120,sell,27952.34,BTC-27SEP24-26000-P,52.28,,0.13971253,0.1394,2,1696778120054,266266121,10
2.2,,,buy,27960.64,BTC-10OCT23-25000-P,66.81,,7.628e-05,0.0001,3,1696777755779,266266019,12
2.0,,,buy,27954.11,BTC-29MAR24-39000-C,51.8,,0.04456528,0.044,2,1696777504440,266265903,258
1.4,,,sell,27960.11,BTC-29DEC23-20000-P,51.36,,0.00695869,0.007,1,1696777414523,266265836,1671
0.1,,,buy,27955.68,BTC-27SEP24-35000-C,53.55,,0.14505882,0.1445,0,1696776265544,266265105,17
0.1,,,sell,27952.62,BTC-27SEP24-28000-C,52.47,,0.22325096,0.2235,0,1696776258864,266265096,9
2.0,,,buy,27935.25,BTC-11OCT23-30000-C,46.1,,0.00042269,0.0006,0,1696776155745,266265052,6
1.0,,,buy,27936.92,BTC-24NOV23-28000-P,34.05,,0.04641414,0.0465,0,1696775895073,266264974,370
1.0,,,sell,27892.99,BTC-27OCT23-21000-P,62.62,,0.00090181,0.001,2,1696775404129,266264711,771
4.0,,,buy,27898.64,BTC-27OCT23-45000-C,71.68,,5.851e-05,0.0001,3,1696775310288,266264587,71
0.1,,,buy,27908.46,BTC-27OCT23-25000-P,41.14,,0.00489361,0.0049,2,1696774888814,266264407,2832
1.0,,,buy,27911.0,BTC-29DEC23-22000-P,46.08,,0.01177171,0.012,0,1696774245008,266264112,1170
0.1,,,sell,27956.7,BTC-29DEC23-24000-P,41.67,,0.02091323,0.0205,3,1696773941693,266263911,1413
5.0,,,buy,27927.89,BTC-24NOV23-27000-C,34.49,,0.07080753,0.0705,2,1696773272440,266263278,922
0.5,,,sell,27954.63,BTC-27OCT23-16000-P,97.53,,0.00021268,0.0003,3,1696773136366,266263131,71
0.1,,,buy,28011.03,BTC-20OCT23-30500-C,37.38,,0.00362908,0.0035,1,1696772938110,266262716,277
0.1,,,buy,27885.79,BTC-29MAR24-27000-P,46.47,,0.09806156,0.098,1,1696771796823,266261345,297
1.7,,,buy,27748.87,BTC-10OCT23-27500-C,31.9,,0.01403836,0.014,1,1696770875450,266259760,3
0.4,,,sell,27737.92,BTC-27OCT23-25500-P,38.15,,0.00696267,0.007,1,1696770780655,266259491,682
0.2,,,buy,27749.1,BTC-29MAR24-22000-P,49.29,,0.03831161,0.0385,0,1696770768286,266259465,435
0.1,,,sell,27834.16,BTC-29MAR24-30000-C,46.93,,0.10822572,0.107,1,1696769723596,266258642,667
0.1,,,sell,27864.22,BTC-29MAR24-90000-C,71.11,,0.00393539,0.0027,2,1696768235650,266258315,114
0.1,,,sell,27863.4,BTC-27SEP24-15000-P,57.84,,0.02528914,0.0235,2,1696768202213,266258314,23
0.1,,,buy,27871.77,BTC-11OCT23-28750-C,31.88,,0.00197273,0.0019,3,1696767820145,266258229,10
1.0,,,sell,27863.38,BTC-27OCT23-18000-P,77.85,,0.00033833,0.0003,3,1696767614790,266258036,282
