amount,combo_id,combo_trade_id,direction,index_price,instrument_name,iv,liquidation,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.3,,,sell,27836.27,BTC-29DEC23-15000-P,65.76,,0.00207068,0.0018,2,1696766164774,266257693,633
0.4,,,sell,27848.16,BTC-27OCT23-27000-C,32.54,,0.04819197,0.048,3,1696766079611,266257646,2682
5.0,,,sell,27861.03,BTC-27OCT23-26000-C,36.14,,0.07690922,0.077,2,1696765119040,266257355,1667
0.1,,,buy,27834.36,BTC-28JUN24-120000-C,77.49,,0.00697989,0.007,3,1696764414822,266257143,345
0.1,,,buy,27827.28,BTC-29DEC23-16000-P,64.58,,0.00267934,0.0029,2,1696764334073,266257136,578
0.1,,,sell,27829.99,BTC-29DEC23-70000-C,74.97,,0.00072752,0.0009,0,1696764277324,266257131,396
0.1,,,sell,27828.77,BTC-29DEC23-65000-C,71.41,,0.00085806,0.0011,2,1696764264811,266257130,595
0.1,,,buy,27827.5,BTC-29DEC23-60000-C,68.74,,0.00138017,0.0016,0,1696764244555,266257129,1237
0.1,,,sell,27833.42,BTC-20OCT23-27500-C,32.2,,0.03006682,0.03,2,1696764121003,266257102,238
0.8,,,sell,27854.89,BTC-29DEC23-17000-P,60.33,,0.00344749,0.0034,3,1696763740932,266257007,593
6.0,,,sell,27849.14,BTC-20OCT23-25500-P,38.34,,0.00348047,0.0031,2,1696762544485,266256663,304
0.1,,,sell,27829.83,BTC-24NOV23-38000-C,48.44,,0.00343569,0.0032,3,1696762040803,266256267,333
5.0,,,buy,27868.51,BTC-27OCT23-22000-P,56.37,,0.00132693,0.0014,0,1696761577674,266255905,1082
0.1,,,sell,27916.2,BTC-11OCT23-29000-C,32.4,,0.00138126,0.0013,3,1696758205798,266254580,3
0.5,,,sell,27945.55,BTC-27SEP24-40000-C,55.58,,0.11411487,0.112,0,1696756406293,266254261,25
3.0,,,buy,27945.44,BTC-29MAR24-34000-C,48.22,,0.07045574,0.069,2,1696756363371,266254253,240
2.0,,,sell,27945.71,BTC-27OCT23-19000-P,73.87,,0.00058884,0.0005,2,1696756308096,266254251,243
0.9,,,sell,27932.11,BTC-13OCT23-22000-P,87.68,,0.0001977,0.0003,1,1696755837311,266254149,70
4.9,,,sell,27932.14,BTC-29DEC23-10000-P,89.85,,0.00078232,0.0006,3,1696755789724,266254144,371
6.0,,,sell,27933.35,BTC-27OCT23-36000-C,50.92,,0.00091751,0.0007,0,1696755659665,266254127,855
1.9,,,sell,27932.38,BTC-27OCT23-35000-C,50.06,,0.00134374,0.0012,1,1696755578860,266254111,864
0.3,,,sell,27925.56,BTC-13OCT23-24000-P,63.18,,0.00045354,0.0005,1,1696755406300,266254072,178
0.7,,,sell,27925.92,BTC-9OCT23-26500-P,45.62,,0.00014869,0.0001,3,1696755366757,266254066,55
0.5,,,buy,27935.98,BTC-13OCT23-25000-P,52.51,,0.00073188,0.0008,1,1696754715046,266253936,446
0.2,,,sell,27945.31,BTC-13OCT23-32000-C,45.66,,0.0002169,0.0001,3,1696754062414,266253872,180
0.3,,,buy,27945.07,BTC-13OCT23-23000-P,75.97,T,0.0002771,0.0004,3,1696754009103,266253867,115
0.1,,,buy,27950.4,BTC-9OCT23-25000-C,0.0,,0.10550899,0.1055,1,1696753791128,266253836,1
1.0,,,buy,27908.48,BTC-29MAR24-23000-P,48.41,,0.04551207,0.046,0,1696752831763,266252777,324
0.2,,,buy,27922.45,BTC-9OCT23-28500-P,24.87,,0.02151323,0.021,1,1696752051681,266252204,1
1.0,,,buy,27925.06,BTC-27SEP24-10000-P,68.62,T,0.00823309,0.009,2,1696751610831,266252117,29
5.0,BTC-CCOND-13OCT23-26500_27000_29000_29500,266251701,buy,27918.53,BTC-13OCT23-26500-C,40.7,,0.05373743,0.054,2,1696750612720,266251702,397
5.0,BTC-CCOND-13OCT23-26500_27000_29000_29500,266251701,sell,27918.53,BTC-13OCT23-27000-C,35.96,,0.03803171,0.0379,0,1696750612720,266251703,578
0.3,,,buy,27931.13,BTC-27OCT23-29000-P,34.16,,0.05312108,0.053,1,1696749748359,266251556,540
1.0,,,sell,27936.95,BTC-27OCT23-28500-P,33.85,,0.04097156,0.041,0,1696749687716,266251532,126
8.0,,,buy,27934.05,BTC-20OCT23-22500-P,56.96,,0.00046405,0.0006,1,1696749235688,266251457,44
0.3,,,buy,27913.03,BTC-29MAR24-24000-P,47.4,,0.0561741,0.0555,0,1696747957037,266251172,376
0.1,,,sell,27921.42,BTC-8OCT23-28000-C,18.41,,5.692e-05,0.0001,3,1696747635746,266250984,644
1.1,,,buy,27938.17,BTC-8OCT23-27750-P,34.86,,6.902e-05,0.0001,3,1696747330319,266250820,320
0.1,,,sell,28016.95,BTC-8OCT23-28000-P,8.0,,0.00133597,0.0004,2,1696739083201,266247884,213
1.0,,,sell,27994.15,BTC-8OCT23-28250-C,25.97,,0.00010713,0.0001,2,1696738504853,266247674,329
