amount,contracts,direction,index_price,instrument_name,iv,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.1,0.1,buy,41768.31,BTC-26APR24-25000-P,63.13,0.003656,0.0042,0,1706361556167,281771174,51
0.1,0.1,sell,41764.92,BTC-30JAN24-41500-C,29.41,0.014324,0.014,1,1706361487143,281771158,27
0.1,0.1,sell,41738.91,BTC-23FEB24-65000-C,63.88,0.00052198,0.0004,3,1706360469141,281770982,496
1.4,1.4,sell,41746.2,BTC-30JAN24-43500-C,31.77,0.0011419,0.0009,2,1706360388066,281770967,3
3.0,3.0,buy,41752.43,BTC-9FEB24-37000-C,43.46,0.11907451,0.1185,0,1706359449975,281770819,20
2.0,2.0,buy,41751.75,BTC-9FEB24-36000-C,46.1,0.14189287,0.1415,0,1706359437864,281770812,3
0.1,0.1,sell,41774.23,BTC-30JAN24-38000-P,45.04,0.00017512,0.0001,2,1706358757704,281770508,4
0.6,0.6,buy,41729.77,BTC-23FEB24-34000-P,49.9,0.00328161,0.0031,3,1706357840705,281770349,617
3.0,3.0,buy,41742.32,BTC-2FEB24-35000-P,62.23,0.00022604,0.0003,3,1706357760202,281770315,652
2.0,2.0,buy,41744.86,BTC-2FEB24-47000-C,52.68,0.00089117,0.0011,0,1706357689090,281770309,825
0.2,0.2,buy,41757.46,BTC-28JUN24-41000-C,50.26,0.15580791,0.1555,0,1706357563126,281770293,258
0.1,0.1,buy,41754.42,BTC-29MAR24-44000-P,43.36,0.09289081,0.0925,3,1706356145168,281769844,288
4.5,4.5,buy,41756.0,BTC-30JAN24-40000-P,33.47,0.00094506,0.0009,3,1706355806347,281769736,6
0.1,0.1,sell,41754.79,BTC-26APR24-60000-C,49.99,0.01251438,0.0115,0,1706355522792,281769669,57
0.5,0.5,sell,41740.61,BTC-2FEB24-51000-C,63.88,0.00019762,0.0002,2,1706355266036,281769644,339
0.3,0.3,sell,41759.47,BTC-28JAN24-40000-P,40.88,4.564e-05,0.0001,3,1706354702216,281769408,121
1.0,1.0,buy,41753.31,BTC-26APR24-32000-P,50.76,0.0136763,0.0135,2,1706354634975,281769405,31
2.0,2.0,sell,41751.79,BTC-27SEP24-80000-C,60.36,0.03590997,0.037,0,1706354573302,281769398,292
0.1,0.1,buy,41743.46,BTC-23FEB24-44000-P,40.09,0.07217675,0.072,0,1706354480831,281769374,642
0.5,0.5,sell,41759.08,BTC-16FEB24-48000-C,44.33,0.00535599,0.005,0,1706354271101,281769309,51
4.5,4.5,buy,41758.61,BTC-29MAR24-60000-C,53.58,0.00601556,0.0065,1,1706353862903,281769226,2643
0.7,0.7,sell,41750.85,BTC-29JAN24-39000-P,41.34,0.00013063,0.0001,3,1706353695456,281769213,45
0.1,0.1,sell,41750.34,BTC-2FEB24-48000-C,52.67,0.0006082,0.0005,2,1706353330765,281769134,633
0.1,0.1,buy,41768.41,BTC-16FEB24-40000-P,40.42,0.01775895,0.018,2,1706352489704,281768592,113
0.1,0.1,sell,41758.28,BTC-26APR24-54000-C,47.62,0.02410941,0.0225,2,1706352238958,281768547,49
0.1,0.1,buy,41716.37,BTC-29MAR24-49000-C,45.26,0.02512332,0.025,0,1706352106790,281768503,411
1.0,1.0,sell,41712.11,BTC-23FEB24-26000-P,76.8,0.00070098,0.0006,2,1706352089089,281768497,340
0.1,0.1,buy,41727.46,BTC-23FEB24-51000-C,47.75,0.00427779,0.0042,2,1706350295655,281767416,522
0.3,0.3,sell,41666.97,BTC-28JAN24-39500-P,47.26,8.833e-05,0.0001,3,1706348491211,281766281,62
0.1,0.1,sell,41605.78,BTC-29MAR24-39000-P,44.45,0.03785674,0.038,1,1706347891110,281765825,546
0.3,0.3,buy,41555.36,BTC-9FEB24-35000-P,51.73,0.00122009,0.0013,1,1706347466454,281765680,149
0.1,0.1,buy,41519.8,BTC-27DEC24-25000-P,57.31,0.02910199,0.029,2,1706346980264,281765475,88
0.1,0.1,sell,41532.32,BTC-26APR24-39000-P,46.01,0.05334453,0.052,0,1706346883936,281765442,18
0.8,0.8,sell,41526.3,BTC-28JAN24-39000-P,53.81,7.679e-05,0.0001,3,1706346565011,281765217,93
0.1,0.1,sell,41507.41,BTC-30JAN24-39500-P,35.72,0.00101389,0.0008,1,1706346264659,281765022,1
1.0,1.0,sell,41523.63,BTC-30JAN24-46000-C,46.05,8.909e-05,0.0001,1,1706345794258,281763927,1
0.2,0.2,sell,41510.25,BTC-27DEC24-45000-C,56.2,0.20985975,0.2125,2,1706345748695,281763815,74
1.0,1.0,buy,41686.96,BTC-27DEC24-75000-C,60.76,0.0751255,0.0775,0,1706345391426,281763185,98
1.0,1.0,buy,41618.4,BTC-29JAN24-41000-C,28.07,0.01776805,0.018,0,1706345129261,281762686,59
1.0,1.0,buy,41594.24,BTC-29JAN24-40500-C,30.77,0.02774816,0.028,0,1706345032072,281762531,25
1.0,1.0,sell,41558.22,BTC-28JUN24-45000-C,51.68,0.11416317,0.116,2,1706344901039,281762317,1519
0.3,0.3,sell,41585.4,BTC-26APR24-42000-C,46.95,0.09906435,0.099,0,1706344343616,281762075,190
0.2,0.2,sell,41601.48,BTC-27SEP24-29000-P,57.2,0.03676781,0.037,3,1706343987625,281761878,106
1.0,1.0,sell,41557.05,BTC-30JAN24-46500-C,49.75,4.983e-05,0.0001,1,1706343740561,281761640,1
1.0,1.0,sell,41564.81,BTC-30JAN24-47000-C,53.77,4.979e-05,0.0001,1,1706343538722,281761396,1
1.0,1.0,sell,41564.74,BTC-30JAN24-48000-C,61.85,4.971e-05,0.0001,1,1706343533500,281761392,1
0.2,0.2,sell,41563.53,BTC-29JAN24-46000-C,55.75,0.00010001,0.0001,3,1706343458443,281761331,16
0.1,0.1,buy,41578.03,BTC-29MAR24-46000-P,43.72,0.12733101,0.127,0,1706343410422,281761252,256
0.3,0.3,sell,41616.28,BTC-29MAR24-48000-C,44.23,0.02879183,0.028,2,1706342992345,281760498,715
0.1,0.1,buy,41616.28,BTC-28JAN24-39500-C,0.0,0.05119062,0.051,0,1706342991879,281760495,25
0.8,0.8,sell,41632.89,BTC-27SEP24-30000-C,56.42,0.36298748,0.3645,2,1706342695573,281760233,196
0.2,0.2,sell,41640.99,BTC-28JAN24-44500-C,54.45,0.00014698,0.0001,3,1706342668059,281760137,35
1.0,1.0,buy,41655.7,BTC-28JAN24-38500-P,64.12,2.684e-05,0.0001,3,1706342514485,281759692,40
1.6,1.6,buy,41671.6,BTC-26APR24-43000-C,46.04,0.08827224,0.0875,2,1706341994176,281758677,133
0.1,0.1,sell,41691.41,BTC-28JUN24-56000-C,51.55,0.05082377,0.048,2,1706341837657,281758448,107
0.1,0.1,buy,41693.59,BTC-27JAN24-41000-C,0.0,0.01594056,0.0155,0,1706341820596,281758434,472
0.5,0.5,buy,41696.71,BTC-29JAN24-38500-P,50.24,0.00011949,0.0002,1,1706341738308,281758381,66
0.1,0.1,sell,41660.46,BTC-29MAR24-25000-P,66.6,0.00203525,0.0022,0,1706341379249,281757944,1403
0.2,0.2,sell,41646.86,BTC-23FEB24-52000-C,49.81,0.00363699,0.0036,2,1706341022444,281757659,775
0.1,0.1,buy,41650.51,BTC-27JAN24-41750-C,30.43,1.934e-05,0.0001,3,1706341021140,281757647,26
0.1,0.1,buy,41624.65,BTC-27JAN24-41500-P,32.92,0.0001433,0.0001,2,1706340898931,281757532,195
0.2,0.2,sell,41620.34,BTC-27JAN24-42000-C,73.32,1.088e-05,0.0001,3,1706340744958,281757325,626
0.1,0.1,sell,41619.78,BTC-27JAN24-41250-P,64.95,1.14e-06,0.0001,3,1706340304963,281756977,76
0.1,0.1,sell,41671.88,BTC-27JAN24-40000-C,0.0,0.04013065,0.04,2,1706339872162,281756494,282
0.1,0.1,sell,41676.88,BTC-9FEB24-40000-C,30.82,0.05670862,0.0505,2,1706338851296,281755425,175
0.1,0.1,buy,41683.0,BTC-27JAN24-41750-P,38.1,0.00185427,0.0025,0,1706338849050,281755420,125
0.3,0.3,sell,41730.95,BTC-26APR24-40000-P,45.85,0.06171422,0.0595,2,1706338043642,281755004,43
0.4,0.4,buy,41780.92,BTC-27SEP24-125000-C,66.74,0.01164083,0.01,2,1706337175039,281754456,36
0.1,0.1,sell,41758.96,BTC-29MAR24-59000-C,51.49,0.00696271,0.0065,2,1706334929534,281753833,67
0.1,0.1,sell,41815.56,BTC-27JAN24-42250-C,35.65,3.918e-05,0.0001,3,1706333627898,281753406,24
1.0,1.0,buy,41798.12,BTC-23FEB24-29000-P,69.02,0.00112205,0.0014,0,1706333318728,281753250,207
8.0,8.0,buy,41795.6,BTC-23FEB24-56000-C,56.57,0.00194034,0.0022,0,1706333270477,281753245,644
0.2,0.2,buy,41813.71,BTC-28JUN24-50000-P,51.5,0.23043621,0.229,2,1706332701139,281753067,158
0.2,0.2,buy,41820.6,BTC-26APR24-48000-P,46.92,0.17162736,0.1705,1,1706332655933,281753055,1
0.2,0.2,buy,41814.44,BTC-26APR24-47000-P,46.96,0.15481904,0.154,1,1706332643571,281753053,1
0.2,0.2,buy,41815.92,BTC-26APR24-49000-P,47.25,0.18940403,0.1885,1,1706332618792,281753051,1
0.2,0.2,buy,41811.19,BTC-26APR24-52000-P,47.77,0.24610874,0.245,1,1706332599739,281753028,1
0.2,0.2,buy,41811.6,BTC-26APR24-50000-P,47.55,0.20757493,0.207,2,1706332506600,281753011,3
1.0,1.0,buy,41854.57,BTC-23FEB24-64000-C,65.38,0.00062698,0.0007,0,1706331218345,281752385,304
0.5,0.5,sell,41859.34,BTC-16FEB24-32000-P,59.81,0.00122985,0.0012,3,1706330660127,281752256,49
0.1,0.1,buy,41829.06,BTC-27SEP24-22000-P,61.34,0.01345669,0.0125,3,1706330061882,281752101,154
0.1,0.1,buy,41806.63,BTC-27JAN24-41000-P,59.92,1.094e-05,0.0003,0,1706328966863,281751509,175
0.2,0.2,buy,41812.39,BTC-23FEB24-33000-P,53.71,0.00239799,0.0026,2,1706328784335,281751355,379
3.0,3.0,sell,41812.89,BTC-26APR24-45000-P,46.98,0.1234045,0.123,0,1706328374411,281751227,2
6.5,6.5,sell,41809.13,BTC-29JAN24-46500-C,55.61,0.00019838,0.0001,1,1706327622730,281750892,2
0.5,0.5,sell,41823.18,BTC-27JAN24-42500-C,43.31,0.00026908,0.0002,1,1706326640074,281750521,201
0.1,0.1,sell,41791.16,BTC-29JAN24-38000-P,51.25,0.0001626,0.0001,3,1706326328274,281750397,38
0.3,0.3,sell,41778.82,BTC-27JAN24-43000-C,61.29,9.871e-05,0.0001,3,1706326129830,281750314,123
0.2,0.2,buy,41769.43,BTC-27JAN24-42000-P,24.56,0.00593344,0.006,3,1706325234714,281749951,185
0.5,0.5,sell,41867.49,BTC-9FEB24-44000-P,39.62,0.06047239,0.0605,2,1706324116902,281749520,6
1.0,1.0,sell,41857.99,BTC-16FEB24-50000-C,47.22,0.00325507,0.0031,2,1706323612644,281749362,54
0.5,0.5,sell,41856.22,BTC-9FEB24-43000-P,39.26,0.04382179,0.044,2,1706323451951,281749331,21
0.1,0.1,sell,41876.04,BTC-9FEB24-34000-P,57.45,0.00107875,0.001,2,1706322336644,281748758,300
0.4,0.4,sell,41852.2,BTC-16FEB24-44000-P,40.02,0.06595724,0.066,1,1706322262953,281748704,2
0.1,0.1,sell,41822.49,BTC-16FEB24-43000-P,39.86,0.05026393,0.0505,3,1706320829465,281748321,14
1.0,1.0,buy,41814.43,BTC-16FEB24-41000-C,39.39,0.0506911,0.05,2,1706320747634,281748175,123
0.5,0.5,sell,41814.95,BTC-27DEC24-200000-C,70.94,0.00788521,0.007,2,1706320742134,281748163,23
1.0,1.0,buy,41824.6,BTC-2FEB24-56000-C,80.0,7.814e-05,0.0001,2,1706320308576,281747726,168
0.8,0.8,sell,41864.47,BTC-16FEB24-40000-C,41.46,0.06706449,0.0675,2,1706320059982,281747617,48
0.6,0.6,sell,41871.58,BTC-23FEB24-38000-C,43.61,0.11003925,0.1105,0,1706320007644,281747534,77
0.1,0.1,sell,41877.98,BTC-23FEB24-32000-P,55.5,0.001938,0.0018,3,1706319987057,281747499,541
0.7,0.7,buy,41908.3,BTC-23FEB24-10000-P,177.68,2.931e-05,0.0001,3,1706319321846,281746956,93
1.0,1.0,sell,41907.15,BTC-29MAR24-43000-P,44.54,0.0781192,0.0785,2,1706319161054,281746836,320
0.1,0.1,sell,41882.98,BTC-27JAN24-40750-C,63.14,0.02716304,0.0275,2,1706318956147,281746647,71
0.1,0.1,buy,41723.54,BTC-27JAN24-41500-C,12.56,0.00621703,0.0055,3,1706316637009,281745479,354
0.1,0.1,buy,41720.66,BTC-27JAN24-38000-P,135.55,3e-08,0.0001,2,1706316446365,281745246,110
0.1,0.1,sell,41735.45,BTC-29MAR24-26000-P,63.21,0.00251858,0.0024,2,1706316400407,281744994,799
0.1,0.1,sell,41798.34,BTC-29JAN24-47000-C,58.8,0.00018965,0.0001,1,1706315547317,281744469,4
7.8,7.8,sell,41791.89,BTC-27JAN24-40000-P,68.21,4.687e-05,0.0001,3,1706315180946,281744310,275
0.3,0.3,sell,41805.31,BTC-2FEB24-38000-C,46.87,0.09350169,0.0935,3,1706313654737,281743381,22
