amount,block_trade_id,block_trade_leg_count,combo_id,combo_trade_id,contracts,direction,index_price,instrument_name,iv,liquidation,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.2,,,,,0.2,sell,65260.27,BTC-22MAR24-65000-P,77.22,,0.03327291,0.0335,0,1710633584023,291786554,1463
0.1,,,,,0.1,buy,65261.28,BTC-22MAR24-86000-C,107.98,,0.00080032,0.001,2,1710633578951,291786553,329
0.1,,,,,0.1,sell,65266.62,BTC-5APR24-100000-C,92.13,,0.00245055,0.0025,2,1710633577243,291786552,28
0.3,,,,,0.3,buy,65313.52,BTC-5APR24-86000-C,79.35,,0.00714985,0.007,3,1710633527313,291786383,100
0.1,,,,,0.1,buy,65313.56,BTC-17MAR24-64000-P,75.88,,0.00214099,0.0023,1,1710633516183,291786382,181
0.2,,,,,0.2,buy,65325.82,BTC-29MAR24-61000-P,76.36,,0.02482376,0.025,0,1710633510961,291786379,1057
0.1,,,,,0.1,sell,65308.73,BTC-18MAR24-69500-C,79.53,,0.00217732,0.0024,3,1710633484301,291786340,108
5.0,,,,,5.0,sell,65343.29,BTC-19MAR24-74000-C,84.9,,0.00130106,0.001,2,1710633476772,291786338,16
0.1,,,,,0.1,sell,65338.82,BTC-22MAR24-62000-P,80.08,,0.01641286,0.0165,1,1710633472405,291786315,1051
1.0,,,,,1.0,buy,65330.62,BTC-22MAR24-64000-P,76.92,,0.02614673,0.026,3,1710633435267,291786223,1183
0.2,,,,,0.2,sell,65363.39,BTC-17MAR24-65000-P,61.79,,0.00534919,0.0049,2,1710633424845,291786190,360
1.0,,,,,1.0,buy,65373.93,BTC-18MAR24-62000-P,84.24,,0.00337217,0.0037,2,1710633415812,291786176,92
0.1,,,,,0.1,buy,65352.52,BTC-5APR24-88000-C,81.31,,0.00596422,0.006,3,1710633414199,291786174,72
0.1,,,,,0.1,sell,65332.31,BTC-18MAR24-70000-C,76.5,,0.00173004,0.0015,2,1710633407878,291786141,147
0.2,,,,,0.2,buy,65358.66,BTC-22MAR24-61000-P,82.16,,0.01278791,0.013,1,1710633399053,291786117,809
12.5,BLOCK-132339,2,BTC-PDIAG-22MAR24_19MAR24-60000_63000,,12.5,sell,65357.13,BTC-22MAR24-60000-P,82.14,,0.0100787,0.0096,2,1710633396774,291786115,842
12.5,BLOCK-132339,2,BTC-PDIAG-22MAR24_19MAR24-60000_63000,,12.5,buy,65357.13,BTC-19MAR24-63000-P,80.26,,0.01047736,0.0107,0,1710633396774,291786116,40
0.2,,,,,0.2,buy,65305.02,BTC-18MAR24-74000-C,100.68,,0.00030061,0.0005,0,1710633366855,291785923,72
6.0,,,,,6.0,buy,65333.87,BTC-29MAR24-58000-P,79.32,,0.01442458,0.0145,0,1710633359626,291785912,1062
0.2,,,,,0.2,buy,65337.57,BTC-22MAR24-63000-P,77.64,,0.02083485,0.0205,2,1710633352698,291785865,1280
0.1,,,,,0.1,buy,65337.57,BTC-5APR24-72000-C,73.0,,0.03471497,0.0345,2,1710633352321,291785862,197
0.3,,,,,0.3,buy,65297.89,BTC-19MAR24-67000-C,75.55,,0.01426794,0.014,1,1710633344635,291785838,28
3.0,,,,,3.0,sell,65309.15,BTC-29MAR24-65000-C,74.23,,0.06036259,0.0605,0,1710633328788,291785791,6181
0.2,,,,,0.2,sell,65307.68,BTC-18MAR24-65500-C,71.55,,0.01657488,0.0165,2,1710633327152,291785781,17
0.1,,,,,0.1,buy,65367.48,BTC-5APR24-70000-C,72.67,,0.04405551,0.0435,2,1710633321443,291785736,237
0.1,,,,,0.1,buy,65316.38,BTC-19MAR24-71500-C,82.53,,0.00291799,0.0028,2,1710633315796,291785682,24
0.5,,,,,0.5,sell,65266.76,BTC-29MAR24-65000-P,74.38,,0.04830552,0.0485,1,1710633313442,291785663,1573
2.7,,,,,2.7,sell,65243.83,BTC-29MAR24-85000-C,84.91,,0.00394369,0.0037,2,1710633311041,291785642,2739
0.1,,,,,0.1,sell,65227.11,BTC-26APR24-88000-C,79.69,,0.02404262,0.024,2,1710633279799,291785524,203
0.1,,,,,0.1,sell,65238.42,BTC-17MAR24-65500-C,54.21,,0.00601074,0.0049,2,1710633275084,291785510,18
2.0,,,,,2.0,sell,65210.32,BTC-29MAR24-60000-P,75.7,,0.02113339,0.0205,3,1710633272035,291785492,1774
0.3,,,,,0.3,sell,65227.21,BTC-26APR24-73000-C,75.87,,0.06638657,0.0665,2,1710633259673,291785436,442
0.1,,,,,0.1,sell,65260.82,BTC-5APR24-65000-C,72.79,,0.07508784,0.075,2,1710633259413,291785435,222
0.1,,,,,0.1,sell,65260.82,BTC-19MAR24-65500-C,76.51,,0.02337493,0.0235,2,1710633258754,291785432,9
4.0,,,,,4.0,buy,65273.71,BTC-29MAR24-63000-P,75.37,,0.03505613,0.0355,0,1710633257662,291785401,1381
3.0,,,,,3.0,buy,65280.61,BTC-26APR24-65000-P,75.0,,0.08243428,0.0825,0,1710633257447,291785398,887
12.5,BLOCK-132338,2,BTC-PS-29MAR24-60000_59000,,12.5,sell,65319.2,BTC-29MAR24-59000-P,77.45,,0.01739438,0.0171,0,1710633251834,291785345,897
0.1,,,,,0.1,sell,65329.32,BTC-29MAR24-77000-C,77.32,,0.01036638,0.0105,2,1710633219790,291785206,859
0.1,,,,,0.1,sell,65369.42,BTC-19MAR24-64500-P,77.84,,0.01763754,0.018,0,1710633208911,291785165,3
0.1,,,,,0.1,buy,65331.77,BTC-26APR24-86000-C,79.43,,0.02761767,0.028,2,1710633205729,291785145,265
0.1,,,,,0.1,buy,65321.7,BTC-5APR24-63000-P,72.83,,0.04444285,0.044,1,1710633192855,291785058,33
0.2,,,,,0.2,sell,65309.98,BTC-5APR24-82000-C,77.34,,0.01092689,0.011,3,1710633181179,291785018,126
0.1,,,,,0.1,sell,65336.67,BTC-29MAR24-69000-C,73.51,,0.03432307,0.0345,3,1710633181038,291785017,577
0.5,,,,,0.5,buy,65320.86,BTC-26APR24-43000-P,86.66,,0.00611116,0.006,0,1710633175436,291784980,612
0.1,,,,,0.1,sell,65338.35,BTC-19MAR24-71000-C,82.51,,0.00359086,0.0036,2,1710633165442,291784950,44
0.1,,,,,0.1,buy,65349.97,BTC-18MAR24-69000-C,73.9,,0.00284316,0.0026,2,1710633157015,291784927,64
0.1,,,,,0.1,sell,65374.57,BTC-19MAR24-70500-C,81.01,,0.00438432,0.0043,2,1710633152650,291784904,28
0.1,,,,,0.1,sell,65374.57,BTC-31MAY24-115000-C,83.51,,0.01870723,0.019,2,1710633152562,291784903,115
0.1,,,,,0.1,buy,65417.94,BTC-26APR24-58000-P,76.18,,0.0402509,0.0405,1,1710633148941,291784884,474
0.1,,,,,0.1,sell,65451.38,BTC-26APR24-77000-P,76.57,,0.19552478,0.1955,0,1710633134569,291784854,53
1.2,,,,,1.2,sell,65444.67,BTC-17MAR24-70500-P,0.0,,0.07716528,0.077,1,1710633133688,291784850,44
0.4,,,,,0.4,sell,65368.95,BTC-18MAR24-65500-P,69.72,,0.01803422,0.0175,0,1710633114362,291784778,54
0.2,,,,,0.2,sell,65352.67,BTC-18MAR24-63000-P,73.78,,0.00566854,0.0049,3,1710633111895,291784774,47
5.0,,,,,5.0,sell,65444.24,BTC-18MAR24-73000-C,86.76,,0.0005445,0.0004,2,1710633062013,291784630,121
0.1,,,,,0.1,sell,65481.12,BTC-26APR24-75000-P,76.12,,0.17289267,0.173,2,1710633048633,291784604,263
0.1,,,,,0.1,sell,65474.57,BTC-26APR24-60000-P,75.24,,0.04988091,0.0495,2,1710633047837,291784589,1209
6.0,,,,,6.0,buy,65388.25,BTC-26APR24-54000-P,77.19,,0.02519628,0.025,2,1710633032762,291784548,715
0.4,,,,,0.4,sell,65358.77,BTC-18MAR24-65000-P,72.13,,0.01460324,0.0145,2,1710633026862,291784533,116
0.1,,,,,0.1,buy,65335.44,BTC-19MAR24-67500-C,76.1,,0.01225473,0.012,3,1710633023767,291784524,16
0.9,,,,,0.9,sell,65342.36,BTC-17MAR24-67500-C,69.65,,0.00068448,0.0006,3,1710633018150,291784513,146
0.4,,,,,0.4,buy,65338.31,BTC-17MAR24-69500-C,107.25,,0.00013136,0.0004,0,1710633016772,291784510,190
0.4,,,,,0.4,sell,65350.49,BTC-17MAR24-66000-C,59.41,,0.00396209,0.0034,2,1710633015502,291784494,42
0.2,,,,,0.2,sell,65345.64,BTC-17MAR24-66500-C,62.33,,0.00221129,0.0019,2,1710633014069,291784488,135
0.3,,,,,0.3,sell,65352.18,BTC-19MAR24-66500-C,73.64,,0.01731703,0.0165,2,1710633012658,291784487,35
0.1,,,,,0.1,sell,65344.18,BTC-29MAR24-76000-C,75.12,,0.01182555,0.0115,2,1710632996721,291784439,368
0.1,,,,,0.1,sell,65353.87,BTC-29MAR24-72000-C,73.32,,0.0217328,0.0215,2,1710632983726,291784420,1340
0.3,,,,,0.3,sell,65332.47,BTC-19MAR24-65000-C,74.02,,0.02783536,0.027,1,1710632974750,291784407,11
0.2,,,,,0.2,buy,65339.6,BTC-5APR24-54000-P,79.45,,0.01123035,0.011,2,1710632972695,291784401,249
0.1,,,,,0.1,buy,65368.66,BTC-5APR24-71000-C,72.95,,0.03919925,0.039,0,1710632952277,291784285,148
0.1,,,,,0.1,buy,65295.92,BTC-26APR24-105000-C,87.02,,0.00886985,0.0095,3,1710632941341,291784239,533
0.1,,,,,0.1,sell,65295.92,BTC-17MAR24-67500-P,71.66,,0.03438037,0.0345,0,1710632941227,291784237,225
0.1,,,,,0.1,sell,65281.63,BTC-17MAR24-67000-P,71.53,,0.02728926,0.0275,2,1710632939727,291784228,250
1.0,,,,,1.0,sell,65244.62,BTC-17MAR24-68500-C,84.32,,0.00019888,0.0003,2,1710632930429,291784213,199
37.5,BLOCK-132337,2,BTC-CS-29MAR24-67000_71000,,37.5,sell,65204.94,BTC-29MAR24-67000-C,81.37,,0.0451335,0.0509,0,1710632912799,291784125,523
37.5,BLOCK-132337,2,BTC-CS-29MAR24-67000_71000,,37.5,buy,65204.94,BTC-29MAR24-71000-C,81.7,,0.02469963,0.0301,0,1710632912799,291784126,492
0.1,,,,,0.1,sell,65209.35,BTC-19MAR24-61000-P,82.66,,0.00587846,0.005,1,1710632908940,291784122,38
0.1,,,,,0.1,buy,65283.25,BTC-31MAY24-84000-C,77.49,,0.06647335,0.0665,2,1710632872551,291783989,60
0.1,,,,,0.1,buy,65225.62,BTC-26APR24-94000-C,82.44,,0.01639437,0.017,2,1710632866537,291783969,36
1.0,,,,,1.0,sell,65216.59,BTC-31MAY24-90000-C,78.63,,0.05052022,0.051,2,1710632826508,291783861,215
0.1,,,,,0.1,buy,65225.31,BTC-5APR24-60000-P,74.17,,0.02935941,0.029,0,1710632825379,291783851,130
1.0,,,,,1.0,sell,65250.46,BTC-26APR24-69000-C,75.05,,0.08782866,0.0875,2,1710632796886,291783732,461
0.1,,,,,0.1,sell,65278.03,BTC-27DEC24-80000-C,80.81,,0.2519476,0.252,2,1710632796194,291783730,477
0.1,,,,,0.1,sell,65297.78,BTC-19MAR24-60000-P,88.02,,0.00422068,0.0036,0,1710632793823,291783707,20
0.3,,,,,0.3,buy,65342.4,BTC-29MAR24-67000-P,73.55,,0.06257096,0.0635,0,1710632780392,291783482,748
0.4,,,,,0.4,buy,65376.48,BTC-22MAR24-59000-P,85.15,,0.00780315,0.0075,3,1710632778715,291783409,661
0.9,,,,,0.9,sell,65376.48,BTC-5APR24-73000-C,73.67,,0.03133525,0.0315,3,1710632778434,291783394,179
0.2,,,,,0.2,buy,65443.06,BTC-19MAR24-66000-P,78.77,,0.02820039,0.029,1,1710632777899,291783343,63
0.1,,,,,0.1,buy,65523.95,BTC-29MAR24-62000-P,76.3,,0.02846397,0.029,0,1710632730275,291782999,1303
0.1,,,,,0.1,sell,65522.89,BTC-22MAR24-71000-C,79.19,,0.01148526,0.012,0,1710632712713,291782982,848
0.1,,,,,0.1,sell,65522.89,BTC-18MAR24-66500-C,74.23,,0.01152911,0.012,2,1710632712452,291782965,19
0.3,,,,,0.3,sell,65559.63,BTC-18MAR24-64000-P,71.17,,0.00824896,0.0075,2,1710632702063,291782951,60
0.5,,,,,0.5,buy,65532.16,BTC-26APR24-75000-C,76.28,,0.05907192,0.0595,2,1710632697223,291782940,1437
0.3,,,,,0.3,sell,65620.59,BTC-26APR24-67000-C,74.95,,0.10282438,0.1025,0,1710632689220,291782921,383
3.4,,,,,3.4,buy,65643.16,BTC-26APR24-68000-C,74.97,,0.09618523,0.096,1,1710632681226,291782855,657
0.1,,,,,0.1,buy,65618.02,BTC-18MAR24-70500-C,81.68,,0.00165827,0.0018,0,1710632678881,291782850,120
0.1,,,,,0.1,sell,65682.79,BTC-17MAR24-68000-C,69.73,,0.0006464,0.0005,2,1710632667027,291782820,197
12.5,BLOCK-132335,2,BTC-PS-17MAR24-64000_63000,,12.5,sell,65691.81,BTC-17MAR24-63000-P,91.27,,0.00082635,0.0008,2,1710632647774,291782807,110
0.5,,,,,0.5,sell,65693.79,BTC-17MAR24-62000-P,103.03,,0.0003514,0.0004,1,1710632633214,291782799,104
1.0,,,,,1.0,buy,65647.18,BTC-29MAR24-51000-P,93.72,,0.00391535,0.0043,1,1710632604422,291782766,1229
0.5,,,,,0.5,buy,65578.94,BTC-22MAR24-74000-C,81.41,,0.00586214,0.006,3,1710632546650,291782642,1258
2.0,,,,,2.0,buy,65633.75,BTC-22MAR24-82000-C,93.78,,0.00144612,0.0013,3,1710632497728,291782571,908
0.1,,,,,0.1,sell,65654.29,BTC-19MAR24-63500-P,77.88,,0.01148572,0.011,1,1710632480058,291782527,1
1.0,,,,,1.0,buy,65670.51,BTC-31MAY24-105000-C,81.22,,0.02778185,0.028,2,1710632474769,291782517,210
3.3,,,,,3.3,buy,65660.64,BTC-18MAR24-72500-C,82.43,,0.00075968,0.0005,3,1710632465699,291782495,52
0.2,,,,,0.2,sell,65673.1,BTC-22MAR24-68000-C,76.29,,0.0232434,0.0235,1,1710632459317,291782467,1181
3.2,,,,,3.2,buy,65673.1,BTC-31MAY24-100000-C,80.12,,0.03386852,0.034,3,1710632459016,291782466,264
