amount,block_rfq_id,block_trade_id,block_trade_leg_count,combo_id,combo_trade_id,contracts,direction,index_price,instrument_name,iv,liquidation,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.7,,,,,,0.7,sell,90914.72,BTC-30JAN26-104000-C,44.37,,0.0286767,0.0285,1,1764374373496,401428357,318
1.7,,,,,,1.7,sell,90914.52,BTC-30JAN26-115000-C,45.85,,0.01190101,0.012,1,1764374354054,401428351,307
1.7,,,,,,1.7,sell,90911.27,BTC-30JAN26-112000-C,45.23,,0.01485459,0.015,3,1764374346893,401428348,264
1.0,,,,,,1.0,buy,90916.69,BTC-26DEC25-104000-C,45.52,,0.00993712,0.01,0,1764374336194,401428342,1201
5.0,,,,,,5.0,sell,90918.15,BTC-26DEC25-115000-C,52.4,,0.00357319,0.0036,3,1764374333617,401428341,6823
0.4,,,,,,0.4,buy,90922.12,BTC-12DEC25-91000-P,45.87,,0.03460046,0.0345,3,1764374281742,401428287,108
2.5,,,,,,2.5,buy,90930.92,BTC-5DEC25-101000-C,47.41,,0.0012682,0.0013,0,1764374201457,401428264,526
0.1,,,,,,0.1,buy,90929.83,BTC-30NOV25-91000-P,17.37,,0.00456961,0.0045,1,1764374173275,401428225,448
0.1,,,,,,0.1,sell,90941.95,BTC-5DEC25-91000-P,40.15,,0.02133069,0.021,0,1764374162616,401428210,428
1.9,,,,,,1.9,sell,90931.87,BTC-26DEC25-116000-C,53.25,,0.00341217,0.0034,3,1764374145528,401428196,2162
0.1,,,,,,0.1,buy,90933.94,BTC-12DEC25-96000-C,44.78,,0.01481779,0.0145,3,1764374142993,401428193,392
0.4,,,,,,0.4,buy,90936.64,BTC-5DEC25-85000-P,47.45,,0.00430287,0.0042,0,1764374136268,401428184,712
0.2,,,,,,0.2,buy,90937.83,BTC-26DEC25-126000-C,60.05,,0.00185386,0.0018,1,1764374127133,401428181,1422
0.1,,,,,,0.1,sell,90939.43,BTC-5DEC25-83000-P,50.99,,0.00258802,0.0025,3,1764374112915,401428176,384
0.3,,,,,,0.3,buy,90939.11,BTC-26DEC25-120000-C,55.26,,0.00238147,0.0024,3,1764374111792,401428175,9236
1.0,,,,,,1.0,sell,90964.06,BTC-30NOV25-89000-P,26.41,,0.0005832,0.0006,1,1764374104063,401428165,115
1.2,,,,,,1.2,buy,90970.25,BTC-26DEC25-118000-C,55.08,,0.00300975,0.0031,0,1764374042640,401428139,3846
2.7,,,,,,2.7,buy,90969.71,BTC-27MAR26-125000-C,47.12,,0.0199868,0.0205,0,1764373889695,401428039,1183
0.1,,,,,,0.1,buy,90982.82,BTC-26DEC25-102000-C,44.94,,0.01299125,0.013,1,1764373829286,401428019,1446
0.1,,,,,,0.1,buy,90982.82,BTC-26DEC25-108000-C,47.45,,0.00647453,0.0065,0,1764373829276,401428018,1397
1.0,,,,,,1.0,sell,90977.38,BTC-12DEC25-108000-C,52.8,,0.00218587,0.0021,2,1764373812434,401428004,55
0.1,,,,,,0.1,buy,90936.98,BTC-29NOV25-93000-C,36.88,,6.294e-05,0.0001,3,1764373801190,401427989,252
0.2,,,,,,0.2,sell,90955.51,BTC-19DEC25-105000-C,46.42,,0.00558443,0.0055,1,1764373775701,401427973,98
0.7,,,,,,0.7,sell,90955.51,BTC-19DEC25-100000-C,44.51,,0.01188931,0.0115,1,1764373775617,401427971,90
0.1,,,,,,0.1,sell,91018.25,BTC-5DEC25-80000-P,57.89,,0.00129706,0.0013,3,1764373490908,401427844,790
0.1,,,,,,0.1,buy,91035.78,BTC-27FEB26-110000-C,45.0,,0.03043345,0.03,1,1764373419349,401427813,74
0.6,,,,,,0.6,sell,91009.99,BTC-26DEC25-95000-C,44.55,,0.03218408,0.032,1,1764373321423,401427773,2136
2.0,,,,,,2.0,buy,91008.33,BTC-5DEC25-125000-C,85.67,,3.745e-05,0.0001,3,1764373316347,401427770,156
0.1,,,,,,0.1,buy,91006.92,BTC-26DEC25-200000-C,98.13,,0.00024286,0.0002,1,1764373310447,401427764,4062
0.1,,,,,,0.1,sell,91018.71,BTC-27FEB26-96000-P,45.08,,0.1137999,0.113,0,1764373283690,401427756,21
0.1,,,,,,0.1,sell,91010.91,BTC-26DEC25-85000-P,48.74,,0.02400914,0.024,1,1764373276310,401427755,15694
1.0,,,,,,1.0,buy,91043.95,BTC-30NOV25-93000-C,22.94,,0.00041016,0.0004,3,1764372977572,401427625,122
6.0,,,,BTC-PSR12-30JAN26-84000_75000,401427583,6.0,sell,90994.84,BTC-30JAN26-75000-P,52.44,,0.01848881,0.0185,0,1764372914784,401427585,716
3.0,,,,BTC-PSR12-30JAN26-84000_75000,401427583,3.0,buy,90994.84,BTC-30JAN26-84000-P,47.66,,0.04010551,0.0402,0,1764372914784,401427584,122
0.1,,,,,,0.1,buy,91006.27,BTC-29NOV25-89000-P,36.4,,9.616e-05,0.0001,3,1764372911784,401427580,217
0.4,,,,,,0.4,sell,91006.27,BTC-2DEC25-96000-C,35.53,,0.00097304,0.0009,1,1764372911640,401427556,16
0.1,,,,BTC-PSR13-26DEC25-80000_75000,401427534,0.1,sell,91006.36,BTC-26DEC25-80000-P,52.35,,0.0127434,0.0129,0,1764372892501,401427536,7984
0.3,,,,BTC-PSR13-26DEC25-80000_75000,401427534,0.3,buy,91006.36,BTC-26DEC25-75000-P,56.83,,0.0069628,0.0069,2,1764372892501,401427535,5686
0.9,,,,,,0.9,sell,90979.58,BTC-26JUN26-100000-C,48.18,,0.11879289,0.1195,3,1764372748262,401427340,522
0.7,,,,,,0.7,buy,90973.44,BTC-30JAN26-160000-C,61.05,,0.00159646,0.0016,0,1764372718813,401427312,206
5.0,,,,,,5.0,buy,90989.7,BTC-5DEC25-88000-P,43.32,,0.00942664,0.0095,0,1764372708239,401427276,645
5.0,,,,,,5.0,buy,91004.46,BTC-30NOV25-91000-C,16.84,,0.00445564,0.0042,2,1764372697721,401427268,439
0.1,,,,,,0.1,buy,91009.77,BTC-5DEC25-86000-P,47.71,,0.00557724,0.006,0,1764372579639,401427210,446
0.6,,,,,,0.6,buy,91010.77,BTC-1DEC25-86000-P,40.34,,0.00051516,0.0005,3,1764372560644,401427195,45
1.0,,,,,,1.0,sell,91026.91,BTC-5DEC25-105000-C,54.47,,0.00072222,0.0007,1,1764372447454,401427180,362
0.1,,,,,,0.1,sell,91051.14,BTC-29NOV25-91000-C,19.51,,0.0027509,0.0028,3,1764372273498,401427148,384
0.1,,,,,,0.1,buy,91085.22,BTC-29NOV25-91000-P,19.67,,0.00192323,0.002,2,1764372196345,401427100,403
0.1,,,,,,0.1,sell,91069.91,BTC-5DEC25-92000-P,39.64,,0.02630387,0.026,3,1764372009232,401427033,581
0.1,,,,,,0.1,sell,91063.67,BTC-5DEC25-90000-P,41.41,,0.01610641,0.016,1,1764371979567,401427020,807
0.1,,,,,,0.1,buy,91142.78,BTC-27FEB26-120000-C,45.72,,0.01617196,0.016,1,1764371859425,401426923,68
0.1,,,,,,0.1,sell,91138.67,BTC-5DEC25-91000-C,40.54,,0.02262338,0.0225,1,1764371831372,401426920,631
8.0,,,,,,8.0,buy,91139.32,BTC-2DEC25-98000-C,40.49,,0.00049503,0.0005,0,1764371691847,401426878,22
2.3,,,,,,2.3,buy,91170.04,BTC-12DEC25-105000-C,49.23,,0.00308181,0.0031,1,1764371534771,401426821,468
0.1,,,,,,0.1,buy,91158.55,BTC-5DEC25-85000-C,48.16,,0.07245489,0.0725,0,1764371523491,401426807,115
0.1,,,,,,0.1,buy,91154.91,BTC-5DEC25-110000-C,63.24,,0.000383,0.0004,0,1764371506269,401426800,335
0.6,,,,,,0.6,buy,91145.16,BTC-30JAN26-124000-C,47.83,,0.00645027,0.0065,0,1764371495846,401426791,243
0.6,,,,,,0.6,sell,91123.32,BTC-26DEC25-125000-C,60.0,,0.00205175,0.0021,0,1764371485848,401426763,7428
0.1,,,,,,0.1,buy,91126.11,BTC-5DEC25-108000-C,59.83,,0.00047536,0.0005,0,1764371482561,401426760,248
