amount,block_trade_id,block_trade_leg_count,combo_id,combo_trade_id,direction,index_price,instrument_name,iv,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.1,,,,,sell,29216.72,BTC-25AUG23-29000-P,32.5,0.0313578,0.031,2,1690502328271,261722448,1079
0.1,,,,,sell,29216.66,BTC-4AUG23-29000-C,29.52,0.0209422,0.021,0,1690502324930,261722447,142
0.2,,,,,sell,29218.91,BTC-28JUL23-29000-P,31.33,0.00117417,0.0011,3,1690502274397,261722446,3738
0.1,,,,,sell,29208.17,BTC-4AUG23-29000-P,29.49,0.01296689,0.013,3,1690502270663,261722402,436
0.1,,,,,buy,29208.17,BTC-25AUG23-29000-C,32.81,0.04152929,0.0415,1,1690502270394,261722400,813
1.0,,,,,sell,29207.19,BTC-29JUL23-28250-P,40.16,0.0008793,0.0009,3,1690502061299,261722362,22
0.1,,,,,buy,29204.47,BTC-30JUL23-29500-C,24.25,0.00401705,0.0039,2,1690502055619,261722352,19
0.3,,,,,buy,29203.35,BTC-30JUL23-28750-P,28.46,0.00295254,0.0032,2,1690501747161,261722331,12
4.0,,,,,buy,29204.87,BTC-29JUL23-28750-P,32.59,0.00206093,0.0023,2,1690501712881,261722323,32
3.0,,,,,sell,29209.65,BTC-25AUG23-27000-P,34.98,0.01072151,0.0105,3,1690501618658,261722312,1393
0.9,,,,,sell,29208.83,BTC-25AUG23-22000-P,51.76,0.00118922,0.0011,3,1690501603823,261722307,391
1.0,,,,,sell,29211.22,BTC-18AUG23-29500-C,31.19,0.02650481,0.0265,1,1690501592509,261722293,55
0.5,,,,,sell,29219.87,BTC-25AUG23-23000-P,47.75,0.00173169,0.0016,2,1690501559976,261722282,996
1.0,,,,,sell,29219.1,BTC-25AUG23-24000-P,44.68,0.00265953,0.0026,0,1690501536242,261722273,877
1.8,,,,,sell,29216.47,BTC-4AUG23-27500-P,36.72,0.00298844,0.003,1,1690501491446,261722268,183
10.0,,,,,sell,29199.68,BTC-4AUG23-38000-C,67.54,0.00018059,0.0001,2,1690500770692,261722090,40
0.1,,,,,sell,29190.14,BTC-28JUL23-30000-C,42.68,0.00021227,0.0001,2,1690500575622,261722018,5432
0.1,,,,,buy,29190.14,BTC-25AUG23-28000-P,33.71,0.01902801,0.019,2,1690500574949,261722016,1242
0.1,,,,,sell,29186.2,BTC-30JUL23-27000-P,48.16,0.00030214,0.0003,2,1690500207600,261721957,3
0.1,,,,,sell,29185.64,BTC-11AUG23-28500-P,29.18,0.01313991,0.0125,2,1690500061631,261721929,109
0.3,,,,,sell,29183.31,BTC-28JUL23-29250-P,25.38,0.00436215,0.0043,0,1690499902034,261721916,312
3.1,,,,,sell,29189.84,BTC-29JUL23-28000-P,41.22,0.00059738,0.0005,3,1690499810295,261721878,30
2.0,,,,,buy,29181.59,BTC-29JUL23-31500-C,52.57,0.00010014,0.0001,3,1690499691000,261721819,40
0.1,,,,,buy,29182.04,BTC-29JUL23-29250-C,28.48,0.00570553,0.006,1,1690499607162,261721807,46
0.2,,,,,sell,29185.01,BTC-28JUL23-28750-P,36.2,0.00065171,0.0005,2,1690499408791,261721737,274
1.0,,,,,sell,29185.11,BTC-29JUL23-28500-P,36.49,0.00145703,0.0016,0,1690499404695,261721736,42
0.1,,,,,buy,29179.53,BTC-25AUG23-31000-P,34.36,0.07600998,0.076,3,1690499197387,261721679,435
0.8,,,,,sell,29184.22,BTC-25AUG23-31000-C,34.26,0.01660853,0.0165,3,1690499115844,261721666,2531
0.5,,,,,buy,29183.01,BTC-25AUG23-30000-P,33.41,0.05170858,0.0515,0,1690499101555,261721663,1422
1.9,,,,,sell,29183.5,BTC-28JUL23-30500-C,62.56,0.00012696,0.0001,3,1690498999145,261721634,818
2.0,,,,,sell,29179.21,BTC-25AUG23-30000-C,33.57,0.02649923,0.0265,3,1690498980586,261721576,2443
2.4,,,,,buy,29182.21,BTC-30JUL23-29000-P,26.12,0.00543625,0.0055,2,1690498978094,261721562,29
0.1,,,,,buy,29192.72,BTC-30JUL23-29000-C,24.94,0.01232153,0.012,0,1690498852758,261721466,6
0.1,,,,,sell,29195.94,BTC-25AUG23-35000-C,42.92,0.00373396,0.0039,2,1690498755137,261721442,1213
0.1,,,,,sell,29197.69,BTC-29SEP23-29000-P,37.02,0.0534495,0.053,2,1690498619957,261721409,679
12.5,BLOCK-87025,2,BTC-CCAL-28JUN24_29DEC23-20000,,buy,29195.46,BTC-28JUN24-20000-C,53.83,0.39360802,0.3945,2,1690498511061,261721406,5
12.5,BLOCK-87025,2,BTC-CCAL-28JUN24_29DEC23-20000,,sell,29195.46,BTC-29DEC23-20000-C,50.45,0.34600934,0.3455,2,1690498511061,261721407,114
0.5,,,,,sell,29192.51,BTC-11AUG23-29500-C,29.88,0.01938462,0.0195,3,1690498294868,261721382,297
0.1,,,,,buy,29201.18,BTC-4AUG23-29500-C,29.46,0.01243358,0.0125,2,1690498246655,261721352,226
0.1,,,,,sell,29211.42,BTC-4AUG23-31000-C,33.25,0.00265735,0.0025,2,1690497888082,261721280,540
0.1,,,,,sell,29211.51,BTC-25AUG23-33000-C,37.43,0.00740645,0.007,2,1690497883304,261721279,1315
0.1,,,,,sell,29211.59,BTC-18AUG23-33000-C,37.5,0.00411355,0.0042,2,1690497879374,261721277,20
