amount,direction,index_price,instrument_name,iv,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.1,sell,30352.64,BTC-21JUL23-29500-P,37.32,0.00578342,0.0055,3,1689546202191,261143763,532
0.1,sell,30359.23,BTC-29DEC23-17000-P,57.4,0.00704478,0.007,3,1689545952377,261143668,320
1.0,buy,30358.13,BTC-17JUL23-28000-P,102.48,1e-08,0.0001,3,1689545543056,261143563,20
4.0,sell,30337.59,BTC-4AUG23-30500-P,38.22,0.03489279,0.035,2,1689545426737,261143436,80
3.7,sell,30306.77,BTC-29SEP23-35000-C,45.17,0.03444311,0.0345,1,1689544806458,261143066,2401
0.2,sell,30309.46,BTC-17JUL23-30750-C,32.46,0.0006062,0.0005,3,1689544670217,261143047,222
0.1,sell,30309.41,BTC-29SEP23-28000-P,43.24,0.03834865,0.038,3,1689544658230,261143046,650
0.2,sell,30309.28,BTC-19JUL23-33000-C,52.4,0.00054307,0.0004,2,1689544576569,261143039,25
1.0,sell,30309.78,BTC-29SEP23-40000-C,49.59,0.01475939,0.015,3,1689544564421,261143037,2799
0.6,buy,30309.83,BTC-29SEP23-45000-C,53.29,0.00692266,0.007,2,1689544558039,261143034,1211
0.1,sell,30309.29,BTC-21JUL23-31500-C,40.19,0.00547971,0.005,3,1689544545014,261143030,1043
0.1,buy,30309.38,BTC-29SEP23-29000-P,42.9,0.05000861,0.05,2,1689544538638,261143028,533
1.0,sell,30309.0,BTC-29SEP23-31000-C,43.26,0.0733889,0.074,2,1689544528425,261143026,1208
1.5,sell,30310.26,BTC-29DEC23-37000-C,50.11,0.07067191,0.071,2,1689544501169,261143020,166
0.1,sell,30310.27,BTC-29SEP23-34000-C,44.14,0.04052601,0.041,0,1689544494597,261143019,1031
5.0,sell,30310.26,BTC-29SEP23-30000-P,43.01,0.06426451,0.065,3,1689544486895,261143017,908
1.0,sell,30309.91,BTC-29SEP23-30000-C,42.7,0.0882813,0.0885,2,1689544486035,261143016,1924
0.1,sell,30309.59,BTC-29DEC23-34000-C,49.03,0.09567621,0.096,2,1689544478687,261143010,268
0.1,sell,30309.59,BTC-29DEC23-36000-C,49.77,0.07774037,0.0785,2,1689544478685,261143009,255
0.1,sell,30309.59,BTC-29DEC23-38000-C,50.55,0.06374346,0.0645,2,1689544478644,261143008,274
0.9,sell,30309.51,BTC-29DEC23-31000-C,48.43,0.1308802,0.1315,3,1689544475412,261143007,249
4.8,sell,30306.01,BTC-21JUL23-28500-P,42.49,0.00214964,0.0019,1,1689543750860,261142978,395
0.1,sell,30309.77,BTC-4AUG23-32000-C,39.31,0.01636705,0.016,2,1689543054234,261142915,103
2.5,buy,30318.98,BTC-29SEP23-37000-C,46.6,0.02363165,0.024,0,1689542901822,261142879,669
5.5,sell,30320.54,BTC-18JUL23-32500-C,51.61,0.00022697,0.0002,1,1689542813559,261142872,14
0.1,sell,30313.42,BTC-19JUL23-30000-P,35.97,0.00725467,0.007,1,1689542754644,261142847,9
0.3,buy,30309.43,BTC-18JUL23-30500-P,34.8,0.0119555,0.012,2,1689542472595,261142820,22
0.1,sell,30303.19,BTC-28JUL23-20000-P,85.09,0.0001782,0.0001,3,1689542306585,261142793,668
0.1,sell,30295.42,BTC-25AUG23-10000-P,123.02,0.00017964,0.0002,1,1689542113734,261142722,44
0.1,buy,30285.28,BTC-28JUL23-28000-P,43.41,0.00519883,0.0055,0,1689541942837,261142503,1802
36.9,sell,30285.54,BTC-25AUG23-35000-C,45.03,0.0152142,0.015,3,1689541884311,261142498,697
0.1,buy,30288.32,BTC-25AUG23-27000-P,42.63,0.01354492,0.014,1,1689541809099,261142492,1094
7.9,sell,30287.86,BTC-28JUL23-34000-C,45.74,0.00333321,0.0032,3,1689541804319,261142490,2374
0.3,sell,30288.25,BTC-17JUL23-29750-P,33.07,0.00036035,0.0003,2,1689541718374,261142478,84
0.4,sell,30286.07,BTC-29SEP23-25000-P,45.7,0.01550734,0.0155,1,1689541268342,261142422,1075
1.0,sell,30285.7,BTC-19JUL23-30750-C,36.09,0.00644782,0.006,2,1689541231023,261142417,21
0.4,buy,30285.73,BTC-25AUG23-38000-C,48.82,0.00693284,0.007,2,1689541092076,261142405,865
0.5,buy,30285.1,BTC-25AUG23-31000-P,40.38,0.06153356,0.062,2,1689541082079,261142404,376
0.4,sell,30285.57,BTC-28JUL23-31000-C,39.44,0.01896198,0.019,3,1689540855470,261142403,4549
0.1,buy,30290.77,BTC-19JUL23-31000-C,40.04,0.00460029,0.0049,0,1689540740971,261142398,23
0.2,sell,30301.54,BTC-25AUG23-25000-P,45.99,0.0062085,0.006,3,1689540550959,261142378,1141
1.2,sell,30302.02,BTC-17JUL23-31750-C,58.55,0.00015392,0.0001,3,1689540236113,261142334,51
2.3,sell,30276.73,BTC-18JUL23-29500-P,35.2,0.0015011,0.0013,0,1689539431295,261142267,25
0.1,sell,30271.94,BTC-29MAR24-50000-C,56.07,0.05045633,0.05,3,1689539189467,261142242,318
3.8,sell,30271.05,BTC-29DEC23-60000-C,59.93,0.0125019,0.012,3,1689539165009,261142239,874
6.4,sell,30270.87,BTC-29DEC23-12000-P,65.67,0.00170189,0.0015,2,1689539128096,261142235,143
0.1,sell,30270.96,BTC-25AUG23-34000-C,43.21,0.01911333,0.019,2,1689539119111,261142234,1385
5.0,sell,30271.59,BTC-29DEC23-15000-P,60.57,0.00440901,0.0041,2,1689539113909,261142233,416
2.0,sell,30269.99,BTC-29SEP23-17000-P,64.55,0.00183437,0.0017,2,1689539029756,261142164,729
5.0,sell,30286.97,BTC-28JUN24-30000-C,51.75,0.22806496,0.224,2,1689538762008,261142110,25
3.0,sell,30293.37,BTC-21JUL23-34000-C,54.16,0.0008366,0.0007,3,1689538630091,261142096,612
2.0,buy,30293.32,BTC-21JUL23-33500-C,51.56,0.00113223,0.001,3,1689538628887,261142095,418
1.5,sell,30293.89,BTC-21JUL23-35000-C,59.98,0.00054086,0.0004,3,1689538605693,261142090,446
0.1,buy,30286.26,BTC-25AUG23-30000-P,40.01,0.04469377,0.0445,3,1689537924130,261141922,998
0.1,sell,30282.19,BTC-28JUN24-50000-C,55.4,0.07778749,0.075,3,1689537848824,261141902,44
5.0,sell,30282.19,BTC-29DEC23-100000-C,73.63,0.0028893,0.0027,3,1689537848820,261141900,490
1.0,sell,30270.29,BTC-29SEP23-29000-C,42.35,0.10664294,0.105,2,1689537782288,261141840,624
1.0,buy,30274.98,BTC-19JUL23-33500-C,59.64,0.00028691,0.0004,1,1689537429674,261141678,4
0.3,sell,30276.57,BTC-25AUG23-32000-C,41.25,0.03453157,0.034,2,1689537390719,261141677,2073
1.0,sell,30276.29,BTC-29SEP23-31000-P,43.5,0.08456609,0.0835,2,1689537360949,261141673,436
3.0,buy,30276.22,BTC-29DEC23-32000-C,48.82,0.11908793,0.1185,2,1689537359258,261141672,374
0.3,sell,30276.22,BTC-25AUG23-40000-C,51.86,0.00478394,0.0046,3,1689537359148,261141671,1220
28.0,sell,30276.22,BTC-29SEP23-50000-C,58.8,0.00455961,0.0044,2,1689537359108,261141668,1444
0.1,sell,30276.22,BTC-25AUG23-36000-C,46.31,0.01200873,0.0115,3,1689537359091,261141660,1449
3.4,sell,30274.83,BTC-29DEC23-45000-C,54.27,0.03591392,0.0355,2,1689537275083,261141628,1105
0.8,sell,30274.83,BTC-29DEC23-55000-C,58.86,0.01764644,0.0175,3,1689537275082,261141627,575
5.0,sell,30274.83,BTC-29DEC23-39000-C,51.67,0.06052175,0.06,2,1689537275080,261141626,297
14.8,sell,30274.83,BTC-29SEP23-32000-P,44.23,0.10493492,0.104,0,1689537274843,261141625,162
0.1,sell,30277.6,BTC-29SEP23-65000-C,70.91,0.00143135,0.0015,2,1689537255144,261141619,258
1.3,sell,30273.63,BTC-28JUL23-30000-P,39.7,0.02242353,0.0225,0,1689536949348,261141597,1898
0.2,buy,30256.45,BTC-28JUL23-25000-P,56.16,0.00085482,0.0009,1,1689536721899,261141555,2306
0.1,buy,30251.47,BTC-29SEP23-8000-P,118.11,0.00032266,0.0005,0,1689536564738,261141521,166
2.5,buy,30255.0,BTC-25AUG23-29000-C,40.79,0.07931019,0.0795,2,1689536502755,261141474,368
0.2,sell,30225.94,BTC-4AUG23-31000-C,39.64,0.02574441,0.026,2,1689536490395,261141454,72
0.7,sell,30232.27,BTC-18JUL23-30000-P,34.88,0.00556339,0.0055,1,1689536484907,261141414,27
0.5,buy,30259.33,BTC-18JUL23-31250-P,42.92,0.03383019,0.034,1,1689536462555,261141319,7
0.2,buy,30262.08,BTC-18JUL23-30750-P,37.46,0.01929936,0.0195,1,1689536460530,261141311,4
0.1,sell,30273.61,BTC-29DEC23-31000-P,48.98,0.12862929,0.129,0,1689536312882,261141252,166
0.1,buy,30273.45,BTC-29DEC23-32000-P,48.74,0.14769168,0.147,0,1689536303579,261141251,90
1.0,sell,30266.99,BTC-4AUG23-37000-C,49.01,0.00166071,0.0018,1,1689536198109,261141212,39
1.3,sell,30286.87,BTC-19JUL23-32000-C,47.81,0.00164119,0.0016,3,1689535829753,261141140,10
0.4,sell,30305.86,BTC-29DEC23-24000-P,50.32,0.03719534,0.0375,0,1689534677152,261140800,317
0.1,sell,30304.35,BTC-29DEC23-20000-P,52.36,0.01472998,0.014,2,1689534491615,261140798,838
0.4,sell,30302.79,BTC-29SEP23-24000-P,47.26,0.01199361,0.0115,2,1689533592119,261140466,781
0.3,sell,30280.98,BTC-4AUG23-30000-P,38.11,0.02861637,0.028,0,1689533210670,261140373,117
0.3,buy,30271.52,BTC-18JUL23-31000-C,37.18,0.0023593,0.0022,0,1689532758404,261139787,50
0.1,buy,30269.87,BTC-4AUG23-29000-P,39.1,0.01602403,0.016,0,1689532756958,261139695,70
0.2,sell,30276.3,BTC-19JUL23-29750-P,36.86,0.00521838,0.0047,2,1689532756607,261139652,7
0.2,sell,30276.3,BTC-19JUL23-29000-P,40.84,0.00156453,0.0014,0,1689532756562,261139645,3
0.2,sell,30276.3,BTC-19JUL23-29250-P,38.8,0.00232145,0.002,0,1689532756556,261139641,5
1.3,sell,30332.1,BTC-28JUL23-27000-C,44.21,0.11506356,0.1145,3,1689532754668,261139406,1285
0.1,buy,30332.1,BTC-17JUL23-30500-P,31.86,0.00787225,0.008,1,1689532754540,261139368,69
0.1,buy,30332.1,BTC-21JUL23-29000-P,39.7,0.00342559,0.0033,0,1689532754373,261139301,533
0.3,buy,30350.84,BTC-21JUL23-29000-C,40.02,0.04914174,0.049,2,1689532148774,261139026,28
4.3,buy,30373.3,BTC-21JUL23-33000-C,50.17,0.00180493,0.0019,0,1689531785215,261138925,621
1.0,buy,30398.82,BTC-21JUL23-38000-C,73.62,7.564e-05,0.0001,3,1689531179672,261138762,121
1.0,buy,30398.7,BTC-28JUL23-23000-P,66.57,0.00022795,0.0003,3,1689531164191,261138760,1175
1.0,buy,30405.53,BTC-19JUL23-32500-C,49.02,0.00097775,0.001,0,1689530046710,261138396,8
1.0,buy,30405.19,BTC-19JUL23-31500-C,40.48,0.00281617,0.0028,0,1689530040820,261138392,6
0.2,buy,30406.03,BTC-19JUL23-30500-C,36.11,0.01088301,0.011,0,1689530015791,261138300,7
0.3,sell,30397.29,BTC-17JUL23-31500-P,51.1,0.03624531,0.0365,3,1689529862652,261138199,58
0.8,buy,30395.97,BTC-18JUL23-27000-P,72.84,3.448e-05,0.0001,3,1689529340845,261138077,7
2.4,buy,30398.38,BTC-28JUL23-36000-C,50.99,0.00119097,0.0013,1,1689529150340,261137999,1753
0.8,buy,30411.52,BTC-17JUL23-29000-P,53.07,1.743e-05,0.0001,3,1689528722547,261137782,100
14.3,buy,30411.92,BTC-28JUL23-35000-C,47.69,0.00186682,0.002,0,1689528699596,261137754,2004
0.3,sell,30400.13,BTC-29DEC23-22000-P,51.87,0.02370947,0.024,0,1689528452925,261137641,394
0.2,buy,30408.18,BTC-17JUL23-30000-C,30.62,0.01444891,0.0145,1,1689525522193,261137093,47
2.3,sell,30385.36,BTC-21JUL23-33000-P,45.36,0.08622123,0.086,0,1689525083039,261136929,31
2.0,buy,30360.75,BTC-28JUL23-21000-P,88.04,0.00029025,0.0004,0,1689524497688,261136759,576
0.7,sell,30355.61,BTC-18JUL23-29000-P,40.51,0.00059538,0.0005,2,1689524435372,261136612,23
29.0,sell,30354.57,BTC-4AUG23-47000-C,70.65,0.00028303,0.0002,1,1689524424388,261136597,1
0.1,buy,30368.93,BTC-25AUG23-30000-C,40.42,0.06240154,0.0625,2,1689524328718,261136527,1061
0.7,sell,30367.77,BTC-21JUL23-29500-C,36.09,0.03502396,0.035,1,1689524191740,261136351,122
10.0,buy,30389.6,BTC-21JUL23-36000-C,69.74,0.00030095,0.0005,0,1689523454563,261136060,314
0.1,sell,30407.23,BTC-18JUL23-31250-C,31.77,0.001319,0.0011,2,1689522335863,261135930,20
0.1,sell,30409.48,BTC-4AUG23-20000-P,75.54,0.00038751,0.0003,3,1689519493671,261134958,3
0.1,buy,30396.67,BTC-4AUG23-38000-C,50.23,0.00114058,0.0013,0,1689519358211,261134939,16
0.2,sell,30396.33,BTC-4AUG23-36000-C,44.86,0.00255015,0.0024,2,1689519331542,261134931,74
2.0,sell,30367.65,BTC-29MAR24-80000-C,65.18,0.01617129,0.0155,2,1689518937850,261134873,57
0.1,buy,30426.05,BTC-28JUL23-27000-P,47.14,0.00256357,0.0026,2,1689518396053,261134506,1941
0.1,sell,30424.16,BTC-18JUL23-28500-P,48.63,0.00031569,0.0003,0,1689518101967,261134338,22
0.5,sell,30423.81,BTC-29SEP23-20000-P,56.87,0.00383569,0.0039,2,1689517872532,261134219,1293
0.1,buy,30418.05,BTC-25AUG23-34000-P,42.81,0.13067121,0.13,2,1689517836166,261134108,21
1.0,sell,30424.62,BTC-29DEC23-23000-P,50.23,0.02938306,0.0285,2,1689517667025,261133915,282
0.1,buy,30403.2,BTC-28JUL23-29000-C,40.36,0.05832475,0.059,0,1689517519573,261133313,1593
1.0,buy,30379.72,BTC-21JUL23-30000-C,34.87,0.02348216,0.0235,0,1689517518058,261133179,422
0.1,buy,30371.36,BTC-28JUN24-39000-C,52.99,0.13098983,0.132,0,1689517061112,261132758,9
1.0,buy,30367.43,BTC-4AUG23-33000-C,40.09,0.01004369,0.01,0,1689517060211,261132756,107
0.1,buy,30344.46,BTC-25AUG23-50000-C,66.51,0.0011004,0.0012,2,1689516970286,261132661,140
3.9,sell,30339.7,BTC-17JUL23-29500-P,34.17,0.00029368,0.0002,3,1689516597803,261132630,87
0.2,buy,30334.43,BTC-29DEC23-30000-C,48.73,0.14765822,0.1475,2,1689516334159,261132609,1146
0.1,sell,30321.62,BTC-21JUL23-28000-P,44.85,0.00132786,0.0012,0,1689515509665,261132440,288
0.1,buy,30322.54,BTC-29SEP23-55000-C,62.67,0.00287063,0.0028,0,1689515210549,261132379,692
0.1,sell,30309.71,BTC-19JUL23-27000-P,54.22,0.00016117,0.0001,1,1689514417272,261132264,1
0.6,sell,30303.78,BTC-4AUG23-34500-C,41.98,0.00464482,0.0044,2,1689514146061,261132216,40
1.5,buy,30297.48,BTC-25AUG23-26000-P,44.44,0.00934,0.0095,0,1689513977919,261132187,766
2.0,sell,30299.35,BTC-28JUN24-15000-P,56.98,0.01611677,0.015,2,1689513888487,261132180,24
1.8,sell,30299.86,BTC-28JUL23-24000-P,64.58,0.00066688,0.0008,1,1689513787617,261132137,1854
0.5,sell,30298.92,BTC-29SEP23-32000-C,44.86,0.06333269,0.0635,3,1689513557399,261132073,1746
1.0,sell,30310.89,BTC-25AUG23-24000-P,48.91,0.00454264,0.0043,3,1689511801910,261131859,705
1.0,buy,30319.75,BTC-17JUL23-30750-P,27.96,0.01476496,0.015,2,1689510401542,261131695,60
0.1,sell,30328.99,BTC-18JUL23-31500-C,34.92,0.00082112,0.0007,3,1689510110321,261131636,36
2.0,buy,30341.15,BTC-29SEP23-22000-P,51.34,0.00647482,0.0065,2,1689509458429,261131451,899
1.0,sell,30343.17,BTC-28JUL23-44000-C,71.94,0.00021369,0.0001,2,1689509225860,261131374,369
0.9,sell,30347.89,BTC-28JUL23-38000-C,58.07,0.00065437,0.0007,1,1689509177375,261131212,1504
0.1,sell,30322.68,BTC-29DEC23-18000-P,55.66,0.00900364,0.009,1,1689507586184,261130004,265
0.5,sell,30321.55,BTC-18JUL23-27500-P,57.0,0.00015117,0.0001,2,1689507551931,261129995,2
0.3,buy,30316.22,BTC-21JUL23-37000-C,64.68,0.0002108,0.0001,3,1689506851578,261129834,224
0.5,sell,30320.9,BTC-28JUL23-42000-C,71.56,0.00030341,0.0003,2,1689506569396,261129815,545
0.2,sell,30322.96,BTC-21JUL23-27500-P,49.17,0.00098081,0.0009,2,1689505899623,261129729,168
0.3,sell,30317.62,BTC-28JUL23-26000-P,50.69,0.00149933,0.0015,3,1689504678669,261129539,2122
4.7,sell,30301.62,BTC-28JUL23-40000-C,66.18,0.00058538,0.0005,3,1689503910471,261129380,997
1.0,sell,30301.62,BTC-25AUG23-55000-C,72.12,0.00074989,0.0007,3,1689503910460,261129379,95
0.9,sell,30319.5,BTC-21JUL23-23000-P,89.2,0.00012981,0.0001,3,1689503553809,261129304,33
1.0,buy,30326.92,BTC-4AUG23-40000-C,56.58,0.00073863,0.0009,0,1689503490753,261129293,14
0.1,buy,30324.66,BTC-29MAR24-22000-P,51.96,0.04180264,0.041,2,1689503369041,261129284,75
0.1,buy,30339.83,BTC-29MAR24-15000-C,59.97,0.5357103,0.5355,0,1689502672405,261128887,8
0.2,buy,30317.03,BTC-29SEP23-18000-P,62.79,0.00225999,0.0025,2,1689501336679,261128387,852
0.1,sell,30322.92,BTC-4AUG23-25000-P,50.86,0.00183041,0.0019,0,1689500111946,261128234,16
0.4,sell,30325.7,BTC-21JUL23-27000-P,52.54,0.00072413,0.0006,3,1689499776288,261128165,237
0.1,sell,30319.33,BTC-25AUG23-23000-P,52.7,0.00316729,0.0033,0,1689499515605,261128061,926
0.1,sell,30302.93,BTC-18JUL23-32000-C,38.4,0.00042039,0.0003,2,1689498587969,261127902,12
1.0,buy,30305.37,BTC-4AUG23-31000-P,38.08,0.04484881,0.045,2,1689498406584,261127886,54
0.2,sell,30306.39,BTC-17JUL23-31500-C,38.65,0.00020149,0.0002,0,1689498303455,261127849,38
1.0,sell,30303.65,BTC-19JUL23-27500-P,54.33,0.00049715,0.0004,1,1689497221261,261127631,1
3.6,buy,30303.65,BTC-17JUL23-29750-C,26.08,0.01935417,0.019,1,1689497220386,261127630,11
1.2,buy,30299.41,BTC-28JUL23-50000-C,93.29,4.678e-05,0.0001,2,1689497115278,261127547,158
0.1,buy,30305.01,BTC-25AUG23-45000-C,58.69,0.00199599,0.002,2,1689496273476,261127305,256
0.1,sell,30301.29,BTC-25AUG23-22000-P,56.23,0.00239336,0.0025,0,1689495870466,261127137,355
0.2,sell,30290.25,BTC-28JUL23-22000-P,76.65,0.00045059,0.0004,1,1689495517722,261127000,844
9.7,sell,30291.88,BTC-28JUL23-45000-C,75.49,0.00021397,0.0001,2,1689495107347,261126906,177
0.5,sell,30287.08,BTC-29DEC23-33000-C,49.35,0.10792409,0.108,3,1689495081511,261126855,394
2.0,sell,30282.78,BTC-18JUL23-33000-C,48.13,0.00017993,0.0001,3,1689494943818,261126705,9
4.7,sell,30281.51,BTC-4AUG23-27000-P,41.84,0.00447785,0.0046,2,1689494904714,261126669,23
0.1,buy,30281.51,BTC-4AUG23-26000-P,44.12,0.00248869,0.0024,2,1689494902169,261126666,10
0.1,buy,30281.56,BTC-4AUG23-24000-P,51.93,0.00093885,0.0009,3,1689494901846,261126665,5
8.2,buy,30281.56,BTC-4AUG23-25500-P,47.14,0.00189889,0.0021,2,1689494901599,261126662,12
4.0,sell,30280.67,BTC-21JUL23-26000-P,63.75,0.00054855,0.0005,1,1689494799508,261126618,88
2.5,buy,30279.71,BTC-18JUL23-31000-P,29.72,0.0251122,0.025,1,1689494556132,261126222,1
1.0,buy,30279.72,BTC-29DEC23-33000-P,49.12,0.16857594,0.168,0,1689494522424,261126170,104
0.2,sell,30280.59,BTC-17JUL23-28500-P,50.96,3.881e-05,0.0001,3,1689494481909,261126104,25
0.1,sell,30280.83,BTC-18JUL23-28000-P,45.2,0.00018576,0.0001,2,1689494447951,261126047,3
0.1,sell,30292.78,BTC-16JUL23-30250-P,25.64,8.976e-05,0.0001,3,1689493690271,261125809,260
4.6,sell,30280.87,BTC-4AUG23-45000-C,66.88,0.0003887,0.0003,3,1689493154536,261125708,4
5.0,sell,30282.53,BTC-4AUG23-50000-C,73.99,0.00017858,0.0001,2,1689493073721,261125702,11
0.1,buy,30292.24,BTC-4AUG23-35000-C,42.07,0.00331394,0.0033,2,1689492553933,261125610,50
0.1,buy,30299.94,BTC-29MAR24-70000-C,61.28,0.01958974,0.0195,2,1689492134027,261125412,52
0.1,sell,30296.98,BTC-16JUL23-30500-C,48.1,6.235e-05,0.0001,3,1689491975007,261125357,338
0.1,buy,30295.02,BTC-4AUG23-33500-C,39.68,0.0069123,0.007,3,1689491872410,261125328,55
1.0,buy,30293.34,BTC-28JUN24-29000-P,52.78,0.16480861,0.1525,0,1689491860275,261125311,14
1.2,sell,30293.44,BTC-25AUG23-19000-P,66.73,0.00114743,0.001,2,1689491640358,261125149,249
0.2,sell,30274.47,BTC-29SEP23-23000-P,49.46,0.00914944,0.009,3,1689490847844,261124853,686
1.0,buy,30278.48,BTC-4AUG23-34000-C,41.74,0.00610862,0.006,3,1689489623487,261124130,75
0.1,buy,30244.54,BTC-16JUL23-30250-C,27.14,0.00110553,0.0014,1,1689488543943,261123785,191
0.1,sell,30248.28,BTC-16JUL23-30000-P,35.38,0.00016159,0.0001,3,1689488159634,261123745,281
0.1,sell,30160.63,BTC-4AUG23-27500-P,40.89,0.00734301,0.007,0,1689482879163,261122792,20
0.6,sell,30181.79,BTC-16JUL23-30750-C,49.11,7.946e-05,0.0001,3,1689482115496,261122594,209
0.1,buy,30187.33,BTC-4AUG23-29500-C,38.18,0.04976426,0.0495,2,1689481212918,261122335,5
