amount,block_trade_id,block_trade_leg_count,combo_id,contracts,direction,index_price,instrument_name,iv,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.1,,,,0.1,sell,42991.26,BTC-29MAR24-60000-C,60.66,0.03147094,0.0315,3,1703462296247,276573659,1584
0.3,,,,0.3,sell,42991.83,BTC-26JAN24-54000-C,61.39,0.01211176,0.012,3,1703462294179,276573658,1052
0.1,,,,0.1,sell,42996.25,BTC-25DEC23-43250-C,30.32,0.00166619,0.0015,3,1703462290577,276573656,10
0.1,,,,0.1,buy,42995.99,BTC-12JAN24-39000-P,55.63,0.01312872,0.013,3,1703462288615,276573653,232
1.0,,,,1.0,buy,43003.3,BTC-23FEB24-28000-P,70.19,0.00545694,0.0055,1,1703462286441,276573643,168
0.1,,,,0.1,sell,43006.35,BTC-25DEC23-43000-C,31.02,0.0041185,0.004,3,1703462284105,276573641,26
0.2,,,,0.2,sell,43015.47,BTC-26DEC23-43500-C,35.85,0.00473357,0.0044,2,1703462276667,276573621,42
0.6,,,,0.6,buy,43013.98,BTC-26DEC23-42750-P,35.37,0.0055936,0.0055,0,1703462254596,276573612,53
5.0,,,,5.0,buy,43013.58,BTC-29DEC23-42000-P,43.56,0.00811305,0.0085,3,1703462253665,276573611,2326
1.0,,,,1.0,sell,43029.87,BTC-12JAN24-50000-C,58.54,0.0104158,0.01,3,1703462223738,276573592,336
0.2,,,,0.2,buy,43046.09,BTC-29DEC23-43000-C,43.18,0.02018402,0.0205,1,1703462119345,276573554,3923
0.1,,,,0.1,sell,43047.65,BTC-27DEC23-44500-C,39.82,0.00291477,0.0027,0,1703462077573,276573525,9
0.1,,,,0.1,sell,43032.29,BTC-27DEC23-42750-P,37.48,0.00860436,0.0085,0,1703462055801,276573487,63
1.1,,,,1.1,buy,43015.54,BTC-25DEC23-45000-C,66.98,0.00010079,0.0001,2,1703462047551,276573453,134
0.1,,,,0.1,buy,43015.54,BTC-29DEC23-43500-C,43.76,0.0148559,0.015,2,1703462047400,276573451,560
0.1,,,,0.1,sell,43032.95,BTC-27DEC23-44750-C,41.78,0.00218799,0.0022,2,1703462023498,276573406,36
0.1,,,,0.1,sell,43053.71,BTC-26JAN24-60000-C,68.33,0.00617373,0.006,1,1703462009347,276573367,798
0.4,,,,0.4,buy,43064.27,BTC-29DEC23-42500-P,42.27,0.01132037,0.0115,2,1703461942695,276573331,760
0.1,,,,0.1,sell,43124.77,BTC-25DEC23-42000-C,62.79,0.02611267,0.0265,2,1703461872007,276573260,8
0.2,,,,0.2,buy,43101.0,BTC-27DEC23-44250-C,39.92,0.00390557,0.0039,3,1703461870451,276573238,43
0.1,,,,0.1,buy,43053.35,BTC-5JAN24-45000-C,46.87,0.01701795,0.0175,3,1703461858133,276573159,320
0.3,,,,0.3,sell,43054.86,BTC-5JAN24-42000-P,45.04,0.01891029,0.0185,2,1703461855751,276573156,235
0.1,,,,0.1,sell,43090.69,BTC-26JAN24-50000-C,58.15,0.02299594,0.023,3,1703461827313,276573119,2617
1.5,,,,1.5,sell,43122.56,BTC-29DEC23-44000-C,44.7,0.01184474,0.012,1,1703461756407,276573030,4880
0.5,,,,0.5,buy,43137.3,BTC-29DEC23-44000-P,43.47,0.02920239,0.029,2,1703461691022,276572916,1526
1.0,,,,1.0,buy,43158.63,BTC-29DEC23-43000-P,42.55,0.01517326,0.0155,3,1703461685059,276572883,1478
0.1,,,,0.1,sell,43178.87,BTC-27DEC23-43750-C,39.0,0.00757896,0.0075,1,1703461617328,276572733,60
11.0,,,,11.0,buy,43178.76,BTC-29DEC23-45000-C,47.64,0.00654512,0.007,1,1703461613900,276572695,10925
