amount,block_trade_id,block_trade_leg_count,combo_id,combo_trade_id,direction,index_price,instrument_name,iv,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.1,,,,,buy,28322.5,BTC-28JUL23-25000-P,51.35,0.01869192,0.0185,0,1687305546093,258627113,1465
1.0,,,,,sell,28323.76,BTC-23JUN23-29000-C,50.62,0.00792709,0.0075,2,1687305540220,258627106,844
1.0,,,,,buy,28328.77,BTC-23JUN23-29500-C,54.55,0.00467224,0.0045,1,1687305511187,258627100,591
2.7,,,,,sell,28329.16,BTC-21JUN23-29000-C,62.15,0.00088545,0.001,1,1687305509375,258627099,121
0.1,,,,,sell,28323.88,BTC-25AUG23-30000-C,48.97,0.06276211,0.062,0,1687305484310,258627079,526
0.2,,,,,sell,28328.95,BTC-23JUN23-27500-P,50.35,0.005045,0.005,1,1687305469622,258627069,238
1.0,,,,,buy,28329.2,BTC-22JUN23-28250-P,48.65,0.01022473,0.01,2,1687305468405,258627067,4
0.8,,,,,sell,28329.63,BTC-21JUN23-28000-P,51.7,0.00168817,0.002,1,1687305451586,258627057,168
1.0,,,,,buy,28327.3,BTC-23JUN23-28500-P,48.58,0.01823308,0.018,3,1687305440898,258627020,35
2.0,,,,,buy,28329.32,BTC-21JUN23-28250-P,48.67,0.0044097,0.0045,0,1687305437868,258627019,13
0.1,,,,,buy,28332.0,BTC-30JUN23-27000-P,50.33,0.0124092,0.0125,3,1687305425528,258627012,2863
1.0,,,,,buy,28332.47,BTC-7JUL23-28500-P,47.92,0.04192352,0.0415,2,1687305425487,258627010,31
0.1,,,,,sell,28332.47,BTC-25AUG23-26000-C,49.62,0.13226427,0.133,1,1687305425487,258627011,339
0.4,,,,,sell,28334.2,BTC-21JUN23-28500-C,52.84,0.00373649,0.004,3,1687305423082,258626996,177
0.1,,,,,buy,28340.35,BTC-28JUL23-31000-C,50.56,0.03234037,0.0325,1,1687305400969,258626970,1163
0.1,,,,,sell,28340.35,BTC-30JUN23-28000-C,49.7,0.03906162,0.0395,2,1687305400922,258626969,5347
0.1,,,,,sell,28351.03,BTC-28JUL23-23000-P,56.99,0.00975415,0.0095,3,1687305363931,258626938,817
0.1,,,,,buy,28358.36,BTC-22JUN23-26500-P,62.44,0.00054739,0.0005,3,1687305353319,258626925,87
3.0,,,,,buy,28361.39,BTC-23JUN23-25500-P,68.85,0.00055873,0.0005,3,1687305349282,258626907,1127
0.2,,,,,sell,28363.45,BTC-7JUL23-29000-C,49.42,0.03347003,0.0335,0,1687305346358,258626902,189
1.0,,,,,sell,28373.6,BTC-28JUL23-32000-C,51.75,0.02553189,0.0255,0,1687305322638,258626881,919
0.5,,,,,sell,28373.6,BTC-28JUL23-29000-C,47.85,0.05474389,0.054,2,1687305322397,258626879,1131
