amount,block_trade_id,block_trade_leg_count,combo_id,combo_trade_id,contracts,direction,index_price,instrument_name,iv,liquidation,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.1,,,,,0.1,sell,71325.4,BTC-1APR24-71500-C,40.07,,0.00439564,0.0039,2,1711929574521,294810298,171
0.2,,,,,0.2,buy,71342.09,BTC-3APR24-72500-C,67.75,,0.01604347,0.016,0,1711929520322,294810253,47
1.8,,,,,1.8,buy,71342.08,BTC-3APR24-71500-P,63.15,,0.01997446,0.0195,2,1711929510271,294810251,90
1.5,,,,,1.5,buy,71342.08,BTC-2APR24-71000-P,60.79,,0.01158992,0.0115,2,1711929509537,294810249,122
0.2,,,,,0.2,sell,71346.1,BTC-31MAY24-80000-C,78.38,,0.09908413,0.099,0,1711929503208,294810247,1233
0.1,,,,,0.1,sell,71367.93,BTC-3APR24-67500-P,68.02,,0.00374428,0.0037,3,1711929480645,294810227,30
0.5,,,,,0.5,sell,71365.87,BTC-12APR24-63000-P,71.02,,0.00822828,0.008,2,1711929476244,294810224,207
0.3,,,,,0.3,buy,71366.89,BTC-31MAY24-110000-C,82.48,,0.02492441,0.025,0,1711929475189,294810222,283
0.1,,,,,0.1,sell,71368.21,BTC-28JUN24-75000-C,78.82,,0.15960208,0.16,0,1711929474698,294810220,2270
0.2,,,,,0.2,sell,71371.99,BTC-12APR24-73000-C,70.32,,0.04457249,0.045,1,1711929471615,294810218,312
0.1,,,,,0.1,buy,71370.85,BTC-28JUN24-75000-P,78.35,,0.14499411,0.1445,2,1711929468829,294810212,460
0.5,,,,,0.5,sell,71374.69,BTC-31MAY24-60000-P,76.54,,0.0399157,0.039,3,1711929462027,294810179,443
0.1,,,,,0.1,buy,71375.06,BTC-2APR24-71000-C,64.92,,0.01868202,0.0195,1,1711929454416,294810174,114
0.3,,,,,0.3,sell,71375.94,BTC-1APR24-71000-P,37.12,,0.00252505,0.0022,2,1711929453482,294810168,83
0.3,,,,,0.3,sell,71375.94,BTC-1APR24-72000-C,42.27,,0.0023877,0.002,2,1711929453475,294810167,247
10.0,,,,,10.0,buy,71360.02,BTC-5APR24-84000-C,79.41,,0.00132367,0.0013,0,1711929448705,294810145,312
0.1,,,,,0.1,buy,71360.02,BTC-28JUN24-70000-C,78.27,,0.1900186,0.19,0,1711929448521,294810141,2562
0.1,,,,,0.1,buy,71353.5,BTC-27SEP24-125000-C,83.93,,0.09073107,0.091,0,1711929447331,294810106,133
4.8,,,,,4.8,sell,71351.98,BTC-2APR24-73000-C,65.18,,0.00787985,0.0075,1,1711929444933,294810079,84
0.2,,,,,0.2,sell,71343.76,BTC-3APR24-71000-P,62.45,,0.01633288,0.016,3,1711929443253,294810076,86
1.0,,,,,1.0,buy,71336.15,BTC-2APR24-71500-P,61.51,,0.0156092,0.015,2,1711929427882,294810042,73
0.5,,,,,0.5,sell,71335.08,BTC-2APR24-73500-C,64.48,,0.00611436,0.0055,0,1711929427268,294810041,96
0.5,,,,,0.5,sell,71331.88,BTC-5APR24-68000-P,68.76,,0.01008959,0.01,3,1711929410588,294809944,590
0.1,,,,,0.1,sell,71331.88,BTC-1APR24-69500-P,57.9,,0.00051259,0.0005,2,1711929410531,294809942,208
0.3,,,,,0.3,buy,71325.33,BTC-27DEC24-50000-C,80.51,,0.46131863,0.46,0,1711929408298,294809911,488
0.1,,,,,0.1,buy,71314.64,BTC-2APR24-74000-C,67.43,,0.00460247,0.0045,0,1711929393871,294809873,61
0.2,,,,,0.2,sell,71284.93,BTC-26APR24-64000-P,74.55,,0.02798767,0.0275,2,1711929367804,294809817,890
0.2,,,,,0.2,buy,71253.05,BTC-1APR24-70000-P,51.02,,0.00087347,0.0009,3,1711929305946,294809688,172
1.8,,,,,1.8,sell,71257.34,BTC-3APR24-72000-C,68.06,,0.0182498,0.0185,1,1711929292207,294809671,60
5.0,,,,,5.0,buy,71256.87,BTC-31MAY24-75000-C,77.34,,0.1236719,0.123,1,1711929258222,294809666,516
5.0,,,,,5.0,sell,71256.43,BTC-3APR24-69000-P,63.03,,0.00748399,0.007,2,1711929237382,294809641,16
