amount,block_trade_id,combo_id,direction,index_price,instrument_name,iv,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.1,,,sell,27123.67,BTC-29SEP23-23000-P,49.55,0.04852154,0.048,3,1684627176710,255421858,334
0.1,,,buy,27125.22,BTC-2JUN23-24000-P,51.36,0.00344444,0.004,0,1684627132588,255421856,173
0.3,,,buy,27136.24,BTC-29SEP23-25000-P,47.52,0.07165421,0.072,2,1684626980076,255421760,381
0.4,,,sell,27136.24,BTC-30JUN23-27000-P,43.18,0.05474109,0.054,2,1684626980068,255421759,1211
0.5,,,buy,27122.36,BTC-23MAY23-27000-C,29.69,0.01165143,0.012,0,1684626938591,255421677,7
1.0,,,sell,27121.57,BTC-26MAY23-28000-C,35.7,0.00656058,0.006,2,1684626785207,255421455,3750
0.1,,,sell,27125.69,BTC-2JUN23-24500-P,44.81,0.00438054,0.004,3,1684626756295,255421450,92
0.1,,,sell,27129.71,BTC-2JUN23-29500-C,41.26,0.00601362,0.0055,3,1684626740961,255421420,207
0.4,,,sell,27123.12,BTC-30JUN23-28000-C,43.62,0.04493013,0.0445,1,1684626732820,255421406,2013
3.9,,,buy,27123.12,BTC-30JUN23-29000-C,44.14,0.03262338,0.0325,1,1684626732713,255421401,1825
1.7,,,buy,27123.12,BTC-30JUN23-27000-C,43.93,0.06093173,0.061,1,1684626732710,255421400,1373
36.2,,,buy,27123.64,BTC-28JUL23-31000-C,42.94,0.02862719,0.028,3,1684626731974,255421397,368
0.2,,,sell,27123.68,BTC-2JUN23-30000-C,42.82,0.00427265,0.004,0,1684626731424,255421395,351
0.3,,,buy,27116.58,BTC-2JUN23-28500-C,40.16,0.01159115,0.0115,1,1684626729346,255421387,144
0.3,,,buy,27094.82,BTC-26MAY23-28500-C,40.43,0.00368676,0.004,0,1684626470239,255421281,143
3.0,,,buy,27095.52,BTC-29DEC23-26000-P,47.11,0.11720015,0.117,2,1684626423311,255421279,112
10.0,,,buy,27104.25,BTC-23MAY23-28000-C,36.37,0.00173793,0.002,1,1684626375238,255421256,10
1.9,,,buy,27103.4,BTC-30JUN23-23000-P,50.86,0.01298188,0.0135,1,1684626203833,255421226,1458
1.6,,,sell,27105.62,BTC-26MAY23-30000-C,51.81,0.00127906,0.0015,1,1684626185370,255421213,3771
1.0,,,buy,27088.04,BTC-26MAY23-27500-C,35.54,0.01070663,0.011,0,1684625779426,255421000,146
0.3,,,sell,27086.39,BTC-2JUN23-28000-C,38.89,0.01609498,0.0155,0,1684625771897,255420986,228
0.5,,,sell,27087.64,BTC-30JUN23-19000-P,62.21,0.00321872,0.003,2,1684625477373,255420948,1161
0.5,,,buy,27085.97,BTC-21MAY23-27000-C,23.28,0.00493572,0.0045,0,1684625466892,255420939,347
0.4,,,sell,27074.83,BTC-22MAY23-27000-C,24.54,0.00761601,0.0075,1,1684625444651,255420830,43
1.0,,,sell,27074.18,BTC-21MAY23-27000-P,21.29,0.00193068,0.0015,3,1684625024745,255420818,122
1.9,,,sell,27076.17,BTC-28JUL23-30000-C,43.15,0.03689719,0.0365,1,1684624802216,255420767,414
6.8,,,sell,27069.69,BTC-30JUN23-21000-C,58.26,0.2314988,0.2325,0,1684624489870,255420681,551
0.1,,,sell,27068.78,BTC-29MAR24-30000-C,50.22,0.14881143,0.152,2,1684624401784,255420676,88
