amount,combo_id,combo_trade_id,contracts,direction,index_price,instrument_name,iv,liquidation,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.1,,,0.1,buy,95560.14,BTC-19FEB25-95500-C,37.11,,0.00471528,0.0048,0,1739923187694,348261114,89
1.0,,,1.0,buy,95559.64,BTC-28MAR25-100000-C,51.13,,0.04855485,0.0485,0,1739923186989,348261106,9313
1.0,,,1.0,buy,95549.75,BTC-28FEB25-100000-C,44.86,,0.01211093,0.012,0,1739923134565,348260955,2559
0.1,,,0.1,buy,95541.21,BTC-20FEB25-96000-P,43.04,,0.01305622,0.013,2,1739923127733,348260895,120
0.1,,,0.1,buy,95530.93,BTC-20FEB25-98000-C,44.42,,0.00264384,0.0025,1,1739923086657,348260864,326
0.3,,,0.3,buy,95519.02,BTC-20FEB25-88000-P,62.82,,0.00016956,0.0002,3,1739923053525,348260851,58
0.2,,,0.2,buy,95516.78,BTC-20FEB25-102000-C,51.59,,0.00024155,0.0002,3,1739923040515,348260840,46
0.8,,,0.8,buy,95496.1,BTC-26DEC25-150000-C,60.76,,0.09757041,0.098,1,1739923038547,348260838,187
0.1,,,0.1,buy,95484.24,BTC-20FEB25-95000-P,42.94,,0.00807978,0.008,2,1739923021071,348260812,147
0.1,,,0.1,buy,95484.29,BTC-20FEB25-101000-C,52.41,,0.00041032,0.0005,1,1739923014516,348260810,36
0.1,,,0.1,sell,95485.65,BTC-7MAR25-85000-P,49.91,,0.00689691,0.0065,3,1739922995390,348260808,148
0.1,,,0.1,buy,95484.6,BTC-7MAR25-80000-P,57.3,,0.00317385,0.0034,2,1739922982277,348260805,135
0.4,,,0.4,sell,95481.44,BTC-19FEB25-93000-P,51.71,,0.00029089,0.0003,3,1739922901847,348260705,227
0.1,,,0.1,sell,95461.58,BTC-19FEB25-93500-P,45.48,,0.00049097,0.0004,2,1739922859672,348260603,2
0.4,,,0.4,sell,95439.59,BTC-21FEB25-91000-P,49.78,,0.00213433,0.0022,2,1739922810892,348260515,541
