amount,combo_id,combo_trade_id,contracts,direction,index_price,instrument_name,iv,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.1,,,0.1,sell,90270.02,BTC-30JAN26-106000-C,41.04,0.01280356,0.012,3,1765670374414,403835149,644
0.3,,,0.3,sell,90275.86,BTC-14DEC25-92000-C,32.31,0.00014,0.0001,3,1765670371717,403835145,262
0.1,,,0.1,buy,90287.41,BTC-26DEC25-95000-C,40.52,0.01149876,0.0115,0,1765670365294,403835137,4404
0.3,,,0.3,buy,90279.89,BTC-14DEC25-90000-C,17.06,0.00403982,0.004,2,1765670342670,403835135,369
0.1,,,0.1,buy,90283.12,BTC-19DEC25-105000-C,57.36,0.0004303,0.0004,3,1765670321229,403835134,941
0.1,,,0.1,buy,90293.25,BTC-27MAR26-210000-C,60.98,0.00068172,0.0008,1,1765670273959,403835090,511
0.1,,,0.1,buy,90291.04,BTC-19DEC25-115000-C,73.4,6.795e-05,0.0001,3,1765670252949,403835088,515
1.4,,,1.4,sell,90290.42,BTC-19DEC25-95000-C,40.85,0.00427864,0.0041,2,1765670222720,403835081,683
0.1,,,0.1,sell,90289.34,BTC-30JAN26-105000-C,40.97,0.01400626,0.0135,3,1765670194321,403835078,601
0.1,,,0.1,buy,90289.7,BTC-26DEC25-100000-C,41.94,0.00346862,0.0036,1,1765670184374,403835077,7337
0.1,,,0.1,buy,90269.27,BTC-19DEC25-94000-C,40.85,0.00609353,0.006,3,1765670060271,403835041,646
0.7,,,0.7,buy,90269.12,BTC-16DEC25-98000-C,49.67,0.00034745,0.0003,3,1765669993624,403835035,121
0.2,,,0.2,sell,90266.8,BTC-16DEC25-86000-P,43.96,0.00133726,0.0013,2,1765669986876,403835033,81
2.4,,,2.4,sell,90268.04,BTC-16DEC25-84000-P,47.43,0.00044238,0.0004,3,1765669975869,403835032,60
0.1,,,0.1,sell,90272.14,BTC-30JAN26-115000-C,42.89,0.00499794,0.0047,3,1765669883539,403835024,574
0.2,,,0.2,sell,90270.74,BTC-14DEC25-90000-P,17.1,0.00094512,0.0009,2,1765669866192,403835022,646
0.1,,,0.1,buy,90270.56,BTC-26JUN26-75000-P,50.84,0.05901517,0.059,1,1765669864745,403835021,400
2.0,,,2.0,buy,90272.04,BTC-14DEC25-91000-C,22.24,0.00043632,0.0004,1,1765669838070,403835020,372
0.5,,,0.5,sell,90271.59,BTC-26DEC25-118000-C,59.46,0.00034109,0.0003,3,1765669835628,403835018,4246
0.2,,,0.2,buy,90262.69,BTC-26DEC25-94000-C,40.81,0.01443751,0.0145,1,1765669731453,403834992,1770
0.1,,,0.1,sell,90271.1,BTC-15DEC25-96000-C,43.95,0.00011704,0.0001,3,1765669693981,403834977,75
0.6,,,0.6,buy,90290.14,BTC-16DEC25-96000-C,42.3,0.00050888,0.0005,1,1765669632951,403834961,31
0.7,,,0.7,sell,90286.01,BTC-26JUN26-85000-P,48.56,0.09798329,0.098,3,1765669620979,403834949,2998
0.1,,,0.1,buy,90285.54,BTC-26JUN26-80000-P,49.53,0.07659996,0.0765,1,1765669585521,403834939,1704
0.1,,,0.1,sell,90252.6,BTC-27MAR26-85000-P,45.4,0.06192274,0.062,3,1765669480405,403834903,3955
