amount,block_trade_id,block_trade_leg_count,combo_id,contracts,direction,index_price,instrument_name,iv,liquidation,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.3,,,,0.3,sell,43069.5,BTC-2FEB24-41000-P,73.29,,7.659e-05,0.0001,3,1706831979801,282410568,1536
0.1,,,,0.1,sell,43069.88,BTC-2FEB24-42500-P,32.47,,0.00050857,0.0004,2,1706831973988,282410567,608
0.1,,,,0.1,sell,43069.95,BTC-2FEB24-43000-P,26.59,,0.0029328,0.0025,2,1706831942295,282410561,889
0.2,,,,0.2,sell,43069.95,BTC-2FEB24-44000-C,40.52,,0.00029561,0.0002,3,1706831941584,282410560,2270
0.1,,,,0.1,sell,43067.27,BTC-23FEB24-49000-C,45.36,,0.00776761,0.0075,2,1706831903651,282410553,1240
0.1,,,,0.1,sell,43067.27,BTC-29MAR24-35000-P,48.03,,0.01045046,0.01,2,1706831903375,282410552,1332
0.1,,,,0.1,buy,43061.6,BTC-2FEB24-42000-C,0.0,,0.02482201,0.0245,0,1706831855865,282410537,1553
0.3,,,,0.3,sell,43060.23,BTC-23FEB24-39000-P,42.59,,0.00844786,0.008,2,1706831853235,282410536,1357
0.7,,,,0.7,sell,43053.76,BTC-9FEB24-46000-C,42.0,,0.00452384,0.0043,2,1706831849918,282410534,1019
2.0,,,,2.0,sell,43055.07,BTC-2FEB24-30000-P,434.06,,0.0,0.0001,3,1706831825828,282410526,221
0.8,,,,0.8,sell,43061.29,BTC-9FEB24-43000-P,37.71,,0.02061675,0.02,2,1706831810249,282410497,189
2.0,,,,2.0,sell,43061.8,BTC-4FEB24-40500-P,41.56,,0.00051313,0.0004,2,1706831739320,282410474,23
2.0,,,,2.0,sell,43060.27,BTC-4FEB24-40000-P,46.21,,0.0003443,0.0003,2,1706831726556,282410465,12
0.4,,,,0.4,sell,43059.36,BTC-16FEB24-44000-P,40.4,,0.04232273,0.0425,0,1706831718760,282410462,34
0.2,,,,0.2,buy,43059.27,BTC-16FEB24-43000-C,39.65,,0.03367242,0.0335,0,1706831695130,282410455,271
0.1,,,,0.1,buy,43038.0,BTC-4FEB24-43000-P,33.32,,0.009931,0.01,3,1706831599599,282410428,21
0.1,,,,0.1,sell,43048.55,BTC-16FEB24-41000-P,40.09,,0.0124605,0.012,2,1706831566253,282410381,425
0.1,,,,0.1,sell,43052.23,BTC-2FEB24-43000-C,29.73,,0.00428497,0.0043,0,1706831478719,282410339,2283
0.3,,,,0.3,sell,43041.47,BTC-29MAR24-42000-P,44.34,,0.05155502,0.051,1,1706831418592,282410327,374
0.2,,,,0.2,buy,43049.05,BTC-23FEB24-30000-P,70.43,,0.00068578,0.0008,1,1706831383075,282410311,672
0.2,,,,0.2,sell,43047.94,BTC-23FEB24-40000-C,42.67,,0.08768869,0.088,1,1706831320764,282410279,413
0.1,,,,0.1,sell,43064.73,BTC-23FEB24-45000-C,41.62,,0.0240245,0.024,0,1706831292617,282410273,1715
0.2,,,,0.2,sell,43073.44,BTC-23FEB24-42000-C,41.58,,0.05549729,0.056,0,1706831271078,282410220,1005
0.8,,,,0.8,buy,43072.55,BTC-2FEB24-42000-P,45.72,,0.00013789,0.0002,2,1706831268865,282410219,1327
0.2,,,,0.2,sell,43052.7,BTC-27DEC24-45000-C,56.0,,0.22135042,0.224,0,1706831210014,282410098,80
1.4,,,,1.4,buy,43058.97,BTC-2FEB24-65000-C,466.32,,0.0,0.0001,3,1706831200715,282410097,67
0.6,,,,0.6,buy,43055.81,BTC-29MAR24-42000-C,44.54,,0.08928425,0.089,0,1706831156604,282410081,498
0.1,,,,0.1,sell,43055.29,BTC-23FEB24-44000-C,40.61,,0.03203835,0.0315,3,1706831150717,282410068,1474
0.5,,,,0.5,sell,43049.47,BTC-23FEB24-37000-P,47.35,,0.00416181,0.0042,2,1706830950108,282409978,1483
0.1,,,,0.1,buy,43031.4,BTC-4FEB24-42000-P,34.94,,0.00295705,0.0029,2,1706830587682,282409743,72
