amount,direction,index_price,instrument_name,iv,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
5.0,buy,26127.94,BTC-28JUN24-37000-C,49.77,0.07863568,0.081,2,1692510069500,263168267,29
1.5,sell,26134.19,BTC-29DEC23-21000-P,43.31,0.02258303,0.022,0,1692508889887,263168010,588
0.1,sell,26113.59,BTC-25AUG23-21000-P,87.48,0.00074043,0.0006,3,1692506691904,263167736,676
0.1,sell,26103.01,BTC-25AUG23-18000-P,122.36,0.00023085,0.0002,3,1692506153910,263167679,376
4.0,buy,26116.36,BTC-28JUN24-55000-C,58.19,0.03268995,0.034,0,1692504934334,263167513,125
5.0,sell,26106.99,BTC-1SEP23-18000-P,96.52,0.00084553,0.0009,0,1692503831284,263167359,7
1.5,buy,26117.99,BTC-25AUG23-35000-C,88.26,0.00017659,0.0001,3,1692501569155,263166893,1803
0.1,sell,26107.43,BTC-8SEP23-22000-P,53.28,0.00422505,0.0039,0,1692501245568,263166795,64
0.4,buy,26090.3,BTC-20AUG23-26750-C,51.93,3.036e-05,0.0001,3,1692500609071,263166615,252
1.0,buy,26092.8,BTC-20AUG23-26250-P,24.1,0.00630042,0.0065,3,1692499244735,263166322,111
2.5,buy,26060.44,BTC-29SEP23-13000-P,92.25,0.00057824,0.0008,2,1692496983512,263165944,399
2.7,sell,26062.77,BTC-21AUG23-28000-C,52.03,0.00018057,0.0001,2,1692496629249,263165886,46
0.1,sell,26063.99,BTC-29SEP23-38000-C,57.98,0.00264854,0.0024,0,1692496056454,263165769,1140
0.1,sell,26056.11,BTC-8SEP23-26500-P,38.44,0.04291042,0.043,0,1692495170663,263165522,99
0.1,sell,26093.39,BTC-21AUG23-23500-P,72.93,9.894e-05,0.0001,3,1692494961760,263165357,18
0.8,buy,26177.0,BTC-29SEP23-50000-C,80.41,0.0007853,0.001,1,1692493255384,263164687,1656
0.2,sell,26178.87,BTC-20AUG23-25500-P,45.59,0.00013989,0.0001,3,1692492939074,263164429,233
0.1,sell,26174.57,BTC-8SEP23-20000-P,63.83,0.00172793,0.0016,0,1692492655671,263164357,14
