amount,block_rfq_id,block_trade_id,block_trade_leg_count,combo_id,combo_trade_id,contracts,direction,index_price,instrument_name,iv,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.1,,,,,,0.1,buy,107211.51,BTC-27MAR26-120000-C,47.87,0.0918243,0.092,0,1760831990840,392305186,983
8.0,,,,,,8.0,buy,107212.99,BTC-31OCT25-121000-C,46.06,0.00310678,0.0032,1,1760831985304,392305184,400
1.3,,,,,,1.3,buy,107213.44,BTC-28NOV25-125000-C,46.33,0.01467593,0.015,0,1760831980554,392305180,3355
3.0,,,,,,3.0,buy,107213.62,BTC-27MAR26-150000-C,48.78,0.03355281,0.034,0,1760831976509,392305177,2014
2.9,,,,,,2.9,sell,107208.24,BTC-26DEC25-90000-P,53.15,0.02472286,0.0245,2,1760831913686,392305106,3799
10.0,,,,,,10.0,sell,107180.54,BTC-20OCT25-92000-P,99.62,0.00013931,0.0001,3,1760831839656,392304916,53
0.1,,,,,,0.1,sell,107180.86,BTC-20OCT25-112000-C,41.19,0.0004035,0.0004,1,1760831837842,392304915,117
5.0,,,,,,5.0,buy,107181.41,BTC-20OCT25-115000-C,49.6,0.00016526,0.0001,3,1760831810450,392304903,90
3.0,,,,,,3.0,sell,107176.92,BTC-20OCT25-116000-C,54.91,0.00014546,0.0001,2,1760831783636,392304863,69
0.1,,,,,,0.1,buy,107163.18,BTC-27MAR26-160000-C,49.26,0.02444051,0.0245,1,1760831773489,392304855,1265
0.1,,,,,,0.1,buy,107166.31,BTC-27MAR26-200000-C,53.54,0.00900168,0.009,1,1760831761319,392304843,1088
0.1,,,,,,0.1,sell,107157.38,BTC-28NOV25-170000-C,62.47,0.00128078,0.0013,1,1760831688537,392304816,138
0.1,,,,,,0.1,sell,107158.25,BTC-19OCT25-109000-C,29.47,0.00024356,0.0001,2,1760831619230,392304780,271
4.0,,,,,,4.0,sell,107154.73,BTC-19OCT25-110000-C,42.27,0.00015396,0.0001,2,1760831588887,392304769,356
0.4,,,,,,0.4,buy,107132.63,BTC-20OCT25-114000-C,48.89,0.00018985,0.0002,3,1760831481442,392304734,122
0.2,,,,,,0.2,buy,107153.23,BTC-20OCT25-107000-C,31.92,0.00886949,0.0085,2,1760831295687,392304714,96
0.1,,,,,,0.1,sell,107142.93,BTC-27MAR26-170000-C,50.28,0.0180245,0.0185,1,1760831276585,392304697,1050
0.2,,,,,,0.2,sell,107142.5,BTC-26DEC25-128000-C,47.17,0.02629345,0.026,3,1760831271884,392304695,568
0.8,,,,,,0.8,buy,107117.07,BTC-19OCT25-106000-P,31.81,0.00055065,0.0007,0,1760831068571,392304562,407
0.3,,,,,,0.3,sell,107117.85,BTC-19OCT25-107000-P,19.23,0.0021367,0.0018,3,1760831048863,392304543,386
