amount,contracts,direction,index_price,instrument_name,iv,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.3,0.3,sell,51732.96,BTC-1MAR24-54000-C,54.81,0.00930152,0.009,3,1708902022850,285555075,1445
0.1,0.1,sell,51705.13,BTC-1MAR24-55000-C,56.09,0.00578901,0.0055,3,1708901986576,285554926,938
0.1,0.1,sell,51704.34,BTC-1MAR24-54500-C,55.49,0.0072812,0.007,3,1708901977466,285554924,299
0.3,0.3,buy,51715.77,BTC-26FEB24-53000-C,53.26,0.00033989,0.0006,1,1708901872614,285554878,202
0.4,0.4,sell,51712.13,BTC-28FEB24-50500-P,49.65,0.00666188,0.0065,1,1708901856543,285554856,12
0.2,0.2,sell,51697.53,BTC-28FEB24-48500-P,53.27,0.00139814,0.0012,3,1708901796510,285554797,5
0.2,0.2,sell,51698.99,BTC-26APR24-60000-C,59.92,0.05084052,0.051,1,1708901756908,285554765,762
0.1,0.1,sell,51702.63,BTC-26FEB24-51000-P,33.42,0.00074813,0.0005,2,1708901753746,285554761,215
0.3,0.3,sell,51713.43,BTC-8MAR24-48000-P,52.15,0.00970505,0.0095,2,1708901732668,285554665,414
0.1,0.1,sell,51732.94,BTC-26FEB24-51250-P,29.76,0.00112538,0.0008,0,1708901709855,285554621,107
0.1,0.1,sell,51732.94,BTC-26FEB24-52250-C,32.6,0.00121589,0.001,2,1708901709611,285554620,100
0.3,0.3,buy,51735.06,BTC-1MAR24-52500-C,54.42,0.01805105,0.018,2,1708901707537,285554619,371
0.3,0.3,sell,51736.18,BTC-28JUN24-60000-C,62.02,0.10535481,0.105,0,1708901695768,285554591,2457
0.1,0.1,sell,51744.02,BTC-28JUN24-54000-C,60.69,0.14390252,0.144,0,1708901666194,285554440,292
2.9,2.9,sell,51743.4,BTC-29MAR24-43000-P,56.16,0.00851689,0.0085,2,1708901657217,285554439,1302
0.1,0.1,sell,51742.97,BTC-1MAR24-51500-C,53.0,0.02681124,0.0265,2,1708901640494,285554432,409
0.1,0.1,sell,51742.27,BTC-15MAR24-60000-C,54.96,0.00876184,0.0085,2,1708901598254,285554424,86
0.9,0.9,buy,51742.04,BTC-29MAR24-44000-P,55.63,0.01097574,0.011,0,1708901594770,285554423,1165
0.9,0.9,buy,51742.04,BTC-29MAR24-45000-P,54.34,0.01353801,0.0135,0,1708901594765,285554422,1310
9.2,9.2,sell,51751.54,BTC-1MAR24-51000-P,53.6,0.01607886,0.016,0,1708901500338,285554365,1094
0.1,0.1,sell,51785.03,BTC-29MAR24-48000-C,52.49,0.11405346,0.113,0,1708901474395,285554304,1383
0.1,0.1,buy,51785.03,BTC-29MAR24-54000-P,54.57,0.07917029,0.08,3,1708901474282,285554296,156
0.2,0.2,sell,51800.88,BTC-29MAR24-50000-C,52.83,0.08956606,0.089,3,1708901472873,285554254,6051
0.5,0.5,sell,51811.11,BTC-26APR24-55000-C,58.77,0.08054454,0.081,0,1708901472609,285554220,425
0.1,0.1,sell,51811.11,BTC-28JUN24-55000-C,60.82,0.13711931,0.137,2,1708901472602,285554219,1511
0.1,0.1,sell,51827.34,BTC-31MAY24-56000-C,59.78,0.10654882,0.106,2,1708901469791,285554170,8
1.5,1.5,sell,51844.82,BTC-27FEB24-49500-P,53.25,0.00131216,0.0011,3,1708901463802,285554089,64
1.0,1.0,sell,51857.02,BTC-28FEB24-53500-C,52.49,0.0064515,0.006,0,1708901424233,285554044,7
0.2,0.2,buy,51859.53,BTC-26FEB24-51000-C,33.64,0.01723432,0.017,0,1708901386495,285554037,140
1.0,1.0,sell,51862.72,BTC-27FEB24-55500-C,61.66,0.00064475,0.0006,2,1708901359423,285554027,12
1.0,1.0,sell,51862.14,BTC-27DEC24-41000-P,60.05,0.07814844,0.0755,2,1708901345544,285554018,31
2.1,2.1,sell,51862.14,BTC-27FEB24-49000-P,58.03,0.00092836,0.0008,3,1708901341482,285554016,45
1.0,1.0,sell,51862.14,BTC-27FEB24-48000-P,65.66,0.00043825,0.0004,0,1708901334399,285554010,23
1.0,1.0,sell,51861.64,BTC-27DEC24-42000-P,60.02,0.08482465,0.082,2,1708901321987,285554000,58
2.0,2.0,sell,51861.7,BTC-26FEB24-49500-P,65.5,0.00018023,0.0001,2,1708901319163,285553995,149
5.8,5.8,sell,51862.66,BTC-8MAR24-42000-P,61.97,0.00107791,0.0009,2,1708901181258,285553958,210
5.0,5.0,sell,51861.02,BTC-1MAR24-43000-P,75.85,0.00038206,0.0003,2,1708901049153,285553936,588
1.0,1.0,sell,51863.49,BTC-1MAR24-44000-P,72.76,0.00055992,0.0005,2,1708901039703,285553917,654
1.0,1.0,buy,51863.09,BTC-27DEC24-48000-P,60.24,0.13041838,0.128,0,1708901023205,285553913,23
9.0,9.0,sell,51863.61,BTC-28FEB24-46000-P,65.81,0.00035112,0.0002,2,1708901015187,285553906,34
2.3,2.3,sell,51858.3,BTC-1MAR24-45000-P,66.0,0.00082491,0.0006,2,1708900904824,285553884,746
4.4,4.4,sell,51859.4,BTC-1MAR24-46000-P,62.65,0.00118983,0.001,3,1708900877930,285553870,1064
1.7,1.7,sell,51859.85,BTC-28FEB24-47000-P,61.32,0.00052081,0.0004,2,1708900845008,285553860,13
8.0,8.0,sell,51859.99,BTC-29MAR24-36000-P,67.67,0.0020891,0.0019,2,1708900789107,285553843,1415
1.0,1.0,sell,51859.95,BTC-8MAR24-44000-P,57.8,0.00204604,0.0019,0,1708900752008,285553840,329
0.1,0.1,buy,51857.84,BTC-15MAR24-55000-C,52.28,0.02646687,0.0265,3,1708900526558,285553768,226
0.2,0.2,sell,51856.91,BTC-26FEB24-51500-P,30.39,0.00149534,0.0014,2,1708900523958,285553757,359
0.3,0.3,buy,51825.05,BTC-29MAR24-85000-C,76.85,0.00174101,0.0019,3,1708900373846,285553672,904
0.3,0.3,sell,51832.79,BTC-29MAR24-52000-P,53.63,0.05744478,0.0575,2,1708900102801,285553596,507
0.1,0.1,buy,51844.38,BTC-8MAR24-58000-C,54.96,0.00691074,0.007,3,1708899879701,285553502,371
0.3,0.3,buy,51806.89,BTC-8MAR24-54000-C,52.48,0.02187923,0.022,0,1708899701726,285553390,538
0.5,0.5,sell,51804.18,BTC-29MAR24-40000-P,60.84,0.00438961,0.0045,2,1708899686520,285553387,2254
0.1,0.1,sell,51807.05,BTC-29MAR24-32000-P,79.58,0.00114523,0.0012,0,1708899655752,285553371,924
0.1,0.1,buy,51672.32,BTC-28FEB24-51500-P,49.87,0.0141943,0.014,1,1708899169563,285552961,18
0.2,0.2,buy,51699.51,BTC-28FEB24-52000-P,50.76,0.01935214,0.019,3,1708899121194,285552856,7
0.2,0.2,sell,51756.47,BTC-27FEB24-54000-C,54.49,0.00191731,0.0018,2,1708898987791,285552469,36
0.1,0.1,buy,51754.23,BTC-28JUN24-40000-P,60.08,0.03077227,0.0305,0,1708898874942,285552449,517
0.1,0.1,buy,51751.8,BTC-29MAR24-53000-P,53.78,0.06846403,0.0685,3,1708898702894,285552411,482
2.0,2.0,buy,51770.0,BTC-28JUN24-110000-C,72.19,0.01078873,0.0115,2,1708898358429,285552190,100
0.1,0.1,buy,51764.37,BTC-26FEB24-50000-P,61.57,0.00020274,0.0004,1,1708898203377,285552139,296
0.1,0.1,sell,51719.55,BTC-15MAR24-42000-P,58.33,0.00253329,0.0024,1,1708897900949,285551883,70
0.1,0.1,buy,51722.38,BTC-27FEB24-50000-P,52.91,0.00229796,0.0025,0,1708897439173,285551750,58
0.1,0.1,buy,51723.15,BTC-29MAR24-47000-P,53.93,0.02196965,0.022,2,1708897266218,285551726,748
0.1,0.1,sell,51734.71,BTC-27DEC24-100000-C,66.71,0.0777875,0.0765,1,1708897015676,285551639,281
0.1,0.1,buy,51737.35,BTC-27DEC24-80000-C,65.36,0.12181375,0.124,0,1708896977173,285551629,253
0.1,0.1,sell,51742.4,BTC-8MAR24-50000-P,52.21,0.01989641,0.02,2,1708896844737,285551578,550
0.1,0.1,sell,51712.88,BTC-26APR24-57000-P,59.24,0.13968858,0.14,2,1708896757173,285551493,38
0.5,0.5,buy,51674.99,BTC-8MAR24-56000-C,53.64,0.01207585,0.012,3,1708896515378,285551269,605
0.2,0.2,sell,51673.82,BTC-8MAR24-52000-P,51.43,0.0375113,0.037,1,1708896378539,285551191,308
0.1,0.1,sell,51673.82,BTC-26FEB24-52000-P,34.73,0.00864738,0.0085,3,1708896378537,285551190,39
0.4,0.4,sell,51668.35,BTC-28FEB24-52500-C,53.32,0.01082245,0.011,3,1708896372381,285551172,22
0.1,0.1,sell,51693.66,BTC-8MAR24-57000-C,54.16,0.00937939,0.009,3,1708895969504,285550529,678
0.3,0.3,sell,51708.83,BTC-29MAR24-56000-C,54.98,0.03991854,0.0395,3,1708895968609,285550464,724
0.1,0.1,sell,51715.77,BTC-8MAR24-60000-C,57.34,0.00417034,0.0039,2,1708895960014,285550352,626
0.5,0.5,buy,51717.23,BTC-29MAR24-33000-P,75.86,0.00124772,0.0013,0,1708895935899,285550313,758
0.3,0.3,sell,51716.89,BTC-29MAR24-57000-C,55.55,0.03504735,0.0345,2,1708895935789,285550305,1131
0.3,0.3,sell,51716.89,BTC-29MAR24-59000-C,56.54,0.02652455,0.026,2,1708895935771,285550304,579
34.9,34.9,buy,51716.89,BTC-29MAR24-60000-C,56.44,0.02300316,0.022,3,1708895935718,285550300,4331
0.5,0.5,sell,51722.57,BTC-26APR24-70000-C,63.81,0.02200885,0.022,0,1708895905978,285550270,407
0.1,0.1,sell,51741.65,BTC-8MAR24-55000-C,53.89,0.01727439,0.017,3,1708895856847,285550219,685
0.9,0.9,buy,51735.96,BTC-15MAR24-56000-C,53.42,0.02203407,0.0215,3,1708895772372,285550192,157
0.1,0.1,sell,51740.08,BTC-29MAR24-49000-P,54.17,0.03425002,0.034,0,1708895730749,285550163,495
0.3,0.3,sell,51733.0,BTC-29MAR24-42000-P,57.86,0.00723971,0.007,3,1708895672450,285550134,1169
0.1,0.1,sell,51719.79,BTC-8MAR24-54000-P,53.81,0.0611153,0.061,0,1708895455063,285549989,37
0.1,0.1,buy,51716.9,BTC-8MAR24-53000-P,51.2,0.04864272,0.047,2,1708895420677,285549987,163
0.1,0.1,buy,51725.07,BTC-15MAR24-52000-P,53.35,0.04542591,0.046,0,1708895400069,285549983,204
0.1,0.1,sell,51760.73,BTC-29MAR24-55000-C,55.1,0.04721301,0.0465,2,1708895145122,285549896,3422
1.0,1.0,sell,51727.88,BTC-27FEB24-51500-C,52.92,0.01528412,0.016,1,1708894998158,285549798,39
0.1,0.1,buy,51712.89,BTC-28FEB24-56000-C,61.95,0.00144375,0.0014,0,1708894981223,285549785,5
0.2,0.2,buy,51733.27,BTC-26APR24-50000-P,57.39,0.06364364,0.0635,0,1708894423207,285549278,191
6.0,6.0,sell,51733.27,BTC-26APR24-65000-C,61.92,0.03364635,0.0335,2,1708894423016,285549274,597
0.4,0.4,buy,51739.6,BTC-15MAR24-50000-P,52.37,0.02798282,0.028,2,1708894309851,285549135,28
0.1,0.1,buy,51785.85,BTC-28FEB24-53000-C,55.9,0.00883766,0.0095,0,1708894025670,285548959,16
0.1,0.1,buy,51784.93,BTC-27FEB24-48500-P,63.3,0.00069441,0.0008,0,1708893985346,285548952,47
0.1,0.1,sell,51811.98,BTC-31MAY24-80000-C,65.56,0.0249821,0.024,0,1708893959444,285548914,11
0.6,0.6,buy,51808.26,BTC-28FEB24-57500-C,70.15,0.00068037,0.0009,1,1708893731967,285548793,11
0.1,0.1,buy,51789.44,BTC-27FEB24-53000-C,52.26,0.00513953,0.005,0,1708893454493,285548649,141
0.1,0.1,sell,51776.51,BTC-29MAR24-31000-P,81.8,0.00098272,0.001,1,1708893367876,285548540,646
0.1,0.1,buy,51795.61,BTC-31MAY24-47000-P,58.68,0.05952877,0.0585,2,1708893343570,285548461,5
0.2,0.2,buy,51783.84,BTC-26APR24-51000-P,57.57,0.07205421,0.072,2,1708893320011,285548417,76
2.0,2.0,buy,51807.29,BTC-26APR24-46000-P,57.56,0.03501852,0.035,0,1708893314056,285548319,171
0.2,0.2,sell,51840.23,BTC-28FEB24-51500-C,49.82,0.02067906,0.0205,0,1708893313086,285548263,13
0.2,0.2,buy,51865.12,BTC-29MAR24-48000-P,55.25,0.02766976,0.028,0,1708893052748,285547735,923
0.1,0.1,buy,51929.33,BTC-28FEB24-52500-P,52.09,0.02255614,0.0225,1,1708892945897,285547561,2
0.1,0.1,buy,51904.73,BTC-28JUN24-38000-P,60.39,0.02338135,0.0225,2,1708892907780,285547499,278
0.1,0.1,buy,51941.7,BTC-15MAR24-54000-C,52.88,0.03429854,0.0345,1,1708892787747,285547179,71
0.5,0.5,buy,51922.27,BTC-31MAY24-70000-C,63.75,0.04464969,0.045,0,1708892704754,285547100,10
0.5,0.5,buy,51919.5,BTC-29MAR24-70000-C,63.61,0.00648704,0.0065,0,1708892675443,285547067,2092
0.2,0.2,sell,51903.0,BTC-29MAR24-18000-P,130.86,0.00020408,0.0002,1,1708892651080,285547024,934
0.1,0.1,sell,51903.34,BTC-31MAY24-75000-C,64.08,0.0335026,0.032,0,1708892628922,285546991,10
0.2,0.2,sell,51904.75,BTC-31MAY24-85000-C,66.46,0.01845803,0.018,0,1708892597681,285546967,26
0.5,0.5,sell,51912.16,BTC-28JUN24-19000-P,83.0,0.0011784,0.0014,2,1708892554525,285546861,254
0.5,0.5,sell,51934.79,BTC-27FEB24-47500-P,64.45,0.00020513,0.0002,2,1708892250040,285546062,38
0.5,0.5,buy,51929.12,BTC-27FEB24-57000-C,69.0,0.0003515,0.0003,0,1708892217695,285545936,14
0.2,0.2,buy,51942.05,BTC-26APR24-55000-P,58.3,0.11224893,0.112,2,1708892191402,285545820,43
1.0,1.0,buy,51942.05,BTC-28FEB24-55000-C,55.88,0.00264181,0.0026,0,1708892191257,285545811,15
0.1,0.1,sell,51944.26,BTC-27FEB24-52500-C,50.36,0.00876497,0.0085,1,1708892177553,285545664,177
2.0,2.0,buy,51908.58,BTC-29MAR24-46000-C,54.61,0.14460215,0.1445,0,1708892129014,285545188,859
0.1,0.1,sell,51903.44,BTC-28JUN24-29000-P,68.96,0.00691702,0.007,2,1708892112291,285545109,360
3.2,3.2,buy,51870.29,BTC-27SEP24-40000-C,60.73,0.34031932,0.3395,1,1708892053586,285544730,440
0.2,0.2,sell,51883.83,BTC-26FEB24-50750-C,46.63,0.02255006,0.023,1,1708892030122,285544614,1
0.2,0.2,buy,51878.32,BTC-26FEB24-51500-C,38.5,0.00961072,0.01,1,1708892026946,285544509,164
0.6,0.6,sell,51856.0,BTC-28JUN24-37000-P,62.5,0.02136983,0.0215,2,1708892023537,285544404,255
0.1,0.1,buy,51776.39,BTC-1MAR24-58000-C,63.39,0.00186324,0.0018,1,1708891633203,285542922,948
1.0,1.0,sell,51695.26,BTC-26APR24-49000-P,57.31,0.05560902,0.056,3,1708891018244,285542252,106
1.0,1.0,sell,51676.65,BTC-28FEB24-49500-P,50.07,0.00336868,0.003,2,1708890867100,285542143,5
0.1,0.1,buy,51682.22,BTC-29MAR24-35000-P,69.29,0.00157862,0.0016,2,1708890814874,285542055,1949
5.3,5.3,buy,51683.84,BTC-27FEB24-58000-C,71.63,8.233e-05,0.0001,3,1708890635879,285541994,6
1.0,1.0,sell,51690.8,BTC-1MAR24-42000-P,77.82,0.00023887,0.0002,2,1708889948648,285541689,460
0.2,0.2,buy,51689.87,BTC-1MAR24-64000-C,80.53,0.00025247,0.0003,0,1708889946186,285541687,350
1.0,1.0,sell,51687.34,BTC-28JUN24-95000-C,70.13,0.02073617,0.021,1,1708889870831,285541657,393
0.1,0.1,sell,51684.62,BTC-1MAR24-50500-P,53.04,0.01312727,0.013,2,1708889836641,285541649,231
1.0,1.0,buy,51690.28,BTC-27DEC24-65000-C,63.25,0.17734679,0.18,0,1708889673934,285541494,159
0.4,0.4,sell,51689.01,BTC-28JUN24-80000-C,66.86,0.03817687,0.0395,3,1708889641421,285541483,565
0.1,0.1,buy,51684.81,BTC-29MAR24-50000-P,53.93,0.04189039,0.042,0,1708889510522,285541350,819
0.1,0.1,sell,51624.05,BTC-1MAR24-36000-P,118.51,3.069e-05,0.0001,3,1708889216893,285540625,145
0.4,0.4,sell,51643.8,BTC-26FEB24-50500-C,43.82,0.02264839,0.023,0,1708889192626,285540578,28
0.3,0.3,buy,51643.8,BTC-27FEB24-54500-C,60.53,0.00155387,0.0016,1,1708889192143,285540517,14
0.4,0.4,buy,51623.73,BTC-26FEB24-51250-C,37.35,0.00948727,0.01,0,1708889188866,285540458,29
0.1,0.1,buy,51597.58,BTC-27FEB24-55000-C,62.42,0.00096736,0.001,1,1708889185740,285540364,28
0.1,0.1,buy,51581.19,BTC-15MAR24-53000-C,51.89,0.03786364,0.038,2,1708889185074,285540342,167
1.6,1.6,sell,51527.27,BTC-27FEB24-47000-P,72.32,0.0003587,0.0004,0,1708889182828,285540198,34
1.0,1.0,sell,51526.28,BTC-28FEB24-49000-P,51.73,0.00262114,0.0024,2,1708889100233,285540014,6
0.1,0.1,buy,51520.86,BTC-27DEC24-200000-C,73.11,0.01495748,0.014,2,1708888878093,285539912,133
0.1,0.1,buy,51519.49,BTC-27FEB24-52000-P,50.91,0.01827048,0.018,1,1708888766455,285539854,54
0.1,0.1,buy,51524.35,BTC-27FEB24-46000-P,71.67,0.00017908,0.0001,3,1708888673544,285539831,33
0.2,0.2,buy,51538.92,BTC-27FEB24-50500-P,49.57,0.00458195,0.0049,0,1708888569495,285539737,65
2.2,2.2,sell,51547.69,BTC-1MAR24-48000-P,54.69,0.00342382,0.0033,2,1708888437691,285539686,1254
0.1,0.1,sell,51532.09,BTC-28JUN24-23000-C,78.81,0.57882446,0.5795,1,1708885360539,285538216,40
0.3,0.3,sell,51548.37,BTC-1MAR24-41000-P,84.26,0.00019104,0.0002,3,1708884665246,285537700,216
0.2,0.2,sell,51548.53,BTC-29MAR24-46000-P,54.96,0.01900632,0.019,0,1708884610987,285537663,941
6.7,6.7,sell,51553.07,BTC-27FEB24-45000-P,82.85,7.937e-05,0.0001,3,1708884547082,285537657,7
1.0,1.0,sell,51543.21,BTC-26FEB24-54500-C,61.47,8.175e-05,0.0001,2,1708884446114,285537492,30
0.3,0.3,buy,51504.08,BTC-29MAR24-37000-P,66.65,0.00264557,0.0028,1,1708883177568,285536611,1211
0.1,0.1,buy,51454.32,BTC-15MAR24-64000-C,60.27,0.00382772,0.004,1,1708882578462,285536309,104
0.1,0.1,buy,51446.08,BTC-28FEB24-61000-C,76.84,3.743e-05,0.0001,1,1708882247117,285536084,2
1.0,1.0,buy,51424.59,BTC-8MAR24-45000-P,55.44,0.00336211,0.0034,0,1708882077413,285536008,24
0.5,0.5,buy,51386.97,BTC-15MAR24-48000-P,51.88,0.01728135,0.0175,0,1708880580218,285534881,43
0.5,0.5,buy,51377.0,BTC-27SEP24-60000-C,61.7,0.15814296,0.1565,2,1708880518408,285534851,528
0.5,0.5,sell,51376.32,BTC-27SEP24-100000-C,67.87,0.04507301,0.044,2,1708880499758,285534844,451
0.1,0.1,buy,51372.9,BTC-29MAR24-39000-P,61.6,0.00385265,0.0039,1,1708880391521,285534777,1176
0.8,0.8,buy,51381.74,BTC-27SEP24-80000-C,65.45,0.08172886,0.0805,0,1708880282494,285534700,376
0.1,0.1,buy,51370.85,BTC-28JUN24-31000-P,65.26,0.00906939,0.009,2,1708880246446,285534673,240
0.1,0.1,sell,51368.53,BTC-29MAR24-42000-C,57.36,0.20176264,0.202,0,1708880198483,285534663,549
0.4,0.4,buy,51352.67,BTC-26APR24-75000-C,65.11,0.01321945,0.0135,3,1708879858129,285534168,148
0.5,0.5,sell,51313.72,BTC-15MAR24-45000-P,53.58,0.0068246,0.007,0,1708879712502,285533815,14
0.1,0.1,buy,51312.9,BTC-26APR24-58000-C,59.35,0.05823943,0.0585,2,1708879582499,285533270,391
5.0,5.0,buy,51354.93,BTC-29MAR24-34000-P,71.74,0.00147151,0.0015,2,1708879501622,285533201,736
0.1,0.1,sell,51358.19,BTC-8MAR24-62000-C,60.22,0.00229182,0.0021,3,1708879493168,285533194,283
4.7,4.7,sell,51324.12,BTC-26APR24-47000-P,56.77,0.04365268,0.0435,0,1708879410718,285532965,120
0.3,0.3,buy,51321.73,BTC-1MAR24-53500-P,56.61,0.05146439,0.0515,2,1708879385080,285532802,6
0.1,0.1,sell,51325.06,BTC-8MAR24-51000-C,52.15,0.0423268,0.0425,2,1708879324852,285532716,171
0.1,0.1,buy,51377.77,BTC-26APR24-32000-P,67.04,0.0028182,0.0028,2,1708879117149,285532294,170
