amount,block_trade_id,block_trade_leg_count,combo_id,contracts,direction,index_price,instrument_name,iv,liquidation,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.5,,,,0.5,sell,41273.73,BTC-26JAN24-40000-P,48.72,,0.01415997,0.014,2,1705622376485,280785216,3761
2.4,,,,2.4,sell,41267.55,BTC-21JAN24-40000-P,50.23,,0.00489519,0.0049,3,1705622374228,280785215,74
1.0,,,,1.0,buy,41260.56,BTC-2FEB24-40000-C,46.62,,0.05573353,0.0555,0,1705622373036,280785211,3
1.0,,,,1.0,buy,41260.56,BTC-9FEB24-39000-C,46.41,,0.07997957,0.0795,1,1705622372974,280785210,1
1.0,,,,1.0,sell,41258.01,BTC-23FEB24-36000-P,50.42,,0.01413339,0.014,3,1705622247578,280785174,453
8.0,,,,8.0,sell,41258.11,BTC-23FEB24-35000-P,50.77,,0.01088491,0.01,2,1705622247433,280785172,448
0.4,,,,0.4,sell,41258.1,BTC-19JAN24-43500-C,77.36,,0.00013074,0.0001,3,1705622244187,280785171,588
3.0,,,,3.0,sell,41250.66,BTC-26JAN24-41000-P,47.02,,0.02310571,0.023,1,1705622229748,280785168,3408
8.0,,,,8.0,sell,41248.93,BTC-26JAN24-37000-P,58.58,,0.00351191,0.0034,2,1705622222116,280785162,2054
1.9,,,,1.9,sell,41248.93,BTC-29MAR24-31000-P,54.46,,0.01051164,0.01,1,1705622222066,280785160,436
0.1,,,,0.1,buy,41235.71,BTC-2FEB24-44000-C,46.11,,0.0138584,0.014,0,1705622182937,280785110,259
0.1,,,,0.1,sell,41233.38,BTC-29MAR24-48000-C,48.67,,0.0361801,0.0365,0,1705622180540,280785109,590
0.7,,,,0.7,sell,41235.6,BTC-9FEB24-42000-C,44.21,,0.03657271,0.0365,1,1705622177200,280785104,13
0.1,,,,0.1,sell,41238.49,BTC-29MAR24-49000-C,49.09,,0.03168728,0.032,1,1705622175788,280785096,310
0.1,,,,0.1,sell,41260.29,BTC-19JAN24-41000-P,52.99,,0.00402262,0.0037,2,1705622138191,280785057,1919
0.1,,,,0.1,sell,41260.29,BTC-19JAN24-41500-C,49.71,,0.00385842,0.0036,2,1705622138171,280785056,246
0.2,,,,0.2,buy,41260.77,BTC-26APR24-48000-C,49.81,,0.05535068,0.055,0,1705622130629,280785052,13
0.8,,,,0.8,sell,41258.21,BTC-19JAN24-42500-C,56.46,,0.00043112,0.0003,3,1705622117164,280785051,358
0.1,,,,0.1,sell,41250.06,BTC-19JAN24-40000-P,70.33,,0.00089215,0.0007,2,1705621974323,280785032,2087
0.1,,,,0.1,buy,41250.69,BTC-19JAN24-39000-P,101.19,,0.00048535,0.0004,3,1705621922280,280785017,1271
1.0,,,,1.0,buy,41276.59,BTC-26JAN24-34000-P,73.22,,0.00113585,0.0011,2,1705621812011,280784963,1523
0.1,,,,0.1,sell,41269.4,BTC-28JUN24-56000-C,54.71,,0.05551151,0.056,1,1705621777059,280784950,74
0.1,,,,0.1,sell,41269.41,BTC-28JUN24-57000-C,54.97,,0.0519706,0.0525,1,1705621774658,280784949,101
0.1,,,,0.1,sell,41262.7,BTC-23FEB24-44000-P,46.37,,0.09209085,0.092,3,1705621725836,280784926,586
0.1,,,,0.1,sell,41261.98,BTC-23FEB24-62000-C,61.02,,0.00165299,0.0015,2,1705621641391,280784792,295
0.2,,,,0.2,sell,41259.88,BTC-20JAN24-39500-P,60.19,,0.00224664,0.002,2,1705621415151,280784631,65
0.1,,,,0.1,sell,41231.19,BTC-19JAN24-43000-C,61.95,,0.000174,0.0001,3,1705621208461,280784531,798
3.0,,,,3.0,buy,41231.22,BTC-26JAN24-42000-C,45.99,,0.01853888,0.0185,2,1705621191107,280784530,1700
0.3,,,,0.3,sell,41249.91,BTC-19JAN24-42000-C,52.21,,0.00125874,0.0011,2,1705621067360,280784496,360
0.5,,,,0.5,buy,41249.95,BTC-29MAR24-38000-P,48.71,,0.04263458,0.0425,3,1705621058186,280784478,455
0.2,,,,0.2,buy,41249.95,BTC-20JAN24-41000-P,49.26,,0.00926306,0.009,3,1705621058149,280784477,131
9.0,,,,9.0,buy,41251.97,BTC-26JAN24-38000-P,55.04,,0.00556913,0.0055,3,1705621044978,280784459,2591
0.1,,,,0.1,sell,41251.41,BTC-19JAN24-44000-C,89.81,,8.805e-05,0.0001,3,1705621028950,280784452,1170
0.2,,,,0.2,sell,41282.45,BTC-21JAN24-41500-C,42.95,,0.01149577,0.0115,0,1705620996713,280784395,22
0.1,,,,0.1,buy,41288.93,BTC-20JAN24-45500-C,75.44,,0.00016883,0.0003,3,1705620988847,280784385,47
3.0,,,,3.0,buy,41289.15,BTC-21JAN24-44000-C,47.58,,0.00087905,0.0008,2,1705620910040,280784358,29
2.0,,,,2.0,buy,41291.49,BTC-26APR24-25000-P,61.39,,0.0050057,0.005,1,1705620752475,280784253,29
2.0,,,,2.0,buy,41278.92,BTC-27DEC24-41000-C,58.06,,0.25394355,0.2575,2,1705620713490,280784249,2
0.2,,,,0.2,buy,41292.22,BTC-2FEB24-49000-C,54.39,,0.0029741,0.003,1,1705620601003,280784171,498
0.1,,,,0.1,sell,41292.34,BTC-19JAN24-41500-P,49.63,,0.00937533,0.009,2,1705620578703,280784170,490
0.1,,,,0.1,buy,41287.26,BTC-27DEC24-44000-P,57.11,,0.20478528,0.207,1,1705620537968,280784153,15
0.5,,,,0.5,buy,41286.38,BTC-19JAN24-42000-P,53.13,,0.0186233,0.0185,2,1705620528513,280784152,1841
