amount,block_trade_id,block_trade_leg_count,combo_id,contracts,direction,index_price,instrument_name,iv,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.1,,,,0.1,buy,66242.48,BTC-17MAY24-61000-P,67.74,0.000346,0.0003,3,1715817596853,301669243,1309
0.1,,,,0.1,sell,66244.87,BTC-31MAY24-63000-P,52.78,0.02082069,0.0205,3,1715817580133,301669236,1089
0.1,,,,0.1,sell,66257.55,BTC-17MAY24-58000-P,88.68,0.00012412,0.0001,2,1715817575990,301669214,1556
0.2,,,,0.2,sell,66248.55,BTC-17MAY24-72000-C,66.05,0.00040198,0.0003,2,1715817572618,301669209,916
4.9,,,,4.9,sell,66246.43,BTC-17MAY24-57000-P,98.79,0.00017276,0.0001,3,1715817563696,301669207,775
0.1,,,,0.1,sell,66242.61,BTC-17MAY24-70000-C,62.24,0.0014606,0.0013,2,1715817559777,301669195,1408
0.8,,,,0.8,sell,66242.52,BTC-16MAY24-64500-P,43.67,0.00025051,0.0001,3,1715817556852,301669191,106
2.0,,,,2.0,sell,66256.89,BTC-31MAY24-66000-P,51.9,0.03835072,0.038,2,1715817544095,301669177,682
0.1,,,,0.1,sell,66255.53,BTC-18MAY24-63000-P,56.14,0.00266886,0.0027,1,1715817540114,301669176,40
0.1,,,,0.1,buy,66255.55,BTC-16MAY24-65000-P,47.98,0.00064698,0.0006,3,1715817538010,301669173,179
0.1,,,,0.1,buy,66262.15,BTC-24MAY24-61000-P,55.9,0.00642407,0.0065,3,1715817518762,301669141,804
0.6,,,,0.6,sell,66268.12,BTC-17MAY24-66000-P,53.54,0.01058061,0.0105,1,1715817504093,301669134,129
0.7,,,,0.7,sell,66269.99,BTC-28JUN24-57000-P,59.55,0.02279374,0.023,0,1715817499712,301669127,751
0.2,,,,0.2,sell,66239.0,BTC-24MAY24-76000-C,61.06,0.00339786,0.0032,1,1715817437205,301669055,250
0.1,,,,0.1,sell,66239.0,BTC-28JUN24-75000-C,58.99,0.03937047,0.039,3,1715817435136,301669054,4729
0.1,,,,0.1,sell,66247.36,BTC-17MAY24-64000-P,54.2,0.00226886,0.0023,3,1715817406577,301669040,664
1.3,,,,1.3,sell,66238.3,BTC-28JUN24-60000-P,58.19,0.0342537,0.0345,0,1715817396052,301669028,3833
1.3,,,,1.3,buy,66235.23,BTC-28JUN24-55000-P,60.75,0.01724227,0.0175,1,1715817385414,301669026,1423
0.3,,,,0.3,sell,66235.25,BTC-18MAY24-72000-C,65.84,0.00157376,0.0014,2,1715817384129,301669025,23
0.8,,,,0.8,sell,66235.23,BTC-28JUN24-58000-P,59.04,0.02620177,0.0265,1,1715817382944,301669024,1122
0.1,,,,0.1,buy,66233.43,BTC-28JUN24-64000-P,57.33,0.05657603,0.0565,0,1715817378828,301669022,661
2.0,,,,2.0,sell,66227.49,BTC-28JUN24-56000-P,59.92,0.01989243,0.02,1,1715817354128,301669014,700
0.5,,,,0.5,sell,66227.63,BTC-18MAY24-71000-C,63.69,0.00244607,0.0022,2,1715817351815,301669012,33
2.0,,,,2.0,sell,66227.86,BTC-18MAY24-66000-P,54.07,0.01566096,0.015,2,1715817351495,301669011,27
0.6,,,,0.6,buy,66254.54,BTC-24MAY24-67000-C,53.45,0.02813652,0.0285,3,1715817317975,301668982,717
1.0,,,,1.0,buy,66269.72,BTC-17MAY24-68000-C,57.78,0.00509191,0.005,3,1715817311628,301668971,1356
2.0,,,,2.0,sell,66272.08,BTC-17MAY24-67000-C,53.11,0.00910937,0.0085,2,1715817304099,301668968,1667
0.1,,,,0.1,sell,66279.27,BTC-18MAY24-70000-C,62.16,0.0039884,0.0037,2,1715817288994,301668966,70
0.3,,,,0.3,sell,66278.28,BTC-16MAY24-68000-C,49.99,0.00041699,0.0003,2,1715817287960,301668965,92
0.5,,,,0.5,sell,66275.03,BTC-27SEP24-75000-C,63.73,0.11914511,0.1195,0,1715817281102,301668958,1274
0.1,,,,0.1,buy,66265.23,BTC-31MAY24-72000-C,54.39,0.01626881,0.0165,1,1715817278949,301668953,1899
0.7,,,,0.7,sell,66265.23,BTC-28JUN24-65000-P,57.17,0.06335518,0.063,0,1715817278945,301668952,1351
0.5,,,,0.5,sell,66263.8,BTC-26JUL24-69000-C,59.66,0.09580075,0.096,0,1715817276366,301668941,95
0.1,,,,0.1,sell,66268.68,BTC-17MAY24-63000-P,56.4,0.00103928,0.001,1,1715817255550,301668907,939
4.8,,,,4.8,buy,66232.09,BTC-31MAY24-60000-P,55.24,0.01049737,0.0105,3,1715817249281,301668770,2405
3.0,,,,3.0,sell,66240.64,BTC-27DEC24-100000-C,69.32,0.09982001,0.1005,1,1715817121111,301668687,1961
0.1,,,,0.1,sell,66243.26,BTC-24MAY24-74000-C,58.29,0.00517388,0.005,3,1715817117061,301668686,530
0.1,,,,0.1,sell,66263.51,BTC-31MAY24-70000-C,53.15,0.0234738,0.0235,2,1715817087686,301668606,4056
0.5,,,,0.5,buy,66277.13,BTC-17MAY24-60500-P,73.53,0.00025403,0.0003,3,1715817052092,301668520,176
0.8,,,,0.8,sell,66283.39,BTC-26JUL24-60000-C,59.47,0.16412416,0.165,1,1715817049167,301668514,61
2.0,,,,2.0,buy,66315.03,BTC-18MAY24-65500-P,55.05,0.0116856,0.0115,0,1715817009839,301668412,44
1.0,,,,1.0,buy,66317.13,BTC-17MAY24-66500-P,54.11,0.01414753,0.014,2,1715817000105,301668403,8
0.4,,,,0.4,buy,66317.13,BTC-16MAY24-66500-P,46.62,0.00701829,0.007,3,1715816999503,301668398,9
0.1,,,,0.1,sell,66328.19,BTC-24MAY24-65000-C,51.28,0.04420459,0.0435,3,1715816986206,301668351,796
0.1,,,,0.1,sell,66329.53,BTC-28JUN24-90000-C,64.25,0.01118456,0.011,1,1715816972456,301668346,2468
