amount,combo_id,combo_trade_id,contracts,direction,index_price,instrument_name,iv,liquidation,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.1,,,0.1,sell,64971.9,BTC-23APR24-67000-C,59.19,,0.00818977,0.0075,2,1713657589705,298484601,35
0.1,,,0.1,buy,64973.38,BTC-31MAY24-65000-P,70.15,,0.08818799,0.0885,2,1713657580928,298484594,645
0.3,,,0.3,sell,64986.56,BTC-28JUN24-19000-P,108.46,,0.00036885,0.0003,3,1713657575407,298484584,336
0.5,,,0.5,buy,64991.0,BTC-31MAY24-64000-P,70.23,,0.08018537,0.0805,2,1713657549364,298484572,390
0.1,,,0.1,buy,64990.59,BTC-26APR24-44000-P,125.62,,0.00019704,0.0002,2,1713657524551,298484559,782
0.1,,,0.1,buy,64997.6,BTC-3MAY24-66000-P,70.74,,0.05940156,0.0595,3,1713657502300,298484538,220
0.1,,,0.1,sell,64997.6,BTC-26APR24-76000-C,78.84,,0.00235108,0.0022,3,1713657502120,298484536,1607
0.1,,,0.1,sell,65001.64,BTC-26APR24-57000-P,80.03,,0.00378536,0.0036,3,1713657487457,298484507,1359
0.1,,,0.1,sell,64986.83,BTC-21APR24-64000-P,45.21,,0.00087757,0.0009,0,1713657471641,298484435,159
0.1,,,0.1,buy,64985.6,BTC-23APR24-64000-P,62.33,,0.01298214,0.013,2,1713657467299,298484418,10
0.3,,,0.3,buy,64980.16,BTC-28JUN24-29000-P,89.36,,0.00133855,0.0015,2,1713657458536,298484380,415
0.1,,,0.1,sell,64985.31,BTC-21APR24-68000-C,67.65,,0.00014788,0.0001,3,1713657446725,298484358,123
0.1,,,0.1,sell,64931.25,BTC-26APR24-77000-C,80.33,,0.00175892,0.0017,2,1713657417236,298484286,1002
0.2,,,0.2,sell,64940.05,BTC-21APR24-67500-C,65.53,,0.00033123,0.0002,3,1713657377761,298484258,71
0.3,,,0.3,sell,64884.9,BTC-22APR24-62500-P,63.58,,0.00307132,0.0033,3,1713657295245,298484198,70
0.4,,,0.4,buy,64895.9,BTC-31MAY24-63000-P,70.43,,0.07354534,0.074,3,1713657275329,298484175,431
0.1,,,0.1,buy,64895.81,BTC-22APR24-64500-P,53.37,,0.0102297,0.01,2,1713657274711,298484171,53
0.4,,,0.4,buy,64892.78,BTC-3MAY24-52000-P,79.37,,0.00374967,0.0036,2,1713657245648,298484132,227
0.1,,,0.1,buy,64897.64,BTC-27SEP24-62000-P,72.81,,0.14236395,0.1435,2,1713657215289,298484108,117
0.6,,,0.6,sell,64899.78,BTC-23APR24-58000-P,83.47,,0.00132342,0.0012,0,1713657161636,298484084,9
0.2,,,0.2,sell,64894.39,BTC-26APR24-56000-P,82.22,,0.00297841,0.0028,2,1713657145267,298484071,1356
0.1,,,0.1,buy,64875.94,BTC-27SEP24-90000-C,74.06,,0.09653794,0.096,0,1713657137487,298484023,704
0.5,,,0.5,sell,64870.77,BTC-23APR24-73000-C,75.15,,0.00078452,0.0006,2,1713657123103,298484016,11
0.1,,,0.1,sell,64896.58,BTC-31MAY24-90000-C,76.63,,0.0150581,0.015,3,1713656881879,298483909,843
0.1,,,0.1,sell,64931.82,BTC-22APR24-65500-C,52.95,,0.0091272,0.009,0,1713656793368,298483894,69
0.1,,,0.1,buy,64917.81,BTC-10MAY24-67000-C,69.86,,0.05145535,0.0515,0,1713656766229,298483833,99
0.1,,,0.1,buy,64902.36,BTC-21APR24-65000-C,38.67,,0.00427331,0.004,3,1713656666532,298483659,327
0.1,,,0.1,sell,64880.58,BTC-3MAY24-64000-P,70.05,,0.04449836,0.044,2,1713656659039,298483624,322
0.1,,,0.1,sell,64856.71,BTC-23APR24-63500-P,62.37,,0.01120772,0.011,2,1713656603657,298483582,19
0.1,,,0.1,buy,64873.26,BTC-10MAY24-67000-P,70.29,,0.08092533,0.0815,2,1713656493619,298483542,13
0.1,,,0.1,buy,64884.02,BTC-31MAY24-62000-P,70.33,,0.06678065,0.067,2,1713656477393,298483534,467
2.7,,,2.7,sell,64888.85,BTC-22APR24-67500-C,56.65,,0.00248242,0.0022,2,1713656420009,298483510,55
0.1,,,0.1,buy,64907.43,BTC-3MAY24-72000-C,72.91,,0.01795561,0.018,0,1713656329955,298483494,451
5.0,,,5.0,buy,64883.2,BTC-3MAY24-57000-P,74.06,,0.01156658,0.0115,3,1713656267993,298483458,140
9.0,,,9.0,buy,64888.74,BTC-26APR24-69000-C,72.73,,0.01278735,0.013,3,1713656265104,298483453,2005
0.1,,,0.1,buy,64936.64,BTC-10MAY24-74000-C,71.64,,0.02182289,0.022,3,1713656190495,298483417,83
2.5,,,2.5,buy,64916.85,BTC-3MAY24-60000-P,72.19,,0.02126658,0.0215,2,1713656171475,298483404,639
1.2,,,1.2,sell,64916.96,BTC-22APR24-72000-C,79.73,,0.00035998,0.0003,1,1713656170390,298483403,33
0.1,,,0.1,sell,64908.2,BTC-21APR24-66500-C,52.61,,0.00057445,0.0005,2,1713656123907,298483380,62
0.1,,,0.1,buy,64940.28,BTC-31MAY24-61000-P,70.44,,0.06008043,0.06,3,1713656049124,298483349,528
0.1,,,0.1,buy,64936.9,BTC-31MAY24-60000-P,70.69,,0.05411011,0.054,2,1713656022750,298483323,1099
0.3,,,0.3,sell,64940.45,BTC-21APR24-61500-P,78.06,,0.00012402,0.0001,3,1713656016681,298483320,135
0.4,,,0.4,buy,64948.45,BTC-26APR24-85000-C,94.09,,0.00039558,0.0004,3,1713655906681,298483303,1956
0.3,,,0.3,sell,64948.45,BTC-26APR24-68000-C,69.69,,0.01678555,0.016,2,1713655906631,298483301,2092
1.0,,,1.0,sell,64947.98,BTC-21APR24-62500-P,68.65,,0.00035769,0.0003,3,1713655867507,298483268,211
