amount,block_rfq_id,block_trade_id,block_trade_leg_count,combo_id,combo_trade_id,contracts,direction,index_price,instrument_name,iv,liquidation,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.1,,,,,,0.1,buy,85085.42,BTC-26JUN26-85000-P,51.9,,0.1422509,0.142,1,1763769545729,400265244,912
0.1,,,,,,0.1,sell,85111.04,BTC-28NOV25-90000-C,53.61,,0.00941433,0.009,1,1763769528997,400265236,1230
0.5,,,,BTC-ICOND-30JAN26-65000_100000_106000_130000,400265214,0.5,buy,85094.61,BTC-30JAN26-100000-P,51.06,,0.20049542,0.2007,2,1763769507689,400265216,377
0.5,,,,BTC-ICOND-30JAN26-65000_100000_106000_130000,400265214,0.5,buy,85094.61,BTC-30JAN26-106000-C,51.22,,0.02250809,0.0227,0,1763769507689,400265215,237
0.5,,,,BTC-ICOND-30JAN26-65000_100000_106000_130000,400265214,0.5,sell,85094.61,BTC-30JAN26-130000-C,55.36,,0.00511512,0.0051,0,1763769507689,400265217,519
0.5,,,,BTC-ICOND-30JAN26-65000_100000_106000_130000,400265214,0.5,sell,85094.61,BTC-30JAN26-65000-P,60.94,,0.01795257,0.0176,2,1763769507689,400265218,262
0.5,,,,,,0.5,sell,85045.84,BTC-5DEC25-100000-C,54.14,,0.00308451,0.0029,0,1763769454314,400265155,621
0.1,,,,,,0.1,sell,85029.52,BTC-5DEC25-99000-C,53.83,,0.0036971,0.0035,2,1763769414284,400265146,319
0.4,,,,,,0.4,buy,85099.86,BTC-28NOV25-96000-C,55.17,,0.00165889,0.0016,3,1763769237776,400264399,1336
0.1,,,,,,0.1,sell,85055.25,BTC-22NOV25-85000-P,48.02,,0.00548452,0.0055,0,1763769179549,400264345,244
0.5,,,,,,0.5,sell,85037.33,BTC-22NOV25-80000-P,87.93,,0.000172,0.0001,3,1763769095080,400264299,318
0.3,,,,,,0.3,buy,84994.91,BTC-22NOV25-86000-P,49.89,,0.01312964,0.0135,3,1763769060294,400264266,183
1.0,,,,,,1.0,buy,85014.34,BTC-25SEP26-85000-P,51.49,,0.16322629,0.163,2,1763769058270,400264260,118
4.0,,,,,,4.0,sell,85052.08,BTC-24NOV25-78000-P,75.86,,0.00207665,0.002,2,1763769054907,400264243,141
0.2,,,,,,0.2,buy,85051.27,BTC-23NOV25-85000-P,40.8,,0.00951411,0.0095,3,1763769054808,400264238,372
1.0,,,,,,1.0,buy,85065.17,BTC-23NOV25-88000-C,40.84,,0.0008364,0.001,1,1763769050373,400264210,191
0.8,,,,,,0.8,buy,85085.01,BTC-26DEC25-75000-P,59.99,,0.0244735,0.0245,3,1763769048756,400264205,4901
