amount,combo_id,combo_trade_id,contracts,direction,index_price,instrument_name,iv,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.6,,,0.6,sell,105742.15,BTC-9JUN25-107000-C,37.68,0.00101005,0.0009,3,1749427058011,370580680,155
5.0,,,5.0,sell,105685.16,BTC-9JUN25-109000-C,48.66,0.00016572,0.0001,2,1749426949213,370580555,76
2.1,,,2.1,sell,105717.54,BTC-11JUN25-102000-P,40.93,0.0025461,0.0022,3,1749426721690,370580292,27
0.1,,,0.1,buy,105704.45,BTC-9JUN25-106000-C,37.12,0.00337547,0.0033,2,1749426602135,370580236,248
0.8,,,0.8,sell,105718.26,BTC-11JUN25-107000-C,38.97,0.00790102,0.0075,2,1749426578219,370580220,16
1.0,,,1.0,sell,105743.17,BTC-26SEP25-200000-C,56.83,0.00375567,0.0037,2,1749426449889,370580141,4028
13.7,,,13.7,buy,105743.17,BTC-10JUN25-112000-C,41.41,0.00023005,0.0001,3,1749426447390,370580140,22
0.1,,,0.1,sell,105743.25,BTC-10JUN25-100000-P,50.63,0.00052289,0.0004,3,1749426436447,370580133,50
8.5,,,8.5,buy,105716.39,BTC-10JUN25-96000-P,65.96,0.00019614,0.0001,3,1749426385094,370580102,17
0.1,,,0.1,buy,105691.61,BTC-20JUN25-96000-P,43.5,0.00345232,0.0035,0,1749426378860,370580059,178
2.0,,,2.0,buy,105688.27,BTC-13JUN25-100000-P,42.52,0.00247634,0.0025,0,1749426373229,370580049,1183
0.3,,,0.3,buy,105716.7,BTC-10JUN25-94000-P,78.65,0.00015847,0.0001,3,1749426351926,370579986,37
0.1,,,0.1,buy,105716.17,BTC-20JUN25-94000-P,45.54,0.00233411,0.0023,1,1749426338120,370579984,74
3.1,,,3.1,buy,105734.05,BTC-27JUN25-97000-P,41.36,0.007799,0.008,1,1749426282390,370579934,2504
0.1,,,0.1,buy,105727.92,BTC-20JUN25-95000-P,44.44,0.00280025,0.0028,2,1749426180260,370579894,520
0.1,,,0.1,buy,105717.41,BTC-20JUN25-97000-P,42.59,0.00425717,0.0043,2,1749426178077,370579891,56
0.1,,,0.1,buy,105724.09,BTC-9JUN25-105000-P,38.13,0.00212596,0.002,3,1749426153113,370579885,211
0.1,,,0.1,buy,105727.29,BTC-13JUN25-99000-P,44.19,0.00183171,0.0018,0,1749426145179,370579881,193
0.8,,,0.8,buy,105762.5,BTC-9JUN25-102000-P,55.31,0.00011336,0.0001,3,1749426069652,370579779,169
0.1,,,0.1,sell,105754.51,BTC-13JUN25-101000-P,41.21,0.00351961,0.0034,0,1749425879572,370579655,463
0.1,,,0.1,sell,105719.43,BTC-13JUN25-106000-C,38.96,0.01654814,0.016,2,1749425764059,370579554,519
0.1,,,0.1,buy,105720.96,BTC-27JUN25-120000-C,44.65,0.00523033,0.0055,2,1749425763252,370579550,8838
0.1,,,0.1,sell,105737.64,BTC-10JUN25-110000-C,40.63,0.00071914,0.0006,2,1749425671512,370579368,67
0.1,,,0.1,sell,105799.55,BTC-20JUN25-110000-C,40.57,0.01397842,0.014,2,1749425554200,370579283,420
3.0,,,3.0,buy,105784.86,BTC-10JUN25-108000-C,38.51,0.00255129,0.0025,1,1749425529369,370579223,130
0.4,,,0.4,sell,105752.59,BTC-13JUN25-104000-P,40.04,0.01010385,0.01,1,1749425408005,370579021,688
1.3,,,1.3,sell,105735.85,BTC-9JUN25-105500-P,34.38,0.00370511,0.0033,2,1749425404408,370579012,56
0.3,,,0.3,buy,105720.76,BTC-9JUN25-105500-C,39.29,0.00582655,0.006,3,1749425403368,370578989,29
0.1,,,0.1,sell,105715.78,BTC-11JUN25-105000-P,39.98,0.00959958,0.0095,3,1749425402957,370578984,29
0.5,,,0.5,buy,105715.72,BTC-27JUN25-115000-C,42.02,0.01056293,0.0105,0,1749425402866,370578979,6347
0.1,,,0.1,sell,105640.71,BTC-25JUL25-106000-C,42.18,0.06192101,0.0615,2,1749425344849,370578927,985
0.1,,,0.1,sell,105636.04,BTC-25JUL25-125000-C,44.74,0.01409118,0.014,2,1749425303048,370578920,797
1.0,,,1.0,sell,105625.27,BTC-29AUG25-98000-P,43.8,0.04393053,0.0435,2,1749425263062,370578909,38
1.0,,,1.0,buy,105625.27,BTC-26SEP25-100000-P,44.77,0.06267218,0.0625,0,1749425219982,370578900,1138
0.7,,,0.7,sell,105631.59,BTC-9JUN25-108000-C,43.48,0.00033538,0.0003,3,1749425177126,370578887,108
3.9,,,3.9,buy,105636.04,BTC-9JUN25-104000-P,42.96,0.00082092,0.0008,0,1749425160505,370578880,155
0.1,,,0.1,buy,105645.16,BTC-25JUL25-60000-P,70.1,0.00079138,0.0007,3,1749425155322,370578871,574
1.0,,,1.0,buy,105678.38,BTC-13JUN25-110000-C,41.79,0.00519611,0.005,2,1749425112336,370578847,1157
2.0,,,2.0,sell,105627.48,BTC-9JUN25-110000-C,59.47,0.00013563,0.0001,3,1749425045722,370578815,82
0.1,,,0.1,sell,105627.77,BTC-27JUN25-125000-C,45.81,0.00252234,0.0025,3,1749425041961,370578813,5061
0.1,,,0.1,buy,105628.58,BTC-20JUN25-98000-P,41.8,0.00547881,0.0055,0,1749425024606,370578812,313
0.1,,,0.1,buy,105672.68,BTC-20JUN25-90000-P,51.17,0.001141,0.0012,0,1749425021016,370578794,221
0.1,,,0.1,buy,105743.04,BTC-25JUL25-95000-P,43.31,0.01902497,0.0195,0,1749424953335,370578624,339
0.1,,,0.1,sell,105743.04,BTC-25JUL25-98000-P,41.93,0.02663158,0.026,3,1749424953230,370578623,707
0.1,,,0.1,buy,105731.88,BTC-27JUN25-135000-C,51.85,0.00087359,0.0009,3,1749424805749,370578536,2837
1.2,,,1.2,sell,105709.83,BTC-13JUN25-103000-P,40.95,0.007536,0.0075,1,1749424727707,370578462,581
0.1,,,0.1,sell,105635.74,BTC-25JUL25-160000-C,53.84,0.00146218,0.0014,1,1749424687729,370578410,470
1.0,,,1.0,buy,105670.33,BTC-13JUN25-98000-P,46.09,0.00135579,0.0014,0,1749424572465,370578257,1104
0.2,,,0.2,buy,105661.3,BTC-26SEP25-130000-C,46.61,0.03732133,0.0375,2,1749424544177,370578249,2000
0.1,,,0.1,buy,105700.85,BTC-10JUN25-104000-P,40.33,0.0036262,0.0037,0,1749424464368,370578103,79
0.1,,,0.1,buy,105679.85,BTC-11JUN25-112000-C,45.23,0.00089749,0.0009,2,1749424441203,370578080,11
0.1,,,0.1,buy,105672.58,BTC-20JUN25-85000-P,59.13,0.00054993,0.0006,1,1749424430765,370578060,155
0.8,,,0.8,sell,105666.84,BTC-11JUN25-108000-C,40.4,0.00501736,0.005,2,1749424317328,370577950,26
0.2,,,0.2,buy,105661.19,BTC-10JUN25-102000-P,44.37,0.00122191,0.0012,1,1749424308403,370577949,42
0.2,,,0.2,buy,105660.3,BTC-20JUN25-105000-C,39.76,0.03197401,0.032,2,1749424291153,370577943,332
0.1,,,0.1,buy,105674.69,BTC-26SEP25-50000-P,69.16,0.00188792,0.002,0,1749424233243,370577927,1046
0.1,,,0.1,buy,105673.5,BTC-29AUG25-60000-P,63.27,0.00211367,0.0022,1,1749424207914,370577863,59
3.0,,,3.0,buy,105698.55,BTC-25JUL25-100000-P,42.27,0.03289046,0.033,0,1749424204623,370577849,3130
0.3,,,0.3,sell,105698.55,BTC-10JUN25-105000-C,39.8,0.01327235,0.0135,3,1749424204041,370577838,41
2.0,,,2.0,buy,105698.55,BTC-25JUL25-92000-P,43.55,0.01336472,0.0135,1,1749424203730,370577784,907
0.1,,,0.1,buy,105727.57,BTC-11JUN25-100000-P,46.7,0.0011295,0.0011,0,1749424072836,370577672,8
0.1,,,0.1,buy,105769.65,BTC-27JUN25-105000-C,40.28,0.04063618,0.041,0,1749423939010,370577476,7667
0.9,,,0.9,buy,105741.39,BTC-26SEP25-180000-C,53.37,0.00595148,0.006,1,1749423925816,370577442,1086
1.1,,,1.1,buy,105743.0,BTC-11JUN25-106000-C,38.89,0.01149094,0.0115,2,1749423916131,370577326,8
0.5,,,0.5,sell,105722.33,BTC-10JUN25-106000-C,39.29,0.00832446,0.0085,2,1749423856262,370576995,159
0.1,,,0.1,sell,105732.87,BTC-27MAR26-95000-C,48.79,0.24386963,0.244,0,1749423854217,370576978,350
0.1,,,0.1,buy,105748.57,BTC-26SEP25-80000-P,48.65,0.01501001,0.015,0,1749423843282,370576843,2260
0.1,,,0.1,buy,105765.95,BTC-20JUN25-106000-P,39.45,0.02819699,0.028,0,1749423781133,370576771,148
0.1,,,0.1,buy,105815.88,BTC-25JUL25-108000-C,42.38,0.05402828,0.054,3,1749423708527,370576624,1111
0.9,,,0.9,sell,105803.98,BTC-9JUN25-106000-P,31.55,0.00574027,0.005,1,1749423705396,370576619,48
0.2,,,0.2,buy,105804.28,BTC-20JUN25-106000-C,39.82,0.02792788,0.028,3,1749423704038,370576616,427
0.1,,,0.1,buy,105750.33,BTC-26SEP25-55000-P,64.48,0.00258454,0.0027,0,1749423658339,370576512,800
0.1,,,0.1,buy,105758.88,BTC-11JUN25-106000-P,38.85,0.01348109,0.0135,0,1749423654223,370576510,17
0.5,,,0.5,sell,105784.61,BTC-13JUN25-105000-P,39.62,0.01361105,0.0135,1,1749423640019,370576468,685
0.3,,,0.3,sell,105801.61,BTC-25JUL25-105000-P,42.06,0.0527511,0.0525,1,1749423617529,370576400,537
0.1,,,0.1,buy,105808.15,BTC-13JUN25-106000-P,39.87,0.01802628,0.018,0,1749423608822,370576394,309
0.5,,,0.5,buy,105816.09,BTC-9JUN25-103000-P,46.38,0.00026635,0.0002,3,1749423605961,370576361,166
0.1,,,0.1,buy,105820.1,BTC-25JUL25-105000-C,42.23,0.06701843,0.067,1,1749423583951,370576353,372
0.5,,,0.5,sell,105784.69,BTC-27JUN25-102000-P,39.66,0.01910747,0.019,0,1749423575813,370576336,2179
0.3,,,0.3,sell,105784.69,BTC-25JUL25-110000-P,42.31,0.07938543,0.079,1,1749423575813,370576335,564
0.1,,,0.1,sell,105808.69,BTC-20JUN25-107000-C,39.61,0.02367393,0.0235,2,1749423524558,370576207,370
0.1,,,0.1,sell,105808.71,BTC-20JUN25-107000-P,39.52,0.03323077,0.033,0,1749423520414,370576206,78
0.1,,,0.1,sell,105810.21,BTC-25JUL25-110000-C,42.57,0.04651278,0.0465,2,1749423485827,370576167,2031
0.1,,,0.1,buy,105809.66,BTC-13JUN25-109000-C,40.72,0.00713573,0.007,3,1749423473597,370576163,723
0.2,,,0.2,sell,105815.53,BTC-13JUN25-108000-C,40.21,0.00971681,0.0095,3,1749423443765,370576104,750
0.1,,,0.1,sell,105816.59,BTC-27JUN25-105000-P,39.76,0.03061449,0.0305,0,1749423400705,370576086,3429
0.2,,,0.2,sell,105816.7,BTC-25JUL25-122000-C,44.05,0.01814905,0.018,1,1749423392946,370576085,285
0.7,,,0.7,sell,105817.58,BTC-13JUN25-113000-C,44.88,0.00203973,0.0022,3,1749423385241,370576081,544
0.1,,,0.1,sell,105818.19,BTC-25JUL25-108000-P,42.2,0.06780944,0.0675,2,1749423373729,370576077,611
0.1,,,0.1,sell,105818.19,BTC-25JUL25-106000-P,41.97,0.05756367,0.057,0,1749423373258,370576076,558
0.1,,,0.1,buy,105817.71,BTC-20JUN25-104000-C,39.49,0.03817745,0.038,0,1749423367649,370576072,157
0.1,,,0.1,buy,105816.32,BTC-25JUL25-115000-C,43.38,0.03174207,0.032,2,1749423359325,370576067,1525
0.2,,,0.2,buy,105808.01,BTC-10JUN25-103000-P,43.21,0.00198192,0.0021,1,1749423295829,370576053,38
0.3,,,0.3,sell,105824.65,BTC-11JUN25-103000-P,41.77,0.00381925,0.0039,1,1749423248789,370576039,22
0.1,,,0.1,sell,105828.42,BTC-10JUN25-111000-C,43.2,0.0004645,0.0004,2,1749423203685,370576019,38
0.5,,,0.5,buy,105847.64,BTC-9JUN25-106500-C,38.52,0.0023554,0.0025,3,1749423112345,370575980,43
1.0,,,1.0,buy,105802.94,BTC-26SEP25-95000-P,45.07,0.04458083,0.0445,0,1749422940316,370575671,2437
0.1,,,0.1,buy,105910.3,BTC-26DEC25-190000-C,53.05,0.01906466,0.019,3,1749422495433,370575214,395
0.1,,,0.1,buy,105847.03,BTC-9JUN25-107000-P,29.89,0.01205779,0.0115,2,1749422362618,370575060,2
1.0,,,1.0,sell,105832.06,BTC-9JUN25-107500-C,39.12,0.00066476,0.0007,2,1749422240555,370574924,10
0.8,,,0.8,buy,105851.74,BTC-27JUN25-100000-P,39.57,0.01302564,0.013,0,1749422227151,370574805,7365
0.2,,,0.2,buy,105851.74,BTC-13JUN25-102000-P,41.27,0.00499059,0.005,1,1749422226762,370574800,791
7.0,,,7.0,sell,105881.09,BTC-26SEP25-140000-C,47.76,0.02507893,0.025,2,1749422226454,370574766,2140
0.1,,,0.1,buy,105917.72,BTC-27JUN25-101000-P,39.56,0.01563268,0.0155,0,1749422225676,370574748,445
0.1,,,0.1,buy,105928.12,BTC-20JUN25-99000-P,41.4,0.006437,0.0065,0,1749422223538,370574694,162
1.4,,,1.4,buy,105931.59,BTC-26DEC25-85000-P,48.44,0.04337844,0.0435,1,1749422210240,370574580,772
0.1,,,0.1,buy,105932.46,BTC-25JUL25-96000-P,42.74,0.02121124,0.021,2,1749422210239,370574578,694
0.1,,,0.1,buy,105932.34,BTC-26SEP25-85000-P,46.97,0.02164945,0.0215,1,1749422205247,370574558,1598
0.1,,,0.1,buy,105932.91,BTC-29AUG25-80000-P,48.88,0.00954083,0.0095,3,1749422200184,370574555,121
1.5,,,1.5,sell,105956.71,BTC-20JUN25-118000-C,43.82,0.00317136,0.0032,0,1749422177235,370574529,175
0.1,,,0.1,buy,106050.81,BTC-25JUL25-84000-P,48.97,0.00547303,0.006,0,1749421797856,370574277,493
0.8,,,0.8,sell,105996.18,BTC-26DEC25-105000-P,47.1,0.11360541,0.114,1,1749421787085,370574273,535
0.2,,,0.2,buy,105966.4,BTC-25JUL25-80000-P,51.0,0.00367486,0.0038,0,1749421718956,370574182,779
0.1,,,0.1,buy,105951.75,BTC-29AUG25-85000-P,46.74,0.01453888,0.0145,0,1749421636781,370574127,136
0.7,,,0.7,sell,106007.47,BTC-25JUL25-100000-C,42.71,0.09528844,0.0955,3,1749421544094,370574023,1221
1.0,,,1.0,buy,106158.31,BTC-27JUN25-70000-P,78.15,0.00034472,0.0004,0,1749421464458,370573884,5260
0.3,,,0.3,sell,106070.56,BTC-20JUN25-108000-C,39.27,0.02083899,0.0205,2,1749421034151,370573623,353
1.0,,,1.0,buy,106077.55,BTC-20JUN25-113000-C,41.46,0.00827628,0.0085,2,1749421003322,370573615,249
0.8,,,0.8,buy,106075.17,BTC-27JUN25-85000-P,52.04,0.00109997,0.0011,1,1749420985335,370573613,7343
0.3,,,0.3,buy,106045.6,BTC-27JUN25-130000-C,48.34,0.00143677,0.0015,1,1749420943352,370573540,5076
0.1,,,0.1,sell,106049.53,BTC-13JUN25-85000-P,76.77,0.00019018,0.0001,2,1749420637641,370573068,207
0.1,,,0.1,buy,106040.92,BTC-20JUN25-120000-C,44.11,0.00210648,0.0021,1,1749420587409,370573026,283
0.1,,,0.1,sell,106103.24,BTC-26DEC25-200000-C,54.1,0.01589057,0.016,1,1749420571259,370572934,1358
0.2,,,0.2,buy,106163.36,BTC-27JUN25-92000-P,44.57,0.00297958,0.003,0,1749420491003,370572661,1583
0.1,BTC-ICOND-29AUG25-85000_90000_140000_145000,370572655,0.1,buy,106166.95,BTC-29AUG25-140000-C,47.25,0.01503211,0.0149,2,1749420470009,370572656,345
0.1,BTC-ICOND-29AUG25-85000_90000_140000_145000,370572655,0.1,buy,106166.95,BTC-29AUG25-90000-P,45.28,0.02194288,0.0219,0,1749420470009,370572659,147
0.1,BTC-ICOND-29AUG25-85000_90000_140000_145000,370572655,0.1,sell,106166.95,BTC-29AUG25-145000-C,48.45,0.01182053,0.012,0,1749420470009,370572657,92
0.1,,,0.1,buy,106161.3,BTC-20JUN25-103000-P,39.5,0.01456488,0.0145,0,1749420289052,370572544,155
0.6,,,0.6,sell,106409.79,BTC-9JUN25-106500-P,37.57,0.00522365,0.0055,1,1749420003527,370572073,9
0.7,,,0.7,sell,106378.83,BTC-29AUG25-106000-P,43.64,0.07343254,0.073,2,1749419908378,370571851,60
0.2,,,0.2,buy,106380.19,BTC-27MAR26-85000-P,49.36,0.06034282,0.061,2,1749419899986,370571847,226
0.9,,,0.9,buy,106380.54,BTC-27JUN25-88000-P,48.84,0.00151149,0.0016,3,1749419880927,370571810,945
0.5,,,0.5,buy,106383.7,BTC-29AUG25-106000-C,44.25,0.09076387,0.0915,0,1749419849394,370571805,66
0.1,,,0.1,sell,106383.92,BTC-20JUN25-105000-P,38.9,0.02087193,0.0205,2,1749419846470,370571804,262
1.0,,,1.0,sell,106455.43,BTC-11JUN25-109000-C,40.8,0.00456887,0.0048,0,1749419822517,370571751,28
0.2,,,0.2,sell,106456.63,BTC-10JUN25-105000-P,39.77,0.0042134,0.0044,3,1749419819087,370571747,116
1.6,,,1.6,buy,106485.41,BTC-25JUL25-124000-C,44.39,0.01634133,0.0165,1,1749419779602,370571628,143
0.3,,,0.3,buy,106482.85,BTC-25JUL25-126000-C,44.67,0.01407832,0.014,0,1749419760525,370571616,224
0.1,BTC-PS-27JUN25-90000_85000,370571505,0.1,sell,106461.25,BTC-27JUN25-90000-P,47.17,0.00210177,0.0022,0,1749419607757,370571507,4543
0.6,,,0.6,buy,106466.23,BTC-27JUN25-112000-C,40.82,0.01787577,0.018,1,1749419553180,370571229,1357
0.1,,,0.1,buy,106466.23,BTC-20JUN25-111000-C,40.12,0.0129038,0.013,1,1749419553147,370571217,273
0.7,,,0.7,buy,106410.15,BTC-26SEP25-170000-C,51.74,0.00841874,0.0085,0,1749419551137,370571110,552
0.1,,,0.1,buy,106410.15,BTC-9JUN25-104500-C,57.7,0.01825603,0.0195,0,1749419551137,370571111,2
0.1,,,0.1,buy,106410.15,BTC-10JUN25-104000-C,46.42,0.02536535,0.026,0,1749419551114,370571077,11
0.1,,,0.1,buy,106359.75,BTC-9JUN25-103000-C,76.66,0.03191575,0.033,1,1749419549780,370571020,11
0.1,,,0.1,sell,106359.08,BTC-27JUN25-110000-P,40.47,0.05448293,0.0545,1,1749419549304,370570914,1562
1.5,,,1.5,sell,106359.08,BTC-11JUN25-101000-P,47.12,0.00149888,0.0015,2,1749419549294,370570909,7
2.0,,,2.0,sell,106359.08,BTC-26SEP25-105000-P,45.14,0.08171923,0.0815,2,1749419549238,370570874,633
0.1,,,0.1,sell,106358.15,BTC-27JUN25-107000-P,39.48,0.03753079,0.037,2,1749419422641,370570811,30
0.1,,,0.1,sell,106355.72,BTC-13JUN25-95000-P,53.99,0.00068075,0.0006,3,1749419278007,370570797,1221
6.0,,,6.0,buy,106295.98,BTC-27MAR26-65000-P,53.39,0.02249636,0.0225,1,1749419012379,370570635,139
0.1,,,0.1,buy,106335.08,BTC-27JUN25-111000-C,41.0,0.0203612,0.0205,1,1749418607129,370570574,44
8.0,,,8.0,buy,106335.13,BTC-13JUN25-107000-P,38.92,0.02032514,0.02,2,1749418522294,370570565,208
1.7,,,1.7,buy,106349.12,BTC-11JUN25-110000-C,41.16,0.00307447,0.0029,0,1749418480390,370570544,9
0.1,,,0.1,sell,106337.43,BTC-25JUL25-94000-P,43.79,0.01636859,0.0165,1,1749417728310,370570357,593
0.1,,,0.1,buy,106316.68,BTC-10JUN25-107000-C,40.84,0.00699399,0.0075,1,1749417535148,370570307,130
0.1,,,0.1,sell,106295.7,BTC-10JUN25-106000-P,39.64,0.00831314,0.0085,3,1749417298354,370570101,20
0.8,,,0.8,sell,106279.0,BTC-25JUL25-112000-P,42.53,0.08845728,0.088,2,1749417260195,370570073,271
0.5,,,0.5,sell,106258.52,BTC-29AUG25-135000-C,46.55,0.01977541,0.0195,0,1749417163248,370569873,107
0.5,,,0.5,sell,106259.1,BTC-29AUG25-94000-P,44.23,0.03060599,0.03,2,1749417128611,370569866,47
10.0,,,10.0,buy,106232.3,BTC-27JUN25-280000-C,135.43,3.374e-05,0.0001,3,1749416782506,370569829,1313
