amount,block_trade_id,block_trade_leg_count,combo_id,contracts,direction,index_price,instrument_name,iv,liquidation,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
5.5,,,,5.5,sell,64259.43,BTC-25SEP24-63500-P,45.03,,0.00127363,0.0014,1,1727222391025,318662235,159
0.8,,,,0.8,buy,64259.66,BTC-25SEP24-60000-P,98.17,,1.082e-05,0.0001,3,1727222383884,318662230,75
0.1,,,,0.1,buy,64259.71,BTC-11OCT24-58000-P,51.21,,0.00873388,0.009,0,1727222382062,318662229,160
0.1,,,,0.1,buy,64266.68,BTC-25SEP24-64000-P,37.53,,0.00292814,0.0027,0,1727222368173,318662207,124
0.5,,,,0.5,sell,64266.68,BTC-25SEP24-62500-P,50.59,,0.00039812,0.0002,2,1727222367722,318662206,248
0.1,,,,0.1,buy,64278.98,BTC-4OCT24-59000-P,50.62,,0.00537455,0.0055,3,1727222344589,318662191,664
12.1,,,,12.1,sell,64300.03,BTC-25OCT24-50000-P,60.82,,0.00470943,0.0049,3,1727222331662,318662147,1147
0.1,,,,0.1,sell,64315.07,BTC-27DEC24-63000-P,57.95,,0.09692711,0.096,2,1727222305251,318662129,453
0.1,,,,0.1,buy,64329.36,BTC-25OCT24-54000-P,55.46,,0.00925114,0.0095,1,1727222247450,318662112,877
0.2,,,,0.2,buy,64329.04,BTC-27SEP24-62000-P,48.9,,0.00347679,0.0034,3,1727222246885,318662111,2622
0.1,,,,0.1,sell,64330.8,BTC-25OCT24-62000-P,49.44,,0.03797231,0.0375,0,1727222232890,318662109,287
2.0,,,,2.0,buy,64333.39,BTC-27SEP24-53000-P,93.68,,0.00016488,0.0001,3,1727222182589,318662058,2572
0.1,,,,0.1,sell,64333.53,BTC-26SEP24-62500-P,48.56,,0.002279,0.0024,1,1727222155938,318662055,86
0.5,,,,0.5,sell,64342.67,BTC-25SEP24-63000-C,48.38,,0.02152851,0.0215,3,1727222087936,318662042,77
0.1,,,,0.1,sell,64346.13,BTC-26SEP24-64500-C,47.14,,0.01054042,0.0105,2,1727222071068,318662022,88
0.5,,,,0.5,buy,64346.38,BTC-27SEP24-63000-C,47.87,,0.02827262,0.0285,2,1727222066981,318661998,2502
0.5,,,,0.5,buy,64329.84,BTC-4OCT24-63000-P,45.83,,0.019228,0.019,1,1727221981565,318661980,196
5.0,,,,5.0,buy,64325.44,BTC-27JUN25-50000-P,61.02,,0.07707064,0.0765,2,1727221965806,318661979,325
0.1,,,,0.1,buy,64332.71,BTC-4OCT24-66000-C,47.19,,0.01954436,0.02,3,1727221959307,318661964,407
3.0,,,,3.0,sell,64329.21,BTC-8NOV24-50000-P,61.95,,0.01094409,0.0105,3,1727221948162,318661960,1005
5.0,,,,5.0,buy,64329.21,BTC-27JUN25-110000-C,64.75,,0.07748985,0.077,1,1727221947650,318661959,251
1.0,,,,1.0,buy,64327.19,BTC-8NOV24-75000-C,59.33,,0.03084646,0.0315,1,1727221918135,318661955,761
0.1,,,,0.1,sell,64327.21,BTC-27SEP24-63000-P,45.15,,0.00651009,0.006,3,1727221913353,318661954,809
2.4,,,,2.4,sell,64327.21,BTC-27JUN25-65000-P,61.9,,0.18220297,0.1835,3,1727221909188,318661951,182
1.0,,,,1.0,sell,64327.25,BTC-27SEP24-58000-P,69.13,,0.00056287,0.0006,2,1727221907800,318661949,2698
0.1,,,,0.1,sell,64335.5,BTC-4OCT24-61000-P,46.22,,0.01022636,0.0095,2,1727221781618,318661904,123
0.9,,,,0.9,sell,64333.11,BTC-27SEP24-68000-C,51.17,,0.00176331,0.0018,3,1727221772109,318661903,1708
0.1,,,,0.1,sell,64349.86,BTC-4OCT24-67000-C,45.45,,0.01466094,0.014,3,1727221738737,318661896,99
2.1,,,,2.1,buy,64349.98,BTC-29NOV24-48000-P,61.35,,0.01344856,0.013,3,1727221731844,318661895,104
0.1,,,,0.1,buy,64349.12,BTC-27SEP24-61000-P,52.62,,0.0018516,0.0019,2,1727221725301,318661887,610
0.1,,,,0.1,buy,64345.93,BTC-27SEP24-64000-P,46.97,,0.01186661,0.012,1,1727221705889,318661883,499
0.1,,,,0.1,buy,64349.12,BTC-27SEP24-65000-C,47.09,,0.0109637,0.011,0,1727221685586,318661845,6964
1.0,,,,1.0,buy,64343.1,BTC-27SEP24-66000-C,47.33,,0.00606062,0.006,1,1727221655714,318661823,1994
1.0,,,,1.0,buy,64323.74,BTC-25SEP24-63500-C,42.22,,0.01409056,0.014,1,1727221537361,318661775,144
11.9,,,,11.9,buy,64317.22,BTC-25OCT24-75000-C,51.78,,0.01350687,0.0135,1,1727221517779,318661751,656
0.1,,,,0.1,sell,64302.68,BTC-27SEP24-54000-P,92.35,,0.00018555,0.0002,1,1727221403145,318661628,2475
0.5,,,,0.5,sell,64284.81,BTC-26SEP24-66500-C,49.77,,0.00228446,0.0021,2,1727221395766,318661593,23
0.1,,,,0.1,buy,64283.23,BTC-11OCT24-62000-P,47.51,,0.02323381,0.023,1,1727221383617,318661575,132
0.2,,,,0.2,sell,64280.16,BTC-27DEC24-80000-C,60.56,,0.0524419,0.052,2,1727221345382,318661543,4255
1.0,,,,1.0,buy,64262.05,BTC-27DEC24-60000-P,58.13,,0.07513346,0.075,2,1727221262877,318661455,1487
0.2,,,,0.2,sell,64264.94,BTC-27SEP24-64000-C,46.38,,0.01767298,0.0175,2,1727221254982,318661445,2681
2.4,,,,2.4,buy,64279.95,BTC-27SEP24-72000-C,61.38,,0.00021378,0.0002,3,1727221212019,318661364,1732
5.2,,,,5.2,buy,64278.32,BTC-28MAR25-80000-C,61.54,,0.1078494,0.1075,2,1727221200685,318661355,2537
0.2,,,,0.2,buy,64261.63,BTC-26SEP24-71000-C,66.66,,9.004e-05,0.0001,2,1727221181803,318661315,11
0.1,,,,0.1,sell,64305.8,BTC-29NOV24-95000-C,63.23,,0.01192931,0.0115,2,1727221124524,318661175,150
0.1,,,,0.1,sell,64302.71,BTC-29NOV24-49000-P,60.75,,0.01545952,0.015,2,1727221112102,318661163,44
3.4,,,,3.4,buy,64304.61,BTC-29NOV24-65000-C,57.94,,0.09823841,0.0985,0,1727221098023,318661155,169
0.1,,,,0.1,sell,64294.2,BTC-8NOV24-90000-C,62.69,,0.00791966,0.0075,2,1727221089641,318661144,810
0.1,,,,0.1,sell,64284.2,BTC-25OCT24-90000-C,58.2,,0.00195566,0.0018,2,1727221049273,318661106,352
1.0,,,,1.0,buy,64284.06,BTC-27DEC24-49000-P,60.39,,0.02381991,0.024,2,1727221045636,318661103,525
0.1,,,,0.1,sell,64304.44,BTC-25OCT24-51000-P,58.72,,0.00570442,0.0055,2,1727221022980,318661047,575
0.3,,,,0.3,sell,64304.43,BTC-25OCT24-53000-P,56.62,,0.00783949,0.008,3,1727220907351,318660951,567
5.0,,,,5.0,sell,64309.78,BTC-27DEC24-75000-C,60.0,,0.0696424,0.0695,2,1727220890311,318660922,3849
0.6,,,,0.6,sell,64309.59,BTC-25SEP24-61500-P,73.14,,0.00019413,0.0002,1,1727220886201,318660912,256
0.1,,,,0.1,sell,64300.96,BTC-26SEP24-70000-C,63.2,,0.00016831,0.0002,0,1727220860951,318660884,27
0.3,,,,0.3,sell,64295.9,BTC-29NOV24-51000-P,59.48,,0.02000127,0.0195,2,1727220837400,318660871,116
0.5,,,,0.5,buy,64298.57,BTC-25OCT24-64000-P,49.66,,0.05197239,0.052,0,1727220757987,318660761,258
0.1,,,,0.1,sell,64311.99,BTC-11OCT24-68000-C,47.77,,0.02023533,0.02,2,1727220693372,318660652,227
0.1,,,,0.1,buy,64333.23,BTC-29NOV24-61000-P,57.37,,0.06512511,0.065,0,1727220689343,318660636,44
0.1,,,,0.1,sell,64338.75,BTC-11OCT24-63000-P,47.17,,0.02896231,0.0285,2,1727220637635,318660539,36
1.0,,,,1.0,sell,64359.29,BTC-27DEC24-85000-C,61.63,,0.04016752,0.04,1,1727220551605,318660434,2267
0.6,,,,0.6,buy,64359.29,BTC-26SEP24-64500-P,46.66,,0.01215583,0.012,1,1727220550852,318660433,15
0.1,,,,0.1,sell,64371.49,BTC-25SEP24-62000-P,62.91,,0.00030253,0.0002,3,1727220540763,318660394,271
1.0,,,,1.0,buy,64382.17,BTC-25OCT24-73000-C,51.36,,0.0181998,0.0185,1,1727220509221,318660374,640
0.9,,,,0.9,buy,64373.96,BTC-25OCT24-74000-C,51.66,,0.01574808,0.016,0,1727220506633,318660365,349
0.1,,,,0.1,buy,64385.06,BTC-25OCT24-60000-P,51.25,,0.02684521,0.0275,0,1727220488886,318660257,912
0.2,,,,0.2,buy,64406.51,BTC-25SEP24-64000-C,50.06,,0.00902927,0.01,2,1727220404519,318660173,245
0.9,,,,0.9,sell,64408.59,BTC-27SEP24-67000-C,48.34,,0.00368028,0.0034,3,1727220394631,318660160,2326
1.3,,,,1.3,buy,64437.54,BTC-4OCT24-84000-C,59.84,,0.00015493,0.0001,2,1727220386846,318660136,93
0.1,,,,0.1,buy,64439.98,BTC-29NOV24-66000-P,57.76,,0.1035394,0.1035,2,1727220385594,318660129,9
0.2,,,,0.2,buy,64461.49,BTC-4OCT24-64000-C,46.48,,0.03450557,0.0345,0,1727220299103,318660017,817
0.4,,,,0.4,sell,64457.6,BTC-4OCT24-63000-C,46.65,,0.04348648,0.0435,0,1727220273372,318659998,611
0.1,,,,0.1,buy,64490.98,BTC-25SEP24-64500-C,39.75,,0.00522068,0.005,3,1727220204857,318659872,183
0.2,,,,0.2,buy,64444.4,BTC-27JUN25-70000-C,62.24,,0.20307545,0.2045,1,1727219972381,318659733,1154
0.1,,,,0.1,sell,64446.8,BTC-27SEP24-57000-P,71.56,,0.00036376,0.0003,2,1727219935297,318659723,2322
0.1,,,,0.1,buy,64473.13,BTC-25SEP24-61000-P,86.16,,6.336e-05,0.0002,1,1727219772652,318659551,113
1.0,,,,1.0,buy,64446.83,BTC-25SEP24-59000-P,117.02,,6.8e-07,0.0001,3,1727219722632,318659345,71
0.2,,,,0.2,sell,64417.61,BTC-27DEC24-70000-C,59.42,,0.09284881,0.093,3,1727219690970,318659217,3596
0.5,,,,0.5,sell,64442.28,BTC-11OCT24-69000-C,48.6,,0.01683291,0.017,0,1727219643500,318659112,177
0.1,,,,0.1,sell,64464.95,BTC-27SEP24-62000-C,42.64,,0.0427598,0.0415,2,1727219572757,318658991,2855
0.2,,,,0.2,sell,64466.19,BTC-27SEP24-55000-P,84.69,,0.00027003,0.0002,2,1727219537776,318658966,4158
0.1,,,,0.1,sell,64480.64,BTC-27SEP24-60000-P,56.62,,0.00108555,0.001,3,1727219432085,318658859,4115
0.1,,,,0.1,buy,64451.79,BTC-27SEP24-56000-P,80.33,,0.00027882,0.0003,3,1727219394668,318658821,5522
0.2,,,,0.2,buy,64452.11,BTC-11OCT24-66000-C,47.46,,0.03110464,0.031,0,1727219369822,318658813,409
0.1,,,,0.1,buy,64472.22,BTC-29NOV24-80000-C,60.24,,0.03364014,0.034,1,1727219325962,318658723,960
1.0,,,,1.0,buy,64486.76,BTC-25OCT24-70000-C,49.83,,0.02809815,0.028,1,1727219253577,318658599,1742
0.1,,,,0.1,sell,64515.87,BTC-25OCT24-56000-P,53.41,,0.01280353,0.013,1,1727219221730,318658533,831
1.0,,,,1.0,sell,64523.96,BTC-25SEP24-65000-C,44.73,,0.00252896,0.0028,2,1727219180483,318658450,208
0.4,,,,0.4,buy,64543.78,BTC-27SEP24-54000-C,106.12,,0.16474798,0.165,3,1727219151439,318658395,784
0.1,,,,0.1,buy,64532.89,BTC-29NOV24-52000-P,59.89,,0.02205977,0.0225,1,1727219119503,318658349,147
0.7,,,,0.7,sell,64556.51,BTC-27SEP24-70000-C,53.98,,0.00070508,0.0006,1,1727219094142,318658218,7555
1.2,,,,1.2,buy,64579.18,BTC-26SEP24-65500-C,48.9,,0.00608863,0.0065,1,1727219076903,318658149,53
1.0,,,,1.0,buy,64578.41,BTC-11OCT24-65000-C,48.1,,0.03838254,0.039,0,1727219074461,318658112,94
7.5,,,,7.5,sell,64595.12,BTC-27SEP24-59000-P,63.44,,0.00073269,0.0007,2,1727219062012,318658078,2715
5.1,,,,5.1,buy,64615.3,BTC-27DEC24-65000-C,58.86,,0.12337002,0.124,0,1727219023665,318657910,2059
0.5,,,,0.5,buy,64562.13,BTC-11OCT24-67000-C,47.68,,0.02590541,0.026,0,1727218996935,318657852,535
0.1,,,,0.1,buy,64527.55,BTC-8NOV24-63000-P,56.93,,0.06315481,0.063,2,1727218894946,318657707,209
1.0,,,,1.0,sell,64525.79,BTC-27SEP24-69000-C,52.23,,0.00121422,0.0011,0,1727218870091,318657620,1257
1.0,,,,1.0,sell,64627.9,BTC-25OCT24-49000-P,62.68,,0.00392233,0.004,2,1727218814443,318657416,846
0.1,,,,0.1,sell,64596.03,BTC-26SEP24-69000-C,50.35,,0.00032818,0.0002,3,1727218789535,318657366,24
0.1,,,,0.1,sell,64597.27,BTC-11OCT24-60000-C,49.2,,0.08729197,0.0875,1,1727218788057,318657364,265
0.1,,,,0.1,sell,64629.56,BTC-26SEP24-68000-C,48.93,,0.0007857,0.0006,0,1727218774636,318657315,16
0.1,,,,0.1,buy,64612.65,BTC-11OCT24-72000-C,49.25,,0.00910024,0.009,0,1727218761751,318657305,190
0.1,,,,0.1,buy,64649.46,BTC-4OCT24-68000-C,46.85,,0.01203928,0.012,0,1727218681772,318657110,479
2.2,,,,2.2,buy,64665.06,BTC-27SEP24-66000-P,47.24,,0.02701475,0.027,2,1727218677154,318657030,133
0.1,,,,0.1,buy,64679.58,BTC-25OCT24-79000-C,52.83,,0.00801432,0.008,1,1727218668199,318656976,290
100.0,BLOCK-158911,2,BTC-CS-25OCT24-77000_84000,100.0,sell,64631.15,BTC-25OCT24-84000-C,55.0,,0.00432108,0.004,2,1727218652185,318656890,310
100.0,BLOCK-158911,2,BTC-CS-25OCT24-77000_84000,100.0,buy,64631.15,BTC-25OCT24-77000-C,52.32,,0.0106147,0.0107,0,1727218652185,318656891,373
5.0,,,,5.0,buy,64631.5,BTC-11OCT24-70000-C,48.38,,0.01403325,0.014,0,1727218649722,318656875,232
0.1,,,,0.1,sell,64587.9,BTC-27SEP24-65000-P,44.72,,0.01765683,0.017,2,1727218633661,318656779,2193
4.2,,,,4.2,buy,64591.62,BTC-27SEP24-40000-C,272.86,,0.38146758,0.3825,0,1727218633584,318656776,562
4.0,,,,4.0,buy,64591.62,BTC-27SEP24-43000-C,231.1,,0.33508052,0.336,0,1727218633443,318656770,91
0.1,,,,0.1,sell,64591.62,BTC-27DEC24-65000-P,58.39,,0.11094092,0.1105,2,1727218633437,318656767,1131
0.1,,,,0.1,buy,64606.55,BTC-26SEP24-63500-C,50.63,,0.02204769,0.023,0,1727218633204,318656742,21
1.0,,,,1.0,sell,64593.09,BTC-27DEC24-55000-P,58.62,,0.04472057,0.045,2,1727218633199,318656741,1416
0.1,,,,0.1,buy,64591.62,BTC-26SEP24-60500-C,69.07,,0.06443457,0.065,0,1727218632145,318656696,11
0.1,,,,0.1,buy,64585.48,BTC-25OCT24-76000-C,51.61,,0.01212506,0.012,1,1727218623161,318656648,376
0.2,,,,0.2,buy,64561.0,BTC-28MAR25-100000-C,63.72,,0.05692566,0.057,0,1727218618173,318656553,1632
0.1,,,,0.1,buy,64521.19,BTC-8NOV24-80000-C,59.79,,0.01944093,0.0195,1,1727218611972,318656526,1034
5.0,,,,5.0,sell,64520.3,BTC-4OCT24-57000-P,53.82,,0.00276382,0.0026,2,1727218599843,318656511,424
25.0,,,,25.0,buy,64494.81,BTC-4OCT24-70000-C,47.5,,0.00606341,0.006,0,1727218570027,318656382,358
0.1,,,,0.1,buy,64414.6,BTC-25OCT24-72000-C,50.6,,0.02078837,0.021,0,1727218494107,318656141,683
8.0,,,,8.0,sell,64278.68,BTC-29NOV24-82000-C,60.38,,0.02871706,0.0285,0,1727218031201,318655799,9
0.5,,,,0.5,buy,64278.86,BTC-29NOV24-100000-C,65.58,,0.00885943,0.009,0,1727218030228,318655798,200
0.1,,,,0.1,buy,64279.77,BTC-29NOV24-53000-P,58.67,,0.02567896,0.0255,2,1727217981452,318655760,60
0.1,,,,0.1,buy,64306.51,BTC-25OCT24-69000-C,49.78,,0.03132355,0.0315,0,1727217910222,318655668,516
0.1,,,,0.1,buy,64305.09,BTC-27JUN25-70000-P,61.76,,0.22651826,0.2265,3,1727217815633,318655540,135
0.1,,,,0.1,sell,64318.32,BTC-27SEP24-60000-C,59.17,,0.06939589,0.0695,0,1727217662402,318655422,4746
0.3,,,,0.3,sell,64365.81,BTC-27JUN25-80000-C,62.45,,0.15621595,0.1565,0,1727217058520,318654866,625
1.0,,,,1.0,buy,64413.52,BTC-29NOV24-65000-P,57.57,,0.09503758,0.095,2,1727217041443,318654791,39
0.1,,,,0.1,sell,64435.41,BTC-11OCT24-61000-P,47.96,,0.01775318,0.0175,2,1727216820623,318654532,617
0.2,,,,0.2,sell,64404.71,BTC-4OCT24-55000-P,60.07,,0.0017504,0.0018,3,1727216720630,318654432,284
1.2,,,,1.2,sell,64401.15,BTC-26SEP24-58000-P,80.4,,0.00023162,0.0003,0,1727216238202,318653904,31
0.8,,,,0.8,buy,64469.37,BTC-26SEP24-63500-P,45.49,,0.00521379,0.005,2,1727216131882,318653679,41
0.1,,,,0.1,buy,64488.99,BTC-4OCT24-64000-P,46.29,,0.02492457,0.025,2,1727216126431,318653653,57
1.0,,,,1.0,sell,64453.84,BTC-27DEC24-120000-C,69.05,,0.00797986,0.008,0,1727216095946,318653561,1892
0.1,,,,0.1,sell,64430.21,BTC-25SEP24-65500-C,40.91,,0.0011032,0.0008,2,1727216072129,318653528,98
0.1,,,,0.1,buy,64428.87,BTC-29NOV24-74000-C,58.66,,0.05177495,0.0515,0,1727216017653,318653344,130
0.6,,,,0.6,buy,64417.1,BTC-25OCT24-63000-C,49.73,,0.07071777,0.071,0,1727216013890,318653265,920
0.2,,,,0.2,buy,64404.8,BTC-26SEP24-64000-P,44.84,,0.00804999,0.008,2,1727215977711,318653172,28
0.1,,,,0.1,sell,64376.69,BTC-28MAR25-50000-P,60.53,,0.05379144,0.054,2,1727215942100,318653062,578
0.1,,,,0.1,buy,64337.94,BTC-8NOV24-72000-C,57.59,,0.04066678,0.0405,0,1727215875118,318652896,468
0.8,,,,0.8,buy,64313.03,BTC-28MAR25-40000-P,62.5,,0.0210766,0.0205,3,1727215598888,318652480,723
0.8,,,,0.8,buy,64312.34,BTC-27SEP24-59000-C,58.9,,0.08416685,0.084,0,1727215596973,318652477,1734
1.0,,,,1.0,buy,64294.16,BTC-4OCT24-65000-C,47.09,,0.02553726,0.026,0,1727215571196,318652391,610
0.1,,,,0.1,sell,64217.39,BTC-27DEC24-115000-C,67.94,,0.00939471,0.0095,1,1727215343040,318651729,1078
1.0,,,,1.0,sell,64177.65,BTC-27SEP24-61000-C,52.58,,0.05222273,0.0525,2,1727215311521,318651610,376
