amount,block_trade_id,block_trade_leg_count,combo_id,combo_trade_id,contracts,direction,index_price,instrument_name,iv,liquidation,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.1,,,,,0.1,sell,69645.72,BTC-14JUN24-70000-C,48.54,,0.01935554,0.0195,1,1717977464284,304644095,925
0.1,,,,,0.1,sell,69645.4,BTC-10JUN24-69500-P,27.25,,0.00255549,0.0023,3,1717977445034,304644090,179
0.1,,,,,0.1,sell,69645.4,BTC-10JUN24-69500-C,27.93,,0.00477711,0.0046,2,1717977445016,304644089,142
0.3,,,,,0.3,buy,69652.02,BTC-11JUN24-66000-P,49.51,,0.00034279,0.0004,3,1717977365392,304644076,26
0.3,,,,,0.3,buy,69652.14,BTC-14JUN24-80000-C,62.4,,0.00051223,0.0006,1,1717977346531,304644056,491
0.1,,,,,0.1,sell,69649.21,BTC-26JUL24-58000-P,53.19,,0.01251139,0.0125,1,1717977278946,304644054,384
0.1,,,,,0.1,sell,69649.21,BTC-26JUL24-54000-P,55.44,,0.00650404,0.0065,1,1717977278934,304644053,309
0.1,,,,,0.1,buy,69649.21,BTC-26JUL24-95000-C,57.9,,0.00847972,0.0085,1,1717977278919,304644052,489
0.1,,,,,0.1,sell,69649.21,BTC-26JUL24-56000-P,54.14,,0.00900739,0.009,3,1717977278916,304644051,302
0.1,,,,,0.1,sell,69649.3,BTC-10JUN24-70500-C,31.82,,0.00057772,0.0005,3,1717977274803,304644050,211
0.3,,,,,0.3,sell,69648.87,BTC-10JUN24-71000-C,36.66,,0.00018793,0.0002,2,1717977218625,304644045,330
0.4,,,,,0.4,buy,69651.84,BTC-11JUN24-70000-C,37.36,,0.00700391,0.007,3,1717977159274,304644041,83
0.3,,,,,0.3,buy,69651.15,BTC-21JUN24-70000-C,46.31,,0.03247931,0.0325,0,1717977044125,304644034,427
0.4,,,,,0.4,buy,69651.71,BTC-26JUL24-62000-P,52.14,,0.02359335,0.0235,3,1717977039199,304644000,345
0.2,,,,,0.2,sell,69651.06,BTC-26JUL24-72000-C,52.66,,0.0685086,0.0685,3,1717976969908,304643999,608
0.1,,,,,0.1,buy,69643.96,BTC-26JUL24-71000-C,52.47,,0.07456404,0.0745,1,1717976859637,304643973,357
0.1,,,,,0.1,buy,69635.15,BTC-26JUL24-77000-C,53.58,,0.0439475,0.044,0,1717976852334,304643967,156
0.1,,,,,0.1,buy,69635.23,BTC-30AUG24-90000-C,59.01,,0.03698176,0.037,2,1717976842483,304643964,85
0.1,,,,,0.1,buy,69635.27,BTC-26JUL24-88000-C,56.09,,0.01594222,0.016,1,1717976823284,304643959,258
0.1,,,,,0.1,buy,69638.35,BTC-28JUN24-70000-C,47.81,,0.04341678,0.0435,3,1717976784458,304643947,8238
0.1,,,,,0.1,sell,69637.37,BTC-26JUL24-74000-C,53.04,,0.0574568,0.0575,1,1717976779215,304643943,389
0.1,,,,,0.1,buy,69643.61,BTC-28JUN24-74000-C,49.47,,0.02289235,0.023,1,1717976773795,304643941,1029
0.4,,,,,0.4,sell,69644.06,BTC-28JUN24-72000-C,48.75,,0.03183312,0.032,1,1717976767247,304643940,1348
0.1,,,,,0.1,buy,69640.84,BTC-26JUL24-85000-C,55.27,,0.02094211,0.021,0,1717976763409,304643938,436
0.1,,,,,0.1,buy,69638.22,BTC-26JUL24-92000-C,56.98,,0.01095621,0.011,0,1717976759295,304643934,478
0.8,,,,,0.8,sell,69649.54,BTC-28JUN24-75000-C,49.93,,0.0193394,0.0195,1,1717976571958,304643882,7396
0.1,,,,,0.1,buy,69654.37,BTC-14JUN24-70000-P,47.76,,0.02268809,0.0225,1,1717976417440,304643850,769
0.1,,,,,0.1,sell,69647.91,BTC-28JUN24-80000-C,51.93,,0.00822446,0.008,3,1717976318035,304643835,7354
0.1,,,,,0.1,sell,69655.3,BTC-10JUN24-70000-C,29.19,,0.00200133,0.0017,3,1717976259006,304643832,257
1.0,,,,,1.0,sell,69654.92,BTC-12JUN24-69000-P,40.86,,0.00870736,0.0085,2,1717976254111,304643831,48
0.1,,,,,0.1,sell,69651.76,BTC-28JUN24-64000-P,47.49,,0.01131618,0.011,3,1717976192133,304643829,1650
0.5,,,,,0.5,buy,69658.05,BTC-10JUN24-70500-P,19.95,,0.01256478,0.012,2,1717976076348,304643809,64
0.1,,,,,0.1,sell,69666.65,BTC-11JUN24-73500-C,42.59,,0.00025092,0.0002,3,1717976058951,304643802,44
5.0,,,,,5.0,sell,69683.6,BTC-14JUN24-62000-P,57.88,,0.00082154,0.0007,2,1717975972986,304643771,630
1.0,,,,,1.0,sell,69686.26,BTC-12JUN24-65000-P,46.34,,0.00050916,0.0004,2,1717975962835,304643762,4
