amount,combo_id,combo_trade_id,contracts,direction,index_price,instrument_name,iv,liquidation,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.6,,,0.6,buy,63909.03,BTC-10MAY24-78000-C,69.86,,0.00025008,0.0003,3,1714867166667,300471660,429
0.1,,,0.1,buy,63892.67,BTC-7MAY24-61500-P,48.1,,0.00325411,0.0031,3,1714867052108,300471630,22
1.0,,,1.0,sell,63879.43,BTC-31MAY24-69000-C,54.33,,0.03123344,0.0305,2,1714866932028,300471619,1101
0.1,,,0.1,sell,63879.43,BTC-10MAY24-59000-P,55.12,,0.00341741,0.0035,3,1714866931254,300471618,757
0.1,,,0.1,sell,63866.28,BTC-10MAY24-56000-P,65.19,,0.00135768,0.0014,2,1714866851286,300471600,842
0.1,,,0.1,sell,63834.46,BTC-17MAY24-59000-P,54.24,,0.01115898,0.011,3,1714866840790,300471598,480
0.2,,,0.2,buy,63830.27,BTC-10MAY24-63000-P,50.13,,0.01765834,0.0175,1,1714866528116,300471497,599
0.3,,,0.3,sell,63829.51,BTC-7MAY24-65500-C,46.06,,0.00588146,0.0055,3,1714866449603,300471473,17
0.1,,,0.1,buy,63876.9,BTC-7MAY24-67000-C,52.31,,0.00288344,0.0028,1,1714866426541,300471437,40
0.1,,,0.1,buy,63881.86,BTC-7MAY24-62500-P,45.82,,0.00610392,0.006,3,1714866380716,300471436,10
0.7,,,0.7,buy,63871.93,BTC-17MAY24-62000-P,52.89,,0.02415896,0.024,2,1714866343105,300471435,467
0.1,,,0.1,buy,63879.07,BTC-5MAY24-64000-C,37.13,,0.00282404,0.0037,0,1714866272298,300471425,353
0.1,,,0.1,sell,63929.08,BTC-6MAY24-65000-C,39.09,,0.00377192,0.0035,0,1714866247296,300471389,149
0.1,,,0.1,sell,63930.88,BTC-6MAY24-63000-P,36.69,,0.00365329,0.0033,2,1714866215940,300471388,62
0.1,,,0.1,buy,63929.94,BTC-17MAY24-58000-P,56.07,,0.00823001,0.0085,1,1714866200228,300471386,754
0.1,,,0.1,sell,63930.73,BTC-7MAY24-64000-C,42.96,,0.01430778,0.0135,0,1714866158089,300471368,27
0.1,,,0.1,sell,63928.27,BTC-7MAY24-59000-P,61.45,,0.00102965,0.001,3,1714866047078,300471339,48
1.0,,,1.0,sell,63922.88,BTC-10MAY24-58000-P,57.9,,0.00242075,0.0024,2,1714865941214,300471313,1343
0.1,,,0.1,sell,63926.03,BTC-17MAY24-56000-P,58.39,,0.00493136,0.0049,2,1714865932381,300471312,780
0.1,,,0.1,buy,63922.32,BTC-28MAR25-60000-P,66.91,,0.16807138,0.172,2,1714865896182,300471307,88
0.1,,,0.1,sell,63914.13,BTC-28JUN24-48000-P,60.6,,0.00989916,0.0095,3,1714865871957,300471297,741
0.1,,,0.1,sell,63906.83,BTC-28JUN24-46000-P,62.23,,0.00722733,0.007,3,1714865857346,300471287,630
0.2,,,0.2,sell,63906.83,BTC-28JUN24-50000-P,59.39,,0.01339215,0.013,3,1714865857312,300471285,1144
0.1,,,0.1,sell,63906.83,BTC-17MAY24-55000-P,59.97,,0.00372431,0.0038,2,1714865829379,300471284,199
0.8,,,0.8,sell,63878.73,BTC-28JUN24-95000-C,67.05,,0.00955692,0.0095,1,1714865797095,300471247,1556
0.8,,,0.8,sell,63877.61,BTC-28JUN24-80000-C,60.39,,0.02608301,0.0255,3,1714865785580,300471242,3443
0.6,,,0.6,sell,63878.27,BTC-28JUN24-42000-P,66.54,,0.00418298,0.0039,2,1714865774664,300471239,729
0.4,,,0.4,sell,63878.56,BTC-28JUN24-75000-C,58.89,,0.03843587,0.038,3,1714865771510,300471237,3955
0.8,,,0.8,sell,63878.6,BTC-28JUN24-43000-P,65.63,,0.00477578,0.0046,2,1714865768395,300471236,531
1.0,,,1.0,sell,63880.17,BTC-6MAY24-59500-P,55.4,,0.00024056,0.0002,3,1714865744583,300471228,35
0.1,,,0.1,buy,63886.31,BTC-5MAY24-62500-P,43.91,,0.00020273,0.0003,2,1714865715354,300471215,112
0.3,,,0.3,sell,63888.2,BTC-28JUN24-64000-P,56.98,,0.08155389,0.0815,3,1714865621068,300471214,379
0.1,,,0.1,buy,63898.7,BTC-5MAY24-63500-P,29.24,,0.00147432,0.0013,2,1714865520385,300471170,121
10.0,,,10.0,buy,63899.37,BTC-26JUL24-60000-P,56.37,,0.06790958,0.067,2,1714865514646,300471169,38
0.1,,,0.1,sell,63906.55,BTC-5MAY24-62000-P,47.04,,9.069e-05,0.0001,3,1714865462872,300471133,122
1.8,,,1.8,buy,63911.12,BTC-28JUN24-100000-C,69.8,,0.00706862,0.0075,0,1714865442693,300471132,3159
0.1,,,0.1,buy,63918.53,BTC-28JUN24-60000-P,57.36,,0.0525614,0.053,3,1714865440942,300471119,3158
0.3,,,0.3,buy,63921.81,BTC-6MAY24-64500-C,39.81,,0.00594801,0.006,0,1714865440236,300471114,58
5.0,,,5.0,sell,63926.0,BTC-10MAY24-62000-P,49.34,,0.01164852,0.011,2,1714865438466,300471100,572
0.1,,,0.1,buy,63926.51,BTC-28JUN24-58000-P,57.52,,0.04116969,0.0415,3,1714865436066,300471093,892
7.8,,,7.8,sell,63929.91,BTC-31MAY24-57000-P,56.15,,0.01732346,0.017,2,1714865434578,300471089,909
0.8,,,0.8,buy,63930.48,BTC-31MAY24-63000-P,54.46,,0.04822089,0.048,3,1714865434279,300471086,798
0.2,,,0.2,buy,63926.59,BTC-6MAY24-63500-C,39.65,,0.01304442,0.0135,0,1714865423173,300471078,169
4.5,,,4.5,buy,63924.81,BTC-10MAY24-65000-C,52.41,,0.01797327,0.0185,1,1714865418796,300471068,1154
2.0,,,2.0,buy,63920.25,BTC-31MAY24-66000-P,54.32,,0.07346029,0.073,0,1714865412189,300471065,607
0.1,,,0.1,sell,63913.56,BTC-24MAY24-67000-C,54.09,,0.03258468,0.032,0,1714865376903,300471062,21
4.0,,,4.0,sell,63908.32,BTC-10MAY24-60000-P,52.46,,0.00531993,0.005,1,1714865328674,300471055,1063
0.1,,,0.1,buy,63918.76,BTC-24MAY24-63000-P,53.88,,0.03988366,0.04,0,1714865239037,300471031,17
0.3,,,0.3,buy,63923.52,BTC-6MAY24-63500-P,37.36,,0.006016,0.006,2,1714865235889,300471027,30
0.1,,,0.1,sell,63926.67,BTC-17MAY24-61000-P,53.29,,0.01872725,0.0185,3,1714865192073,300471008,376
0.1,,,0.1,buy,63920.03,BTC-7MAY24-66500-C,49.93,,0.00373895,0.0036,0,1714865132916,300470988,13
0.2,,,0.2,sell,63914.21,BTC-17MAY24-61000-C,53.27,,0.06766377,0.0675,1,1714865056196,300470985,698
0.5,,,0.5,sell,63921.58,BTC-17MAY24-50000-P,69.52,,0.00111076,0.0011,2,1714865017855,300470943,447
