amount,combo_id,combo_trade_id,contracts,direction,index_price,instrument_name,iv,liquidation,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.7,,,0.7,buy,104411.06,BTC-16DEC24-99000-P,87.07,,0.00024114,0.0002,3,1734307193103,334116026,211
0.1,,,0.1,buy,104407.85,BTC-27DEC24-94000-P,61.63,,0.00774066,0.008,1,1734307189799,334116023,608
0.1,,,0.1,sell,104384.85,BTC-20DEC24-96000-P,68.5,,0.00429951,0.0043,0,1734307188602,334116022,494
0.1,,,0.1,sell,104370.4,BTC-16DEC24-112000-C,99.26,,6.238e-05,0.0001,3,1734307175375,334115919,90
0.1,,,0.1,buy,104354.54,BTC-20DEC24-97000-P,67.58,,0.00546431,0.0055,1,1734307155919,334115863,542
0.1,,,0.1,sell,104361.14,BTC-17DEC24-98000-P,74.03,,0.00187455,0.0015,2,1734307150218,334115852,45
0.1,,,0.1,buy,104346.16,BTC-3JAN25-105000-C,57.78,,0.05232935,0.0535,0,1734307143057,334115756,89
0.4,,,0.4,buy,104330.29,BTC-20DEC24-101000-P,61.84,,0.01277517,0.0125,0,1734307133357,334115731,332
0.1,,,0.1,buy,104332.49,BTC-20DEC24-95000-P,70.45,,0.00353972,0.0036,0,1734307131597,334115716,672
0.8,,,0.8,sell,104331.82,BTC-27DEC24-100000-P,56.11,,0.01939027,0.019,0,1734307129727,334115714,2055
0.1,,,0.1,buy,104298.76,BTC-16DEC24-104000-C,57.27,,0.00904084,0.0085,2,1734307119145,334115684,227
0.2,,,0.2,buy,104268.04,BTC-17DEC24-103000-P,63.34,,0.00977765,0.0095,0,1734307091612,334115592,52
0.1,,,0.1,sell,104270.16,BTC-16DEC24-102000-P,65.77,,0.00153974,0.0013,1,1734307086141,334115581,185
0.1,,,0.1,buy,104302.04,BTC-20DEC24-98000-P,64.72,,0.00672899,0.0065,1,1734307067424,334115474,582
0.2,,,0.2,sell,104324.05,BTC-18DEC24-103000-P,61.14,,0.01371108,0.013,0,1734307063201,334115457,43
0.1,,,0.1,buy,104329.23,BTC-16DEC24-104000-P,58.42,,0.00585071,0.0055,0,1734307060527,334115439,29
0.1,,,0.1,buy,104318.24,BTC-17DEC24-105000-P,63.42,,0.01860753,0.018,1,1734307054851,334115423,2
0.1,,,0.1,sell,104318.24,BTC-20DEC24-110000-C,62.67,,0.00987782,0.0095,2,1734307054766,334115418,769
0.2,,,0.2,sell,104352.84,BTC-16DEC24-101000-P,74.2,,0.00083278,0.0007,3,1734307029616,334115227,252
0.4,,,0.4,sell,104361.29,BTC-28FEB25-115000-C,60.65,,0.08303909,0.0825,2,1734307021944,334114936,325
0.3,,,0.3,sell,104361.29,BTC-20DEC24-106000-C,62.45,,0.02220713,0.0215,2,1734307021919,334114935,502
0.2,,,0.2,buy,104470.75,BTC-31JAN25-89000-P,61.2,,0.02262523,0.0225,2,1734307021812,334114934,212
0.5,,,0.5,sell,104470.75,BTC-20DEC24-108000-C,62.62,,0.01538703,0.015,2,1734307021812,334114933,495
