amount,contracts,direction,index_price,instrument_name,iv,liquidation,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.1,0.1,sell,43079.23,BTC-14JAN24-39000-P,94.81,,3.213e-05,0.0001,3,1705159711349,280118275,17
0.2,0.2,sell,43060.21,BTC-19JAN24-50000-P,66.02,,0.16044699,0.1605,0,1705159535014,280118123,25
0.2,0.2,buy,43040.64,BTC-26JAN24-44000-P,50.0,,0.04788067,0.0475,1,1705159430551,280118042,1714
0.2,0.2,sell,43056.55,BTC-26JAN24-50000-P,55.94,,0.1607316,0.161,2,1705159393157,280118028,84
0.3,0.3,sell,43008.19,BTC-2FEB24-51000-P,53.76,,0.18471432,0.185,0,1705159125639,280117576,5
0.1,0.1,buy,42962.33,BTC-2FEB24-47000-C,49.89,,0.0166005,0.0165,2,1705159065113,280117463,112
1.1,1.1,sell,42955.24,BTC-2FEB24-51000-C,54.19,,0.00614084,0.006,3,1705158742183,280117113,198
0.5,0.5,sell,42964.06,BTC-23FEB24-48000-C,52.75,,0.03303033,0.033,3,1705158740367,280117103,793
0.1,0.1,sell,43000.69,BTC-26JAN24-35000-C,73.22,,0.19230444,0.1925,2,1705158690936,280117045,146
1.0,1.0,sell,43007.92,BTC-26JAN24-39000-C,60.49,,0.10734829,0.1075,2,1705158637861,280116812,662
0.2,0.2,buy,42993.77,BTC-2FEB24-46000-P,50.93,,0.08734209,0.087,2,1705158432699,280116345,56
0.1,0.1,buy,42954.07,BTC-19JAN24-48500-C,61.46,,0.00204526,0.0021,3,1705158314277,280116047,332
0.1,0.1,sell,42907.49,BTC-16JAN24-47000-C,55.9,,0.00084389,0.0006,3,1705157252741,280115112,3
3.3,3.3,buy,42892.38,BTC-14JAN24-40500-C,74.44,,0.05628641,0.0565,0,1705157116192,280114971,7
1.0,1.0,sell,42887.94,BTC-29MAR24-40000-P,54.21,,0.05712151,0.057,0,1705157113638,280114964,741
1.0,1.0,buy,42870.2,BTC-29MAR24-43000-C,53.71,,0.10433456,0.1055,2,1705157070130,280114894,218
7.0,7.0,sell,42866.72,BTC-28JUN24-30000-P,62.47,,0.03110758,0.031,1,1705157068535,280114893,482
0.1,0.1,sell,42826.47,BTC-16JAN24-47500-C,60.32,,0.00066035,0.0005,1,1705156921730,280114511,1
4.3,4.3,buy,42847.52,BTC-23FEB24-20000-P,100.27,,0.00096284,0.0008,0,1705156687345,280112590,111
1.0,1.0,buy,42821.02,BTC-27SEP24-140000-C,71.61,,0.01246526,0.0125,2,1705156435173,280110547,227
4.8,4.8,buy,42690.32,BTC-15JAN24-42500-C,41.55,,0.01346065,0.014,1,1705156371608,280110131,57
1.1,1.1,buy,42690.32,BTC-26JAN24-42000-C,54.57,,0.05056674,0.051,2,1705156371606,280110130,1474
0.4,0.4,buy,42690.32,BTC-14JAN24-42500-C,36.08,,0.00894113,0.009,1,1705156371481,280110089,40
1.1,1.1,buy,42657.45,BTC-23FEB24-95000-C,83.97,,0.00032495,0.0003,2,1705156315529,280109723,85
0.1,0.1,sell,42661.21,BTC-27DEC24-58000-C,60.02,,0.15514664,0.153,2,1705155502169,280109070,12
5.0,5.0,buy,42756.6,BTC-16JAN24-50500-C,79.4,,4.377e-05,0.0002,1,1705154501334,280108250,1
1.0,1.0,sell,42760.3,BTC-29MAR24-58000-C,55.51,,0.01950481,0.019,2,1705153420193,280107220,8
1.0,1.0,buy,42777.54,BTC-2FEB24-52000-C,58.34,,0.00501411,0.0055,0,1705153347308,280107129,125
0.5,0.5,sell,42752.45,BTC-26JAN24-20000-P,141.25,,0.00017963,0.0001,3,1705153181595,280107008,265
1.0,1.0,sell,42771.96,BTC-26JAN24-26000-P,116.2,,0.00059033,0.0006,0,1705153151296,280106992,451
0.1,0.1,buy,42765.29,BTC-23FEB24-53000-C,55.31,,0.01403888,0.014,3,1705153088203,280106849,137
1.0,1.0,buy,42769.17,BTC-2FEB24-53000-C,58.52,,0.00388249,0.0041,3,1705153069601,280106844,161
1.0,1.0,sell,42756.1,BTC-27SEP24-90000-C,65.73,,0.03995175,0.04,2,1705152980292,280106815,62
0.1,0.1,sell,42756.98,BTC-23FEB24-33000-P,62.72,,0.00892851,0.0085,0,1705152860654,280106769,192
0.1,0.1,sell,42744.81,BTC-16JAN24-38500-P,70.18,,0.00115096,0.001,1,1705152819123,280106729,3
1.0,1.0,buy,42764.35,BTC-26JAN24-55000-C,67.15,,0.00111926,0.0013,2,1705152638312,280106640,2
0.1,0.1,sell,42765.1,BTC-27SEP24-60000-C,60.5,,0.10697962,0.107,0,1705152456049,280106529,252
0.1,0.1,sell,42753.45,BTC-27SEP24-43000-P,58.57,,0.16275037,0.161,0,1705152374745,280106411,33
0.1,0.1,sell,42700.18,BTC-27DEC24-33000-P,58.14,,0.08336756,0.0785,0,1705152089615,280105818,5
3.0,3.0,buy,42702.74,BTC-29MAR24-30000-P,64.23,,0.0118658,0.0115,3,1705151898030,280105693,1139
4.3,4.3,sell,42706.57,BTC-23FEB24-90000-C,86.05,,0.00048302,0.0007,0,1705151891165,280105692,100
0.1,0.1,sell,42700.7,BTC-27DEC24-31000-P,59.07,,0.06939076,0.0655,1,1705151863781,280105681,9
0.9,0.9,buy,42704.61,BTC-26JAN24-66000-C,84.98,,0.00019853,0.0002,3,1705151841971,280105669,394
8.9,8.9,buy,42684.17,BTC-16JAN24-42500-C,44.04,,0.01812106,0.018,0,1705151794401,280105636,11
0.1,0.1,sell,42669.52,BTC-28JUN24-54000-C,58.6,,0.08813087,0.088,0,1705151498315,280105346,89
0.5,0.5,sell,42697.2,BTC-2FEB24-41000-C,52.96,,0.07446746,0.074,3,1705150929303,280104613,10
0.3,0.3,sell,42685.65,BTC-15JAN24-38000-P,81.26,,0.00052317,0.0004,3,1705150433231,280104055,9
0.9,0.9,sell,42684.12,BTC-16JAN24-49000-C,61.58,,0.00015578,0.0001,1,1705150430107,280104052,2
0.3,0.3,buy,42682.88,BTC-15JAN24-37500-P,85.46,,0.00038041,0.0003,3,1705150418653,280104049,11
0.1,0.1,sell,42689.67,BTC-14JAN24-38500-P,91.09,,0.00013069,0.0001,2,1705150316960,280103999,18
0.2,0.2,sell,42705.39,BTC-2FEB24-37000-P,58.98,,0.00953153,0.009,2,1705149907625,280103774,28
0.1,0.1,sell,42697.59,BTC-23FEB24-70000-C,66.56,,0.00176936,0.0015,3,1705149875394,280103740,316
0.1,0.1,sell,42678.56,BTC-23FEB24-44000-P,52.72,,0.08072827,0.081,0,1705149804587,280103692,561
0.1,0.1,buy,42680.65,BTC-26JAN24-38000-C,61.75,,0.12160956,0.1215,0,1705149714938,280103493,707
1.0,1.0,buy,42585.33,BTC-14JAN24-47000-C,85.47,,1.842e-05,0.0001,3,1705149276253,280103042,207
0.9,0.9,buy,42592.27,BTC-15JAN24-46500-C,56.24,,0.00014507,0.0002,0,1705149263595,280103018,99
1.0,1.0,buy,42656.35,BTC-16JAN24-46500-C,55.38,,0.00061609,0.0008,0,1705149092253,280102832,2
0.1,0.1,sell,42631.72,BTC-28JUN24-48000-P,53.44,,0.19998223,0.19,0,1705149020458,280102712,17
0.1,0.1,buy,42554.31,BTC-27DEC24-30000-P,59.32,,0.06368542,0.0595,0,1705148360773,280102149,43
0.1,0.1,sell,42724.2,BTC-15JAN24-38500-P,78.2,,0.00053394,0.0006,2,1705147698117,280100710,45
0.8,0.8,sell,42690.08,BTC-19JAN24-44500-P,63.19,,0.05125751,0.057,1,1705147602535,280100495,185
0.1,0.1,sell,42578.25,BTC-16JAN24-48000-C,58.69,,0.00030786,0.0002,1,1705146459025,280099448,1
1.4,1.4,buy,42582.76,BTC-23FEB24-30000-P,69.23,,0.00489454,0.0049,3,1705146298874,280098933,414
0.1,0.1,sell,42675.92,BTC-2FEB24-55000-C,60.43,,0.00271646,0.0025,3,1705146225297,280098562,166
0.7,0.7,sell,42676.69,BTC-2FEB24-56000-C,61.9,,0.00227954,0.0021,3,1705146196795,280098527,116
1.0,1.0,buy,42657.11,BTC-26JAN24-31000-P,87.56,,0.00107997,0.0013,0,1705146116122,280098334,988
0.5,0.5,sell,42652.44,BTC-26JAN24-32000-P,81.96,,0.00134461,0.0015,1,1705146111022,280098306,1414
1.0,1.0,buy,42655.42,BTC-26JAN24-33000-P,78.5,,0.00181934,0.002,0,1705146104441,280098278,1243
0.1,0.1,buy,42654.91,BTC-26JAN24-34000-P,75.21,,0.00248832,0.0027,0,1705146096463,280098277,1420
0.2,0.2,sell,42654.61,BTC-26JAN24-46000-P,52.64,,0.0883176,0.0885,0,1705146093439,280098275,798
0.3,0.3,buy,42639.52,BTC-29MAR24-45000-C,52.54,,0.08154334,0.081,2,1705146016461,280098175,2779
0.1,0.1,sell,42581.18,BTC-29MAR24-47000-C,53.22,,0.06454039,0.065,2,1705145746825,280097647,530
0.1,0.1,buy,42723.88,BTC-19JAN24-47500-C,57.0,,0.00255884,0.0025,0,1705145476663,280096562,397
9.0,9.0,buy,42707.57,BTC-29MAR24-50000-P,52.68,,0.19323651,0.192,0,1705145351339,280096325,189
0.5,0.5,buy,42665.32,BTC-19JAN24-37000-P,76.31,,0.0025764,0.0027,1,1705144710511,280094372,585
1.0,1.0,sell,42697.21,BTC-15JAN24-47500-C,60.16,,0.00011112,0.0001,2,1705144626226,280094187,116
0.5,0.5,sell,42692.25,BTC-15JAN24-48000-C,65.39,,0.00021582,0.0001,3,1705144618091,280094182,87
0.2,0.2,sell,42621.98,BTC-19JAN24-45000-P,51.09,,0.06187921,0.062,0,1705144419555,280093936,662
1.1,1.1,sell,42772.51,BTC-15JAN24-39500-P,63.83,,0.00092377,0.0007,2,1705144182067,280093345,18
0.2,0.2,buy,42785.71,BTC-19JAN24-45500-P,50.34,,0.06844396,0.068,0,1705143781072,280091760,220
1.0,1.0,buy,42698.53,BTC-15JAN24-39000-P,74.05,,0.00086724,0.0009,0,1705142964210,280090708,34
2.5,2.5,sell,42764.48,BTC-26JAN24-75000-C,99.53,,0.00021022,0.0001,2,1705142751322,280090199,941
2.0,2.0,sell,42842.02,BTC-26JAN24-56000-C,67.59,,0.00110622,0.001,2,1705142282220,280089762,1462
10.0,10.0,sell,42839.95,BTC-26JAN24-80000-C,109.39,,0.00021303,0.0001,3,1705142262588,280089755,512
0.1,0.1,sell,42825.47,BTC-15JAN24-48500-C,68.39,,0.0002177,0.0001,2,1705142084138,280089554,61
0.1,0.1,sell,42832.68,BTC-14JAN24-46500-C,69.07,,0.00013227,0.0001,3,1705141575858,280089083,331
0.1,0.1,buy,42826.51,BTC-27SEP24-28000-P,64.07,,0.03867522,0.0405,0,1705141385910,280088938,91
15.0,15.0,sell,42822.47,BTC-28JUN24-23000-P,68.61,,0.01192972,0.011,0,1705141376391,280088936,397
0.5,0.5,sell,42829.21,BTC-15JAN24-49000-C,73.14,,0.00026124,0.0001,2,1705141263851,280088840,58
1.0,1.0,buy,42659.57,BTC-29MAR24-45000-P,52.71,,0.11456062,0.1145,0,1705140770432,280087794,352
0.1,0.1,buy,42687.54,BTC-15JAN24-45000-P,52.37,,0.05431138,0.055,0,1705140710063,280087297,43
6.2,6.2,buy,42698.74,BTC-29MAR24-42000-P,53.0,,0.07731122,0.077,1,1705140706105,280087273,246
4.3,4.3,buy,42760.01,BTC-23FEB24-49000-C,53.57,,0.02681035,0.0275,3,1705140512346,280086632,520
0.1,0.1,buy,42767.38,BTC-15JAN24-45500-P,62.43,,0.06371203,0.065,0,1705140425255,280086474,16
0.1,0.1,buy,42828.94,BTC-28JUN24-42000-P,57.13,,0.11895002,0.119,0,1705140167787,280085672,165
0.1,0.1,sell,42908.64,BTC-27DEC24-200000-C,74.66,,0.01320361,0.0125,3,1705139852437,280085326,4
0.6,0.6,buy,43013.71,BTC-23FEB24-51000-C,53.61,,0.02020905,0.02,2,1705139167142,280084098,227
1.0,1.0,buy,43004.63,BTC-15JAN24-42000-C,41.45,,0.02809585,0.0275,0,1705138108222,280083412,5
0.9,0.9,sell,42978.49,BTC-15JAN24-49500-C,75.55,,0.00020482,0.0001,2,1705138027964,280083360,16
0.5,0.5,sell,42961.01,BTC-15JAN24-50000-C,80.39,,0.00018527,0.0001,3,1705137994854,280083336,18
0.7,0.7,buy,42972.47,BTC-16JAN24-43500-P,43.58,,0.02128992,0.022,1,1705137992273,280083320,4
0.2,0.2,buy,43031.38,BTC-14JAN24-47500-C,86.26,,0.00012654,0.0002,0,1705137388310,280081616,132
0.1,0.1,sell,43022.49,BTC-29MAR24-51000-C,52.64,,0.04287268,0.042,2,1705137346631,280081532,238
0.2,0.2,buy,43049.2,BTC-27DEC24-58000-P,59.18,,0.3918912,0.3885,0,1705137268133,280081337,2
0.2,0.2,buy,43102.28,BTC-27DEC24-57000-P,59.12,,0.37537769,0.3715,1,1705137098540,280081117,1
1.0,1.0,sell,43102.42,BTC-28JUN24-55000-C,57.38,,0.08411183,0.0825,2,1705137095269,280081115,995
0.4,0.4,sell,43111.45,BTC-26JAN24-62000-C,81.61,,0.00064299,0.0006,3,1705137072070,280081095,757
0.2,0.2,buy,43111.42,BTC-27DEC24-59000-P,59.12,,0.40968519,0.403,1,1705137057988,280081073,1
3.0,3.0,sell,43124.27,BTC-29MAR24-70000-C,61.15,,0.00668661,0.007,2,1705136733786,280080694,884
1.0,1.0,sell,43118.61,BTC-29MAR24-57000-C,54.27,,0.02206081,0.0215,3,1705136725925,280080685,3
0.1,0.1,sell,43117.07,BTC-23FEB24-29000-P,72.59,,0.00371343,0.0038,2,1705136715199,280080673,151
0.1,0.1,sell,43117.07,BTC-23FEB24-28000-P,75.33,,0.00311824,0.0032,2,1705136714995,280080653,246
0.1,0.1,sell,43116.83,BTC-23FEB24-52000-C,53.68,,0.01751953,0.017,2,1705136697941,280080615,493
0.1,0.1,buy,43181.75,BTC-15JAN24-41500-P,46.3,,0.00208751,0.0019,2,1705136552482,280080440,94
0.5,0.5,sell,43190.48,BTC-26JAN24-58000-C,72.05,,0.00098729,0.0009,2,1705136506510,280080408,1107
0.7,0.7,buy,43127.09,BTC-28JUN24-50000-P,56.79,,0.21747895,0.22,1,1705135033934,280079100,154
0.6,0.6,sell,43222.79,BTC-14JAN24-43250-P,35.59,,0.00751652,0.0075,2,1705134678284,280078669,23
2.7,2.7,sell,43233.8,BTC-27DEC24-60000-C,64.29,M,0.16533649,0.1635,0,1705134613009,280078523,104
2.0,2.0,buy,43226.9,BTC-19JAN24-53000-C,71.8,,0.00047562,0.0005,3,1705134576712,280078485,395
0.1,0.1,sell,43216.16,BTC-29MAR24-56000-C,53.62,,0.02496658,0.024,2,1705134197716,280077987,3
0.1,0.1,buy,43158.55,BTC-28JUN24-46000-P,55.4,,0.16138397,0.1595,0,1705134008117,280077783,52
0.6,0.6,sell,43207.19,BTC-14JAN24-49000-C,95.8,,0.00016307,0.0001,3,1705133892301,280077654,88
0.1,0.1,buy,43206.94,BTC-27DEC24-40000-C,58.86,,0.28729502,0.293,0,1705133879329,280077646,222
0.1,0.1,sell,43195.2,BTC-29MAR24-39000-P,55.18,,0.04735413,0.0475,1,1705133810020,280077542,326
2.0,2.0,sell,43165.77,BTC-29MAR24-59000-C,55.0,,0.01833045,0.0175,2,1705133746942,280077399,2
0.1,0.1,buy,43147.57,BTC-23FEB24-26000-P,83.0,,0.00231618,0.0026,2,1705133706906,280077308,318
0.1,0.1,sell,43151.73,BTC-23FEB24-85000-C,79.07,,0.0008609,0.0007,3,1705133696665,280077283,167
0.1,0.1,buy,43165.16,BTC-29MAR24-55000-C,54.31,,0.02765561,0.028,2,1705133602360,280077127,1753
0.1,0.1,sell,43134.78,BTC-14JAN24-48000-C,82.56,,0.00019534,0.0001,3,1705133097084,280076503,208
0.6,0.6,buy,43147.54,BTC-14JAN24-45500-P,62.81,,0.05458998,0.055,2,1705132919696,280075651,97
0.1,0.1,sell,43098.89,BTC-27DEC24-75000-C,62.73,,0.10200161,0.097,0,1705132796808,280075124,36
0.1,0.1,buy,43093.37,BTC-13JAN24-46000-P,999.0,,0.06657738,0.068,2,1705132739733,280074974,373
1.5,1.5,buy,43116.96,BTC-19JAN24-46000-P,51.17,,0.07104389,0.071,0,1705132692588,280074855,358
1.0,1.0,sell,43085.6,BTC-2FEB24-60000-C,67.93,,0.00147061,0.0014,3,1705132524976,280074363,63
0.1,0.1,buy,43117.51,BTC-14JAN24-46000-P,67.55,,0.06677016,0.067,0,1705132395261,280073735,115
1.9,1.9,sell,43140.09,BTC-14JAN24-48500-C,89.12,,0.00017765,0.0001,3,1705132358723,280073554,117
2.0,2.0,buy,43168.43,BTC-19JAN24-46500-P,52.04,,0.08026706,0.08,0,1705132067303,280072399,143
0.2,0.2,sell,43156.16,BTC-27SEP24-53000-C,59.88,,0.14699017,0.147,2,1705131984061,280072056,17
2.0,2.0,buy,43155.54,BTC-13JAN24-43000-P,47.07,,7.151e-05,0.0001,3,1705131979995,280072044,480
1.4,1.4,sell,43155.24,BTC-13JAN24-42750-P,104.28,,4.464e-05,0.0001,3,1705131976603,280072038,54
0.1,0.1,sell,43139.5,BTC-26JAN24-65000-C,86.04,,0.00045359,0.0004,3,1705131823668,280071625,588
0.2,0.2,sell,43141.97,BTC-13JAN24-43250-C,36.83,,0.0001953,0.0001,3,1705131772945,280071535,142
0.1,0.1,sell,43138.31,BTC-13JAN24-42500-P,140.45,,6.071e-05,0.0001,3,1705131765663,280071528,362
0.2,0.2,buy,43108.39,BTC-26JAN24-40000-C,57.97,,0.09055551,0.0905,1,1705131667345,280071073,1233
0.2,0.2,sell,43109.8,BTC-13JAN24-42000-P,208.79,,6.684e-05,0.0001,3,1705131590232,280070791,343
0.1,0.1,sell,43121.42,BTC-13JAN24-41500-P,270.72,,6.42e-05,0.0001,3,1705131438877,280070294,262
3.0,3.0,buy,43132.93,BTC-13JAN24-44000-C,151.22,,1e-08,0.0001,3,1705131366435,280070208,320
1.0,1.0,sell,43112.57,BTC-13JAN24-43500-C,73.24,,5.836e-05,0.0001,3,1705131128030,280069822,260
0.5,0.5,buy,43164.26,BTC-13JAN24-44000-P,0.0,,0.0193522,0.019,2,1705130175986,280068420,364
1.0,1.0,sell,43201.0,BTC-13JAN24-42500-C,115.17,,0.01632843,0.0165,0,1705130158234,280068383,70
1.0,1.0,buy,43199.38,BTC-13JAN24-43250-P,36.93,,0.00226237,0.002,2,1705130125893,280068341,9
0.3,0.3,buy,43209.65,BTC-13JAN24-43000-C,0.0,,0.00515101,0.0048,1,1705129749922,280067890,205
0.1,0.1,buy,43176.29,BTC-14JAN24-50000-C,107.02,,8.857e-05,0.0001,3,1705129603520,280067644,119
1.0,1.0,sell,43172.21,BTC-13JAN24-45000-P,0.0,,0.04233237,0.042,2,1705129599949,280067609,432
0.1,0.1,sell,43148.36,BTC-28JUN24-25000-P,68.28,,0.01596426,0.016,0,1705129201522,280067032,615
0.1,0.1,sell,43052.8,BTC-26JAN24-70000-C,96.56,,0.00033683,0.0003,0,1705127746605,280065770,1427
0.1,0.1,sell,43081.6,BTC-29MAR24-24000-P,78.24,,0.00469833,0.0048,0,1705124932964,280062559,830
0.3,0.3,sell,43077.79,BTC-29MAR24-27000-P,71.53,,0.00743108,0.0075,0,1705124925027,280062544,789
0.1,0.1,buy,42927.81,BTC-28JUN24-52000-C,59.39,,0.10272145,0.1045,0,1705123533282,280061401,136
0.2,0.2,buy,42936.99,BTC-13JAN24-42750-C,41.37,,0.0056197,0.0055,0,1705123289054,280061009,18
0.5,0.5,sell,42816.59,BTC-13JAN24-41000-P,113.29,,4.604e-05,0.0001,3,1705122993947,280060540,227
0.5,0.5,sell,42838.65,BTC-13JAN24-40000-P,166.12,,9.429e-05,0.0001,3,1705122792267,280060344,131
0.2,0.2,sell,42810.6,BTC-13JAN24-40500-P,132.1,,1.908e-05,0.0001,3,1705121876320,280059854,210
0.2,0.2,sell,42810.38,BTC-13JAN24-45500-P,158.28,,0.06277958,0.063,2,1705121772238,280059779,284
0.2,0.2,sell,42759.22,BTC-14JAN24-45000-P,60.75,,0.05253049,0.053,2,1705121736425,280059732,138
0.1,0.1,sell,42762.15,BTC-26JAN24-47000-P,54.17,,0.10553123,0.1055,3,1705121591613,280059680,350
0.1,0.1,sell,42778.3,BTC-29MAR24-28000-P,68.26,,0.00859797,0.0085,2,1705121383702,280059471,710
5.0,5.0,buy,42819.88,BTC-13JAN24-44250-C,81.63,,0.00015717,0.0001,3,1705121317716,280059416,52
0.1,0.1,buy,42813.35,BTC-13JAN24-43750-C,57.56,,0.00018935,0.0001,3,1705121309724,280059415,48
0.1,0.1,sell,42831.35,BTC-27DEC24-125000-C,67.72,,0.0337291,0.0315,3,1705120993667,280059128,21
69.2,69.2,sell,42665.93,BTC-26JAN24-85000-C,118.22,,0.00019491,0.0001,3,1705119289963,280057813,152
1.0,1.0,sell,42598.46,BTC-15JAN24-50500-C,84.24,,0.00020527,0.0001,2,1705118380597,280057071,3
1.0,1.0,sell,42605.69,BTC-15JAN24-51000-C,88.52,,0.00013484,0.0001,2,1705118372637,280057070,2
0.5,0.5,sell,42598.7,BTC-15JAN24-51500-C,92.79,,0.0001142,0.0001,3,1705118362807,280057021,8
1.0,1.0,sell,42601.71,BTC-27SEP24-80000-C,65.35,,0.05549787,0.0565,0,1705118126436,280056877,270
0.5,0.5,sell,42467.24,BTC-27DEC24-80000-C,63.3,,0.08380764,0.082,2,1705116134097,280055377,72
0.1,0.1,buy,42509.55,BTC-29MAR24-18000-P,96.01,,0.0017561,0.0023,1,1705115955805,280055211,870
0.1,0.1,sell,42563.58,BTC-27DEC24-40000-P,58.07,,0.15036389,0.146,2,1705115835220,280055133,45
1.2,1.2,buy,42577.8,BTC-23FEB24-41000-C,54.0,,0.09820562,0.0975,3,1705115226888,280054258,173
0.1,0.1,sell,42538.89,BTC-28JUN24-37000-P,58.22,,0.07449319,0.0735,0,1705114837510,280053965,119
0.1,0.1,sell,42584.91,BTC-28JUN24-42000-C,58.19,,0.18225286,0.1825,0,1705114691958,280053827,367
0.1,0.1,buy,42571.13,BTC-28JUN24-41000-C,58.22,,0.19339985,0.1935,2,1705114519889,280053686,221
0.1,0.1,sell,42604.61,BTC-28JUN24-40000-P,57.43,,0.10210552,0.1,0,1705114246485,280053233,234
0.1,0.1,buy,42624.57,BTC-29MAR24-34000-P,59.03,,0.02324233,0.023,2,1705114231366,280053152,296
1.2,1.2,sell,42695.08,BTC-13JAN24-45000-C,95.73,,2.529e-05,0.0001,3,1705114143620,280052993,179
1.0,1.0,sell,42720.18,BTC-13JAN24-44500-C,76.16,,0.00014048,0.0001,3,1705113680299,280052683,172
0.3,0.3,sell,42655.61,BTC-29MAR24-54000-C,55.36,,0.03076462,0.031,2,1705113159077,280052204,63
0.2,0.2,sell,42803.92,BTC-23FEB24-22000-P,97.13,,0.00142853,0.0016,0,1705111919755,280051213,165
0.1,0.1,sell,42757.17,BTC-13JAN24-43500-P,53.96,,0.01810745,0.018,2,1705111781894,280051049,292
0.3,0.3,sell,42742.25,BTC-23FEB24-24000-P,87.19,,0.00197011,0.0018,0,1705111671467,280050923,144
0.4,0.4,buy,42676.17,BTC-26JAN24-24000-P,119.76,,0.0003423,0.0003,0,1705111565580,280050755,286
0.6,0.6,sell,42667.86,BTC-13JAN24-47500-C,165.5,,2.829e-05,0.0001,3,1705111168375,280050210,363
1.5,1.5,sell,42609.42,BTC-13JAN24-48000-C,180.92,,9.09e-06,0.0001,3,1705110997798,280050012,439
0.5,0.5,buy,42609.87,BTC-13JAN24-46500-C,137.84,,5.645e-05,0.0001,3,1705110996491,280050011,518
2.3,2.3,buy,42615.55,BTC-29MAR24-33000-P,60.11,,0.01974973,0.0195,1,1705108350488,280044056,368
2.0,2.0,sell,42642.55,BTC-13JAN24-45250-C,92.79,,9.935e-05,0.0001,3,1705108323487,280043958,24
1.0,1.0,sell,42635.71,BTC-13JAN24-45500-C,100.16,,8.879e-05,0.0001,3,1705108310357,280043890,124
0.1,0.1,sell,42844.69,BTC-27DEC24-32000-P,58.67,,0.07418197,0.071,0,1705106558034,280041594,4
0.1,0.1,sell,42804.61,BTC-13JAN24-39500-P,141.32,,0.00050015,0.0004,3,1705105608237,280040340,107
1.3,1.3,sell,42844.74,BTC-13JAN24-47000-C,128.92,,0.00018591,0.0001,2,1705105239227,280039849,625
0.1,0.1,sell,42848.49,BTC-27SEP24-85000-C,65.24,,0.04672174,0.0475,3,1705105181578,280039761,118
0.1,0.1,sell,42884.49,BTC-13JAN24-45750-C,92.19,,0.00046618,0.0001,2,1705104151371,280038061,64
0.4,0.4,buy,42804.25,BTC-28JUN24-33000-P,60.96,,0.04556395,0.0465,0,1705104093770,280037918,145
