amount,block_trade_id,block_trade_leg_count,combo_id,combo_trade_id,direction,index_price,instrument_name,iv,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.3,,,,,buy,37837.27,BTC-29DEC23-55000-C,70.79,0.00357351,0.0036,0,1701215991456,273034450,2835
0.7,,,,,sell,37836.29,BTC-1DEC23-40000-C,53.02,0.00224353,0.002,2,1701215941472,273034443,1738
0.1,,,,,buy,37834.77,BTC-29NOV23-38250-C,39.54,0.00135616,0.0012,2,1701215920983,273034440,281
0.2,,,,,buy,37824.5,BTC-1DEC23-37500-P,41.25,0.00935185,0.009,3,1701215849237,273034368,843
1.0,,,,,buy,37833.92,BTC-29NOV23-37750-C,30.84,0.00568467,0.005,3,1701215825271,273034308,443
1.0,,,,,sell,37834.95,BTC-15DEC23-36000-P,44.69,0.01609769,0.016,1,1701215815675,273034301,132
3.0,,,,,sell,37832.17,BTC-30NOV23-37750-P,40.31,0.00874594,0.0085,2,1701215810266,273034274,45
0.1,,,,,buy,37825.43,BTC-1DEC23-37500-C,42.15,0.01856181,0.0185,2,1701215796231,273034205,1437
0.4,,,,,buy,37819.17,BTC-29NOV23-37750-P,37.08,0.0035443,0.0036,3,1701215746228,273034178,168
0.1,,,,,sell,37818.98,BTC-1DEC23-33500-P,67.0,0.00034305,0.0002,3,1701215736291,273034174,477
0.1,,,,,sell,37817.55,BTC-29NOV23-38000-C,38.65,0.0026035,0.0027,0,1701215726576,273034152,356
0.5,,,,,sell,37798.1,BTC-26JAN24-50000-C,63.08,0.02238602,0.022,2,1701215710680,273034111,875
0.1,,,,,sell,37802.67,BTC-30NOV23-36750-P,40.9,0.00167575,0.0015,3,1701215609837,273034025,72
0.1,,,,,sell,37802.87,BTC-30NOV23-36500-P,42.78,0.00110746,0.001,2,1701215609057,273034024,93
0.1,,,,,sell,37802.87,BTC-30NOV23-36250-P,43.65,0.00076149,0.0006,3,1701215608288,273034023,45
0.1,,,,,sell,37802.93,BTC-30NOV23-36000-P,45.62,0.00053387,0.0004,2,1701215607506,273034022,60
0.1,,,,,sell,37805.09,BTC-30NOV23-35750-P,48.4,0.00039949,0.0003,2,1701215606725,273034021,35
0.8,,,,,sell,37815.01,BTC-1DEC23-36000-P,46.33,0.00158756,0.0015,2,1701215567855,273034004,910
13.0,,,,,buy,37821.88,BTC-8DEC23-39000-C,47.23,0.01813593,0.0185,2,1701215556502,273033950,586
0.7,,,,,sell,37818.43,BTC-15DEC23-37000-P,44.83,0.02549692,0.0255,1,1701215520752,273033868,122
0.1,,,,,buy,37822.56,BTC-8DEC23-40000-C,49.11,0.01192586,0.012,2,1701215465636,273033835,641
0.1,,,,,buy,37795.78,BTC-30NOV23-38500-C,44.01,0.00412507,0.004,2,1701215329102,273033713,103
1.0,,,,,buy,37796.66,BTC-8DEC23-44000-C,59.11,0.0025477,0.0025,1,1701215323731,273033712,449
0.3,,,,,sell,37773.67,BTC-8DEC23-36500-P,42.07,0.01291973,0.012,0,1701215288265,273033628,292
0.3,,,,,sell,37773.53,BTC-8DEC23-36000-P,43.08,0.00935954,0.009,0,1701215287530,273033627,326
5.0,,,,,sell,37778.49,BTC-29DEC23-65000-C,84.53,0.00165765,0.0016,0,1701215244618,273033458,1391
0.1,,,,,sell,37784.37,BTC-1DEC23-38000-C,43.23,0.01157869,0.0115,3,1701215232316,273033440,2009
0.1,,,,,buy,37784.37,BTC-29NOV23-37250-P,44.38,0.00076795,0.001,0,1701215231647,273033432,191
0.3,,,,,sell,37806.2,BTC-29NOV23-36500-P,54.33,0.00030389,0.0001,2,1701215206816,273033397,242
0.5,,,,,buy,37823.77,BTC-26JAN24-46000-C,60.33,0.03500175,0.035,2,1701215186279,273033347,464
7.5,,,,,buy,37813.16,BTC-1DEC23-38500-C,45.29,0.00742219,0.0075,3,1701215170044,273033344,1187
0.1,,,,,sell,37813.28,BTC-29NOV23-37500-P,38.06,0.00163963,0.0016,0,1701215166883,273033318,155
0.1,,,,,sell,37807.6,BTC-29NOV23-39500-C,64.99,0.00016862,0.0001,2,1701215158843,273033314,73
0.1,,,,,buy,37800.74,BTC-1DEC23-39000-C,48.67,0.00491222,0.0049,2,1701215144876,273033296,1469
0.1,,,,,buy,37796.02,BTC-29DEC23-42000-C,51.21,0.0240472,0.024,1,1701215141896,273033295,1365
9.3,,,,,buy,37799.44,BTC-29DEC23-45000-C,55.35,0.01328431,0.0135,2,1701215127819,273033288,5969
0.1,,,,,sell,37805.78,BTC-1DEC23-39500-C,51.5,0.00319811,0.0032,2,1701215123317,273033275,1047
0.2,,,,,buy,37802.45,BTC-29DEC23-44000-C,53.62,0.01610588,0.016,3,1701215122090,273033273,1066
0.1,,,,,sell,37802.45,BTC-29DEC23-38000-C,47.43,0.05648711,0.0565,3,1701215122081,273033272,3438
1.0,,,,,buy,37797.06,BTC-30NOV23-37750-C,39.98,0.01086091,0.0105,3,1701215101724,273033211,64
0.1,,,,,sell,37789.47,BTC-1DEC23-38000-P,43.24,0.0164798,0.0165,1,1701215094053,273033176,396
0.2,,,,,sell,37776.89,BTC-29NOV23-36250-P,62.12,0.00019704,0.0001,2,1701215070563,273033157,129
10.8,,,,,sell,37798.47,BTC-15DEC23-35500-P,44.45,0.0129076,0.0125,1,1701215019348,273033106,98
0.3,,,,,sell,37802.91,BTC-30NOV23-37000-P,40.05,0.00267052,0.0024,0,1701214972614,273032867,119
1.4,,,,,buy,37795.45,BTC-8DEC23-41000-C,51.9,0.00774018,0.008,2,1701214946413,273032805,546
0.1,,,,,sell,37796.44,BTC-30NOV23-37250-P,39.76,0.00419606,0.0039,0,1701214919522,273032794,60
0.2,,,,,sell,37771.24,BTC-29NOV23-38000-P,39.78,0.00821507,0.0085,3,1701214872718,273032734,218
0.8,,,,,buy,37771.24,BTC-29NOV23-38750-C,55.16,0.00041472,0.0005,3,1701214872627,273032732,154
0.1,,,,,sell,37771.24,BTC-29NOV23-37000-P,44.7,0.00030623,0.0004,3,1701214872485,273032719,295
2.0,,,,,sell,37763.18,BTC-1DEC23-43000-C,76.0,0.00045806,0.0004,3,1701214844964,273032609,696
0.4,,,,,sell,37765.73,BTC-30NOV23-41000-C,65.39,0.000318,0.0003,2,1701214840838,273032607,32
0.1,,,,,buy,37759.1,BTC-29NOV23-38500-C,48.54,0.00060128,0.0007,0,1701214827153,273032593,322
1.1,,,,,sell,37756.03,BTC-1DEC23-44000-C,79.79,0.0002391,0.0002,2,1701214823011,273032571,627
1.4,,,,,sell,37751.25,BTC-23FEB24-34000-P,55.59,0.05208524,0.052,0,1701214815900,273032550,11
0.1,,,,,sell,37730.15,BTC-30NOV23-41500-C,69.99,0.00016538,0.0002,2,1701214806560,273032521,8
0.1,,,,,sell,37743.44,BTC-1DEC23-46000-C,92.53,5.995e-05,0.0001,2,1701214784201,273032490,404
9.6,,,,,sell,37741.15,BTC-15DEC23-36500-P,44.48,0.02127453,0.021,0,1701214774797,273032447,113
0.1,,,,,sell,37740.63,BTC-26JAN24-35000-P,53.66,0.04558474,0.045,0,1701214773378,273032446,297
3.9,,,,,buy,37716.82,BTC-30NOV23-39000-C,50.31,0.00192377,0.0022,2,1701214750290,273032405,97
0.1,,,,,sell,37734.4,BTC-29NOV23-37000-C,55.87,0.01983541,0.0205,2,1701214719246,273032091,90
0.1,,,,,sell,37728.16,BTC-26JAN24-52000-C,64.98,0.01795316,0.018,2,1701214718240,273032089,339
0.1,,,,,buy,37733.59,BTC-15DEC23-34500-P,45.86,0.00834491,0.008,0,1701214717326,273032055,58
0.2,,,,,buy,37733.59,BTC-30NOV23-38000-P,43.73,0.01361087,0.014,1,1701214717203,273032052,33
0.5,,,,,buy,37765.09,BTC-26JAN24-48000-C,61.76,0.02752371,0.0275,2,1701214627940,273031557,266
0.5,,,,,sell,37762.89,BTC-15DEC23-38000-C,45.9,0.0379809,0.038,2,1701214626910,273031553,299
0.1,,,,,buy,37767.2,BTC-26JAN24-32000-P,54.84,0.02277555,0.0225,1,1701214622427,273031499,273
0.2,,,,,buy,37778.22,BTC-26JAN24-33000-P,54.27,0.0286916,0.0285,0,1701214622228,273031486,372
10.4,,,,,buy,37801.3,BTC-1DEC23-37000-P,43.45,0.0055275,0.0055,0,1701214586870,273031267,1151
0.1,,,,,sell,37795.91,BTC-23FEB24-48000-C,60.96,0.04513734,0.045,2,1701214580543,273031163,32
0.7,,,,,buy,37795.91,BTC-30NOV23-38250-P,47.92,0.01691776,0.018,0,1701214580128,273031100,34
0.1,,,,,sell,37795.91,BTC-26JAN24-44000-C,58.93,0.04450483,0.0445,2,1701214580096,273031097,435
1.0,,,,,sell,37815.61,BTC-23FEB24-37000-C,55.88,0.1291436,0.1295,0,1701214543105,273030561,4
1.0,,,,,sell,37825.7,BTC-29DEC23-40000-C,49.46,0.03738765,0.0375,2,1701214537168,273030491,8906
0.5,,,,,sell,37826.32,BTC-26JAN24-41000-C,56.94,0.06451007,0.0645,2,1701214530189,273030301,255
1.9,,,,,buy,37846.73,BTC-29MAR24-36000-P,57.29,0.09020988,0.0905,1,1701214413943,273030062,134
0.1,,,,,buy,37858.55,BTC-23FEB24-31000-P,56.38,0.02865472,0.0285,0,1701214343020,273030020,18
3.3,,,,,buy,37861.48,BTC-29DEC23-27000-P,64.09,0.00171132,0.0018,2,1701214100097,273029814,3380
0.1,,,,,sell,37858.13,BTC-29MAR24-21000-P,67.3,0.0068614,0.0065,2,1701214062573,273029763,558
2.1,,,,,sell,37864.08,BTC-29MAR24-22000-P,65.9,0.00834591,0.008,3,1701214049135,273029744,651
2.0,,,,,sell,37865.14,BTC-29MAR24-20000-P,69.46,0.00563442,0.0055,3,1701214044918,273029743,650
0.5,,,,,buy,37861.38,BTC-8DEC23-38500-C,45.67,0.02309654,0.023,2,1701214034791,273029725,495
4.0,,,,,sell,37890.59,BTC-15DEC23-37500-P,45.08,0.03087065,0.0305,0,1701213972542,273029628,198
1.0,,,,,sell,37864.83,BTC-29DEC23-39000-C,48.25,0.04655697,0.0465,3,1701213852680,273029489,2869
