amount,block_trade_id,block_trade_leg_count,combo_id,contracts,direction,index_price,instrument_name,iv,liquidation,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.4,,,,0.4,sell,71402.46,BTC-21MAY24-69500-P,66.44,,0.00088058,0.0008,1,1716249597058,302300669,80
0.1,,,,0.1,sell,71426.17,BTC-7JUN24-69000-P,54.54,,0.02998003,0.0295,3,1716249589886,302300640,135
0.1,,,,0.1,sell,71419.94,BTC-21MAY24-71500-P,57.47,,0.00774007,0.0075,3,1716249578228,302300614,8
5.1,,,,5.1,buy,71416.0,BTC-26JUL24-53000-P,64.02,,0.0137407,0.0135,2,1716249567333,302300538,54
1.2,,,,1.2,buy,71418.25,BTC-23MAY24-81000-C,73.9,,0.00026341,0.0004,1,1716249564239,302300537,3
2.4,,,,2.4,buy,71408.18,BTC-23MAY24-80000-C,70.04,,0.00040501,0.0005,0,1716249559902,302300526,3
0.3,,,,0.3,buy,71408.18,BTC-24MAY24-70000-P,57.42,,0.01288234,0.0125,3,1716249559158,302300525,66
0.5,,,,0.5,sell,71418.68,BTC-24MAY24-70000-C,59.31,,0.03475673,0.035,0,1716249553086,302300508,1721
0.1,,,,0.1,buy,71420.34,BTC-7JUN24-76000-C,57.61,,0.02757781,0.0275,1,1716249552375,302300503,133
0.1,,,,0.1,sell,71449.24,BTC-28JUN24-34000-P,95.44,,0.00046624,0.0005,3,1716249544600,302300455,461
0.5,,,,0.5,sell,71449.09,BTC-28JUN24-35000-P,92.04,,0.00055487,0.0005,3,1716249537708,302300418,1008
0.1,,,,0.1,sell,71441.09,BTC-28JUN24-43000-P,78.05,,0.00141541,0.0014,2,1716249530920,302300412,710
2.2,,,,2.2,buy,71443.63,BTC-23MAY24-69000-P,55.21,,0.00533426,0.005,2,1716249516871,302300368,38
2.0,,,,2.0,buy,71464.4,BTC-31MAY24-70000-C,55.39,T,0.04884249,0.0495,0,1716249504429,302300281,4749
0.4,,,,0.4,buy,71433.71,BTC-31MAY24-60000-C,60.97,,0.16415821,0.164,0,1716249497238,302300219,918
0.5,,,,0.5,buy,71433.71,BTC-31MAY24-75000-C,56.96,,0.02005502,0.02,1,1716249496896,302300218,2743
0.1,,,,0.1,sell,71428.91,BTC-28JUN24-160000-C,93.22,,0.00060001,0.0006,1,1716249496123,302300217,786
0.3,,,,0.3,sell,71398.69,BTC-21MAY24-67000-P,101.07,,0.00022838,0.0002,1,1716249485489,302300170,154
8.0,,,,8.0,buy,71408.41,BTC-31MAY24-60000-P,64.17,,0.00183354,0.0021,0,1716249472231,302300107,2913
0.5,,,,0.5,buy,71407.7,BTC-7JUN24-71000-P,55.9,,0.04277558,0.043,3,1716249468175,302300098,25
4.0,,,,4.0,sell,71407.7,BTC-24MAY24-76000-C,60.55,,0.0047642,0.0046,2,1716249467492,302300088,475
0.1,,,,0.1,sell,71391.52,BTC-28JUN24-32000-P,99.84,,0.0003206,0.0004,3,1716249460294,302300074,528
