amount,block_rfq_id,block_trade_id,block_trade_leg_count,combo_id,combo_trade_id,contracts,direction,index_price,instrument_name,iv,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
25.0,,BLOCK-260973,1,,,25.0,sell,70328.06,BTC-13FEB26-60000-P,98.79,0.00308632,0.0031,0,1770595197817,414426560,546
0.1,,,,,,0.1,buy,70293.39,BTC-11FEB26-72000-C,66.82,0.01176137,0.0115,3,1770595170466,414426489,52
0.2,,,,,,0.2,buy,70252.59,BTC-20FEB26-72000-C,59.19,0.03070863,0.031,2,1770595140850,414426374,303
0.1,,,,,,0.1,buy,70212.86,BTC-27FEB26-76000-C,53.33,0.01947159,0.019,2,1770595134808,414426353,809
0.1,,,,,,0.1,sell,70213.99,BTC-27FEB26-63000-P,65.52,0.01878813,0.0185,0,1770595125479,414426286,84
0.1,,,,,,0.1,sell,70268.93,BTC-9FEB26-70000-C,78.23,0.01157273,0.0115,3,1770595099697,414426170,488
0.1,,,,,,0.1,sell,70308.28,BTC-10FEB26-76000-C,72.72,0.00060773,0.0007,3,1770595094978,414426157,111
0.1,,,,,,0.1,buy,70335.75,BTC-13FEB26-50000-P,141.05,0.00051598,0.0006,0,1770595075005,414426092,297
0.1,,,,,,0.1,buy,70329.26,BTC-27MAR26-20000-P,127.83,0.00018016,0.0002,3,1770595067195,414426076,2062
1.0,,,,,,1.0,buy,70330.78,BTC-9FEB26-69000-P,91.53,0.00376879,0.004,2,1770595065926,414426072,230
0.1,,,,,,0.1,buy,70327.85,BTC-27FEB26-64000-P,64.22,0.02119563,0.021,0,1770595063821,414426070,344
0.1,,,,,,0.1,buy,70270.71,BTC-20FEB26-73000-C,57.83,0.02534463,0.025,2,1770595033781,414425916,380
0.1,,,,,,0.1,buy,70270.74,BTC-27FEB26-68000-P,59.46,0.03768987,0.0375,2,1770595033309,414425905,430
0.1,,,,,,0.1,sell,70269.4,BTC-13FEB26-68000-P,72.29,0.01764066,0.0175,0,1770595032077,414425901,401
0.2,,,,,,0.2,buy,70273.2,BTC-13FEB26-70000-C,69.49,0.031328,0.032,2,1770595028032,414425873,546
0.1,,,,,,0.1,sell,70434.49,BTC-20FEB26-75000-C,56.37,0.01688213,0.0165,2,1770594977520,414425486,417
1.0,,,,,,1.0,sell,70539.55,BTC-25DEC26-85000-C,49.29,0.1283489,0.128,2,1770594877597,414425026,554
0.1,,,,,,0.1,buy,70561.33,BTC-13FEB26-72000-C,64.07,0.0191536,0.019,0,1770594872464,414425008,580
1.6,,,,,,1.6,sell,70531.71,BTC-27FEB26-60000-P,70.47,0.01161771,0.0115,1,1770594849537,414424943,2614
1.0,,,,,,1.0,sell,70528.95,BTC-13FEB26-90000-C,88.57,0.00024325,0.0002,3,1770594846795,414424938,490
0.1,,,,,,0.1,sell,70527.79,BTC-20FEB26-84000-C,56.19,0.00196108,0.0017,2,1770594820160,414424837,442
2.0,,,,,,2.0,buy,70526.88,BTC-13FEB26-84000-C,72.45,0.00037898,0.0004,1,1770594812484,414424813,574
1.6,,,,,,1.6,sell,70608.16,BTC-27FEB26-74000-C,54.31,0.03010283,0.0295,2,1770594792611,414424754,736
0.1,,,,,,0.1,sell,70625.88,BTC-20FEB26-95000-C,70.23,0.00042508,0.0004,1,1770594779030,414424712,289
0.1,,,,,,0.1,buy,70521.02,BTC-13FEB26-62000-P,90.52,0.0043551,0.0042,0,1770594741397,414424535,517
0.1,,,,,,0.1,buy,70566.48,BTC-20FEB26-68000-P,62.92,0.02749499,0.0275,2,1770594728834,414424524,187
1.6,,,,,,1.6,buy,70699.22,BTC-10FEB26-71000-P,73.32,0.0197318,0.02,2,1770594690763,414424427,83
1.5,,,,,,1.5,sell,70713.28,BTC-9FEB26-72000-C,72.37,0.00264226,0.0026,0,1770594686579,414424421,491
1.2,,,,,,1.2,buy,70615.85,BTC-11FEB26-76000-C,63.91,0.00200769,0.0018,0,1770594635594,414424270,14
0.1,,,,,,0.1,sell,70615.85,BTC-27FEB26-82000-C,52.05,0.00645689,0.006,2,1770594634284,414424263,871
1.0,,,,,,1.0,sell,70700.36,BTC-9FEB26-63000-P,153.44,0.00018117,0.0001,2,1770594617044,414424132,189
4.0,,,,,,4.0,sell,70752.1,BTC-9FEB26-71000-C,77.2,0.00733963,0.007,1,1770594604769,414423932,454
0.4,,,,,,0.4,sell,70626.52,BTC-27MAR26-62000-P,58.93,0.03128403,0.031,1,1770594601357,414423859,365
0.1,,,,,,0.1,buy,70625.09,BTC-27MAR26-82000-C,48.33,0.02099448,0.0205,0,1770594601039,414423821,659
0.1,,,,,,0.1,sell,70585.54,BTC-9FEB26-67000-P,118.3,0.00107026,0.0012,3,1770594587820,414423725,268
0.1,,,,,,0.1,sell,70443.25,BTC-20FEB26-76000-C,55.88,0.01338954,0.013,3,1770594507288,414423567,538
0.1,,,,,,0.1,sell,70452.6,BTC-20FEB26-74000-C,56.53,0.02143684,0.0205,2,1770594503529,414423564,503
0.5,,,,,,0.5,buy,70611.91,BTC-27MAR26-72000-C,52.17,0.06705327,0.067,2,1770594445306,414423337,376
0.2,,,,,,0.2,buy,70599.31,BTC-24APR26-120000-C,53.23,0.00165893,0.0016,2,1770594403502,414423202,247
0.1,,,,,,0.1,buy,70550.52,BTC-26JUN26-40000-P,68.94,0.01225944,0.012,0,1770594399431,414423186,847
0.1,,,,,,0.1,buy,70557.92,BTC-13FEB26-71000-P,67.7,0.03233594,0.033,2,1770594390886,414423158,384
0.1,,,,,,0.1,buy,70432.19,BTC-10FEB26-73000-C,68.73,0.004763,0.0045,0,1770594333410,414422807,125
0.1,,,,,,0.1,buy,70420.0,BTC-11FEB26-71000-C,71.43,0.01838788,0.019,2,1770594316068,414422760,27
1.1,,,,,,1.1,buy,70446.25,BTC-13FEB26-86000-C,78.04,0.00029593,0.0003,3,1770594305093,414422710,480
8.3,,,,,,8.3,buy,70438.82,BTC-10FEB26-70000-C,76.12,0.02137009,0.0215,0,1770594304157,414422689,167
3.3,,,,,,3.3,sell,70328.5,BTC-9FEB26-74000-C,80.98,0.00023141,0.0002,3,1770594211640,414422172,365
0.1,,,,,,0.1,buy,70326.75,BTC-27MAR26-58000-P,62.63,0.02123779,0.021,0,1770594210421,414422170,235
5.1,,,,,,5.1,sell,70416.61,BTC-13FEB26-75000-C,61.89,0.0069208,0.0065,3,1770594197395,414422106,760
0.1,,,,,,0.1,sell,70380.39,BTC-9FEB26-70000-P,81.87,0.0073395,0.0075,2,1770594194126,414422052,186
0.1,,,,,,0.1,buy,70348.98,BTC-24APR26-95000-C,47.21,0.01010988,0.0095,0,1770594190485,414421954,168
1.6,,,,,,1.6,sell,70334.72,BTC-27FEB26-72000-P,55.87,0.06335694,0.063,0,1770594184138,414421851,220
1.4,,,,,,1.4,buy,70334.72,BTC-27FEB26-69000-C,59.03,0.06244452,0.0625,0,1770594184138,414421852,55
