amount,block_trade_id,block_trade_leg_count,combo_id,contracts,direction,index_price,instrument_name,iv,liquidation,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.1,,,,0.1,sell,57039.23,BTC-30AUG24-55000-P,46.89,,0.05093838,0.0505,1,1720137592692,307496156,229
1.0,,,,1.0,buy,57039.23,BTC-5JUL24-55000-P,85.53,,0.00076983,0.0009,0,1720137592205,307496155,21
0.1,,,,0.1,buy,57032.54,BTC-26JUL24-55000-P,46.51,,0.02697815,0.027,1,1720137589080,307496136,1171
0.1,,,,0.1,sell,57022.95,BTC-19JUL24-56000-P,46.86,,0.02782332,0.0275,0,1720137584922,307496122,378
2.1,,,,2.1,buy,57005.12,BTC-12JUL24-78000-C,88.52,,0.00023796,0.0003,1,1720137581802,307496116,151
1.0,,,,1.0,buy,57000.15,BTC-5JUL24-59000-P,45.95,,0.03522971,0.035,0,1720137563809,307496103,1152
0.1,,,,0.1,buy,57013.09,BTC-26JUL24-64000-C,46.45,,0.00994377,0.01,2,1720137556810,307496084,1002
4.0,,,,4.0,buy,57009.88,BTC-5JUL24-57000-C,52.97,,0.00675461,0.0065,3,1720137552060,307496079,120
0.1,,,,0.1,sell,56996.09,BTC-30AUG24-63000-C,47.06,,0.03959596,0.0395,2,1720137544954,307496059,528
0.1,,,,0.1,sell,56979.79,BTC-26JUL24-60000-C,44.76,,0.02419484,0.024,2,1720137540266,307496042,604
0.7,,,,0.7,sell,56971.03,BTC-12JUL24-65000-C,51.29,,0.00122708,0.0011,3,1720137536851,307496037,994
0.1,,,,0.1,sell,56970.95,BTC-19JUL24-60000-C,44.89,,0.01680846,0.0165,2,1720137536321,307496034,233
0.1,,,,0.1,buy,56969.47,BTC-26JUL24-66000-C,47.97,,0.00627133,0.0065,3,1720137535285,307496033,1400
1.0,,,,1.0,buy,56967.08,BTC-5JUL24-57000-P,55.91,,0.00700932,0.007,2,1720137532338,307496023,759
5.0,,,,5.0,sell,56962.76,BTC-12JUL24-66000-C,56.14,,0.0010296,0.0011,3,1720137528713,307496021,725
0.1,,,,0.1,buy,56954.47,BTC-30AUG24-52000-P,47.7,,0.03264511,0.0325,1,1720137520300,307496008,576
0.1,,,,0.1,sell,56938.42,BTC-26JUL24-54000-P,46.79,,0.02167311,0.0215,0,1720137516601,307495934,809
1.0,,,,1.0,buy,56938.42,BTC-30AUG24-50000-P,48.64,,0.02319404,0.0235,0,1720137516296,307495932,783
3.1,,,,3.1,sell,56964.29,BTC-6JUL24-59500-C,58.13,,0.0017072,0.0019,2,1720137515425,307495927,138
3.9,,,,3.9,sell,56976.69,BTC-5JUL24-58000-C,58.57,,0.0012725,0.0015,3,1720137514489,307495913,275
0.5,,,,0.5,buy,56992.72,BTC-7JUL24-58000-P,47.56,,0.02504117,0.0255,1,1720137512378,307495901,18
0.1,,,,0.1,sell,57070.61,BTC-19JUL24-57000-C,46.39,,0.03842532,0.0385,2,1720137494146,307495793,36
3.0,,,,3.0,buy,57076.15,BTC-12JUL24-64000-C,50.42,,0.00177503,0.0018,3,1720137487084,307495784,1329
1.3,,,,1.3,sell,57102.85,BTC-7JUL24-58000-C,46.49,,0.00836668,0.0085,2,1720137482655,307495777,31
0.1,,,,0.1,buy,57087.59,BTC-7JUL24-57500-C,45.83,,0.01164788,0.0115,2,1720137480646,307495766,27
0.6,,,,0.6,buy,57080.76,BTC-5JUL24-54000-P,96.13,,0.00018567,0.0003,1,1720137475365,307495758,659
0.1,,,,0.1,sell,57076.54,BTC-26JUL24-62000-C,44.94,,0.01572996,0.0155,2,1720137459571,307495737,1003
0.1,,,,0.1,sell,57068.78,BTC-30AUG24-67000-C,47.21,,0.0245125,0.024,2,1720137447059,307495708,475
0.1,,,,0.1,sell,57074.62,BTC-5JUL24-57500-C,55.07,,0.00335208,0.0037,2,1720137446177,307495706,59
0.1,,,,0.1,sell,57105.32,BTC-5JUL24-61000-C,93.26,,0.00016401,0.0001,3,1720137415088,307495621,832
1.0,,,,1.0,buy,57110.48,BTC-27DEC24-43000-P,56.97,,0.03812242,0.038,0,1720137413690,307495619,194
0.1,,,,0.1,sell,57147.76,BTC-6JUL24-57000-P,59.36,,0.01262821,0.013,1,1720137374350,307495570,86
0.5,,,,0.5,sell,57135.93,BTC-30AUG24-58000-C,47.15,,0.07197906,0.0725,3,1720137369704,307495556,91
0.1,,,,0.1,sell,57134.03,BTC-12JUL24-58000-C,47.63,,0.02029996,0.0205,3,1720137342063,307495526,224
0.1,,,,0.1,buy,57256.17,BTC-30AUG24-72000-C,48.54,,0.01353244,0.0135,2,1720137240826,307495365,592
1.0,,,,1.0,buy,57251.45,BTC-27DEC24-56000-P,57.8,,0.12265628,0.1245,0,1720137214492,307495348,189
0.1,,,,0.1,buy,57233.95,BTC-26JUL24-65000-C,46.87,,0.0083621,0.0085,0,1720137186840,307495318,1543
7.7,,,,7.7,buy,57211.25,BTC-12JUL24-62000-C,47.61,,0.00400362,0.0041,0,1720137184693,307495310,1071
1.8,,,,1.8,buy,57211.25,BTC-12JUL24-57000-C,49.18,,0.0296837,0.03,2,1720137184583,307495307,128
1.0,,,,1.0,buy,57211.25,BTC-12JUL24-60000-C,46.59,,0.00974887,0.0095,0,1720137184555,307495306,647
0.2,,,,0.2,buy,57179.18,BTC-26JUL24-67000-C,48.34,,0.00525125,0.0055,3,1720137180884,307495284,1097
0.1,,,,0.1,sell,57137.19,BTC-12JUL24-57000-P,48.81,,0.02588106,0.026,0,1720137163211,307495252,534
0.1,,,,0.1,buy,57158.68,BTC-12JUL24-56000-P,51.6,,0.01862601,0.0195,2,1720137112159,307495179,738
1.0,,,,1.0,buy,57163.7,BTC-30AUG24-59000-C,47.12,,0.06426885,0.065,2,1720137108604,307495167,124
1.0,,,,1.0,buy,57153.03,BTC-30AUG24-60000-C,47.14,,0.05736436,0.058,2,1720137107886,307495165,167
1.0,,,,1.0,buy,57153.03,BTC-30AUG24-62000-C,47.26,,0.04541507,0.046,0,1720137107886,307495164,514
2.0,,,,2.0,sell,57146.93,BTC-5JUL24-60000-C,84.35,,0.00028013,0.0003,3,1720137106548,307495161,678
1.0,,,,1.0,sell,57119.54,BTC-7JUL24-56000-P,52.28,,0.00829571,0.0085,0,1720137099420,307495147,36
1.0,,,,1.0,buy,57108.68,BTC-6JUL24-57000-C,57.71,,0.01492852,0.015,3,1720137099030,307495146,31
1.0,,,,1.0,buy,57108.68,BTC-30AUG24-61000-C,47.24,,0.05080257,0.0515,2,1720137099030,307495145,253
1.0,,,,1.0,buy,57108.68,BTC-30AUG24-57000-C,47.18,,0.07977268,0.0805,2,1720137099017,307495143,42
1.5,,,,1.5,sell,57140.76,BTC-6JUL24-57500-P,55.78,,0.01633314,0.0165,0,1720137047976,307494944,81
